"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"5216","KeyBanc Maintains Overweight on Chipotle Mexican Grill, Raises Price Target to $625","positive",0.8,0.9,10774,"CHIPOTLE MEXICAN GRILL INC",4,NA,140,28,2,"2019-02-07",91068,11.3523229956627,-0.513846427202225,3.18378293829815,2.46507940062626,-0.112033961340785,-0.352323351754324,-0.216239504176285
"5217","Investors Eat Up Chipotle's Big Q4 Earnings Beat","positive",0.8,0.9,10782,"CHIPOTLE MEXICAN GRILL INC",4,NA,134,28,2,"2019-02-06",91068,-0.112033961340785,11.3523229956627,13.9831953529616,14.2816418166334,-0.240558898076415,-0.104322419374503,-0.558894474667815
"5218","Chipotle Adds $100M To Buyback","positive",0.8,0.9,10790,"CHIPOTLE MEXICAN GRILL INC",4,NA,130,28,2,"2019-02-06",91068,-0.112033961340785,11.3523229956627,13.9831953529616,14.2816418166334,-0.240558898076415,-0.104322419374503,-0.558894474667815
"5219","Chipotle Q4 Comps Up 6.1% Year Over Year","positive",0.8,0.9,10798,"CHIPOTLE MEXICAN GRILL INC",4,NA,136,28,2,"2019-02-06",91068,-0.112033961340785,11.3523229956627,13.9831953529616,14.2816418166334,-0.240558898076415,-0.104322419374503,-0.558894474667815
"5220","Chipotle Sees FY19 Comps Growth In Mid-Single Digit Range, Sees 140-155 New Restaurant Openings","positive",0.6,0.8,10806,"CHIPOTLE MEXICAN GRILL INC",4,NA,147,28,2,"2019-02-06",91068,-0.112033961340785,11.3523229956627,13.9831953529616,14.2816418166334,-0.240558898076415,-0.104322419374503,-0.558894474667815
"5221","Chipotle Mexican Grill Q4 EPS $1.72 Beats $1.33 Estimate, Sales $1.2B Beat $1.19B Estimate","positive",0.8,0.9,10814,"CHIPOTLE MEXICAN GRILL INC",4,NA,152,28,2,"2019-02-06",91068,-0.112033961340785,11.3523229956627,13.9831953529616,14.2816418166334,-0.240558898076415,-0.104322419374503,-0.558894474667815
"5222","Chipotle Mexican Grill To Report Q4 Earnings After The Closing Bell; Co. Historically Issues Its Report At Or Just After 4:10 p.m. ET","neutral",0.2,0.7,10822,"CHIPOTLE MEXICAN GRILL INC",4,NA,155,28,1,"2019-02-06",91068,-0.112033961340785,11.3523229956627,13.9831953529616,14.2816418166334,-0.240558898076415,-0.104322419374503,-0.558894474667815
"5223","Baird Maintains Outperform And Raises Chipotle Price Target From $560 To $600 As Firm Sees 'potential for strong top-line momentum in upcoming quarters to support positive investor sentiment and outperformance for the shares as the year plays out'","positive",0.8,0.9,10830,"CHIPOTLE MEXICAN GRILL INC",4,NA,170,28,2,"2019-02-01",91068,-0.455046771094203,0.136564997956157,10.540592630259,14.926024297172,-0.632293010130525,-0.0848983569373684,-0.449250866297113
"5224","Baird Maintains Outperform on Chipotle Mexican Grill, Raises Price Target to $600","positive",0.8,0.9,10838,"CHIPOTLE MEXICAN GRILL INC",4,NA,140,28,2,"2019-02-01",91068,-0.455046771094203,0.136564997956157,10.540592630259,14.926024297172,-0.632293010130525,-0.0848983569373684,-0.449250866297113
"5225","Cummins Filing Shows Registration For Mixed Securities Offering, No Size Disclosed","neutral",0.2,0.7,10846,"CUMMINS INC",4,NA,126,28,1,"2019-02-13",41080,0.606109388172626,-0.864388234913349,1.63709030038353,1.65027661628381,2.43622679263353,2.36713960827011,1.45033977056908
"5226","Cummins Stocks Level-Off As Company Misses EPS, Beats Revenue","neutral",0.3,0.7,10854,"CUMMINS INC",4,NA,125,28,1,"2019-02-11",41080,-0.067444093292579,2.43622679263353,3.6982126088573,5.58724546311049,-0.895599741488695,-0.71644273808884,-1.02790576569419
"5227","Oppenheimer Downgrades Cummins, Projects Softening North American Truck Market In 2020","negative",0.9,0.8,10862,"CUMMINS INC",4,NA,130,28,0,"2019-02-07",41080,0.18077603308484,-0.895599741488695,1.18299987944748,4.65856476423259,-0.313710584305227,0.403365441481451,1.79946787354182
"5228","UPDATE: Oppenheimer Downgrades Cummins On 'Increasing likelihood of FY20 being a down year for NorAm truck given recent Class 8 truck order/cancellation trends'; 'decelerating growth in off-highway markets'; NS6 China Enforcement Uncertainty","negative",0.9,0.8,10870,"CUMMINS INC",4,NA,164,28,0,"2019-02-07",41080,0.18077603308484,-0.895599741488695,1.18299987944748,4.65856476423259,-0.313710584305227,0.403365441481451,1.79946787354182
"5229","Oppenheimer Downgrades Cummins to Perform","negative",0.7,0.8,10878,"CUMMINS INC",4,NA,120,28,0,"2019-02-07",41080,0.18077603308484,-0.895599741488695,1.18299987944748,4.65856476423259,-0.313710584305227,0.403365441481451,1.79946787354182
"5230","Baird Upgrades Cummins to Outperform","positive",0.8,0.9,10886,"CUMMINS INC",4,NA,121,28,2,"2019-02-07",41080,0.18077603308484,-0.895599741488695,1.18299987944748,4.65856476423259,-0.313710584305227,0.403365441481451,1.79946787354182
"5231","Cummins Sees FY19 Sales Flat To Up 4% Year Over Year, EBITDA Growth 15.75-16.25%","positive",0.8,0.9,10894,"CUMMINS INC",4,NA,140,28,2,"2019-02-06",41080,-0.313710584305227,0.18077603308484,2.24974929592816,3.92367002381828,0.719332648441195,2.11982858448569,1.84216351225372
"5232","Cummins Q4 EPS $3.48 Misses $3.81 Estimate, Sales $6.1B Beat $6.08B Estimate","neutral",0.2,0.7,10902,"CUMMINS INC",4,NA,141,28,1,"2019-02-06",41080,-0.313710584305227,0.18077603308484,2.24974929592816,3.92367002381828,0.719332648441195,2.11982858448569,1.84216351225372
"5233","Cummins Q4 Earnings Preview","positive",0.6,0.8,10910,"CUMMINS INC",4,NA,118,28,2,"2019-02-05",41080,0.719332648441195,-0.313710584305227,1.31490187806047,3.7177893557276,1.39049366116524,1.11481165957656,1.63295944680262
"5234","What Electric Vehicle Adopters Can Learn From Natural Gas Fleets","positive",0.6,0.8,10918,"CUMMINS INC",4,NA,123,28,2,"2019-02-04",41080,1.39049366116524,0.719332648441195,-0.383198171114418,3.30084295466182,-0.27190123219043,0.239140551428507,0.225441883157695
"5235","Compass Minerals International shares are trading lower after the company reported Q4 EPS of $1.41, missing the $1.73 estimate and Q4 sales of $486.5 million, missing the $503.87 million estimate.","negative",0.7,0.8,10926,"COMPASS MINERALS INTL INC",4,NA,164,28,0,"2019-02-11",89952,1.40682123601437,0.418094312772155,2.67958931373014,0.817180478491442,0.523053994402289,-1.61168415870609,-0.764967428431051
"5236","Compass Minerals Q4 EPS $1.41 Misses $1.73 Estimate, Sales $486.5M Miss $503.87M Estimate","negative",0.7,0.8,10934,"COMPASS MINERALS INTL INC",4,NA,148,28,0,"2019-02-11",89952,1.40682123601437,0.418094312772155,2.67958931373014,0.817180478491442,0.523053994402289,-1.61168415870609,-0.764967428431051
"5237","Chimerix To Present Results From Post-Hoc Analysis Of Phase 3 Study Transplantation And Cellular Therapy Meetings Of ASBMT And CIBMTR 2019","positive",0.6,0.8,10942,"CHIMERIX INC",4,NA,143,28,2,"2019-02-22",13870,0,3.12500335276127,19.2708346122763,-6.77083275600976,-2.53807473927736,0.52355953823906,-3.5175907874963
"5238","Chimerix Reports Pres, CEO M. Michelle Berrey To Step Down; W. Garrett Nichols, Timothy Trost, Michael Alrutz Named To Newly-Created Office Of The CEO On Interim Basis","neutral",0.2,0.7,10950,"CHIMERIX INC",4,NA,151,28,1,"2019-02-06",13870,-0.429184176027775,-8.62069204449654,-8.62069197247498,-17.2413790855345,-4.50820215046406,-0.427349928531429,1.29226829237439e-07
"5239","Comtech Telecom Wins $1.5M Award For Military SATCOM TWTAs","positive",0.8,0.9,10958,"COMTECH TELECOMMUNICATIONS CORP",4,NA,136,28,2,"2019-02-28",26201,-0.30097789131105,1.3584928587079,-10.4150948434742,-15.924525458181,-0.337458378635347,-1.48257833119138,-1.70118708080486
"5240","Comtech Telecom Wins $1.1M Incremental Funding For US Army Sustainment Support Of Blue Force Tracking Program","positive",0.8,0.9,10966,"COMTECH TELECOMMUNICATIONS CORP",4,NA,143,28,2,"2019-02-20",26201,-0.371334492228925,1.19269359856844,-0.931792825737465,-2.12448640444887,-0.992648676037788,-0.0742131621996211,1.77627071391444
"5241","Comtech Telecom Wins $1.7M Equipment Order From Leading Satellite Antenna Manufacturer","positive",0.8,0.9,10974,"COMTECH TELECOMMUNICATIONS CORP",4,NA,136,28,2,"2019-02-19",26201,-0.992648676037788,-0.371334492228925,-0.965466920188085,-2.0052020624283,0.92764375731349,2.79668060293023,3.0693496657817
"5242","Comtech Telecom Was Named Awardee On $10B US Navy SeaPort-NxG Contract","positive",0.8,0.9,10982,"COMTECH TELECOMMUNICATIONS CORP",4,NA,139,28,2,"2019-02-14",26201,1.85185819864273,0.92764375731349,0.333952347146793,-0.333952339331345,0.265250843949616,2.75727800471719,4.37869311011434
"5243","Comtech Telecom Wins $1.8M Delivery Order For Satellite Earth Station Equipment","positive",0.8,0.9,10990,"COMTECH TELECOMMUNICATIONS CORP",4,NA,135,28,2,"2019-02-13",26201,0.265250843949616,1.85185819864273,2.6077118298512,0.151174975580637,2.48543452471495,4.10256019063553,4.93041671482117
"5244","Comtech Telecom Wins $6.2M In Added Funding From US Army For Providing Ongoing Sustainment Services For AN/TSC-198A SNAP, VSATs","positive",0.8,0.9,10998,"COMTECH TELECOMMUNICATIONS CORP",4,NA,154,28,2,"2019-02-12",26201,2.48543452471495,0.265250843949616,1.66730026928807,0.719971659257879,1.57790780067444,2.38568748958818,-0.271106453402092
"5245","Comtech Telecom Wins $11.9M In Orders For Cyber Training","positive",0.8,0.9,11006,"COMTECH TELECOMMUNICATIONS CORP",4,NA,133,28,2,"2019-02-11",26201,1.57790780067444,2.48543452471495,4.58252544033062,3.57281575290695,0.79523166641593,-1.82029172889132,-1.70608966276756
"5246","CNA Financial shares are trading lower after the company reported Q4 EPS of $0.74 versus the $0.82 estimate and revenue of $2.4B versus the $2.6B estimate.","negative",0.7,0.8,11014,"C N A FINANCIAL CORP",4,NA,159,28,0,"2019-02-11",47626,-7.77992457151413,0.699135940521955,5.49988491887921,5.90163071714047,-0.150213937740773,0.258562668036344,0.605402768636942
"5247","CNA Financial Q4 EPS $(0.08) May Not Compare to $0.82 Estimate","negative",0.9,0.8,11022,"C N A FINANCIAL CORP",4,NA,137,28,0,"2019-02-11",47626,-7.77992457151413,0.699135940521955,5.49988491887921,5.90163071714047,-0.150213937740773,0.258562668036344,0.605402768636942
"5248","Cowen & Co. Initiates Coverage On Centene with Outperform Rating, Announces $77 Price Target","positive",0.8,0.9,11030,"CENTENE CORP DEL",4,NA,133,28,2,"2019-02-28",89269,-1.61576997488737,0.739038875326514,-7.324682402547,-2.47987894077288,-2.97852568328381,-3.32708122539921,-3.3119867385074
"5249","JANA 13F Shows New Stake In Centene, Worldpay","positive",0.6,0.8,11038,"CENTENE CORP DEL",4,NA,125,28,2,"2019-02-14",89269,0.423929141834378,1.57911535352468,0.0781787179769955,-4.09630859192703,1.0150664485991,2.80871312783362,1.25595710996178
"5250","Centene Reports 2-For-1 Stock Split Effective As Of Feb. 7, 2019","positive",0.8,0.9,11046,"CENTENE CORP DEL",4,NA,133,28,2,"2019-02-07",89269,1.31578631699085,-1.58034469932318,0.0782337839655422,0.156473664111867,-1.02769089862704,-2.9314439128404,-4.26467999256616
"5251","On A Split-Adjusted Basis, Centene Sees FY19 Adj. EPS $4.11-$4.31 Does Not Compare To $8.19 Est., Sales $70.3B-$71.1B vs $70.22B Est.","negative",0.9,0.8,11054,"CENTENE CORP DEL",4,NA,163,28,0,"2019-02-05",89269,-1.92352086305618,-1.02769089862704,-1.07476488956021,2.42409685538914,-1.3734994456172,-0.459528260464026,-0.0691960197376384
"5252","Centene Q4 Adj. EPS $1.38 Beats $1.32 Estimate, Sales $16.559B Beat $16.4B Estimate","positive",0.8,0.9,11062,"CENTENE CORP DEL",4,NA,142,28,2,"2019-02-05",89269,-1.92352086305618,-1.02769089862704,-1.07476488956021,2.42409685538914,-1.3734994456172,-0.459528260464026,-0.0691960197376384
"5253","CNH Industrial N.V. Earlier Reported Q4 EPS $0.21 Beats $0.15 Estimate, Sales $8.202B Beat $8.16B Estimate","positive",0.8,0.9,11070,"C N H INDUSTRIAL N V",4,NA,154,28,2,"2019-02-07",14144,2.0812688395381,0.19416994182393,2.42718435847951,5.43688781025897,1.10221058130264,0.0992086597301211,1.2036097038665
"5254","Canadian National Railway Says United Steelworkers Ratified New Deal With Co.","positive",0.8,0.9,11078,"CANADIAN NATIONAL RAILWAY CO",4,NA,130,28,2,"2019-02-05",84181,0.916548632085323,-1.3503790833056,-2.49761455818456,2.77246618847564,-0.456188339740038,-0.718389037460188,-0.515897229427154
"5255","Cinemark Holdings Q4 EPS $0.17 vs $0.82 In Same Qtr. Last Year, Sales $798.6M Beat $766.49M Estimate; Raises Qtr. Dividend From $0.32 To $0.34/Share","negative",0.9,0.8,11086,"CINEMARK HOLDINGS INC",4,NA,171,28,0,"2019-02-22",91915,3.76693569123745,-1.04466313496232,0.522331558161637,2.54860885749679,-0.699672568589449,0.353551947030906,-1.09890067346511
"5256","A Look Ahead At Cinemark Holdings' Earnings","positive",0.6,0.8,11094,"CINEMARK HOLDINGS INC",4,NA,125,28,2,"2019-02-21",91915,-0.699672568589449,3.76693569123745,1.97831827702475,4.6070369406257,1.0606455616653,-0.402041075998882,-0.0806635874972983
"5257","Cinemark Vs. AMC: Analyst Weighs In On Theater Stocks","neutral",0.2,0.7,11102,"CINEMARK HOLDINGS INC",4,NA,130,28,1,"2019-02-12",91915,-0.218992657028138,0.987655948847532,1.94787121755804,3.95061320405958,-5.33817410469055,-5.11688635117512,-5.92326287347831
"5258","Loop Capital Initiates Coverage On Cinemark Holdings with Hold Rating, Announces $41 Price Target","neutral",0.2,0.7,11110,"CINEMARK HOLDINGS INC",4,NA,134,28,1,"2019-02-01",91915,-4.20331731438637,0.561217870563269,-1.55612407300391,-4.82142708250952,1.84170696884394,1.46292167487194,2.07033678549213
"5259","Barclays Reinstates Overweight on Conmed, Announces $85","positive",0.8,0.9,11118,"CONMED CORP",4,NA,125,28,2,"2019-02-19",11547,3.94772887229919,-1.41748804599047,-0.534904378189982,3.99839245594515,1.26689402386546,1.33822314163961,1.06771864434334
"5260","CNO Financial Group Q4 Net Operating EPS $0.36 Misses $0.50 Estimate, Total Collected Premiums $987.3M Beat $967.97M Estimate","negative",0.6,0.8,11126,"C N O FINANCIAL GROUP INC",4,NA,155,28,0,"2019-02-12",89841,1.76600273698568,-7.42950513958931,-6.18221919771693,-7.9718065906969,1.79776195436716,0.947075641228912,0.165841331835992
"5261","CenterPoint Energy shares are trading lower after the company said it expects FY19 EPS of $1.60 to $1.70 versus the $1.69 consensus analyst estimate.","negative",0.6,0.8,11134,"CENTERPOINT ENERGY INC",4,NA,144,28,0,"2019-02-28",21792,-3.2734289765358,0.0995377777144312,-0.364959214014537,0.89582097055485,0.743613112717867,0.483713675407049,-0.764330503220312
"5262","CenterPoint Energy Q4 EPS $0.36 Beats $0.34 Estimate, Sales $3.036B Beat $2.26B Estimate","positive",0.8,0.9,11142,"CENTERPOINT ENERGY INC",4,NA,139,28,2,"2019-02-28",21792,-3.2734289765358,0.0995377777144312,-0.364959214014537,0.89582097055485,0.743613112717867,0.483713675407049,-0.764330503220312
"5263","CenterPoint Energy Sees FY19 EPS $1.60-$1.70 vs $1.69 Est., FY20 EPS $1.75-$1.90","neutral",0.2,0.7,11150,"CENTERPOINT ENERGY INC",4,NA,143,28,1,"2019-02-28",21792,-3.2734289765358,0.0995377777144312,-0.364959214014537,0.89582097055485,0.743613112717867,0.483713675407049,-0.764330503220312
"5264","CenterPoint Energy FY18 EPS $0.74 vs $1.37 YoY","negative",0.6,0.8,11158,"CENTERPOINT ENERGY INC",4,NA,126,28,0,"2019-02-28",21792,-3.2734289765358,0.0995377777144312,-0.364959214014537,0.89582097055485,0.743613112717867,0.483713675407049,-0.764330503220312
"5265","Goldman Sachs Reinstates Buy on CenterPoint Energy","positive",0.8,0.9,11166,"CENTERPOINT ENERGY INC",4,NA,120,28,2,"2019-02-26",21792,-0.257981056347489,0.743613112717867,-2.45716209280324,-0.808276849389633,-1.24203627929091,-0.672642823371516,0.0968388667406117
"5266","Consolidated Q4 Adj. EPS $(0.09) Beats $(0.12) Estimate, Sales $344.75M Beat $340.9M Estimate","positive",0.6,0.8,11174,"CONSOLIDATED COMMS HLDGS INC",4,NA,153,28,2,"2019-02-21",90803,-0.77519309706986,5.07812947034836,-3.02733862837101,-4.78515406961001,-1.52671616524458,-0.959696534840226,3.09689752669509
"5267","Raymond James Downgrades Consolidated Comms Hldgs to Outperform","negative",0.7,0.8,11182,"CONSOLIDATED COMMS HLDGS INC",4,NA,134,28,0,"2019-02-19",90803,0.575810624286532,-1.52671616524458,-6.87022277103523,-5.72518563339894,4.09590229392052,-3.06976692149656,-2.97951324171366
"5268","CNX Resources Reports Proved Reserves As Of Dec. 31, 2018 Were 7.9 Tcfe, Up 4% Year Over Year","positive",0.8,0.9,11190,"C N X RESOURCES CORP",4,NA,149,28,2,"2019-02-07",86799,-5.67643754184246,-1.90572254359722,-0.401203290277907,4.91474176685522,-1.21495435014367,-1.3071927311111,-5.28673982207101
"5269","Tudor Pickering Downgrades CNX Resources to Hold","negative",0.7,0.8,11198,"C N X RESOURCES CORP",4,NA,127,28,0,"2019-02-01",86799,-8.07249173521996,-4.03225645422935,-12.365592725455,-8.42293554355816,-10.2734617888927,-8.09992161016049,-8.03029874676958
"5270","China Cord Blood Q3 EPS $0.07 Misses $0.13 Estimate, Sales $36.969M Miss $39.36M Estimate","negative",0.9,0.8,11206,"GLOBAL CORD BLOOD CORP",4,NA,146,28,0,"2019-02-25",93123,1.85980144888163,5.05618155002594,3.7921344239507,-3.37078354929448,1.15774134173989,2.94550537776386,3.70919901402496
"5271","Compass Diversified Q4 EPS $(0.25) May Not Compare To $0.44 Estimate, Sales $452.523M Beat $445M Estimate","neutral",0.2,0.7,11214,"COMPASS DIVERSIFIED HOLDINGS",4,NA,149,28,1,"2019-02-27",91271,0.251098303124309,-1.44020346924663,-0.814026994292982,-1.18973409276667,-1.11732026562095,-2.26993217138427,-1.9088636954505
"5272","Compass Diversified shares are trading higher after the company announced the sale of subsidiary Manitoba Harvest to Tilray for $317 million.","positive",0.8,0.9,11222,"COMPASS DIVERSIFIED HOLDINGS",4,NA,141,28,2,"2019-02-20",91271,2.74234879761934,0.806946959346533,-0.869027522725541,-1.67598039839572,-0.947565492242575,-0.822265076541928,-0.696641259742714
"5273","Tilray To Buy Hemp Food Company Manitoba Harvest For $317M","positive",0.7,0.8,11230,"COMPASS DIVERSIFIED HOLDINGS",4,NA,129,28,2,"2019-02-20",91271,2.74234879761934,0.806946959346533,-0.869027522725541,-1.67598039839572,-0.947565492242575,-0.822265076541928,-0.696641259742714
"5274","Compass Diversified Holdings Announces Sale Of Manitoba Harvest To Tilray For C$419M","positive",0.7,0.8,11238,"COMPASS DIVERSIFIED HOLDINGS",4,NA,135,28,2,"2019-02-20",91271,2.74234879761934,0.806946959346533,-0.869027522725541,-1.67598039839572,-0.947565492242575,-0.822265076541928,-0.696641259742714
"5275","Coca-Cola Bottling Q4 Adj. EPS $1.82, Sales $1.137B Up From $1.126B YoY","positive",0.8,0.9,11246,"COCA COLA CONSOLIDATED INC",4,NA,147,28,2,"2019-02-26",11995,-3.12614105641842,8.11473727226257,17.201354303874,20.2632552610725,-3.54434549808502,-3.51882691609571,-2.81602394649344
"5276","Columbia Capitalizes On Cold Weather With Strong Q4 Earnings: The Sell-Side Reacts","positive",0.8,0.9,11254,"COLUMBIA SPORTSWEAR CO",4,NA,139,28,2,"2019-02-08",85863,15.5868083238602,0.102938991039991,-2.06812558218548,-1.4692117063397,-0.985333416610956,-0.868545154588429,1.42621533558387
"5277","Columbia Sportswear shares are trading higher after the company reported better than expected Q4 earnings and announced strong 2019 guidance.","positive",0.8,0.9,11262,"COLUMBIA SPORTSWEAR CO",4,NA,145,28,2,"2019-02-08",85863,15.5868083238602,0.102938991039991,-2.06812558218548,-1.4692117063397,-0.985333416610956,-0.868545154588429,1.42621533558387
"5278","Columbia Sportswear Adds $200M To Buyback","positive",0.8,0.9,11270,"COLUMBIA SPORTSWEAR CO",4,NA,131,28,2,"2019-02-07",85863,-0.985333416610956,15.5868083238602,12.4499759059138,13.8453257817424,0.117950467392802,2.4355470107692,3.952352495264
"5279","Columbia Sportswear Sees FY19 EPS $4.30-$4.45 vs $4.08 Estimate, Sales $2.97B-$3.03B vs $2.93B Est.","positive",0.7,0.8,11278,"COLUMBIA SPORTSWEAR CO",4,NA,162,28,2,"2019-02-07",85863,-0.985333416610956,15.5868083238602,12.4499759059138,13.8453257817424,0.117950467392802,2.4355470107692,3.952352495264
"5280","Columbia Sportswear Q4 EPS $1.63 Beats $1.28 Estimate, Sales $917.6M Beat $841.93M Estimate","positive",0.8,0.9,11286,"COLUMBIA SPORTSWEAR CO",4,NA,151,28,2,"2019-02-07",85863,-0.985333416610956,15.5868083238602,12.4499759059138,13.8453257817424,0.117950467392802,2.4355470107692,3.952352495264
"5281","CommScope Sees Q1 Adj. EPS $0.41-$0.46 vs $0.43 Estimate, Sales $1.055B-$1.105B vs $1.07B Est.","neutral",0.3,0.7,11294,"COMMSCOPE HOLDING CO INC",4,NA,159,28,1,"2019-02-21",14239,0.618207035586238,0.932200439274311,-1.22881746568425,-6.31355812907648,1.18636591359973,3.41710581179733,5.70076321325244
"5282","CommScope Holding Q4 EPS $0.51 Beats $0.43 Estimate, Sales $1.06B Inline","positive",0.7,0.8,11302,"COMMSCOPE HOLDING CO INC",4,NA,141,28,2,"2019-02-21",14239,0.618207035586238,0.932200439274311,-1.22881746568425,-6.31355812907648,1.18636591359973,3.41710581179733,5.70076321325244
"5283","ARRIS Stockholders Approve Acquisition By CommScope; Deal Expected to Close in H1 2019","positive",0.8,0.9,11310,"COMMSCOPE HOLDING CO INC",4,NA,138,28,2,"2019-02-01",14239,0.669533200562,0.760094309225678,0.997629459486204,7.74347329631888,-0.665080267935991,0.432277407513548,1.35725015214847
"5284","Stephens & Co. Upgrades Cooper Companies to Overweight","positive",0.8,0.9,11318,"COOPER COMPANIES INC",4,NA,126,28,2,"2019-02-01",65541,-0.373083841986954,-0.17283990746364,-0.594121346525855,0.486103380512959,0.726290792226791,1.82641722377221,1.87106958571759
"5285","ConocoPhillips Reports Recommendation To Reject Below-Market Mini-Tender Offer By Baker Mills At $55/Share","negative",0.8,0.9,11326,"CONOCOPHILLIPS",4,NA,136,28,0,"2019-02-15",13928,1.56295485794544,-0.983189605176449,-1.32516431526133,-0.398972334808134,1.94747671484947,2.44625883932508,3.53611128650733
"5286","Goldman Sachs Upgrades ConocoPhillips to Buy, Raises Price Target to $82","positive",0.8,0.9,11334,"CONOCOPHILLIPS",4,NA,131,28,2,"2019-02-04",13928,1.82003490626812,-0.958098378032446,-4.12239807382564,-0.171792659501146,1.46254664286971,4.55167878005696,5.17610588759498
"5287","Corcept Therapeutics Q4 EPS $0.24 Beats $0.17 Estimate, Sales $66.831M Miss $69.32M Estimate","neutral",0.3,0.7,11342,"CORCEPT THERAPEUTICS INC",4,NA,148,28,1,"2019-02-25",90125,0.789475068449974,4.43864427506924,10.8790251300452,7.74586880267158,2.79530622065067,0.706713139953874,-0.610293372682913
"5288","Hearing Corcept Therapeutics Lost IPR Patent Case For '348 Korlym Patent By Neptune Genetics; Unconfirmed","negative",0.9,0.8,11350,"CORCEPT THERAPEUTICS INC",4,NA,141,28,0,"2019-02-15",90125,3.6906860768795,-2.79660951346159,-2.62712220023138,7.96609764545366,-1.21528068557382,-2.14961304120799,-5.29369881263619e-08
"5289","Corcept's Korlym Patent Added To The FDA Orange Book","positive",0.8,0.9,11358,"CORCEPT THERAPEUTICS INC",4,NA,130,28,2,"2019-02-07",90125,-4.74547185003757,2.80797481536865,3.07971147252559,3.26086636689016,5.26793748140335,13.6274543713278,15.5533442786467
"5290","Blue Orca Announces Corcept Therapeutics Short","negative",0.9,0.8,11366,"CORCEPT THERAPEUTICS INC",4,NA,127,28,0,"2019-02-05",90125,7.94118046760559,5.26793748140335,5.6312431006911,2.81561714714667,1.69491600245237,-8.76565755985288,-12.8205135834268
"5291","Corcept shares are trading lower after the company said Q4 revenue will be worse than analysts expected.","negative",0.8,0.9,11374,"CORCEPT THERAPEUTICS INC",4,NA,136,28,0,"2019-02-01",90125,-10.2862305939198,1.69491600245237,13.1605249167989,17.6470634712252,-4.44444045424461,-4.19879852337504,-7.21991614102799
"5292","Cantor Fitzgerald Downgrades Corcept Therapeutics to Neutral, Lowers Price Target to $14","negative",0.9,0.8,11382,"CORCEPT THERAPEUTICS INC",4,NA,136,28,0,"2019-02-01",90125,-10.2862305939198,1.69491600245237,13.1605249167989,17.6470634712252,-4.44444045424461,-4.19879852337504,-7.21991614102799
"5293","Grain Exports Decline, Disrupting Its Maritime And Rail Supply Chain","negative",0.9,0.8,11390,"CANADIAN PACIFIC KANSAS CITY LTD",4,NA,137,28,0,"2019-02-04",89125,-0.0048937505198409,-0.0391743378713727,-3.04573559581418,1.18988973169687,-0.326987891457975,-1.07532153074898,-0.443601320697806
"5294","Copa Airlines Reports Has Selected GE Aviation For Digital Records Mgmt., No Terms Disclosed","positive",0.6,0.8,11398,"COPA HOLDINGS SA",4,NA,129,28,2,"2019-02-21",91065,-0.634037470445037,-0.0559756532311439,-0.567188140669406,-6.56676330870146,-0.892952922731638,-1.56575090747628,-4.59514132136196
"5295","Stifel Nicolaus Upgrades Copa Holdings to Hold, Raises Price Target to $90","positive",0.8,0.9,11406,"COPA HOLDINGS SA",4,NA,129,28,2,"2019-02-15",91065,-3.07757761329413,-0.678859883919358,-0.832149513990577,-6.18611973395531,-0.559306424111128,0.683841273765262,-1.50516859719958
"5296","Copa Holdings Late Wednesday Reported January ASMs Up 7.5% YoY, RPMs Up 6.2% YoY, Load Factor Down 1 point","neutral",0.2,0.7,11414,"COPA HOLDINGS SA",4,NA,146,28,1,"2019-02-14",91065,-0.559306424111128,-3.07757761329412,-5.25310876871403,-7.67280056199288,1.2501398101449,-0.951182196216893,-1.51735503848885
"5297","Copa Holdings Q4 Adj. EPS $1.04 Misses $1.15 Estimate, Sales $656.1M Miss $666.27M Estimate","negative",0.7,0.8,11422,"COPA HOLDINGS SA",4,NA,144,28,0,"2019-02-13",91065,1.2501398101449,-0.559306424111128,-5.73026611867686,-6.26495286949232,-2.1741421893239,-2.73332447127788,-3.356051304497
"5298","Analysts: Campbell's Soup Will Cool Down","negative",0.7,0.8,11430,"CAMPBELL SOUP CO",4,NA,124,28,0,"2019-02-28",25320,-0.524713145568967,0.91615216806531,-0.277629865254225,-1.05497237831841,10.0273452699184,12.2442686235519,10.2954528510171
"5299","Campbell Soup Reaffirms FY19 Guidance; Sees Adj. EPS Assuming Divestitures $2.45-$2.53. Sales $9.98B-$10.1B","positive",0.6,0.8,11438,"CAMPBELL SOUP CO",4,NA,154,28,2,"2019-02-27",25320,10.0273452699184,-0.524713145568967,-0.193315882292078,-2.59596420633972,2.01488398015499,0.243673588998217,-7.13882285462868
"5300","Campbell Soup Q2 Adj. EPS $0.77 Beats $0.70 Estimate, Sales $2.71B Beat $2.68B Estimate","positive",0.7,0.8,11446,"CAMPBELL SOUP CO",4,NA,147,28,2,"2019-02-27",25320,10.0273452699184,-0.524713145568967,-0.193315882292078,-2.59596420633972,2.01488398015499,0.243673588998217,-7.13882285462868
