headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_FF3,ar_FF3,er_FF3_1,ar_FF3_1,er_FF3_2,ar_FF3_2,er_FF3_3,ar_FF3_3,er_FF3_4,ar_FF3_4,er_FF3_5,ar_FF3_5,er_FF3_6,ar_FF3_6,er_FF3_7,ar_FF3_7,er_FF3_8,ar_FF3_8,er_FF3_9,ar_FF3_9,er_FF3_10,ar_FF3_10,FF3_CAR_1,FF3_CAR_2,FF3_CAR_3,FF3_CAR_5,FF3_CAR_10
EQT Says Prelim. Q2 Results Show 'Continued Business Momentum',2019-06-19,EQT,2019-06-19 18:08:00+00:00,E Q T CORP,24328.0,26884L10,-0.05012532696127892,0.03052251227200031,0.004518080037087202,-0.00149928464088589,-0.003253184491768479,-0.006276675499975681,0.01086398400366306,0.02024497464299202,-0.0004899671184830368,0.02549021877348423,0.0150573868304491,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,0.32,0.11,-0.6,0.009,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,839992.0,1.2103,0.5205,0.951,-0.11704900000000001,0.0669236730387211,0.6800569999999999,-0.6495344877279996,-0.5183279999999999,0.5228460800370871,-0.7948719999999999,0.793372715359114,-0.32491400000000004,0.32166081550823156,0.148107,-0.15438367549997567,1.3886999999999998,-1.3778360159963368,1.745234,-1.724989025357008,0.5120249999999998,-0.5125149671184829,-1.003063,1.0285532187734843,0.618384,-0.6033266131695509,-0.5826108146892786,-0.1266884076909125,1.316218795396201,0.9606498553673699,-3.34449707836787
EQT Sends Response to Presentation By Toby Rice Group,2019-06-18,EQT,2019-06-18 12:23:00+00:00,E Q T CORP,24328.0,26884L10,0.006940041203051805,0.05752963945269585,0.02799998037517071,0.005188087467104197,-0.02348386682569981,0.01109931711107492,-0.006534239742904902,0.004472559783607721,0.005238364450633526,0.003126600524410605,-0.009870157577097416,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,1.04,0.16,0.33,0.009,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,832743.0,1.2079,0.5314,0.9276,1.656348,-1.6494079587969481,-0.10257799999999995,0.1601076394526958,0.6793790000000001,-0.6513790196248294,-0.522245,0.5274330874671042,-0.8057380000000001,0.7822541331743003,-0.33546999999999993,0.34656931711107486,0.14185599999999998,-0.14839023974290488,1.404844,-1.4003714402163923,1.736304,-1.7310656355493665,0.507381,-0.5042543994755894,-0.993056,0.9831858424229026,-1.4893003193442524,-0.49127138017213356,-0.1239459321577252,1.6562565377524794,-2.4543265554502756
"Rice Team Issues Investor Presentation To EQT Shareholders, Urges Vote On WHITE Proxy Card",2019-06-18,EQT,2019-06-18 10:07:00+00:00,E Q T CORP,24328.0,26884L10,0.006940041203051805,0.05752963945269585,0.02799998037517071,0.005188087467104197,-0.02348386682569981,0.01109931711107492,-0.006534239742904902,0.004472559783607721,0.005238364450633526,0.003126600524410605,-0.009870157577097416,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,1.04,0.16,0.33,0.009,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,832743.0,1.2079,0.5314,0.9276,1.656348,-1.6494079587969481,-0.10257799999999995,0.1601076394526958,0.6793790000000001,-0.6513790196248294,-0.522245,0.5274330874671042,-0.8057380000000001,0.7822541331743003,-0.33546999999999993,0.34656931711107486,0.14185599999999998,-0.14839023974290488,1.404844,-1.4003714402163923,1.736304,-1.7310656355493665,0.507381,-0.5042543994755894,-0.993056,0.9831858424229026,-1.4893003193442524,-0.49127138017213356,-0.1239459321577252,1.6562565377524794,-2.4543265554502756
"UPDATE: EQT Says New Mgmt. Has Identified $175M In Annual Cost Savings To Date, Sees Adj. Free Cash Flow $3B+ Through 2023",2019-06-17,EQT,2019-06-17 20:16:00+00:00,E Q T CORP,24328.0,26884L10,0.002530041849240661,-0.009404405020177364,-0.0466771274805069,-0.02323651686310768,0.01047858688980341,0.0008407729328610003,0.04592549428343773,-0.01820616610348225,0.00818115845322609,0.008926101960241795,-0.02064344473183155,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,0.15,0.63,-1.12,0.009,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,825492.0,1.2137,0.5331,0.9363,-0.521748,0.5242780418492407,1.6655229999999999,-1.6749274050201772,-0.10575499999999993,0.059077872519493035,0.6819279999999999,-0.7051645168631075,-0.524523,0.5350015868898034,-0.808544,0.809384772932861,-0.334399,0.38032449428343773,0.143598,-0.16180416610348225,1.4099549999999998,-1.4017738415467738,1.746643,-1.7377168980397582,0.5096819999999999,-0.5303254447318314,-1.1506493631709365,-1.6158495325006843,-0.6460866443436145,0.6392218429595569,-2.641911083205547
EQT Sees $25M In Added Annual Capex Savings Under Target 10% Initiative,2019-06-17,EQT,2019-06-17 20:16:00+00:00,E Q T CORP,24328.0,26884L10,0.002530041849240661,-0.006040106527507305,0.0111813098192215,0.01105776242911816,0.01902042888104916,-0.03219787776470184,0.005785961635410786,0.004314484540373087,0.0007159612723626196,0.007154763676226139,0.00591996219009161,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,0.15,0.63,-1.12,0.009,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,825492.0,1.2137,0.5331,0.9363,-0.521748,0.5242780418492407,1.6655229999999999,-1.6715631065275072,-0.10575499999999993,0.11693630981922143,0.6819279999999999,-0.6708702375708817,-0.524523,0.5435434288810491,-0.808544,0.7763461222352982,-0.334399,0.3401849616354108,0.143598,-0.13928351545962692,1.4099549999999998,-1.4092390387276372,1.746643,-1.7394882363237738,0.5096819999999999,-0.5037620378099082,-1.1472850646782664,-1.5546267967082859,-0.5539339277516603,0.6490193135454656,-2.675241744450237
EQT Sees Prelim. Q2 Sales Volume At High End Of Guidance Range,2019-06-17,EQT,2019-06-17 20:15:00+00:00,E Q T CORP,24328.0,26884L10,0.002530041849240661,0.03942932561039925,-0.00873467605561018,-0.001007072394713759,0.03729837387800217,0.007288611028343439,-0.0002411558525636792,0.0007237340905703604,0.03953711315989494,-0.008580680005252361,0.008421067148447037,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,0.15,0.63,-1.12,0.009,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,825492.0,1.2137,0.5331,0.9363,-0.521748,0.5242780418492407,1.6655229999999999,-1.6260936743896006,-0.10575499999999993,0.09702032394438975,0.6819279999999999,-0.6829350723947136,-0.524523,0.5618213738780021,-0.808544,0.8158326110283435,-0.334399,0.3341578441474363,0.143598,-0.14287426590942964,1.4099549999999998,-1.370417886840105,1.746643,-1.7552236800052523,0.5096819999999999,-0.5012609328515528,-1.1018156325403599,-1.529073350445211,-0.5859147484503239,0.694718912511632,-2.61978631043056
"EQT Shareholders, The Rice Team, Sent Letter To Co. Shareholders 'seeking to correct a number of false claims that EQT has made in its efforts to mislead shareholders'",2019-06-10,EQT,2019-06-10 10:08:00+00:00,E Q T CORP,24328.0,26884L10,-0.02148112282156944,0.04380090534687042,-0.0291217714548111,-0.02125653065741062,-0.01206563785672188,0.03248661011457443,0.008043533191084862,-0.004459104500710964,0.006600721273571253,0.01896949671208858,0.00160890631377697,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,0.53,-0.04,0.08,0.009,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,789242.0,1.1929,0.5307,0.9031,0.692257,-0.7137381228215695,0.2298820000000001,-0.18608109465312966,-0.906062,0.8769402285451889,0.948753,-0.9700095306574106,-0.44334400000000007,0.4312783621432782,-0.4891960000000002,0.5216826101145746,1.6325510000000003,-1.6245074668089154,-0.09275499999999998,0.08829589549928901,0.671916,-0.6653152787264287,-0.5180309999999999,0.5370004967120885,-0.801968,0.803576906313777,-0.8998192174746991,0.6908591338920593,-0.09306930211222164,-0.017048558399557767,-0.3392668368956151
"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",2019-06-03,EQT,2019-06-03 10:22:00+00:00,E Q T CORP,24328.0,26884L10,0.006557423155754805,0.001032015425153077,0.003092756029218435,0.003340212628245354,-0.004097307100892067,0.02005653828382492,-0.0002520373673178256,-0.01134646404534578,0.0132619347423315,-0.006795883644372225,-0.02306132391095161,2019-06-04,2019-06-05,2019-06-06,2019-06-07,2019-06-10,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,-0.4,0.35,1.66,0.009,2.33,0.42,-0.03,0.009,2019-06-04,0.7,-0.98,-0.97,0.009,2019-06-05,0.55,-1.04,0.01,0.009,2019-06-06,1.04,0.05,-1.2,0.009,2019-06-07,0.53,-0.04,0.08,0.009,2019-06-10,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,753056.0,1.236,0.4855,0.9061,1.188651,-1.182093576844245,3.065607,-3.064574984574847,-0.48050699999999996,0.4835997560292184,0.19294100000000003,-0.18960078737175468,0.23139500000000002,-0.23549230710089208,0.717148,-0.6970914617161751,0.2376600000000001,-0.23791203736731792,-0.936184,0.9248375359546542,0.9407610000000002,-0.9274990652576687,-0.41831300000000005,0.4115171163556278,-0.5145670000000002,0.4915056760890486,-4.246668561419092,-2.5809752285456287,0.2939989686574637,-1.122184556188822,-0.03464223594183102
Ericsson to Build Company's First Smart Factory in the U.S.,2019-06-26,ERIC,2019-06-26 08:13:00+00:00,ERICSSON,33452.0,29482160,-0.01440332736819983,-0.01601326465606689,-0.007193162105977535,-0.01454191375523806,0.004379999823868275,0.02216802164912224,-0.0009650182328186929,-0.01403149217367172,-0.02722490765154362,0.01865784451365471,0.01040691044181585,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,2019-07-11,-0.06,-0.05,0.25,0.009,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,0.19,-0.79,0.04,0.009,2019-07-11,876347.0,0.9697,0.1319,-0.0164,-0.05987699999999999,0.04547367263180016,0.779594,-0.7956072646560669,0.742808,-0.7500011621059776,0.667181,-0.6817229137552381,0.05384100000000003,-0.04946100017613175,0.765502,-0.7433339783508778,-0.08179000000000002,0.08082498176718132,-0.6136010000000001,0.5995695078263283,0.17081300000000002,-0.19803790765154364,0.38299900000000003,-0.3643411554863453,0.08838599999999999,-0.07797908955818414,-0.7501335920242668,-1.5456084267620445,-1.4317240758612155,-1.4745178922822477,-0.7032976414534412
Ericsson Launches Enhanced 5G Deployment Options,2019-06-17,ERIC,2019-06-17 08:07:00+00:00,ERICSSON,33452.0,29482160,0.00951375812292099,-0.0003010867512784898,-0.01601326465606689,-0.007193162105977535,-0.01454191375523806,0.004379999823868275,0.02216802164912224,-0.0009650182328186929,-0.01403149217367172,-0.02722490765154362,0.01865784451365471,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,0.15,0.63,-1.12,0.009,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,825590.0,0.9639,0.172,-0.0023,0.264521,-0.255007241877079,1.038217,-1.0385180867512784,0.337748,-0.3537612646560669,0.80548,-0.8126731621059775,-0.27419,0.25964808624476193,-0.47371,0.4780899998238683,-0.878775,0.9009430216491222,-0.058009,0.057043981767181305,0.8317869999999999,-0.8458184921736717,0.773129,-0.8003539076515436,0.6393440000000001,-0.6206861554863454,-1.2935253286283575,-1.3922793514073453,-1.1664344267620443,-0.07493507603734734,-0.8307815520713889
"Ericsson, Intellectual Ventures Sign License Agreement Ending Patent Infringement Lawsuits",2019-06-10,ERIC,2019-06-10 07:50:00+00:00,ERICSSON,33452.0,29482160,-0.0300600454211235,-0.0003010867512784898,-0.01601326465606689,-0.007193162105977535,-0.01454191375523806,0.004379999823868275,0.02216802164912224,-0.0009650182328186929,-0.01403149217367172,-0.02722490765154362,0.01865784451365471,2019-06-11,2019-06-12,2019-06-13,2019-06-14,2019-06-17,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,0.53,-0.04,0.08,0.009,-0.12,-0.25,0.55,0.009,2019-06-11,-0.2,0.41,-0.99,0.009,2019-06-12,0.52,0.67,-0.04,0.009,2019-06-13,-0.27,-0.79,0.32,0.009,2019-06-14,0.15,0.63,-1.12,0.009,2019-06-17,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,789340.0,0.9592,0.193,-0.0112,0.5087600000000001,-0.5388200454211236,-0.160514,0.1602129132487215,-0.09262200000000001,0.07660873534393312,0.637542,-0.6447351621059776,-0.40603800000000007,0.391496086244762,0.287014,-0.2826340001761317,1.0337520000000002,-1.011583978350878,0.3438940000000001,-0.3448590182328188,0.7957840000000002,-0.8098154921736719,-0.282806,0.2555810923484564,-0.49172400000000005,0.5103818445136548,-0.3786071321724021,0.23682164859265462,-0.5681264267620445,-0.5358730760373474,-1.6829295520713896
Embraer And United Airlines Sign Contract For Up To 39 E175s; Order Has Value Of $1.9B,2019-06-17,ERJ,2019-06-17 12:34:00+00:00,EMBRAER S A,88392.0,29082A10,-0.00104169046971947,-0.03630445152521133,0.0142678264528513,0.02443232573568821,-0.02662008069455624,0.01732460781931877,0.003405896946787834,0.01115293800830841,0.02173596620559692,-0.008366710506379604,-0.002733254339545965,2019-06-18,2019-06-19,2019-06-20,2019-06-21,2019-06-24,2019-06-25,2019-06-26,2019-06-27,2019-06-28,2019-07-01,0.15,0.63,-1.12,0.009,1.04,0.16,0.33,0.009,2019-06-18,0.32,0.11,-0.6,0.009,2019-06-19,0.89,-0.36,-0.23,0.009,2019-06-20,-0.21,-0.47,-0.03,0.009,2019-06-21,-0.34,-0.9,0.08,0.009,2019-06-24,-0.98,0.34,0.71,0.009,2019-06-25,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,827416.0,0.6158,0.6096,0.3868,0.052202000000000026,-0.053243690469719496,0.8746120000000001,-0.9109164515252114,0.04103200000000004,-0.026764173547148738,0.24864200000000009,-0.22420967426431188,-0.418434,0.39181391930544374,-0.718068,0.7353926078193188,-0.11259200000000003,0.11599789694678786,0.03827199999999999,-0.027119061991691576,1.2092999999999998,-1.187564033794403,1.0538360000000002,-1.0622027105063798,0.09138199999999996,-0.09411525433954593,-0.9641601419949308,-0.9376806250723602,-0.2509738478114606,0.9029968528604506,-1.5196105558659134
Elbit Systems Highlights US Appeals Court Affirmed Patent Infringement Judgment Of ~$30M In Favor Of Co. Against Hughes Network,2019-06-26,ESLT,2019-06-26 13:20:00+00:00,ELBIT SYSTEMS LTD,84207.0,M3760D10,-0.01534081902354956,-0.008592055179178715,0.009505175985395908,0.009138687513768673,-0.006037250626832247,-0.003313162364065647,0.001662087976001203,0.01272121351212263,-0.01201525516808033,-0.0298507958650589,-0.0253561083227396,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,2019-07-11,-0.06,-0.05,0.25,0.009,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,0.19,-0.79,0.04,0.009,2019-07-11,877676.0,0.8306,0.1844,0.2053,0.0012690000000000062,-0.016609819023549566,0.7507309999999999,-0.7593230551791786,0.8170570000000001,-0.8075518240146042,0.505685,-0.4965463124862314,-0.18668500000000002,0.18064774937316777,0.5817429999999999,-0.5850561623640655,0.142267,-0.1406049120239988,-0.545463,0.5581842135121227,0.042569000000000023,-0.05458425516808035,0.23967200000000002,-0.2695227958650589,0.02935000000000002,-0.054706108322739616,-0.7759328742027282,-1.566874879193783,-1.3040981365008357,-0.9009547254771292,-0.5462900202318206
Elbit Systems Wins $26M Contract From US Customs And Border Protection To Install Integrated Fixed Towers,2019-06-26,ESLT,2019-06-26 11:07:00+00:00,ELBIT SYSTEMS LTD,84207.0,M3760D10,-0.01534081902354956,0.02725124545395374,0.003748588962480426,-0.002010907512158155,0.007196315098553896,-0.04544155672192574,0.03293408453464508,-0.00753618311136961,0.01431068498641253,0.02706589736044407,0.01822263933718204,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,2019-07-11,-0.06,-0.05,0.25,0.009,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,0.19,-0.79,0.04,0.009,2019-07-11,877676.0,0.8306,0.1844,0.2053,0.0012690000000000062,-0.016609819023549566,0.7507309999999999,-0.7234797545460462,0.8170570000000001,-0.8133084110375197,0.505685,-0.5076959075121582,-0.18668500000000002,0.1938813150985539,0.5817429999999999,-0.6271845567219256,0.142267,-0.10933291546535492,-0.545463,0.5379268168886304,0.042569000000000023,-0.02825831501358749,0.23967200000000002,-0.21260610263955596,0.02935000000000002,-0.011127360662817977,-0.7400895735695957,-1.536788165583566,-1.321004318549678,-0.94099914913553,-0.45058243361461164
Elbit Systems U.S. Subsidiary Awarded Additional $26M Contract to Provide Integrated Fixed Towers System in Arizona,2019-06-26,ESLT,2019-06-26 08:12:00+00:00,ELBIT SYSTEMS LTD,84207.0,M3760D10,-0.01534081902354956,-0.02072395384311676,0.007768472656607628,-0.00664540147408843,0.02060477621853352,0.00367067102342844,0.01619651913642883,-0.007198009639978409,-0.03909887000918388,0.001886275713331997,-0.005917192436754704,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,2019-07-11,-0.06,-0.05,0.25,0.009,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,0.19,-0.79,0.04,0.009,2019-07-11,877676.0,0.8306,0.1844,0.2053,0.0012690000000000062,-0.016609819023549566,0.7507309999999999,-0.7714549538431167,0.8170570000000001,-0.8092885273433925,0.505685,-0.5123304014740885,-0.18668500000000002,0.20728977621853353,0.5817429999999999,-0.5780723289765715,0.142267,-0.12607048086357117,-0.545463,0.5382649903600216,0.042569000000000023,-0.08166787000918391,0.23967200000000002,-0.23778572428666803,0.02935000000000002,-0.035267192436754725,-0.7880647728666662,-1.5807434811865093,-1.321618928817481,-0.8831129542321264,-0.5205986062127277
"Elbit Systems' Subsidiary, BrightWay Vision, Raises $25 Million Investment",2019-06-25,ESLT,2019-06-25 07:58:00+00:00,ELBIT SYSTEMS LTD,84207.0,M3760D10,-0.02951938658952713,0.02971362695097923,-0.02072395384311676,0.007768472656607628,-0.00664540147408843,0.02060477621853352,0.00367067102342844,0.01619651913642883,-0.007198009639978409,-0.03909887000918388,0.001886275713331997,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,870421.0,0.828,0.1833,0.2123,-0.5893849999999999,0.5598656134104728,0.0032300000000000037,0.026483626950979226,0.7469789999999998,-0.7677029538431166,0.8188549999999999,-0.8110865273433923,0.503419,-0.5100644014740884,-0.19185,0.2124547762185335,0.577449,-0.5737783289765715,0.148721,-0.13252448086357116,-0.5431099999999999,0.5359119903600215,0.039256,-0.07835487000918387,0.23627700000000001,-0.23439072428666802,0.5863492403614521,-0.7412193268921373,-1.5787894811865089,-1.108696152598947,-0.2706816375574397
