headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,sum_exret_1,sum_exret_5,sum_exret_10
increase,0.7,0.8,4900,UNITED THERAPEUTICS CORP,Credit Suisse Upgrades United Therapeutics to Outperform,1,,122,11,2.0,2019-07-01,87006.0,0.853134598582983,-2.4253569797540675,-7.471060046438128,1.3634532690048218,2.2262924576495813,1.0354587107705315,5.1115,4.3508,1.0099,0.75,-0.54,-0.13,0.009,5.0535,1.520799999999999,-4.559600000000001
increase,0.7,0.8,4393,BERKLEY W R CORP,Credit Suisse Upgrades WR Berkley to Outperform,1,,120,11,2.0,2019-02-27,17743.0,0.7344979792833328,0.0601991123269973,-0.0722537797896549,0.6484751589596272,-0.3513033076539607,-0.1820185574931798,0.9604,0.8978,0.5811,0.09,0.2,-0.12,0.01,1.8024,1.5674000000000001,0.6156000000000001
increase,0.7,0.8,4047,WAYFAIR INC,Credit Suisse Upgrades Wayfair to Outperform from Neutral; Raises Price Target to $130 from $117,1,,125,11,2.0,2019-01-28,14983.0,-0.2393031492829322,8.7489224971103,14.329473454227548,2.3332683369517326,6.470096691290039,5.090502449485945,2.2311,3.6303,1.753,-0.8,-0.16,0.63,0.01,3.7141,6.647600000000001,12.6897
increase,0.7,0.8,4046,WAYFAIR INC,"Credit Suisse Upgrades Wayfair to Outperform, Raises Price Target to $130",1,,120,11,2.0,2019-01-28,14983.0,-0.2393031492829322,8.7489224971103,14.329473454227548,2.3332683369517326,6.470096691290039,5.090502449485945,2.2311,3.6303,1.753,-0.8,-0.16,0.63,0.01,3.7141,6.647600000000001,12.6897
increase,0.7,0.8,2934,WEIBO CORP,Credit Suisse Upgrades Weibo to Outperform,1,,115,11,2.0,2019-10-04,14616.0,1.3243663124740124,1.997058673747132,-0.0420444438579248,5.191262811422348,3.6804292922062,3.240225053344603,2.9654,0.2776,1.9296,1.39,-0.47,-0.07,0.007,2.3861,0.9729999999999999,-1.8064999999999998
increase,0.6,0.8,4898,UNITED THERAPEUTICS CORP,Credit Suisse: United Therapeutics Becoming More Fundamentally Driven,1,,123,11,2.0,2019-07-01,87006.0,0.853134598582983,-2.4253569797540675,-7.471060046438128,1.3634532690048218,2.2262924576495813,1.0354587107705315,5.1115,4.3508,1.0099,0.75,-0.54,-0.13,0.009,5.0535,1.520799999999999,-4.559600000000001
decrease,0.7,0.8,1784,ISHARES INC,Credit Woes Come Calling For The South Africa ETF,1,,114,12,0.0,2019-11-25,89690.0,-1.741681806743145,-3.972600479738875,-4.833654621762795,-0.7719056680798531,-0.9630200402373612,-0.1941038013515972,-0.6223,-1.3643,0.7961,0.92,1.32,-0.38,0.006,-3.2632000000000003,-4.4141,-6.293
increase,0.6,0.8,3653,STMICROELECTRONICS NV,Cree And STMicroelectronics Announce Multi-Year Silicon Carbide Wafer Supply Agreement,1,,129,11,2.0,2019-01-07,81132.0,0.3055764827877283,5.576772856039858,7.257447011654405,4.391058161854744,-8.296938531436137,-9.221899589902316,3.8889,2.5027,1.47,0.94,1.0,-0.75,0.01,1.3135999999999999,6.041899999999999,4.966099999999999
increase,0.7,0.8,4280,STMICROELECTRONICS NV,"Cree, STMicro Report Expansion, Extension Of Long-Term Silicon Carbide Wafer Supply Deal To $500M+",1,,135,11,2.0,2019-11-19,81132.0,-0.4973018541932106,2.9423994745006565,2.154995618520128,0.2893744967877865,0.957134957628325,0.957134957628325,-0.5359,-0.5765,1.7311,0.02,0.58,-0.94,0.006,-0.5085,0.7978000000000003,1.6432000000000002
decrease,0.4,0.7,1296,CRESCENT POINT ENERGY CORP,Crescent Point Energy Q3 EPS $0.06 Down From $0.15 YoY,1,,130,12,0.0,2019-10-31,14379.0,4.644804075360298,9.0163912758096,7.923496224913129,-2.4813929572701454,-0.7575749067137427,-4.146337409827594,-6.8702,-6.2671,1.6345,-0.38,-0.26,-0.44,0.007,-3.3935,-0.1431,-1.7447000000000001
uncertain,0.4,0.6,1297,CRESCENT POINT ENERGY CORP,Crescent Point Energy shares are trading higher despite no company-specific news. This could potentially be a rebound after the stock dropped approximately 16% over the past month.,1,,143,12,1.0,2019-10-15,14379.0,-1.5463964082300663,3.86598158689313,3.8659818199440865,-2.5706976652145386,1.0666657292085937,1.6085776457080092,2.3747,0.6262,1.7106,1.03,0.25,-0.25,0.007,-0.5166000000000001,4.5213,1.9836
decrease,0.6,0.8,1294,CRESCENT POINT ENERGY CORP,Crescent Point Energy shares are trading lower after the company reported Q3 EPS down from last year.,1,,130,12,0.0,2019-10-31,14379.0,4.644804075360298,9.0163912758096,7.923496224913129,-2.4813929572701454,-0.7575749067137427,-4.146337409827594,-6.8702,-6.2671,1.6345,-0.38,-0.26,-0.44,0.007,-3.3935,-0.1431,-1.7447000000000001
increase,0.7,0.8,706,CRESCENT POINT ENERGY CORP,Crescent Point Reports Q4 Adj. Funds Flow $0.61/Share,1,,127,11,2.0,2019-03-07,14379.0,3.0821887776255608,2.9976134879381444,19.477232940272813,-1.3071883469820025,-3.5143812119592055,-5.9190049926042825,-3.3113,-2.098,1.4966,-0.82,-0.07,-0.33,0.009,1.3044000000000002,-2.069300000000001,11.023299999999999
increase,0.6,0.8,1154,CRESCENT POINT ENERGY CORP,Crescent Point Sells Saskatchewan Gas Infrastructure Assets For $500M,1,,124,11,2.0,2019-11-14,14379.0,1.7721502110362053,-2.0253204892668686,-11.392406061905367,-0.7575750350952148,-2.9629658221546507,-1.7499982678452208,0.5089,0.3854,1.677,0.07,-0.11,-0.25,0.006,0.9105000000000001,-2.1125,-14.2701
decrease,0.7,0.8,624,CRESTWOOD EQUITY PARTNERS LP,"Crestwood Equity Partners Q1 EPS $(0.07) Misses $0.09 Estimate, Sales $835.2M Down From $1.115B YoY",1,,148,12,0.0,2019-04-30,89043.0,-0.7086354307830334,-3.243382803181616,1.4419621805569216,0.3554855706170201,0.1364235793027246,-0.9446652220041928,-0.0273,-0.0045,0.8201,-0.04,-0.7,0.28,0.01,-0.0414,-1.7007999999999999,4.6537999999999995
uncertain,0.4,0.6,668,CRESTWOOD EQUITY PARTNERS LP,"Crestwood Equity Partners Q4 EPS $0.57 May Not Compare To $0.15 Estimate, Sales $768.4M May Not Compare To $1.02B Estimate",1,,150,12,1.0,2019-02-19,89043.0,-0.7001104764640331,-8.109681620455211,-7.672109843579323,-0.2431666478514671,0.6748504295970736,3.1426775365506643,4.4485,4.3035,0.7159,0.19,0.29,0.3,0.01,3.4574,-4.4109,-3.7691
increase,0.6,0.8,667,CRESTWOOD EQUITY PARTNERS LP,"Crestwood Equity Partners Sees FY19 Net Income $105M-$135M, Adj. EBITDA $460M-$490M",1,,139,11,2.0,2019-02-19,89043.0,-0.7001104764640331,-8.109681620455211,-7.672109843579323,-0.2431666478514671,0.6748504295970736,3.1426775365506643,4.4485,4.3035,0.7159,0.19,0.29,0.3,0.01,3.4574,-4.4109,-3.7691
uncertain,0.2,0.4,1444,ISHARES TRUST,"Cries Of ""Stop Brexit"" Heard As British Pm Johnson Arrives For Talks With Germany's Merkel",1,,125,12,1.0,2019-08-21,14907.0,0.2662227256223559,-0.2995013730379581,2.8618990082051265,-0.666447076946497,0.033557799548789,1.0166019281275362,0.8051,0.2692,0.6226,0.85,0.05,-0.3,0.007,0.5907,0.8586,2.1226000000000003
increase,0.7,0.8,4974,VERTEX PHARMACEUTICALS INC,Crispr's Gene-Editing Therapy Found Effective In Treating Blood Disorders In Early-Stage Study,1,,136,11,2.0,2019-11-19,76744.0,0.0325615459587425,1.8837222368119464,4.144187635828733,0.0953274313360452,2.4390243966183833,1.4002866878964904,2.381,2.3534,1.0765,0.02,0.58,-0.94,0.006,2.7352000000000003,3.2874000000000003,6.4424
decrease,0.6,0.8,842,CRITEO S A,"Criteo Earlier, In Press Release Disclosing Q1 Earnings, Said 'Due to identified execution issues, we are taking a more modest approach to our 2019 growth outlook.'",1,,142,12,0.0,2019-04-30,14240.0,-3.892823308706283,-3.2355980545223595,-1.92113801420426,1.5377664007246494,1.4460082329680102,1.6296994776714868,-11.8931,-11.8683,0.875,-0.04,-0.7,0.28,0.01,-15.0438,-13.376399999999999,-9.912599999999998
uncertain,0.4,0.6,1338,CRITEO S A,Criteo Files Complaint Against Facebook With French Competition Authority,1,,117,12,1.0,2019-10-01,14240.0,-0.3707611234858632,-6.144067282629628,-3.283892920453735,0.8634638041257858,-3.610102677508653,-3.858024744930544,1.0166,2.1139,0.8331,-1.31,-0.46,-0.59,0.007,3.1773,-2.9015000000000013,-2.787900000000001
uncertain,0.4,0.6,1339,CRITEO S A,Criteo Files Complaint With The French Competition Authority Against Facebook,1,,118,12,1.0,2019-10-01,14240.0,-0.3707611234858632,-6.144067282629628,-3.283892920453735,0.8634638041257858,-3.610102677508653,-3.858024744930544,1.0166,2.1139,0.8331,-1.31,-0.46,-0.59,0.007,3.1773,-2.9015000000000013,-2.787900000000001
increase,0.5,0.7,1335,CRITEO S A,Criteo Names Megan Clarken CEO,1,,114,11,2.0,2019-10-30,14240.0,-5.2750904113054276,2.098700437127121,-2.38230325408273,1.3274358585476875,2.130824112320906,4.99236621185688,-14.459,-14.6606,0.7029,0.27,-0.37,-1.16,0.007,-19.6756,-13.0488,-17.9648
decrease,0.5,0.7,676,CRITEO S A,"Criteo Reports COO Mollie Spilman To Leave; CEO JB Rudelle To Directly Manage Sales, Operations Teams",1,,131,12,0.0,2019-06-25,14240.0,-7.516695559024811,-1.2249405515747491,0.0556805463517884,-1.8468232825398443,-2.692514933077861,-2.640085130628511,-0.6087,0.2302,0.8624,-0.98,0.34,0.71,0.009,-7.2437000000000005,-2.5139000000000005,-1.8304000000000005
increase,0.7,0.8,1038,CRITEO S A,Criteo SA shares are trading higher after the company reported better-than-expected Q2 EPS and sales results. The company also announced an $80 million buyback.,1,,139,11,2.0,2019-07-31,14240.0,4.638909175992012,3.900894951200562,-3.268313035625048,-0.0540260865818709,0.0540845280581292,2.040821081102595,2.5405,3.4643,0.8309,-1.09,0.12,0.61,0.009,8.9604,10.3466,4.6222
decrease,0.6,0.8,1336,CRITEO S A,Criteo Sees Q4 Sales $255M-$261M vs $276.08M Est.,1,,127,12,0.0,2019-10-30,14240.0,-5.2750904113054276,2.098700437127121,-2.38230325408273,1.3274358585476875,2.130824112320906,4.99236621185688,-14.459,-14.6606,0.7029,0.27,-0.37,-1.16,0.007,-19.6756,-13.0488,-17.9648
increase,0.7,0.8,910,CRITEO S A,"Criteo shares are trading higher after the company reported Q4 EPS of $0.84, beating the $0.73 consensus estimate and Q4 sales of $272 million, beating the $261.04 consensus estimate; the company also issued Q1 sales guidance above estimates.",1,,162,11,2.0,2019-02-13,14240.0,-1.869160495698452,-4.025876803673311,-2.4442855837973787,3.676766902208328,-2.839833737405306,-2.247619939929346,8.4178,8.1657,0.8679,0.28,0.07,0.07,0.01,6.468799999999999,3.235299999999999,4.576499999999999
decrease,0.7,0.8,841,CRITEO S A,Criteo shares are trading lower after the company stated they will be taking a more modest approach to their 2019 growth outlook due to identified execution issues.,1,,137,12,0.0,2019-04-30,14240.0,-3.892823308706283,-3.2355980545223595,-1.92113801420426,1.5377664007246494,1.4460082329680102,1.6296994776714868,-11.8931,-11.8683,0.875,-0.04,-0.7,0.28,0.01,-15.0438,-13.376399999999999,-9.912599999999998
decrease,0.7,0.8,750,CRITEO S A,Criteo shares are trading lower after the stock was downgraded by KeyBank and SunTrust due to changes in Google's cookie policy.,1,,133,12,0.0,2019-03-26,14240.0,5.164827406406403,10.21977267327765,12.142851527827258,-12.465157359838486,-17.08789378112028,-14.83920953042529,-17.1974,-17.7921,0.7323,0.76,0.17,0.46,0.009,-12.270100000000001,-9.231700000000002,-7.849900000000002
uncertain,0.2,0.5,909,CROCS INC,"Crocs Announces That It Will Relocate Its Corporate Headquarters In 2020, From Niwot, Colo., To Broomfield, Colo.",1,,131,12,1.0,2019-02-05,91090.0,-1.5178896486759186,-2.09613268771186,1.8431521794633587,1.284405030310154,-3.8997177023552654,-3.1239009060606504,0.2536,-0.209,1.0495,0.43,-0.08,-0.6,0.01,-1.506,-2.8053999999999997,-0.5087999999999999
increase,0.6,0.8,672,CROCS INC,"Crocs Could Pull Off 10-15% Earnings Upside, Baird Says In Upgrade",1,,121,11,2.0,2019-06-21,91090.0,-0.5681849550455809,2.0144595577294755,8.367762605652619,0.6193728186190128,-2.4563256776292897,0.1120473944068445,8.338,8.5685,1.1328,-0.21,-0.47,-0.03,0.009,8.3765,10.6891,15.7129
uncertain,0.4,0.6,1034,CROCS INC,Crocs Option Alert: Aug 16 $20 Calls Sweep (2) near the Bid: 1000 @ $3.25 vs 5781 OI; Earnings 8/1 Before Open Ref=$22.91,1,,148,12,1.0,2019-07-31,91090.0,6.958425045013428,8.971550098033031,4.857762237791818,-0.6440597586333752,-2.239124164788886,-1.740976061816779,-1.2532,-0.0367,1.1242,-1.09,0.12,0.61,0.009,8.0839,12.812,10.6937
uncertain,0.4,0.6,1033,CROCS INC,Crocs Option Alert: Aug 16 $23 Calls at the Bid: 1599 @ $1.45 vs 237 OI; Earnings 8/1 Before Open Ref=$22.98,1,,143,12,1.0,2019-07-31,91090.0,6.958425045013428,8.971550098033031,4.857762237791818,-0.6440597586333752,-2.239124164788886,-1.740976061816779,-1.2532,-0.0367,1.1242,-1.09,0.12,0.61,0.009,8.0839,12.812,10.6937
increase,0.5,0.7,823,CROCS INC,Crocs Option Alert: Feb 15 $30 Calls at the Ask: 1500 @ $1.101 vs 10 OI; Earnings 2/27 Before Open [est] Ref=$27.62,1,,146,11,2.0,2019-01-02,91090.0,-1.9202923402190208,13.659421530753878,10.61594285720635,-2.4774769321084023,-2.6236909530845343,-1.8511513584328787,6.2356,5.9765,1.0832,0.23,0.59,1.11,0.01,6.699999999999999,15.1877,11.2431
uncertain,0.3,0.6,984,CROCS INC,"Crocs Q2 Adj. EPS $0.59 Beats $0.46 Estimate, Sales $358.899M Miss $358.9M Estimate",1,,133,12,1.0,2019-08-01,91090.0,0.2045795321464538,3.4779066243256773,-3.5597416205228605,-1.253236923366785,-1.88922508729642,-3.4642995573625046,6.9584,8.1206,1.09,-1.04,-0.42,-1.9,0.007,9.266499999999999,12.2913,8.927299999999999
increase,0.7,0.8,821,CROCS INC,"Crocs Raises Q4, FY18 Sales Guidance",1,,112,11,2.0,2019-01-14,91090.0,0.5352955777198076,-3.8474393182142186,-5.152221496370735,-0.4501649178564548,-1.3069867438038174,2.788838593942655,-3.4561,-2.8134,1.094,-0.6,-0.59,0.94,0.01,-3.4478,-8.716,-10.4262
decrease,0.5,0.7,1327,CROCS INC,Crocs Reports ~6.86M Share Common Stock Offering,1,,114,12,0.0,2019-10-30,91090.0,-9.187638759613035,-8.980013424167211,-7.838049658396762,-2.927471697330475,-1.1127596710453491,0.045029611588232,15.6189,15.3159,1.1159,0.27,-0.37,-1.16,0.007,6.545299999999999,5.243999999999999,5.700499999999999
increase,0.5,0.7,819,CROCS INC,Crocs Sees FY19 Year-Over-Year Sales Growth In Mid-Single Digit Range,1,,120,11,2.0,2019-01-14,91090.0,0.5352955777198076,-3.8474393182142186,-5.152221496370735,-0.4501649178564548,-1.3069867438038174,2.788838593942655,-3.4561,-2.8134,1.094,-0.6,-0.59,0.94,0.01,-3.4478,-8.716,-10.4262
increase,0.6,0.8,983,CROCS INC,Crocs Sees Q3 Sales $295M-$305M vs $278M Estimate; FY19 Sales Growth 9-11%,1,,129,11,2.0,2019-08-01,91090.0,0.2045795321464538,3.4779066243256773,-3.5597416205228605,-1.253236923366785,-1.88922508729642,-3.4642995573625046,6.9584,8.1206,1.09,-1.04,-0.42,-1.9,0.007,9.266499999999999,12.2913,8.927299999999999
increase,0.7,0.8,822,CROCS INC,"Crocs Shares Spike Over $31.20, $31.50 Levels On Uptick In Volume; Hearing M Science Out With Positive Comments",1,,130,11,2.0,2019-01-09,91090.0,-0.8606963790953159,-2.6777178984005667,-8.160667038583957,3.256773203611374,8.697227883055803,11.267089634239458,4.1501,3.5294,1.091,0.56,0.46,0.1,0.01,2.2005,-0.4152,-7.145199999999999
uncertain,0.2,0.5,921,CROCS INC,Crocs Shares Up 3.8% At Session High But Appear Largely Unaffected As Hearing Questionable Source Out With Long Call On Stock,1,,133,12,1.0,2019-09-09,91090.0,2.797200158238411,10.334109948732806,8.003106083022926,-0.2845515962690115,2.678950574971628,5.369415654165932,4.9327,4.849,1.0717,0.07,0.75,3.06,0.009,7.455,13.679100000000002,12.091600000000001
decrease,0.5,0.7,838,CROCS INC,"Crocs Trading At Balanced Risk-Reward Profile, Piper Jaffray Says In Downgrade",1,,121,12,0.0,2019-04-23,91090.0,4.140008985996246,4.817465913984309,1.3925511663261947,-0.5109467078000307,-0.908760480653803,1.3006331941708638,-2.5312,-3.5624,1.0355,0.97,0.72,-0.48,0.01,0.8058000000000001,0.8981000000000001,-0.18319999999999959
increase,0.7,0.8,673,CROCS INC,Crocs shares are trading higher after Baird upgraded the stock from Neutral to Outperform and announced a price target of $29.,1,,127,11,2.0,2019-06-21,91090.0,-0.5681849550455809,2.0144595577294755,8.367762605652619,0.6193728186190128,-2.4563256776292897,0.1120473944068445,8.338,8.5685,1.1328,-0.21,-0.47,-0.03,0.009,8.3765,10.6891,15.7129
increase,0.6,0.8,1331,CROCS INC,Crocs shares are trading higher after Piper Jaffray maintained an Overweight rating on the company's stock and raised the price target from $32 to $34.,1,,133,11,2.0,2019-10-08,91090.0,0.5440188571810722,4.26970015615542,9.033958993878866,0.642470782622695,0.7649489156724032,2.4209205426490854,4.6584,6.3669,1.0326,-1.61,-0.13,-0.12,0.007,5.9539,6.8327,11.311900000000001
increase,0.6,0.8,1036,CROCS INC,Crocs shares are trading higher after Piper Jaffray upgraded the company's stock from Neutral to Overweight and raised the price target from $22 to $27.,1,,133,11,2.0,2019-07-15,91090.0,0.8035727776587009,3.705356662284131,3.9732199766369103,2.5440242141485214,1.9951332211850747,2.3437478793412403,6.8702,6.9078,1.1688,-0.04,-0.35,-1.07,0.009,8.0764,11.6447,10.5169
increase,0.7,0.8,1005,CROCS INC,Crocs shares are trading higher after the company reported better-than-expected Q1 EPS and sales.,1,,121,11,2.0,2019-05-07,91090.0,-9.465482831001282,-16.592431737316904,-15.81291789646686,-2.878684550523758,0.5321023635754818,1.2142863841914542,-4.94,-3.166,1.0943,-1.69,-0.28,0.5,0.009,-12.399700000000001,-18.606,-18.811
increase,0.8,0.9,982,CROCS INC,Crocs shares are trading higher after the company reported better-than-expected Q2 EPS results. The company also issued Q3 sales guidance above analyst estimates.,1,,132,11,2.0,2019-08-01,91090.0,0.2045795321464538,3.4779066243256773,-3.5597416205228605,-1.253236923366785,-1.88922508729642,-3.4642995573625046,6.9584,8.1206,1.09,-1.04,-0.42,-1.9,0.007,9.266499999999999,12.2913,8.927299999999999
increase,0.5,0.7,858,CROCS INC,"Crocs shares are trading higher, not currently seeing any company-specific news. NOTE: US equities across sectors have traded higher this session on last week's preliminary Phase One US-China trade deal, which has been especially positive for retail.",1,,146,11,2.0,2019-12-16,91090.0,1.8215380609035492,5.67581219610378,10.586056610396376,0.5847927648574114,1.289958186898832,1.4749197755715038,4.8727,4.0822,1.0876,0.74,0.02,-0.04,0.007,5.788,8.4708,12.848500000000001
increase,0.6,0.8,1330,CROCS INC,"Crocs, Inc. Q3 Adj. EPS $0.51 Beats $0.4 Estimate, Sales $312.8M Beat $302.06M Estimate",1,,136,11,2.0,2019-10-30,91090.0,-9.187638759613035,-8.980013424167211,-7.838049658396762,-2.927471697330475,-1.1127596710453491,0.045029611588232,15.6189,15.3159,1.1159,0.27,-0.37,-1.16,0.007,6.545299999999999,5.243999999999999,5.700499999999999
uncertain,0.3,0.5,2431,ALTRIA GROUP INC,Cronos CEO Talks Vaping With Cramer,1,,115,12,1.0,2019-09-19,13901.0,1.7198465764522552,1.3459644105660915,1.7198466770160348,-1.1377419345080853,-1.3764783587106533,-2.785046890950338,-1.763,-1.7494,0.454,-0.05,-0.43,-0.46,0.009,0.1794,0.11290000000000006,1.5574
increase,0.5,0.7,2946,ALTRIA GROUP INC,"Cronos Group More Than Doubles Revenue, Sales Volume In Q1",1,,120,11,2.0,2019-05-09,13901.0,0.2308115595951676,0.0769323477256112,1.5772257984904223,-1.8511515110731125,-2.9329343727698576,-3.348213041651016,0.0577,0.1655,0.4169,-0.28,0.08,0.12,0.009,0.2414,0.15800000000000003,2.5429999999999997
uncertain,0.4,0.6,2968,ALTRIA GROUP INC,Cronos Group Option Alert: Nov 29 $6.5 Calls Sweep (3) near the Ask: 948 @ $0.57 vs 1752 OI; Ref=$6.9,1,,147,12,1.0,2019-11-19,13901.0,3.238867223262787,4.879609707877419,6.776050014772839,0.7713131606578827,3.667164985438576,3.2244250512598605,-2.9168,-2.9343,0.5732,0.02,0.58,-0.94,0.006,0.48770000000000024,1.3517000000000003,3.6563000000000008
uncertain,0.3,0.5,2147,ALTRIA GROUP INC,Cronos Group Reports 250% Revenue Growth In Q4,1,,118,12,1.0,2019-03-26,13901.0,-1.2800272554159164,-0.5961777746708252,-3.366646084635483,1.1266114190220833,0.7535778201414267,2.941512728455953,0.8488,0.5297,0.4016,0.76,0.17,0.46,0.009,-0.5585000000000001,-0.8219000000000002,-3.7433
increase,0.6,0.8,2642,ALTRIA GROUP INC,Cronos Reports Shareholders Have Approved C$2.4B Strategic Investment From Altria,1,,124,11,2.0,2019-02-21,13901.0,2.243400923907757,4.050031596568826,8.675804538089672,3.1026670709252357,3.631507170095838,2.7879507019967775,-0.2772,-0.1268,0.4299,-0.37,-0.07,-0.22,0.01,1.8271,3.6403999999999996,8.6585
increase,0.5,0.7,2967,ALTRIA GROUP INC,"Cronos Shares Spike to Session High, Up 13%; Traders Circulate Canadian Filing From Co. Via Altria's Summit LLC Subsidiary Showing Recent Acquisition Or Disposition Of ~4.177M Shares Of Cronos",1,,151,11,2.0,2019-11-19,13901.0,3.238867223262787,4.879609707877419,6.776050014772839,0.7713131606578827,3.667164985438576,3.2244250512598605,-2.9168,-2.9343,0.5732,0.02,0.58,-0.94,0.006,0.48770000000000024,1.3517000000000003,3.6563000000000008
uncertain,0.3,0.6,622,CROSS COUNTRY HEALTHCARE INC,"Cross Country Healthcare Names Kevin Clark Pres, CEO",1,,115,12,1.0,2019-01-16,89167.0,0.2209889935329556,4.6408847724745295,6.408838746271628,-1.2500069104135036,-0.9122106392814412,1.9952948321602548,4.1427,3.8598,0.9795,0.28,0.04,0.92,0.01,3.3361,7.5505,6.9465
uncertain,0.3,0.6,749,CROSS COUNTRY HEALTHCARE INC,"Cross Country Healthcare Q1 Adj. EPS $0.02 Beats $(0.04) Estimate, Sales $195.17M Miss $199.17M Estimate",1,,139,12,1.0,2019-05-01,89167.0,5.428573116660118,16.428566196838588,11.000000022006851,-3.292177990078926,-1.619023137777731e-07,1.731606780689643,-0.7092,0.0625,0.9352,-0.83,-0.1,-0.02,0.009,5.6317,17.1257,13.378599999999999
uncertain,0.3,0.6,760,CROSS COUNTRY HEALTHCARE INC,"Cross Country Healthcare Q2 EPS $0.01 Down From $0.05 YoY, Sales $202.76M Beat $199.4M Estimate",1,,138,12,1.0,2019-07-31,89167.0,1.4752407558262348,3.477343945080058,-1.053734777410853,1.8887756392359736,0.621766090310949,2.103047466806185,-2.2657,-1.2057,0.985,-1.09,0.12,0.61,0.009,1.2869,5.8759,3.0628999999999995
uncertain,0.2,0.6,759,CROSS COUNTRY HEALTHCARE INC,"Cross Country Healthcare Sees Q3 Adj. EPS $0.00-$0.02 vs $0.01 Est., Sales $200M-$2-5M vs $199.40M Est.",1,,147,12,1.0,2019-07-31,89167.0,1.4752407558262348,3.477343945080058,-1.053734777410853,1.8887756392359736,0.621766090310949,2.103047466806185,-2.2657,-1.2057,0.985,-1.09,0.12,0.61,0.009,1.2869,5.8759,3.0628999999999995
increase,0.7,0.9,944,CROSS COUNTRY HEALTHCARE INC,Cross Country Healthcare shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued Q4 EPS and sales above analyst estimates.,1,,140,11,2.0,2019-11-05,89167.0,8.986779302358627,10.132154664396433,5.462553631132905,-0.4595605656504631,0.1850092687023963,0.4638236600035483,4.8015,4.8254,0.9993,-0.03,0.24,0.45,0.006,13.8561,14.2473,9.0499
decrease,0.6,0.8,2936,NETAPP INC,Cross Research Downgrades NetApp to Hold,1,,111,12,0.0,2019-08-02,82598.0,-1.911383680999279,1.1728951563346302,1.5638519328340594,-1.3335657306015491,-2.9921038263494903,-2.5827187141444496,-20.2218,-18.9772,1.505,-0.87,-0.32,0.06,0.007,-16.2751,-16.8451,-14.661399999999999
increase,0.6,0.8,3609,TD SYNNEX CORP,Cross Research Upgrades Synnex to Buy,1,,117,11,2.0,2019-01-11,89900.0,-6.2987349927425385,-5.647317106698302,-0.3837551957580731,1.841425895690918,4.1002255043225855,4.589262129882776,12.2653,12.2688,1.3406,-0.01,0.12,0.22,0.01,6.7644,2.9226000000000005,9.7905
decrease,0.4,0.7,895,CROSSAMERICA PARTNERS LP,"CrossAmerica Partners Q3 EPS $0.2 Misses $0.21 Estimate, Sales $559.74M Miss $577.36M Estimate",1,,139,12,0.0,2019-11-07,13615.0,-3.4678827971220016,0.6821998106012694,2.1603136812362367,-0.8908677846193314,-2.944388827400013,-1.6145052264526671,-1.1798,-1.3431,0.4177,0.38,-0.14,0.51,0.006,-4.9465,-0.7117000000000004,0.6778
decrease,0.4,0.7,2321,PALO ALTO NETWORKS INC,CrowdStrike Hikes IPO Price Range,1,,118,12,0.0,2019-06-06,13511.0,-1.0124532505869863,4.014380844644405,4.606665081800898,-1.2394030578434467,1.2760598592963524,-0.4646711267348724,-0.8383,-1.4986,1.1822,0.55,-1.04,0.01,0.009,-3.7496,0.34089999999999954,-1.6128000000000005
uncertain,0.3,0.6,4484,LENDINGTREE INC,Crowdfunding Is The Latest Theme To Get An ETF,1,,114,12,1.0,2019-05-10,92775.0,-6.170116737484932,-1.5040258284296004,-3.631742255285797,1.4365805312991142,0.7002542259831435,-1.5374210282267708,-0.7565,-1.376,1.7443,0.35,-0.37,0.08,0.009,-2.8978,-0.9973000000000003,-0.9346000000000003
increase,0.6,0.8,488,CROWN CASTLE INC,Crown Castle Increases Revolving Credit Facility Commitments To $5B And Extends Maturity Of Existing Facilities,1,,129,11,2.0,2019-06-21,86339.0,-0.463989470154047,-3.9991108087705896,-0.5081768588481639,0.2195894252508878,0.646872213087657,0.6838684249845794,-0.8326,-0.7635,0.3725,-0.21,-0.47,-0.03,0.009,-1.1098,-4.8286999999999995,-1.6435999999999997
uncertain,0.4,0.6,629,CROWN CASTLE INC,Crown Castle International shares are trading higher. Not seeing any news to justify the price action.,1,,124,12,1.0,2019-12-03,86339.0,0.2832686528563499,-0.1118105985631334,0.1568799964877687,-2.027537487447262,-2.1154147279145996,-2.5742181091362726,2.4437,2.6448,0.3035,-0.66,0.6,-0.83,0.007,2.739,2.1155999999999997,1.6996
decrease,0.6,0.8,737,CROWN CASTLE INC,Crown Castle International shares are trading lower after the company reported worse-than-expected Q2 site rental sales.,1,,127,12,0.0,2019-07-18,86339.0,-1.0956091806292534,2.0493406509207057,5.493807512879623,-0.8288171142339706,-1.1787726477639482,-0.6791496555996979,-3.6089,-3.7529,0.3808,0.35,-0.29,0.02,0.009,-4.6442,-1.8906999999999998,2.1065000000000005
