BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_impute,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
91-S-1822,1969,19,Government Operations,100.0,0,0,"A bill to amend title 5, United States Code, to provide for the inclusion of certain periods of reemployment of annuitants for the purpose of computing annuities of surviving spouses","A bill to amend title 5, United States Code, to provide for the inclusion of certain periods of reemployment of annuitants for the purpose of computing annuities of surviving spouses",-0.314,-0.314,1,1822,S,91,2004.0,1.0,0,0,0,0,0.0,0.0,0,"Pastore, John",RI,5.0
96-HR-347,1979,2,"Civil Rights, Minority Issues, and Civil Liberties",200.0,0,0,"A bill to amend the Family Educational Rights and Privacy Act (20 U.S.C. 1232) to provide for the protection of the privacy of personal information, and for other purposes.","A bill to amend the Family Educational Rights and Privacy Act (20 U.S.C. 1232) to provide for the protection of the privacy of personal information, and for other purposes.",0.311,0.311,0,347,HR,96,208.0,1.0,0,0,0,0,0.0,2904.0,0,Barry Goldwater,CA,71.0
103-S-2315,1994,11,"Law, Crime, and Family Issues",200.0,0,0,"A bill to require the Attorney General to develop model legislation for the States to assure confidentiality of communications between victims of sexual assault or domestic violence victims and their counselors, and for other purposes.","A bill to require the Attorney General to develop model legislation for the States to assure confidentiality of communications between victims of sexual assault or domestic violence victims and their counselors, and for other purposes.",0.403,0.403,1,2315,S,103,1210.0,1.0,0,0,0,0,0.0,0.0,1,Orrin Hatch,UT,67.0
102-HR-3650,1991,14,"Banking, Finance, and Domestic Commerce",200.0,0,0,To amend the Internal Revenue Code of 1986 to provide an exception from the at-risk rules for property acquired by foreclosure.,To amend the Internal Revenue Code of 1986 to provide an exception from the at-risk rules for property acquired by foreclosure.,0.309,0.309,0,3650,HR,102,1504.0,1.0,0,0,0,0,0.0,4295.0,1,E. Shaw,FL,43.0
100-HR-2581,1987,15,Defense,100.0,0,0,"A bill to amend title 32, United States Code, to authorize Federal support of State defense forces.","A bill to amend title 32, United States Code, to authorize Federal support of State defense forces.",-0.248,-0.248,0,2581,HR,100,1615.0,1.0,0,0,0,0,0.0,1388.0,0,James Traficant,OH,24.0
86-HR-7952,1959,12,Social Welfare,100.0,0,0,To amend title II of the Social Security Act to effectuate recommendations made by the Advisory Council on Social Security Financing with respect to the investment of the Federal old age and survivors insurance trust fund and the Federal disability insura,To amend title II of the Social Security Act to effectuate recommendations made by the Advisory Council on Social Security Financing with respect to the investment of the Federal old age and survivors insurance trust fund and the Federal disability insura,-0.113,-0.113,0,7952,HR,86,1303.0,1.0,0,0,0,0,1.0,20.0,1,"Mills, Wilbur D.",AR,42.0
114-S-1877,2015,2,"Civil Rights, Minority Issues, and Civil Liberties",200.0,0,0,"A bill to require the Attorney General to appoint a special prosecutor to investigate Planned Parenthood, and for other purposes.","A bill to require the Attorney General to appoint a special prosecutor to investigate Planned Parenthood, and for other purposes.",0.552,0.552,1,1877,S,114,208.0,1.0,0,0,0,0,1.0,2870.0,0,James Inhofe,OK,53.0
80-HR-2272,1947,11,"Law, Crime, and Family Issues",200.0,0,0,To amend section 289 of the Criminal Code,To amend section 289 of the Criminal Code,0.327,0.327,0,2272,HR,80,1210.0,1.0,0,0,0,0,1.0,26.0,1,"Michener, Earl C.",MI,23.0
93-S-4123,1974,14,"Banking, Finance, and Domestic Commerce",100.0,0,0,"A bill to amend the Internal Revenue Code of 1954 to provide for a graduated credit, in lieu of a deduction, for interest paid on a mortgage on a taxpayer's principal residence and for the real property taxes paid on such principal residence.","A bill to amend the Internal Revenue Code of 1954 to provide for a graduated credit, in lieu of a deduction, for interest paid on a mortgage on a taxpayer's principal residence and for the real property taxes paid on such principal residence.",-0.465,-0.465,1,4123,S,93,1504.0,1.0,0,0,0,0,0.0,0.0,0,William Hathaway,ME,2.0
102-HR-5890,1992,11,"Law, Crime, and Family Issues",100.0,0,0,"To impose strict controls on the importation, transfer, transportation, manufacture, possession, and ownership of handguns.","To impose strict controls on the importation, transfer, transportation, manufacture, possession, and ownership of handguns.",-0.368,-0.368,0,5890,HR,102,1201.0,1.0,0,0,0,0,0.0,6478.0,0,Stephen Solarz,NY,13.0
110-HR-1725,2007,20,Public Lands and Water Management,200.0,1,0,To amend the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in the Rancho California Water District Southern Riverside County Recycled/Non-Potable Distribution Facilities and Demineralization/Desalination Recycled Water Treatment and Reclamation Facility Project.,To amend the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in the Rancho California Water District Southern Riverside County Recycled/Non-Potable Distribution Facilities and Demineralization/Desalination Recycled Water Treatment and Reclamation Facility Project.,0.636,0.636,0,1725,HR,110,2104.0,2.0,0,1,1,0,0.0,3924.0,0,Mary Bono Mack,CA,71.0
98-HR-2361,1983,9,Immigration,100.0,0,0,"A bill to amend the Immigration and Nationality Act to revise and reform the immigration and nationality laws, and for other purposes.","A bill to amend the Immigration and Nationality Act to revise and reform the immigration and nationality laws, and for other purposes.",-0.603,-0.603,0,2361,HR,98,900.0,1.0,0,0,0,0,0.0,4300.0,0,Edward Roybal,CA,71.0
95-HR-9472,1977,10,Transportation,100.0,0,0,A bill to amend the Federal Aviation Act of 1958 to authorize U.S. international air carriers to carry domestic traffic between U.S. cities on flights operated in foreign air transportation.,A bill to amend the Federal Aviation Act of 1958 to authorize U.S. international air carriers to carry domestic traffic between U.S. cities on flights operated in foreign air transportation.,-0.468,-0.468,0,9472,HR,95,1003.0,1.0,0,0,0,0,0.0,1370.0,1,Norman Mineta,CA,71.0
98-S-2680,1984,17,Foreign Trade,200.0,0,0,A bill to provide the President with authority to accelerate certain staged rate modifications to the Tariff Schedules of the United States.,A bill to provide the President with authority to accelerate certain staged rate modifications to the Tariff Schedules of the United States.,0.147,0.147,1,2680,S,98,1807.0,1.0,0,0,0,0,0.0,0.0,1,John Danforth,MO,34.0
103-HR-2736,1993,7,Environment,100.0,0,0,"To amend the Federal Water Pollution Control Act to authorize the Administrator of the Environmental Protection Agency to make grants to address waste water needs of the residents of colonias in the southwest region of the United States, and for other purposes.","To amend the Federal Water Pollution Control Act to authorize the Administrator of the Environmental Protection Agency to make grants to address waste water needs of the residents of colonias in the southwest region of the United States, and for other purposes.",-0.443,-0.443,0,2736,HR,103,703.0,1.0,0,0,0,0,0.0,4350.0,0,Ronald Coleman,TX,49.0
90-HR-3279,1967,15,Defense,100.0,0,0,"To amend title 38 of the United States Code so to make widows of veterans of World War II, the Korean conflict, or the Vietnam era eligible for education assistance","To amend title 38 of the United States Code so to make widows of veterans of World War II, the Korean conflict, or the Vietnam era eligible for education assistance",0.237,0.237,0,3279,HR,90,1608.0,1.0,0,0,0,0,0.0,14.0,1,"Baring, Walter S.",NV,65.0
83-HR-8094,1954,20,Public Lands and Water Management,200.0,0,0,"Providing loans for the cost of improving the distribution system of the Salt River reclamation project, Arizona. for the purpose of conserving water resources, and for other purposes","Providing loans for the cost of improving the distribution system of the Salt River reclamation project, Arizona. for the purpose of conserving water resources, and for other purposes",0.271,0.271,0,8094,HR,83,2104.0,1.0,0,0,0,0,0.0,0.0,1,"Rhodes, John J.",AZ,61.0
99-HR-1778,1985,17,Foreign Trade,100.0,0,0,"A bill to suspend for 3 years the duty on 1,5 naphthalene diisocyanate.","A bill to suspend for 3 years the duty on 1,5 naphthalene diisocyanate.",-0.269,-0.269,0,1778,HR,99,1807.0,1.0,0,0,0,0,0.0,3574.0,0,Douglas Walgren,PA,14.0
111-HR-1728,2009,14,"Banking, Finance, and Domestic Commerce",100.0,1,0,"To amend the Truth in Lending Act to reform consumer mortgage practices and provide accountability for such practices, to provide certain minimum standards for consumer mortgage loans, and for other purposes.","To amend the Truth in Lending Act to reform consumer mortgage practices and provide accountability for such practices, to provide certain minimum standards for consumer mortgage loans, and for other purposes.",-0.361,-0.361,0,1728,HR,111,1504.0,3.0,0,1,0,0,0.0,2906.0,1,R. Miller,NC,47.0
101-HR-1739,1989,17,Foreign Trade,200.0,0,0,To extend the existing suspensions of duty on certain benzenoid dye intermediates.,To extend the existing suspensions of duty on certain benzenoid dye intermediates.,0.242,0.242,0,1739,HR,101,1807.0,1.0,0,0,0,0,0.0,5766.0,1,Richard Schulze,PA,14.0
107-HR-2775,2001,3,Health,100.0,0,0,To amend title XIX of the Social Security Act to revise and simplify the transitional medical assistance (TMA) program.,To amend title XIX of the Social Security Act to revise and simplify the transitional medical assistance (TMA) program.,-0.351,-0.351,0,2775,HR,107,302.0,1.0,0,0,0,0,0.0,7263.0,0,Sander Levin,MI,23.0
94-HR-8040,1975,15,Defense,100.0,0,0,"A bill to repeal section 809 of the Military Construction Authorization Act of 1968 prohibiting the Secretary of Defense from selling, leasing, transferring or otherwise disposing of the lands constituting Fort DeRussy, Hawaii.","A bill to repeal section 809 of the Military Construction Authorization Act of 1968 prohibiting the Secretary of Defense from selling, leasing, transferring or otherwise disposing of the lands constituting Fort DeRussy, Hawaii.",-0.514,-0.514,0,8040,HR,94,1611.0,1.0,0,0,0,0,0.0,1367.0,0,Patsy Mink,HI,82.0
113-HR-4915,2014,14,"Banking, Finance, and Domestic Commerce",100.0,0,0,To clarify the definition of general solicitation under Federal securities law.,To clarify the definition of general solicitation under Federal securities law.,-0.4,-0.4,0,4915,HR,113,1502.0,1.0,0,0,0,0,0.0,730.0,0,Bradley Schneider,IL,21.0
99-S-1237,1985,11,"Law, Crime, and Family Issues",100.0,0,0,"A bill to provide a comprehensive legislative program for children, adolescents, and families, and for other purposes.","A bill to provide a comprehensive legislative program for children, adolescents, and families, and for other purposes.",-0.356,-0.356,1,1237,S,99,1208.0,1.0,0,0,0,0,0.0,2163.0,0,Christopher Dodd,CT,1.0
114-HR-4654,2016,11,"Law, Crime, and Family Issues",100.0,0,0,"To direct the Attorney General to carry out a pilot program to provide grants to eligible entities for diversion programs to divert individuals with low-level drug offenses to drug treatment programs, and for other purposes.","To direct the Attorney General to carry out a pilot program to provide grants to eligible entities for diversion programs to divert individuals with low-level drug offenses to drug treatment programs, and for other purposes.",-0.225,-0.225,0,4654,HR,114,1203.0,1.0,0,0,0,0,0.0,1461.0,0,Sean Maloney,NY,13.0
98-S-156,1983,1,Macroeconomics,100.0,0,0,"A bill to amend the Internal Revenue Code of 1954 to modify the third-year tax cut for individuals with taxable incomes over $50,000.","A bill to amend the Internal Revenue Code of 1954 to modify the third-year tax cut for individuals with taxable incomes over $50,000.",-0.332,-0.332,1,156,S,98,107.0,1.0,0,0,0,0,0.0,0.0,0,Daniel Inouye,HI,82.0
81-S-2948,1950,20,Public Lands and Water Management,200.0,1,1,"A bill to authorize the sale of certain land allotted to Clara Whitesell, Standing Rock allottee No. 915","A bill to authorize the sale of certain land allotted to Clara Whitesell, Standing Rock allottee No. 915",0.395,0.395,1,2948,S,81,2102.0,1.0,1,1,1,0,0.0,10000.0,0,"Mundt, Karl E.",SD,37.0
92-HR-6266,1971,14,"Banking, Finance, and Domestic Commerce",100.0,0,0,To provide for a national program of disaster insurance,To provide for a national program of disaster insurance,-0.54,-0.54,0,6266,HR,92,1523.0,1.0,0,0,0,0,0.0,10.0,1,"Corman, James C.",CA,71.0
103-HR-3547,1993,3,Health,100.0,0,0,"To amend the Federal Food, Drug, and Cosmetic Act to ensure that human tissue intended for transplantation is safe and effective, and for other purposes.","To amend the Federal Food, Drug, and Cosmetic Act to ensure that human tissue intended for transplantation is safe and effective, and for other purposes.",-0.327,-0.327,0,3547,HR,103,321.0,1.0,0,0,0,0,0.0,5078.0,1,Ron Wyden,OR,72.0
87-S-3643,1962,10,Transportation,100.0,0,0,"A bill to amend section 660 of title 18 of the Unwed States Code, relating to thr misuse of common carriers funds dFrived from commerce, in order to expand the coverage of such section.","A bill to amend section 660 of title 18 of the Unwed States Code, relating to thr misuse of common carriers funds dFrived from commerce, in order to expand the coverage of such section.",-0.039,-0.039,1,3643,S,87,1000.0,1.0,0,0,0,0,0.0,4000.0,0,"Smathers, Geor",FL,43.0
97-HR-4522,1981,19,Government Operations,100.0,1,1,"A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenue of said district for the fiscal year ending September 30, 1982, and for other purposes.","A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenue of said district for the fiscal year ending September 30, 1982, and for other purposes.",-0.5,-0.5,0,4522,HR,97,2014.0,2.0,1,1,1,0,0.0,1438.0,1,Julian Dixon,CA,71.0
102-S-3112,1992,3,Health,100.0,1,1,"A bill to amend the Public Health Service Act to make certain technical corrections, and for other purposes.","A bill to amend the Public Health Service Act to make certain technical corrections, and for other purposes.",-0.488,-0.488,1,3112,S,102,300.0,1.0,1,0,0,0,1.0,0.0,0,Edward Kennedy,MA,3.0
83-HR-5876,1953,20,Public Lands and Water Management,200.0,0,0,"To provide for the construction of flood-control and hydroelectric dams on the Red Lake River, Minn","To provide for the construction of flood-control and hydroelectric dams on the Red Lake River, Minn",0.174,0.174,0,5876,HR,83,2104.0,1.0,0,0,0,0,0.0,10.0,1,"Hagen, Harold C.",MN,33.0
111-HR-5537,2010,14,"Banking, Finance, and Domestic Commerce",100.0,0,0,To amend the Internal Revenue Code of 1986 to clarify the treatment of emergency service volunteers as independent contractors.,To amend the Internal Revenue Code of 1986 to clarify the treatment of emergency service volunteers as independent contractors.,-0.399,-0.399,0,5537,HR,111,1523.0,1.0,0,0,0,0,0.0,4368.0,0,David Wu,OR,72.0
90-HR-9163,1967,19,Government Operations,100.0,0,0,To authorize the waiver of recovery of certain payments made by the Federal Government,To authorize the waiver of recovery of certain payments made by the Federal Government,0.341,0.341,0,9163,HR,90,2000.0,1.0,0,0,0,0,0.0,13.583,1,"Ashmore, Robert T.",SC,48.0
89-HR-6144,1965,19,Government Operations,200.0,0,0,To establish in the Executive Office of the President an Ofice of Community Development,To establish in the Executive Office of the President an Ofice of Community Development,-0.08,-0.08,0,6144,HR,89,2002.0,1.0,0,0,0,0,0.0,4.0,1,"Mathias, Charles McC. Jr.",MD,52.0
88-HR-6618,1963,2,"Civil Rights, Minority Issues, and Civil Liberties",200.0,0,0,"To prohibit discrimination in labor union membership and employment in the District of Columbia, because of race, religion, color, six, national origin, or ancestry","To prohibit discrimination in labor union membership and employment in the District of Columbia, because of race, religion, color, six, national origin, or ancestry",0.119,0.119,0,6618,HR,88,200.0,1.0,0,0,0,0,0.0,8.0,1,"Schwengel, Frederick D.",IA,31.0
101-S-2266,1990,4,Agriculture,200.0,0,0,"A bill to promote the development of new and expanded markets for the export of United States agricultural commodities and products, and for other purposes.","A bill to promote the development of new and expanded markets for the export of United States agricultural commodities and products, and for other purposes.",0.286,0.286,1,2266,S,101,401.0,1.0,0,0,0,0,0.0,2163.0,0,Charles Grassley,IA,31.0
94-HR-6119,1975,12,Social Welfare,100.0,0,0,A bill to amend title II of the Social Security Act to provide that the marriage or remarriage of a beneficiary shall not terminate his or her entitlement to benefits or reduce the amount thereof.,A bill to amend title II of the Social Security Act to provide that the marriage or remarriage of a beneficiary shall not terminate his or her entitlement to benefits or reduce the amount thereof.,-0.588,-0.588,0,6119,HR,94,1303.0,1.0,0,0,0,0,0.0,1367.0,1,Charles Rangel,NY,13.0
85-S-2466,1957,4,Agriculture,100.0,0,0,"A bill to repeal the Sustained Yield Act of March 29, 1944 (68 Stat. 132), and for other purposes.","A bill to repeal the Sustained Yield Act of March 29, 1944 (68 Stat. 132), and for other purposes.",-0.523,-0.523,1,2466,S,85,402.0,1.0,0,0,0,0,0.0,0.0,0,"Murray, James",MT,64.0
87-S-1272,1961,19,Government Operations,100.0,0,0,"A bill to authorize Capt. Lloyd V.Jan, U.S. Army, to accept and wear the decoration tendered him by the Government of France.","A bill to authorize Capt. Lloyd V.Jan, U.S. Army, to accept and wear the decoration tendered him by the Government of France.",-0.436,-0.436,1,1272,S,87,2006.0,1.0,0,0,0,0,0.0,0.0,1,"Humphrey, Hube",MN,33.0
113-HR-749,2013,14,"Banking, Finance, and Domestic Commerce",200.0,1,0,To amend the Gramm-Leach-Bliley Act to provide an exception to the annual privacy notice requirement.,To amend the Gramm-Leach-Bliley Act to provide an exception to the annual privacy notice requirement.,0.64,0.64,0,749,HR,113,1525.0,2.0,0,0,0,0,0.0,2188.0,1,Blaine Luetkemeyer,MO,34.0
89-HR-1722,1965,19,Government Operations,200.0,0,0,"To amend title 39, United States, Code, to provide career status by appointment of certain qualified substitute rural carriers of record to fill vacancies on rural routes on the basis of noncompetitive examinations","To amend title 39, United States, Code, to provide career status by appointment of certain qualified substitute rural carriers of record to fill vacancies on rural routes on the basis of noncompetitive examinations",0.37,0.37,0,1722,HR,89,2003.0,1.0,0,0,0,0,0.0,4.0,1,"Roudebush, Richard L.",IN,22.0
88-HR-8343,1963,12,Social Welfare,100.0,0,0,To provide assistance in combating mental retardation through grants for construction of research centers and grants for facilities for the mentally retarded and assistance in improving mental health through grants for construction of community mental hea,To provide assistance in combating mental retardation through grants for construction of research centers and grants for facilities for the mentally retarded and assistance in improving mental health through grants for construction of community mental hea,-0.381,-0.381,0,8343,HR,88,1304.0,1.0,0,0,0,0,0.0,4.0,1,"Rostenkowski, Daniel D.",IL,21.0
111-S-735,2009,11,"Law, Crime, and Family Issues",100.0,1,1,A bill to ensure States receive adoption incentive payments for fiscal year 2008 in accordance with the Fostering Connections to Success and Increasing Adoptions Act of 2008.,A bill to ensure States receive adoption incentive payments for fiscal year 2008 in accordance with the Fostering Connections to Success and Increasing Adoptions Act of 2008.,-0.194,-0.194,1,735,S,111,1208.0,2.0,1,0,0,0,1.0,1370.0,1,Max Baucus,MT,64.0
91-HR-10632,1969,1,Macroeconomics,100.0,0,0,To amend the Internal Revenue Code of 1954 providing for gains from the disposition of depreciable realty,To amend the Internal Revenue Code of 1954 providing for gains from the disposition of depreciable realty,-0.55,-0.55,0,10632,HR,91,107.0,1.0,0,0,0,0,0.0,18.0,1,"Yates, Sidney R.",IL,21.0
91-HR-7713,1969,19,Government Operations,200.0,0,0,To provide for the election of President and Vice President as required by the article of amendment to the Constitution proposed by House Joint Resolution 362 of the 91st Congress,To provide for the election of President and Vice President as required by the article of amendment to the Constitution proposed by House Joint Resolution 362 of the 91st Congress,0.29,0.29,0,7713,HR,91,2012.0,1.0,0,0,0,0,0.0,2.0,1,"Eshleman, Edwin D.",PA,14.0
89-S-490,1965,20,Public Lands and Water Management,100.0,0,1,"A bill to authorize the Secretary of the Interior to construct, operate, and maintain the Manson unit, Chelan division, Chief Joseph Dam project, Washington, and for other purposes","A bill to authorize the Secretary of the Interior to construct, operate, and maintain the Manson unit, Chelan division, Chief Joseph Dam project, Washington, and for other purposes",-0.308,-0.308,1,490,S,89,2104.0,1.0,0,0,1,0,0.0,12000.0,1,"Jackson, Henry",WA,73.0
93-HR-10966,1973,15,Defense,100.0,0,0,A bill to amend title 10 of the United States Code to place certain limitations on the space available transportation system operating within the armed services.,A bill to amend title 10 of the United States Code to place certain limitations on the space available transportation system operating within the armed services.,-0.377,-0.377,0,10966,HR,93,1608.0,1.0,0,0,0,0,0.0,716.0,1,Leslie Aspin,WI,25.0
92-S-3157,1972,20,Public Lands and Water Management,100.0,0,1,A bill to promote maximum Indian participation in the government of the Indian people by providing four the full participation of Indian tribes in certain programs and services conducted by the Federal Government for Indiana and by encouraging the develop,A bill to promote maximum Indian participation in the government of the Indian people by providing four the full participation of Indian tribes in certain programs and services conducted by the Federal Government for Indiana and by encouraging the develop,-0.296,-0.296,1,3157,S,92,2102.0,1.0,0,0,1,0,0.0,12000.0,1,"JACKSON, HENRY MARTIN",WA,73.0
111-S-2317,2009,17,Foreign Trade,100.0,0,0,A bill to extend temporarily the suspension of duty on Acetoacet-o-Chloro Anilide.,A bill to extend temporarily the suspension of duty on Acetoacet-o-Chloro Anilide.,-0.501,-0.501,1,2317,S,111,1807.0,1.0,0,0,0,0,0.0,5086.0,0,Sherrod Brown,OH,24.0
93-HR-936,1973,11,"Law, Crime, and Family Issues",200.0,0,0,A bill to amend title 18 of the United States Code by adding a new chapter 404 to establish an Institute for Continuing Studies of Juvenile Justice.,A bill to amend title 18 of the United States Code by adding a new chapter 404 to establish an Institute for Continuing Studies of Juvenile Justice.,0.068,0.068,0,936,HR,93,1206.0,1.0,0,0,0,0,0.0,716.0,1,Thomas Railsback,IL,21.0
111-HR-6289,2010,19,Government Operations,100.0,0,0,"To direct the Librarian of Congress to make available to the public the bulk legislative summary and status data used to provide the information posted on the THOMAS website, and for other purposes.","To direct the Librarian of Congress to make available to the public the bulk legislative summary and status data used to provide the information posted on the THOMAS website, and for other purposes.",-0.212,-0.212,0,6289,HR,111,2011.0,1.0,0,0,0,0,0.0,1019.0,0,Bill Foster,IL,21.0
111-HR-2569,2009,10,Transportation,100.0,0,0,"To reauthorize surface transportation research, development, and technology transfer activities, and for other purposes.","To reauthorize surface transportation research, development, and technology transfer activities, and for other purposes.",-0.399,-0.399,0,2569,HR,111,1000.0,1.0,0,1,0,0,0.0,4368.0,1,David Wu,OR,72.0
86-HR-8298,1959,12,Social Welfare,100.0,0,0,To amend section 216(1) of the Social Security Act to permit an individual to establish a period of disability even though he is no longer under the disability at the time he makes his application for disability determination,To amend section 216(1) of the Social Security Act to permit an individual to establish a period of disability even though he is no longer under the disability at the time he makes his application for disability determination,-0.451,-0.451,0,8298,HR,86,1303.0,1.0,0,0,0,0,0.0,0.0,1,"OHara, James G.",MI,23.0
85-S-3994,1958,17,Foreign Trade,200.0,0,0,A bill to increase the duty-free allowance for articles acquired abroad by residents of the United States.,A bill to increase the duty-free allowance for articles acquired abroad by residents of the United States.,-0.243,-0.243,1,3994,S,85,1800.0,1.0,0,0,0,0,0.0,8000.0,0,"Javits, Jacob",NY,13.0
107-S-2562,2002,3,Health,100.0,0,0,"A bill to expand research regarding inflammatory bowel disease, and for other purposes.","A bill to expand research regarding inflammatory bowel disease, and for other purposes.",-0.332,-0.332,1,2562,S,107,398.0,1.0,0,0,0,0,1.0,1384.0,0,Harry Reid,NV,65.0
84-S-1248,1955,8,Energy,100.0,0,0,"A bill to amend the Natural Gas Act to require that the rates and charges of natural-gas companies be, determined on the basis of the actual legitimate cost of the companies property, less depreciation.","A bill to amend the Natural Gas Act to require that the rates and charges of natural-gas companies be, determined on the basis of the actual legitimate cost of the companies property, less depreciation.",-0.547,-0.547,1,1248,S,84,803.0,1.0,0,0,0,0,0.0,0.0,0,"Douglas, Paul",IL,21.0
99-HR-4176,1986,10,Transportation,100.0,0,0,"A bill to ensure greater security aboard passenger vessels, and for other purposes.","A bill to ensure greater security aboard passenger vessels, and for other purposes.",-0.469,-0.469,0,4176,HR,99,1007.0,2.0,0,0,0,0,0.0,1384.0,0,Gary Ackerman,NY,13.0
103-HR-3387,1993,17,Foreign Trade,100.0,0,0,To suspend temporarily the duty on Neurolite (complete dosage kits).,To suspend temporarily the duty on Neurolite (complete dosage kits).,-0.31,-0.31,0,3387,HR,103,1807.0,1.0,0,0,0,0,0.0,695.0,0,Martin Meehan,MA,3.0
97-HR-7442,1982,19,Government Operations,100.0,0,0,"A bill to amend title 5, United States Code, to provide that disability retirement annuitants who recover from their disability be given reemployment and retention rights comparable to those provided to similarly situated persons under chapter 81 of such title.","A bill to amend title 5, United States Code, to provide that disability retirement annuitants who recover from their disability be given reemployment and retention rights comparable to those provided to similarly situated persons under chapter 81 of such title.",-0.255,-0.255,0,7442,HR,97,2004.0,1.0,0,0,0,0,0.0,2179.0,0,Cecil Heftel,HI,82.0
95-HR-12850,1978,20,Public Lands and Water Management,100.0,0,0,"A bill to amend the Federal Water Project Recreation Act to provide for recreation facilities to meet demonstrated public need, and for other purposes.","A bill to amend the Federal Water Project Recreation Act to provide for recreation facilities to meet demonstrated public need, and for other purposes.",-0.314,-0.314,0,12850,HR,95,2104.0,1.0,0,0,0,0,0.0,2111.0,0,Leo Ryan,CA,71.0
103-HR-5153,1994,3,Health,100.0,0,0,To amend title XVIII of the Social Security Act to provide for an open enrollment period under part B of the medicare program for individuals formerly covered as retirees under group health plans of local educational agencies.,To amend title XVIII of the Social Security Act to provide for an open enrollment period under part B of the medicare program for individuals formerly covered as retirees under group health plans of local educational agencies.,-0.646,-0.646,0,5153,HR,103,301.0,2.0,0,0,0,0,1.0,8002.0,1,Fortney Stark,CA,71.0
102-HR-3679,1991,18,International Affairs and Foreign Aid,100.0,0,0,"To declare as the policy of the United States cooperation with Western Hemisphere countries on energy issues, and for other purposes.","To declare as the policy of the United States cooperation with Western Hemisphere countries on energy issues, and for other purposes.",-0.315,-0.315,0,3679,HR,102,1902.0,1.0,0,0,0,0,0.0,3567.0,0,Robert Wise,WV,56.0
82-S-2487,1952,19,Government Operations,100.0,0,1,A bill to permit judicial review of decisions of Government contracting officers involving questions of fact arising under Government contracts in cases other than those in which fraud is alleged,A bill to permit judicial review of decisions of Government contracting officers involving questions of fact arising under Government contracts in cases other than those in which fraud is alleged,0.135,0.135,1,2487,S,82,2007.0,1.0,0,0,1,0,0.0,0.0,1,"McCarran, Patr",NV,65.0
102-HR-4263,1992,1,Macroeconomics,100.0,0,0,To require the Secretary of the Treasury to conduct a study of a value added tax.,To require the Secretary of the Treasury to conduct a study of a value added tax.,-0.315,-0.315,0,4263,HR,102,107.0,1.0,0,0,0,0,0.0,3567.0,0,Robert Wise,WV,56.0
97-HR-7174,1982,12,Social Welfare,100.0,0,0,"A bill to provide that section 402(a)(31) of the Social Security Act, which requires that certain income of a stepparent living with a dependent child be taken into account in determining such child's need under the AFDC program, shall not apply in any case where the stepparent was already living with the child at the time such section became effective.","A bill to provide that section 402(a)(31) of the Social Security Act, which requires that certain income of a stepparent living with a dependent child be taken into account in determining such child's need under the AFDC program, shall not apply in any case where the stepparent was already living with the child at the time such section became effective.",-0.466,-0.466,0,7174,HR,97,1301.0,1.0,0,0,0,0,0.0,717.0,0,Barney Frank,MA,3.0
102-HR-2685,1991,10,Transportation,100.0,0,0,To clear certain impediments to the licensing of a vessel for employment in the coastwise trade in the United States.,To clear certain impediments to the licensing of a vessel for employment in the coastwise trade in the United States.,-0.102,-0.102,0,2685,HR,102,1007.0,1.0,0,0,0,0,0.0,1375.0,0,Gregory Laughlin,TX,49.0
102-HR-2475,1991,19,Government Operations,100.0,1,0,"To designate the United States courthouse being constructed at 400 Cooper Street in Camden, New Jersey, as the Mitchell H. Cohen United States Courthouse.","To designate the United States courthouse being constructed at 400 Cooper Street in Camden, New Jersey, as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Mitchell H. Cohen United States Courthouse"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",-0.165,-0.165,0,2475,HR,102,2008.0,1.0,0,1,0,0,0.0,1375.0,0,Robert Andrews,NJ,12.0
