headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
FTI Raises FY19 Adj. EPS From $5-$5.50 To $5.75-$6 vs $5.41 Estimate,2019-10-24,FCN,2019-10-24 11:35:00+00:00,F T I CONSULTING INC,83509.0,30294110,0.08200808614492416,-0.07536529004573811,-0.08032130007705474,-0.08373917505580852,-0.06972567941239838,-0.09365119597542404,-0.04562929835911156,0.022814641472254316,-0.01024885755032301,-0.03755110943258544,-0.034458070715844946,-0.03342267907810326,0.007451593014132785,0.006701425702188679,0.0292131280473078,0.25,-0.26,-0.89,0.007,83509,252,8.2008%,0.0017,0.8549,-0.2526,-0.2567,1.7437%,1.9860%,22.9109%,7.7462%,12
"FTI Consulting Q3 EPS $1.63 Beats $0.97 Estimate, Sales $593.106M Beat $526.49M Estimate",2019-10-24,FCN,2019-10-24 11:34:00+00:00,F T I CONSULTING INC,83509.0,30294110,0.08200808614492416,-0.07536529004573811,-0.08032130007705474,-0.08373917505580852,-0.06972567941239838,-0.09365119597542404,-0.04562929835911156,0.022814641472254316,-0.01024885755032301,-0.03755110943258544,-0.034458070715844946,-0.03342267907810326,0.007451593014132785,0.006701425702188679,0.0292131280473078,0.25,-0.26,-0.89,0.007,83509,252,8.2008%,0.0017,0.8549,-0.2526,-0.2567,1.7437%,1.9860%,22.9109%,7.7462%,13
"Freeport-McMoRan shares trading lower, reverting back to where the stock was trading immediately after release of Q4 results yesterday. Seeing some unusual option activity in the May $10 puts and the Jun $12 calls today.",2019-10-24,FCX,2019-10-24 15:43:00+00:00,FREEPORT MCMORAN INC,81774.0,35671D85,-0.05330700427293777,0.05735142529010795,0.06777889420623184,0.06673611751314046,0.023983266832390937,0.17518251065321633,0.21376435111196512,0.28953397312055706,0.020140966400504112,0.03156827111272098,0.057411292202763864,0.06631580011283966,0.19099842295440927,0.010221910987970206,-0.11220257133752853,0.25,-0.26,-0.89,0.007,81774,252,-5.3307%,-0.0004,1.6395,0.852,0.6972,2.1107%,2.8034%,43.3148%,-4.9394%,35
"BMO Capital Maintains Market Perform on Freeport-McMoRan, Raises Price Target to $12",2019-10-24,FCX,2019-10-24 12:20:00+00:00,FREEPORT MCMORAN INC,81774.0,35671D85,-0.05330700427293777,0.05735142529010795,0.06777889420623184,0.06673611751314046,0.023983266832390937,0.17518251065321633,0.21376435111196512,0.28953397312055706,0.020140966400504112,0.03156827111272098,0.057411292202763864,0.06631580011283966,0.19099842295440927,0.010221910987970206,-0.11220257133752853,0.25,-0.26,-0.89,0.007,81774,252,-5.3307%,-0.0004,1.6395,0.852,0.6972,2.1107%,2.8034%,43.3148%,-4.9394%,12
Bank of America Downgrades FirstEnergy to Neutral,2019-10-24,FE,2019-10-24 12:06:00+00:00,FIRSTENERGY CORP,23026.0,33793210,-0.002478804672136903,-0.0057983556762337685,-0.021122395124844706,-0.014702818137672158,0.0006212209100160404,-0.024707921598114413,0.009945004667543555,0.04146661142315189,0.001033896580338478,-0.0018556732760474093,0.0006200656075694422,0.012761519241117236,0.01233793730668431,0.01723050483733113,0.09787930559443203,0.25,-0.26,-0.89,0.007,23026,252,-0.2479%,0.0007,0.3144,-0.519,-0.1232,0.9572%,1.0380%,14.9612%,-0.5800%,7
"Comfort Systems USA Q3 EPS $0.98 Beats $0.85 Estimate, Sales $706.918M Beat $701.37M Estimate",2019-10-24,FIX,2019-10-24 20:53:00+00:00,COMFORT SYSTEMS USA INC,85059.0,19990810,0.004909356590360403,0.09536953270435333,0.07880201454442659,0.09430752715303936,0.07073062462269131,0.08602371936405451,0.05665452761184375,0.06346478146275403,0.016048533841967583,0.03148393647097181,0.03765220214230314,0.081736251382585,0.12027735324169697,0.11893957223696927,0.09811203103360988,0.25,-0.26,-0.89,0.007,85059,252,0.4909%,-0.0,0.9881,0.6627,0.6223,1.9048%,2.2277%,26.8855%,0.9739%,14
Flex shares are trading lower after the company reported worse-than-expected Q2 sales results. The company also issued Q3 sales guidance below analyst estimates.,2019-10-24,FLEX,2019-10-24 21:10:00+00:00,FLEX LTD,80329.0,Y2573F10,0.01365857012569904,0.11742052435874939,0.12897007935839122,0.13763226879268742,0.13089505043397875,0.1385947539356498,0.10202111388242674,0.2820018492262819,-0.020076485350728035,-0.01725793851728752,0.028084224494996812,0.007866265178475551,0.07442348347469885,-0.05004633571855943,-0.10558464392082989,0.25,-0.26,-0.89,0.007,80329,252,1.3659%,-0.0001,1.6474,0.5307,0.5065,2.7967%,3.3197%,29.0232%,1.5486%,23
"Flex Sees Q3 Adj. EPS $0.32-$0.36 vs $0.34 Estimate, Sales $6B-$6.3B vs $6.49B Est.",2019-10-24,FLEX,2019-10-24 20:45:00+00:00,FLEX LTD,80329.0,Y2573F10,0.01365857012569904,0.11742052435874939,0.12897007935839122,0.13763226879268742,0.13089505043397875,0.1385947539356498,0.10202111388242674,0.2820018492262819,-0.020076485350728035,-0.01725793851728752,0.028084224494996812,0.007866265178475551,0.07442348347469885,-0.05004633571855943,-0.10558464392082989,0.25,-0.26,-0.89,0.007,80329,252,1.3659%,-0.0001,1.6474,0.5307,0.5065,2.7967%,3.3197%,29.0232%,1.5486%,14
"Flex Q2 Adj. EPS $0.31 Beats $0.3 Estimate, Sales $6.088B Miss $6.29B Estimate",2019-10-24,FLEX,2019-10-24 20:45:00+00:00,FLEX LTD,80329.0,Y2573F10,0.01365857012569904,0.11742052435874939,0.12897007935839122,0.13763226879268742,0.13089505043397875,0.1385947539356498,0.10202111388242674,0.2820018492262819,-0.020076485350728035,-0.01725793851728752,0.028084224494996812,0.007866265178475551,0.07442348347469885,-0.05004633571855943,-0.10558464392082989,0.25,-0.26,-0.89,0.007,80329,252,1.3659%,-0.0001,1.6474,0.5307,0.5065,2.7967%,3.3197%,29.0232%,1.5486%,13
Amicus Highlights Presentation Of Additional Interim Clinical Data For CLN6 Batten Disease Gene Therapy At 48th Annual Meeting Of The Child Neurology Society,2019-10-24,FOLD,2019-10-24 11:14:00+00:00,AMICUS THERAPEUTICS INC,92040.0,03152W10,-0.007168394979089499,0.029865424763149795,0.04660320612013247,0.025927128694559487,-0.03314740941246719,0.2346570093384639,0.10173935181403948,0.11256973638233259,-0.049095516725000565,-0.05515772309626665,-0.05944079592636542,-0.04383710510653405,-0.0875665886610737,0.18159089064271638,0.3944042441468587,0.25,-0.26,-0.89,0.007,92040,252,-0.7168%,-0.0005,1.0846,2.4158,-0.9031,2.6073%,3.3299%,38.6925%,-1.1693%,23
"Forrester Research Q3 EPS $0.34 Beats $0.29 Estimate, Sales $108.6M Beat $107.6M Estimate",2019-10-24,FORR,2019-10-24 20:12:00+00:00,FORRESTER RESEARCH INC,84210.0,34656310,-0.001426918781362474,-0.008288107812404633,-0.0017148144703112989,-0.010574527911997977,-0.014575653644309794,0.03743919486152536,0.14747069196889195,0.22835088224730504,0.022170424461364746,-0.0017093320361205588,0.008345350555143405,0.023663495005086466,0.10675935600243358,-0.019860110685225196,-0.2888167078923688,0.25,-0.26,-0.89,0.007,84210,252,-0.1427%,-0.0003,0.8984,0.9523,0.4192,1.6431%,2.0050%,32.8442%,0.2516%,13
First Merchants Q3 EPS $0.71 Misses $0.78 Estimate,2019-10-24,FRME,2019-10-24 12:07:00+00:00,FIRST MERCHANTS CORP,75605.0,32081710,-0.02239955961704254,0.03265730291605018,0.04371871880396938,0.058730561437712714,0.04161174408657886,0.09112454386849955,0.06825099532988643,0.08283008366213451,0.006217660382390022,0.015424840896641312,0.02996555541607293,0.040728844350672144,0.06850073732194573,-0.010697865444889043,0.019547027877643508,0.25,-0.26,-0.89,0.007,75605,252,-2.2400%,0.0003,1.088,1.2256,1.2264,0.9520%,1.7692%,71.0488%,-1.1183%,8
FS Bancorp Q3 EPS $1.58 Up From $1.07 YoY,2019-10-24,FSBW,2019-10-24 20:55:00+00:00,F S BANCORP INC,13528.0,30263Y10,-0.01333819702267647,0.01148146204650402,0.0424074245979964,0.04129628809426822,0.06388888940028092,0.09455121727563287,0.14193839479232317,0.16516741306482063,0.018232550472021103,0.024906330231483587,0.052297661833417886,0.04606269027797372,0.08612820515508202,0.09394365343502487,0.12907520978036957,0.25,-0.26,-0.89,0.007,13528,252,-1.3338%,0.0008,0.5478,0.4747,0.6445,1.4574%,1.6231%,19.3761%,-0.7870%,9
"First Solar Reaffirms FY19 Guidance: sales $3.5B-$3.7B, EPS $2.25-$2.75",2019-10-24,FSLR,2019-10-24 20:10:00+00:00,FIRST SOLAR INC,91611.0,33643310,0.01103474386036396,-0.003933338456558633,-0.0446004074865588,-0.04105450665731325,-0.04050050989208731,0.06831450884083634,0.19153463719951191,-0.18333395441524225,-0.012805251288571906,-0.02993306119648198,-0.036005297788543555,-0.07305852079352437,0.044270256503265326,0.06208534205096905,0.25599307197949384,0.25,-0.26,-0.89,0.007,91611,252,1.1035%,0.0008,1.314,0.3967,-0.1248,1.9818%,2.4795%,36.1165%,0.7723%,9
"First Solar Q3 GAAP EPS $0.29, Sales $546.806M Down From $676.22M YoY",2019-10-24,FSLR,2019-10-24 20:10:00+00:00,FIRST SOLAR INC,91611.0,33643310,0.01103474386036396,-0.003933338456558633,-0.0446004074865588,-0.04105450665731325,-0.04050050989208731,0.06831450884083634,0.19153463719951191,-0.18333395441524225,-0.012805251288571906,-0.02993306119648198,-0.036005297788543555,-0.07305852079352437,0.044270256503265326,0.06208534205096905,0.25599307197949384,0.25,-0.26,-0.89,0.007,91611,252,1.1035%,0.0008,1.314,0.3967,-0.1248,1.9818%,2.4795%,36.1165%,0.7723%,12
"Forward Air Q3 EPS $0.78 Beats $0.77 Estimate, Sales $361.7M Beat $354.91M Estimate",2019-10-24,FWRD,2019-10-24 20:48:00+00:00,FORWARD AIR CORP,79841.0,34985310,-0.005476127378642559,0.07433467358350754,0.08718270050399157,0.08810037505804691,0.0579688159375884,0.0885592121903025,0.06438221455877002,0.06974934081655593,0.012163217179477215,0.031053945461811283,0.03299809025870126,0.04531719657262978,0.08481847283299349,0.014349642319323674,0.0624053543476315,0.25,-0.26,-0.89,0.007,79841,252,-0.5476%,0.0003,0.9135,0.5989,0.5088,1.2604%,1.6475%,41.4732%,-0.1725%,13
"Credit Suisse Maintains Neutral on General Dynamics, Lowers Price Target to $193",2019-10-24,GD,2019-10-24 13:49:00+00:00,GENERAL DYNAMICS CORP,12052.0,36955010,0.006395486649125814,-0.00646937033161521,0.0014884898496172472,0.007786114746154205,0.012194451843694276,0.04740366932174478,0.050838751470464905,0.05412447660802111,-0.03513457253575325,-0.010772294748612299,-0.004987644615105702,-0.026529786902088848,-0.01405294642739463,-0.07443306969475993,-0.07697793409444431,0.25,-0.26,-0.89,0.007,12052,252,0.6395%,-0.0004,0.9276,0.2262,0.0817,1.0513%,1.4600%,48.1490%,0.5391%,12
"Gilead Narrows FY19 Sales Guidance From $21.6B-$22.1B To $21.8B-$22.1B vs $22.32B Estimate, Reaffirms EPS At $3.90-$4",2019-10-24,GILD,2019-10-24 20:03:00+00:00,GILEAD SCIENCES INC,77274.0,37555810,-0.00871135201305151,-0.0406060665845871,-0.03439394780806271,-0.03863635355273043,-0.034696985307617334,-0.030909105972467543,0.016363663635305947,-0.029986734367972834,0.010932299308478832,0.021009090285411425,0.025727901702211398,0.018821781331743503,0.0742175286446225,-0.012748402651209134,0.0018198579562869188,0.25,-0.26,-0.89,0.007,77274,252,-0.8711%,-0.0003,0.7482,0.302,0.0153,1.2106%,1.4782%,32.9270%,-0.9795%,16
"Gilead Sciences Q3 Adj. EPS $1.75 Beats $1.74 Estimate, Sales $5.604B Miss $5.61B Estimate",2019-10-24,GILD,2019-10-24 20:02:00+00:00,GILEAD SCIENCES INC,77274.0,37555810,-0.00871135201305151,-0.0406060665845871,-0.03439394780806271,-0.03863635355273043,-0.034696985307617334,-0.030909105972467543,0.016363663635305947,-0.029986734367972834,0.010932299308478832,0.021009090285411425,0.025727901702211398,0.018821781331743503,0.0742175286446225,-0.012748402651209134,0.0018198579562869188,0.25,-0.26,-0.89,0.007,77274,252,-0.8711%,-0.0003,0.7482,0.302,0.0153,1.2106%,1.4782%,32.9270%,-0.9795%,14
Generac Reports Was Lead Investor In $4.3M Series B Funding Round For Sofdesk,2019-10-24,GNRC,2019-10-24 20:34:00+00:00,GENERAC HOLDINGS INC,93246.0,36873610,0.006799694616347551,0.004317973740398884,0.03244021541505093,0.012511041579774895,0.06930914832196233,0.026240067467335093,0.1264393062179059,0.13562887639880516,0.0303204245865345,0.0365106401908839,0.027252916151919493,0.04301821724321875,0.07001434746792823,0.08058302206612256,0.2247098843596118,0.25,-0.26,-0.89,0.007,93246,252,0.6800%,0.002,1.2196,0.3608,0.3236,1.4152%,1.9359%,46.5558%,0.7643%,13
Group 1 Automotive shares are trading higher after the company reported better-than-expected Q3 EPS and sales results.,2019-10-24,GPI,2019-10-24 18:25:00+00:00,GROUP 1 AUTOMOTIVE INC,85427.0,39890510,0.1183299645781517,-0.02885713055729866,-0.012666683154280434,-0.01600000190393891,-0.05295235712563251,-0.05409523933756588,-0.010271273383078428,-0.0172431745988193,0.02690581977367401,-0.00708543005640494,0.0163455514647608,0.0332342515248405,0.12040567872567443,0.06186384354387875,0.10418087429348444,0.25,-0.26,-0.89,0.007,85427,252,11.8330%,0.0031,0.9458,1.0017,0.876,1.7197%,2.1218%,34.3117%,12.7153%,17
"Group 1 Automotive Q3 Adj. EPS $3.02 Beats $2.72 Estimate, Sales $3.118B Beat $2.95B Estimate",2019-10-24,GPI,2019-10-24 10:15:00+00:00,GROUP 1 AUTOMOTIVE INC,85427.0,39890510,0.1183299645781517,-0.02885713055729866,-0.012666683154280434,-0.01600000190393891,-0.05295235712563251,-0.05409523933756588,-0.010271273383078428,-0.0172431745988193,0.02690581977367401,-0.00708543005640494,0.0163455514647608,0.0332342515248405,0.12040567872567443,0.06186384354387875,0.10418087429348444,0.25,-0.26,-0.89,0.007,85427,252,11.8330%,0.0031,0.9458,1.0017,0.876,1.7197%,2.1218%,34.3117%,12.7153%,15
GoPro Announces Available Of Its GoPro MAX,2019-10-24,GPRO,2019-10-24 13:09:00+00:00,GOPRO INC,14694.0,38268T10,-0.007732012774795294,0.028571464121341705,0.05194812731986853,0.07532466672360427,0.08051946630192663,0.15454552524343246,0.08051946092961715,0.14285718332934283,0.029177755117416382,0.06301370441679577,0.0747923086895208,0.057220721107770656,0.10699001838949118,-0.16916486761067606,-0.28148147544386737,0.25,-0.26,-0.89,0.007,14694,252,-0.7732%,-0.0017,1.2265,0.9436,0.335,3.1961%,3.5169%,17.4099%,-0.5593%,7
"GSI Technology Q2 EPS $(0.08) Beats $(0.09) Estimate, Sales $11.74M Miss $12.1M Estimate",2019-10-24,GSIT,2019-10-24 20:33:00+00:00,G S I TECHNOLOGY INC,91901.0,36241U10,-0.03276539966464043,0.0433603897690773,0.04471543433129188,0.04336038978477852,0.05962060167512684,0.056910577559355024,-0.01626014612883564,0.1558265086057209,-0.0052151186391711235,-0.015483856008565056,0.006596331437101366,0.011936359857194656,-0.028025449275025593,-0.12298847478670738,-0.06495095275901452,0.25,-0.26,-0.89,0.007,91901,252,-3.2765%,0.0009,0.609,0.7508,-0.1943,2.2569%,2.4183%,12.9029%,-3.4587%,13
Zai Lab Highlights Recent FDA Approval Of Partner GSK's Zejula For Late-Line Treatment For Women With Recurrent Ovarian Cancer,2019-10-24,GSK,2019-10-24 12:32:00+00:00,G S K PLC,75064.0,37733W20,0.01733302511274815,-0.004543406423181184,0.008632464667806872,0.012948653544990085,0.040436138311245706,0.0043161893446843624,0.04537246339727319,0.09774451337425982,0.017638757824897766,0.015727746460973746,0.017399522430656233,0.02341536666353128,0.028279433911623242,0.060019616904805284,0.04653758668933916,0.25,-0.26,-0.89,0.007,75064,252,1.7333%,0.0002,0.3617,-0.4063,-0.1573,0.9940%,1.0832%,15.7931%,1.4002%,19
"Morgan Stanley Maintains Underweight on W.W. Grainger, Raises Price Target to $281",2019-10-24,GWW,2019-10-24 13:28:00+00:00,GRAINGER W W INC,52695.0,38480210,0.008865666575729847,0.0067574153654277325,0.003743609595592279,-0.007201513742834287,-0.02020873471016249,0.02208058116730971,0.024502431727568164,0.05503137782027023,-0.021116580814123154,-0.013700348123743322,0.0076109907437587054,0.014876948795579104,0.10017963007395903,0.05911865014096196,0.05862945588635582,0.25,-0.26,-0.89,0.007,52695,252,0.8866%,0.0007,1.0187,0.5168,0.5351,1.3526%,1.7716%,41.7131%,1.2439%,12
"Baird Maintains Neutral on W.W. Grainger, Raises Price Target to $340",2019-10-24,GWW,2019-10-24 12:51:00+00:00,GRAINGER W W INC,52695.0,38480210,0.008865666575729847,0.0067574153654277325,0.003743609595592279,-0.007201513742834287,-0.02020873471016249,0.02208058116730971,0.024502431727568164,0.05503137782027023,-0.021116580814123154,-0.013700348123743322,0.0076109907437587054,0.014876948795579104,0.10017963007395903,0.05911865014096196,0.05862945588635582,0.25,-0.26,-0.89,0.007,52695,252,0.8866%,0.0007,1.0187,0.5168,0.5351,1.3526%,1.7716%,41.7131%,1.2439%,11
"Buckingham Maintains Neutral on W.W. Grainger, Raises Price Target to $329",2019-10-24,GWW,2019-10-24 12:14:00+00:00,GRAINGER W W INC,52695.0,38480210,0.008865666575729847,0.0067574153654277325,0.003743609595592279,-0.007201513742834287,-0.02020873471016249,0.02208058116730971,0.024502431727568164,0.05503137782027023,-0.021116580814123154,-0.013700348123743322,0.0076109907437587054,0.014876948795579104,0.10017963007395903,0.05911865014096196,0.05862945588635582,0.25,-0.26,-0.89,0.007,52695,252,0.8866%,0.0007,1.0187,0.5168,0.5351,1.3526%,1.7716%,41.7131%,1.2439%,11
Hasbro shares are trading lower on seemingly no company-specific news.,2019-10-24,HAS,2019-10-24 19:15:00+00:00,HASBRO INC,52978.0,41805610,-0.03259555250406265,-0.001559915952384472,0.0049916360091524226,0.025790303836551454,0.019030717628414573,-0.002960476931359146,0.05767243743364281,0.1077286096637804,-0.006198711693287007,-0.1727696464809123,-0.18497865638657907,-0.1851790798985432,-0.1587677788733548,-0.1539705133929038,-0.19635087062386047,0.25,-0.26,-0.89,0.007,52978,252,-3.2596%,0.0002,0.9399,0.5317,0.0771,1.9292%,2.2167%,24.2583%,-3.3210%,10
Huntington Bancshares Q3 EPS $0.34 Beats $0.33 Estimate,2019-10-24,HBAN,2019-10-24 11:36:00+00:00,HUNTINGTON BANCSHARES INC,42906.0,44615010,-0.01002076361328363,0.010820225812494755,0.017801055223619633,0.009424099642903805,-0.013612544915444946,0.045724238903411596,0.06178012113734366,0.03833360652157336,0.002772000152617693,0.007660209768405979,0.019732254939352156,0.019014117126743946,0.06632281487120362,0.0005791668180690213,0.01235885019190075,0.25,-0.26,-0.89,0.007,42906,252,-1.0021%,0.0005,1.1748,0.277,1.4637,0.8296%,1.6156%,73.6304%,0.0629%,8
Turtle Beach 13G From Morgan Stanley Shows 5% Stake,2019-10-24,HEAR,2019-10-24 20:28:00+00:00,TURTLE BEACH CORP,13328.0,90045020,-0.007985816337168217,0.014311255887150764,-0.01162791699546184,0.0035778138160680317,-0.02683364896232321,-0.10554564505477926,-0.21109128665323784,-0.21019681009739943,0.009856685996055603,-0.036752081348740084,-0.0317869304505527,-0.07242791696731621,-0.002654847369915392,0.1654602195709436,0.10273973845505946,0.25,-0.26,-0.89,0.007,13328,252,-0.7986%,-0.0015,1.866,1.1556,0.0242,3.9445%,4.5218%,23.9040%,-0.9431%,9
"H&E Equipment Services Q3 EPS $0.79 Beats $0.68 Estimate, Sales $352.997M Beat $341.41M Estimate",2019-10-24,HEES,2019-10-24 11:13:00+00:00,H & E EQUIPMENT SERVICES INC,91080.0,40403010,0.04513999819755554,0.09678441286087036,0.10025227571667439,0.10907947609187763,0.06998736731008437,0.17559904404496707,0.04669648168626006,-0.07567770190633671,0.0009894685354083776,0.016069619519730516,0.0298609124711795,0.06528608550256831,0.09884139904847622,0.0925125845114736,-0.028018618682118523,0.25,-0.26,-0.89,0.007,91080,252,4.5140%,0.0016,2.0088,0.8847,1.0531,1.9228%,2.9407%,57.2484%,5.2253%,14
"Heritage Financial Q3 EPS $0.48 Beats $0.47 Estimate, Sales $58.701M Miss $59.18M Estimate",2019-10-24,HFWA,2019-10-24 12:14:00+00:00,HERITAGE FINANCIAL CORP WA,85731.0,42722X10,-0.0256040059030056,0.011102857999503613,0.03608439548831455,0.03552920314582764,0.01887491541920827,0.07564712017073982,0.01956541667264955,0.024051913443602357,0.0028933065477758646,1.3966761081007917e-10,0.016123071454823945,0.044444457687857986,0.07148378870121985,0.02779836598931218,-0.004049744704375358,0.25,-0.26,-0.89,0.007,85731,252,-2.5604%,-0.0002,1.0367,0.9459,1.0194,0.9563%,1.6345%,65.7711%,-1.6913%,13
"Deutsche Bank Maintains Hold on Hilton Worldwide Holdings, Lowers Price Target to $93",2019-10-24,HLT,2019-10-24 13:46:00+00:00,HILTON WORLDWIDE HOLDINGS INC,14338.0,43300A20,0.01190359238535166,0.008048691786825657,0.002889265901006688,0.004127477792461143,0.000515895252515941,0.022391874573866488,0.08997950136833732,0.14557907162295058,0.05554935708642006,0.03658401803003852,0.05068562999826409,0.03872017339196043,0.046666630663736886,0.00619874078562721,-0.014284255330808238,0.25,-0.26,-0.89,0.007,14338,252,1.1904%,0.0011,0.9721,0.1483,-0.2877,1.2182%,1.6574%,45.9755%,0.7332%,13
"Barclays Maintains Equal-Weight on Hilton Worldwide Holdings, Raises Price Target to $100",2019-10-24,HLT,2019-10-24 13:06:00+00:00,HILTON WORLDWIDE HOLDINGS INC,14338.0,43300A20,0.01190359238535166,0.008048691786825657,0.002889265901006688,0.004127477792461143,0.000515895252515941,0.022391874573866488,0.08997950136833732,0.14557907162295058,0.05554935708642006,0.03658401803003852,0.05068562999826409,0.03872017339196043,0.046666630663736886,0.00619874078562721,-0.014284255330808238,0.25,-0.26,-0.89,0.007,14338,252,1.1904%,0.0011,0.9721,0.1483,-0.2877,1.2182%,1.6574%,45.9755%,0.7332%,12
"Nomura Maintains Buy on Hilton Worldwide Holdings, Lowers Price Target to $115",2019-10-24,HLT,2019-10-24 12:09:00+00:00,HILTON WORLDWIDE HOLDINGS INC,14338.0,43300A20,0.01190359238535166,0.008048691786825657,0.002889265901006688,0.004127477792461143,0.000515895252515941,0.022391874573866488,0.08997950136833732,0.14557907162295058,0.05554935708642006,0.03658401803003852,0.05068562999826409,0.03872017339196043,0.046666630663736886,0.00619874078562721,-0.014284255330808238,0.25,-0.26,-0.89,0.007,14338,252,1.1904%,0.0011,0.9721,0.1483,-0.2877,1.2182%,1.6574%,45.9755%,0.7332%,12
Horace Mann Announces New Organizational Structure,2019-10-24,HMN,2019-10-24 20:35:00+00:00,HORACE MANN EDUCATORS CORP NEW,77120.0,44032710,-0.01241129357367754,-0.009201073087751865,0.0047127269150442075,-0.010547602459206384,-0.022441649772292016,-0.026481153543708502,0.002692974331917508,0.002249661992982155,-0.0004430761619005352,-0.010526306172032762,0.005347545609368787,0.011659203143741692,0.01393255988768316,-0.03398766546315235,0.04809327543328612,0.25,-0.26,-0.89,0.007,77120,252,-1.2411%,0.0006,0.8451,0.2731,0.5826,1.1956%,1.5103%,37.3362%,-0.8755%,6
The Hershey Company shares are trading lower after the company issued FY9 EPS guidance below analyst estimates,2019-10-24,HSY,2019-10-24 13:50:00+00:00,HERSHEY CO,16600.0,42786610,-0.02230987511575222,-0.020905908197164536,-0.03566305619822607,-0.018583053615627065,0.0034159987586073193,-0.03450152607351975,0.025054629667718764,0.04696368533076889,-0.0002670670219231397,-0.025198561828783328,-0.02195074473322267,-0.012010771309781232,-0.043203134760706696,-0.009526874692540765,-0.011948660059708294,0.25,-0.26,-0.89,0.007,16600,252,-2.2310%,0.0009,0.2144,-0.6154,-0.2678,1.0246%,1.1038%,13.8259%,-2.7191%,17
From Hershey Earnings Conference Call: No Longer Sees Tailwind In 2020 As Cocoa Prices Higher vs Last 2 Years,2019-10-24,HSY,2019-10-24 13:22:00+00:00,HERSHEY CO,16600.0,42786610,-0.02230987511575222,-0.020905908197164536,-0.03566305619822607,-0.018583053615627065,0.0034159987586073193,-0.03450152607351975,0.025054629667718764,0.04696368533076889,-0.0002670670219231397,-0.025198561828783328,-0.02195074473322267,-0.012010771309781232,-0.043203134760706696,-0.009526874692540765,-0.011948660059708294,0.25,-0.26,-0.89,0.007,16600,252,-2.2310%,0.0009,0.2144,-0.6154,-0.2678,1.0246%,1.1038%,13.8259%,-2.7191%,19
Hershey Sees FY19 Adj. EPS $5.68-$5.74 vs $5.76 Estimate,2019-10-24,HSY,2019-10-24 11:06:00+00:00,HERSHEY CO,16600.0,42786610,-0.02230987511575222,-0.020905908197164536,-0.03566305619822607,-0.018583053615627065,0.0034159987586073193,-0.03450152607351975,0.025054629667718764,0.04696368533076889,-0.0002670670219231397,-0.025198561828783328,-0.02195074473322267,-0.012010771309781232,-0.043203134760706696,-0.009526874692540765,-0.011948660059708294,0.25,-0.26,-0.89,0.007,16600,252,-2.2310%,0.0009,0.2144,-0.6154,-0.2678,1.0246%,1.1038%,13.8259%,-2.7191%,9
"Hershey Q3 Adj. EPS $1.61 Beats $1.6 Estimate, Sales $2.134B Beat $2.12B Estimate",2019-10-24,HSY,2019-10-24 11:06:00+00:00,HERSHEY CO,16600.0,42786610,-0.02230987511575222,-0.020905908197164536,-0.03566305619822607,-0.018583053615627065,0.0034159987586073193,-0.03450152607351975,0.025054629667718764,0.04696368533076889,-0.0002670670219231397,-0.025198561828783328,-0.02195074473322267,-0.012010771309781232,-0.043203134760706696,-0.009526874692540765,-0.011948660059708294,0.25,-0.26,-0.89,0.007,16600,252,-2.2310%,0.0009,0.2144,-0.6154,-0.2678,1.0246%,1.1038%,13.8259%,-2.7191%,13
"Deutsche Bank Maintains Hold on Hersha Hospitality, Lowers Price Target to $15",2019-10-24,HT,2019-10-24 13:52:00+00:00,HERSHA HOSPITALITY TRUST,86563.0,42782550,0.000706230872310698,-0.00705718994140625,-0.006351457516568626,-0.01129145020871447,-0.02611149535898294,0.006351456256400212,-0.006351456773154296,-0.0016923278462833702,0.015781942754983902,0.010706611477855787,0.048112482032883985,0.017241364853974206,0.0007067324433740474,-0.05942400476592746,-0.15076891228738554,0.25,-0.26,-0.89,0.007,86563,252,0.0706%,-0.0007,0.821,0.7861,0.3525,1.3919%,1.7277%,35.0914%,0.3809%,12
Heritage Commerce Q3 EPS $0.26 Down From $0.28 YoY,2019-10-24,HTBK,2019-10-24 21:31:00+00:00,HERITAGE COMMERCE CORP,86302.0,42692710,-0.01713794469833374,-0.0034873548429459333,0.03312991499694462,0.04533561594852986,0.04795119457936137,0.08975738066487615,0.08623635973668531,0.09151785099482557,-0.00426622759550821,0.007772034531344785,0.014782615707797042,0.02458294404676309,0.044295292147974896,-0.05429497972891428,-0.050452228191126935,0.25,-0.26,-0.89,0.007,86302,252,-1.7138%,-0.0002,0.8629,1.2754,0.9576,1.0466%,1.6544%,59.9801%,-0.7662%,9
