headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60
Antero Midstream GP LP Prices IPO @$23.50/Share -Reuters,2017-05-04,AM,2017-05-04 00:15:00+00:00,ANTERO MIDSTREAM CORP,16738.0,03676B10,,,,,,,,,,,,,,,
Near-Term Headwinds Pose Problem for Crocs,2014-03-31,CROX,2014-03-31 17:43:00+00:00,CROCS INC,91090.0,22704610,0.003215446369722486,-0.0038461806252598763,0.0019230597373189884,-0.024358981435629645,-0.05961540367471674,-0.07948722411437614,-0.04807691996670349,-0.05448720015205277,0.007124391850084066,0.03185139315048069,0.025725615963219317,0.00974029606902671,0.04855025237711552,-0.011443060760793156,-0.02324119907100164
What Wall Street Thinks About Salesforce's Q2 Earnings,2017-08-23,CRM,2017-08-23 19:15:00+00:00,SALESFORCE INC,90215.0,79466L30,0.001291046268306673,0.011604188941419125,0.011066926105271158,0.006339357263349221,0.01923284529846203,0.03932527890674398,0.028580678159684236,0.14999462153548038,0.012968556955456734,0.024129514877788694,0.02277728617499064,0.02480705798955607,0.02980273273170253,0.052065629737945374,0.023340251931321943
"Red Mountain Capital Calls For Deckers Outdoor To Explore Sale Of Company In Letter To Board, Red Mountain Owns ~3.3% Of Outstanding Shares",2017-03-27,DECK,2017-03-27 20:07:00+00:00,DECKERS OUTDOOR CORP,79686.0,24353710,0.004086701199412346,0.03751553222537041,0.053264946609102415,0.05609630129226728,0.028136614868971455,-0.009909708769166192,0.07644671208413212,0.1748363277557139,0.014054032042622566,0.03914325994525125,0.05255278700950061,0.03058044644892921,0.03971915217347055,0.07651109534843337,0.023272706477030614
"Sun Communities Q3 EPS $1.46 Up From $1.35 YoY, Sales $362.4M Up From $323.4M YoY",2019-10-23,SUI,2019-10-23 20:49:00+00:00,SUN COMMUNITIES INC,80102.0,86667410,-0.003727997420355678,0.022322623059153557,0.015677371153942632,0.023032304321924046,0.03464512886334803,0.00838711622512478,0.03864519592222737,0.021772839003852074,-0.006957275327295065,-0.0013479136774927625,0.014939060966205231,0.014409641878118551,0.022342024458581466,0.11332807776280718,0.16596021734455513
"Stifel Nicolaus Upgrades Valmont Industries, Inc. Common Stock to Buy, Raises Price Target to $153",2019-04-25,VMI,2019-04-25 11:27:00+00:00,VALMONT INDUSTRIES INC,80128.0,92025310,0.001656136941164732,-0.0050353086553514,0.013678094539669505,0.01337741405659787,-0.013151962529540984,-0.0592213868017496,-0.12069741497347097,-0.03480265242477498,0.012037192471325397,0.002641639082048508,0.009269117164959928,0.009882948661931845,0.041637242133735874,-0.010147000534969641,0.061463702928837405
eBay Inc. Reports Q3 EPS of $0.64 vs $0.63 Est; Revenue of $3.90B vs $3.90B Est,2013-10-16,EBAY,2013-10-16 20:15:00+00:00,EBAY INC,86356.0,27864210,-0.008337979204952717,-0.039985042065382004,-0.02466367318754925,-0.02952170986428837,-0.03342678512502595,-0.014854299529491688,-0.07884905121134611,-0.018310900786047246,-0.014606522396206856,-0.007356956517487245,0.010295825932956859,0.018878608245127992,-0.03573343019204833,0.07253579963088241,0.031733888859759585
Jefferies Initiates Coverage On CRH PLC American Depositary Shares with Buy Rating,2017-09-27,CRH,2017-09-27 14:11:00+00:00,C R H PLC,75650.0,12626K20,0.009184470400214195,0.0281301848590374,0.04412582345720306,0.024820781357034916,0.03309434033274683,0.004964156521184204,-0.0005514778428749034,-0.028130078933160108,-0.006085787434130907,-0.01830596200552892,-0.024701407482065063,-0.0027754228975106487,0.02160938740164431,0.049828323414881526,0.019638716922595334
Rite Aid shares are trading lower after the company reported mixed Q4 earnings results.,2020-04-16,RAD,2020-04-16 13:56:00+00:00,RITE AID CORP,46922.0,76775487,-0.21063531935215,0.022747091948986053,0.2187226508829787,0.14873138288310117,0.193350826348885,0.25371824415265243,0.14873138385252327,0.30533678865475955,-0.06520337611436844,0.022598844744634583,0.10872886944585147,0.21783003645733667,-0.03466669907729614,-0.1250754929749598,0.14920630878982566
Walgreens Boots Alliance Has Been Exploring Deal With Buyout Firms To Go Private,2019-11-05,WBA,2019-11-05 18:33:00+00:00,WALGREENS BOOTS ALLIANCE INC,19502.0,93142710,0.02615251578390598,-0.028099941089749336,-0.04149650261010185,-0.03218424105359674,0.024669206949756495,0.011312231713223708,-0.05863206242338903,-0.16149132346455564,0.03956082835793495,0.08890110875598545,0.06784820590811624,0.06899645665479803,0.09269099376621948,0.09812226759440601,0.14005345946510062
"SunTrust Robinson Humphrey Initiates Coverage On Vertex Pharmaceuticals with Buy Rating, Announces $235 Price Target",2019-11-12,VRTX,2019-11-12 11:38:00+00:00,VERTEX PHARMACEUTICALS INC,76744.0,92532F10,0.009707809425890446,0.01589328609406948,0.005592068657463756,0.029137654051959005,0.05464534082176287,0.07451192962632369,0.08039830638417489,0.20057882070855104,0.0029307850636541843,0.030996231125717477,0.03025969573255005,0.012436043599621804,0.04061431607731936,0.1917128792077114,0.09170537304395965
"Visa, Mastercard Could Create Russian Operator in 18 Mos., Current Collateral ~$300M for Visa, ~$200M for Mastercard - Bloomberg",2014-05-23,MA,2014-05-23 13:55:00+00:00,MASTERCARD INC,91233.0,57636Q10,0.009240883402526379,0.007586682215332985,0.006278657592819092,0.004447403221738755,0.007848346529375716,0.005363030916738287,-0.00851147192471291,0.0007890436327022687,0.0015867083566263318,0.028513216925619478,0.02558894360116626,0.036535278292597395,0.020339469857272308,0.02977164701951418,-0.01930176218926194
Carl Icahn Reports 7.77% Stake in Manitowoc Company as of December 17; Says Intends to Talk With Manitowoc Board Relating to Separating Crane And Foodservice Segments Into Two Separate Companies,2014-12-29,MTW,2014-12-29 11:13:00+00:00,MANITOWOC CO INC,51263.0,56357140,0.08938818424940109,-0.019745534285902866,-0.03027645875624463,-0.0399298688875539,-0.1351470664887402,-0.17156654384371006,-0.07678805845522163,-0.08775778329367112,0.04287141561508179,0.03003449488000154,0.08337651921411182,0.11692474786636531,0.14442008499336767,-0.013243975824173138,-0.06923008090811422
Option Alert: XPO Aug16 35.0 Puts Sweep: 641 @  ASK  $0.50: 641 traded vs 74 OI: $36.19 Ref,2016-08-15,XPO,2016-08-15 18:22:00+00:00,X P O INC,90175.0,98379310,0.004696081858128309,-0.013472584076225758,-0.01017319070818945,-0.01017319070818945,0.0024745703829331944,-0.00824853629606892,-0.014572420927482455,0.01154803033449947,-0.005494526121765375,0.006394204692872885,-0.0160369693972513,-0.016036969702594495,0.222147182350519,0.378522472340461,0.4031008234646398
"Unifi Director Langone Buys 2,375 Shares @$27.82/Share -Form 4",2014-11-17,UFI,2014-11-17 17:18:00+00:00,UNIFI INC,78044.0,90467720,-0.007363798562437296,-0.019738106225799412,-0.05696872092159133,-0.060034847225826415,-0.052150689889528756,-0.029812271556855285,0.052971300687375544,0.12830865417351855,-0.04731900493795449,-0.037740320160583374,-0.015889493447164282,-0.03572041727907571,-0.12631652109271185,-0.21793875342309255,-0.2943428559703728
"PiperJaffray Reinstates Overweight on Zoetis, Announces $61.00 Target",2016-12-15,ZTS,2016-12-15 13:03:00+00:00,ZOETIS INC,13788.0,98978V10,0.02911092713475227,0.0026758292224258184,0.0013379145920553448,0.014908233271456961,0.017966334287586205,0.023126893477217747,0.052145062999772396,0.039505535001326475,-0.004113596398383268,-0.001571053080392515,-0.0202350983208206,-0.008193488131372328,0.009130588804216355,0.07597883548521844,0.006763231636284672
Motorcar Parts Of America Reports Mixed Q4 Earnings,2019-06-28,MPAA,2019-06-28 12:36:00+00:00,MOTORCAR PARTS OF AMERICA INC,80341.0,62007110,0.1591770797967911,-0.034563276916742325,-0.06912655421420777,-0.09154596335265619,-0.12237267255982076,-0.14666041035353627,-0.3007940038151733,-0.26716488886934264,0.037057824432849884,0.02440369386217589,0.040563340356877475,0.10598793212725544,-4.299694489340311e-09,-0.09770396881102072,-0.050385685750490405
"Pool Corp. Officer Sells 24,000 Shares of POOL",2011-03-24,POOL,2011-03-24 20:06:00+00:00,POOL CORP,82515.0,73278L10,0.0004171977052465081,-0.0012509915977716446,-0.0012509915977716446,1.0012435325279512e-11,0.005421228879517903,0.03669729276977507,0.2539616454886011,0.1724974269043531,0.0008350125281140208,-0.0012500285989647253,0.006297213365366261,0.01353064257236336,-0.035365589274282905,-0.03959477774533404,0.03596590655057619
"PiperJaffray Upgrades Teva Pharmaceutical Indus to Neutral, Raises Price Target to $16",2019-01-23,TEVA,2019-01-23 11:39:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.03786661848425865,-0.006166440900415182,0.005138765473898577,0.016444070136455435,0.02826316343651425,-0.014902315369523689,-0.177800578226204,-0.26207603561385073,-0.003719431348145008,-0.0005330612816810687,0.0053619508429432194,0.015159756830205318,0.06112053939851658,-0.07453110590875389,-0.11723162706449819
"Akamai Tech. (AKAM), Equinix (EQIX) Get Thumbs Up ",2010-01-29,EQIX,2010-01-29 19:33:00+00:00,EQUINIX INC,89617.0,29444U70,-0.01565055921673775,-0.003948923200368881,0.003637103162820843,-0.0023901422279319906,-0.03366938903587058,-0.0035332420445727264,0.06058395684103779,0.06349363929307317,-0.015012572519481182,-0.01709226741754788,-0.023278991190646248,-0.05427106951913474,-0.05161039607439333,-0.07476813680022754,0.1458040669720051
Italy 10-Year Bond Yield 5.882%,2012-06-11,EWI,2012-06-11 11:11:00+00:00,ISHARES INC,83217.0,46434G83,-0.04205605760216713,0.00780487060546875,-0.0009756324818468443,0.022438978801925247,0.020487808394866747,0.015232349489727959,-0.07270117042607394,0.1741122422977961,-0.0027958746068179607,-0.0009337282277144254,0.040856041086483774,0.07429716664545372,0.029836330390649923,-0.10609861597339187,-0.2062314410375523
Tower Semiconductor Reports 6% Rise In Q1 Revenue ,2011-05-17,TSEM,2011-05-17 08:02:00+00:00,TOWER SEMICONDUCTOR LTD,81013.0,M8791527,0.008333325386047363,-0.012396682053804398,0.06611563771475559,0.0578511828844086,-0.016528908363472983,-0.04958682300308259,-0.041322371007348035,-0.32231406847715016,-0.04761900380253792,-0.05511805964099514,-0.05511805964099514,-0.06249994276013082,-0.09774435683850491,-0.11111109278725317,-0.14893611445422372
8 Damning Quotes From The 60 Minutes Exposé On Lumber Liquidators,2015-03-02,LL,2015-03-02 02:14:00+00:00,L L FLOORING HOLDINGS INC,92400.0,55003T10,-0.2512533366680145,0.050218820571899414,-0.08215304097670284,-0.12876641977114978,-0.2801957441392039,-0.22920425327726568,-0.13881027466053908,-0.4445017096408186,0.053422730416059494,0.024293886253643704,-0.246001713961026,-0.23622974888430737,-0.17420379223628757,-0.1768253794578578,-0.1714331174292184
Brean Murray Carret Comments On Xerox Mar Q Results,2011-04-21,XRX,2011-04-21 14:52:00+00:00,XEROX HOLDINGS CORP,27983.0,98421M10,-0.05806452408432961,-0.018591050058603287,-0.013698663826849033,-0.010763269307894063,-0.012720167775608138,0.0029353946789063556,-0.04500978955166146,0.0012642331361347736,0.02843603678047657,0.016869757159320597,0.011183676494354922,0.011183676566621115,8.45916670044744e-10,0.03943692745567651,-0.0444474676756581
"ReWalk Robotics Q1 EPS $(0.21) Beats $(0.22) Estimate, Sales $1.58M Beat $1.38M Estimate",2018-05-10,RWLK,2018-05-10 20:36:00+00:00,REWALK ROBOTICS LTD,14936.0,M8216Q20,0.02325579151511192,-0.045454610139131546,-0.045454610139131546,-0.02272725140765186,-0.04545461010074425,-0.045454609484998354,-0.04545460937515955,-0.2729091092558008,-0.022727251052856445,2.5005864046079296e-10,0.018667726100898063,-0.022727249618118117,-0.022727249618118117,0.02380961793294789,0.023809618427437673
Nabors Enters Into Agreement With Eugene Isenberg Whereby He Forgoes $100M Termination Payment ,2012-02-06,NBR,2012-02-06 12:00:00+00:00,NABORS INDUSTRIES LTD,29102.0,G6359F13,0.01286008208990097,0.002031437586992979,-0.0076180609843627956,-0.008633828241955244,-0.026917252574247374,0.03402742898700728,0.018791213622987968,-0.1472828578294334,0.013027618639171124,0.03901664926369275,0.04403865098099269,0.08421641008807579,0.14285716082693,0.1026660006579021,-0.027026969747713347
Signet Jewelers Shares Tarnished By Industry Trends,2016-09-29,SIG,2016-09-29 16:45:00+00:00,SIGNET JEWELERS LTD,12076.0,G8127610,-0.02323094569146633,0.018726011738181114,0.034991763570362044,0.06369595163449038,0.11440670671392694,0.10784580337765348,0.2311797195780083,0.2780739434752375,0.0028116090688854456,-0.01847721196392038,-0.051538555344282755,-0.01200364340872273,-0.05417351898518219,-0.18965701945741975,-0.07586080045451526
"CEVA Reports Q4 Adj. EPS $0.32 vs $0.28 Est., Sales $21.2M vs $20.6M Est.",2017-02-01,CEVA,2017-02-01 12:01:00+00:00,CEVA INC,89572.0,15721010,-0.03818949311971664,-0.011764750815927982,0.03529414139812914,0.04558821378897959,0.035294141510451515,0.033823575425382835,0.03382357200378139,0.05882352248553824,0.018731921911239624,-0.0056259004555745395,0.0071225078282337595,0.0071225082588282085,0.059970018316167994,0.04123704407589224,0.1311999450048693
Analysis: Delta-LATAM Joint Venture Has Strong Cargo Upside,2019-10-21,DAL,2019-10-21 16:37:00+00:00,DELTA AIR LINES INC,91926.0,24736170,0.01393275056034327,0.0012825154699385166,-0.00673324408709719,-0.007102428049838072,0.01837063216395851,0.04993519181898742,0.026677094501034837,0.14222906954894965,0.008619128726422787,0.012413083986592355,0.0035421780391211577,0.01661947186582924,0.00037168677295129626,-0.07157636517172317,-0.13498308805530934
"BMO Capital Downgrades Fortinet to Market Perform, Lowers Price Target to $78",2019-01-22,FTNT,2019-01-22 12:19:00+00:00,FORTINET INC,93132.0,34959E10,-0.00921988021582365,0.023335790261626244,0.03822474222594274,0.0535432777804874,0.048103087726694804,0.17351471572361055,0.18682896486890654,0.32240522307140873,-0.02959396317601204,-0.025435393471768042,-0.055339639881918146,-0.03780533212125303,0.053654105754675996,-0.03924772052309866,-0.1499879686160026
"Houston American Energy Reports Board Determined Not To Renew Position Of John Boylan As Chair, Pres, CEO",2018-06-07,HUSA,2018-06-07 15:48:00+00:00,HOUSTON AMERICAN ENERGY CORP,91379.0,44183U20,-0.012987045571208,0.022920213639736176,0.05263158736870954,0.037988160267009574,0.06069611318109214,-0.002122212401330925,0.02971138911267346,-0.04499149790807466,-0.01567012257874012,0.011440682058080132,-0.06355435489583905,-0.03360320514927495,-0.1316179320384171,0.004206994054694491,-0.1711805077680385
Cisco to Acquire Broadsoft for $55/Share Cash,2017-10-23,CSCO,2017-10-23 12:03:00+00:00,CISCO SYSTEMS INC,76076.0,17275R10,0.00291966344229877,0.006695876829326153,-0.001455581998385136,-0.002328908970297139,-0.009024674958807655,0.0017467643633708452,0.08617184996293781,0.21097844887699835,0.014814814552664757,0.020864404460439134,0.019345284147754827,0.023304414195393974,0.014814814340951665,0.09742773186269682,0.09429916911209646
8-K from Schlumberger Shows Expectation to Record Q4 Pre-Tax Restructuring Charge ~$50M Related to Workforce Reduction,2015-12-01,SLB,2015-12-01 17:54:00+00:00,SCHLUMBERGER LTD,14277.0,80685710,0.01322095468640327,-0.030190618708729744,-0.042983250156578334,-0.044262493825629745,-0.08532683110752404,-0.08097738306266644,-0.17257257608100018,-0.07598785096456462,0.004138105548918247,0.0015478235593033851,-0.00677921152108707,0.0064808817575015,0.01983191651354077,0.042141983883001055,0.01822710967085195
"Citigroup Initiates Coverage On Micron Technology at Buy, Announces $30.00 Target",2016-12-07,MU,2016-12-07 14:10:00+00:00,MICRON TECHNOLOGY INC,53613.0,59511210,0.07240299880504608,0.010763175785541534,0.002935394789734147,-0.020547948156201645,-0.020547948091200197,0.006849285372271252,0.07093927995645877,0.2544030768331711,0.02418048493564129,0.014369266715696494,0.03138527800797419,-0.018537621551041106,-0.022062611681097577,0.11723330273372667,0.11137025562289726
UPDATE: Morgan Stanley Upgrades Sherwin-Williams to Overweight on Contractor Survey Results,2013-04-15,SHW,2013-04-15 14:34:00+00:00,SHERWIN WILLIAMS CO,36468.0,82434810,-0.01247513666749001,0.03511060029268265,0.013522323472764164,0.0371864333617562,0.07164463621595218,0.0836249718117994,0.14106936361510725,0.0991489654867701,-0.001637228182516992,0.014678796439183461,0.02645190058303215,0.029670714227410855,0.010953910371534592,0.05662484729780526,0.06376574366158594
AB Reports Prelim AUM Increased From $456B To $460B MoM,2016-03-09,AB,2016-03-09 21:21:00+00:00,ALLIANCEBERNSTEIN HOLDING L P,75278.0,01881G10,0.01801391690969467,-0.001814923482015618,0.009981819371771339,0.005898328080130133,0.022232292902126805,0.009528087908555527,0.09437385559622902,0.08395731708227983,-0.0032228222116827965,0.004174404115668606,0.017865498410392977,0.0733762788265695,0.16210416403362227,0.1669557392494505,-0.06368146907254002
SunTrust Robinson Humphrey Initiates Coverage on TG Therapeutics at Buy,2016-05-27,TGTX,2016-05-27 11:30:00+00:00,T G THERAPEUTICS INC,82670.0,88322Q10,0.07063715159893036,-0.027166886255145184,-0.0012936899737524543,0.09314356677416957,0.05821478543933578,-0.09184994007249714,-0.19793016475278746,-0.19534284264477741,-0.07197948545217514,-0.07554419323360795,-0.06958768217054212,0.02121635168405467,-0.020352795637629484,-0.2751004223477046,-0.23435847908095375
IMAX Announces New Revenue Share Agreement Plan With Chinese Partner,2016-05-12,IMAX,2016-05-12 13:52:00+00:00,IMAX CORP,80635.0,45245E10,-0.009434004314243793,-0.011981548741459846,-0.003993888521836353,-0.019354813850654295,-0.012903170014225251,0.01628272140885967,-0.11244239707565251,-0.016589892348633062,-0.009942694567143917,0.003971923405268196,-0.0009120947420431236,0.007975525327228894,0.009834040217375328,0.06792330562624227,0.13310347379905063
Electrek Article Highlights Sales Data Showing Tesla's Model 3 Is Disrupting US Luxury Sedan Market Based On Sales,2020-01-17,TSLA,2020-01-17 16:15:00+00:00,TESLA INC,93436.0,88160R10,-0.005822879262268543,0.07189032435417175,0.11569049136588982,0.12086192060210244,0.0930852457465936,0.5279138069732248,0.46035259759894087,0.42963763213283457,-0.009662507101893425,-0.04541566450982415,-0.021662913010857987,0.06679269149152356,0.19344112603179742,0.5273348365961985,1.0256015372069385
S&P Downgrades Brazil Foreign Currency Long-Term Debt from BBB to BBB-; Outlook Raised from Negative to Stable,2014-03-24,EWZ,2014-03-24 21:22:00+00:00,ISHARES INC,88396.0,46428640,0.01175910048186779,0.012333977036178112,0.008538914297014033,0.055265699384264844,0.06819260136768301,0.1240512268060896,0.154886124347972,0.1854838688643805,0.004580487497150898,0.02812729805280112,0.03220211138657536,0.06545634089066721,0.03348210432086063,0.032457817192453886,-0.05510205309395011
"Identive Group, Inc. Sees FY2013 EPS $105.0M-115.0M vs $107.41M Est",2013-03-07,INVE,2013-03-07 13:55:00+00:00,IDETIVE INC,85502.0,45170X20,-0.02666664123535156,-0.041095931082963943,-0.013698616448916123,-0.04109593242112308,-0.02739731614480312,0.027397233068052973,-0.25342465040540874,-0.4315068707545767,0.0,0.03448272496461868,0.04895108788378866,0.03448272477884928,0.013513502215256379,0.04895109392231145,0.04895109140664111
"Office Depot shares are trading higher in sympathy with the overall market on positive U.S.-China trade news. The National Security Adviser Robert O'Brien said: ""we're relatively close to an agreement.""",2019-11-04,ODP,2019-11-04 19:20:00+00:00,O D P CORP,75573.0,88337F10,0.07389167696237564,0.004587151575833559,0.16055041256624336,0.16513756420745174,0.18807332108921626,0.11467889604352943,0.21909453301718895,0.02904554887727362,-0.014563092961907498,-0.024038439012661783,-0.024038439012661783,-0.004901956579403177,0.051813485709999885,0.24539875724009108,0.24773415130238496
UPDATE: Johnson & Johnson Posts Higher Q3 Profit,2013-10-15,JNJ,2013-10-15 12:21:00+00:00,JOHNSON & JOHNSON,22111.0,47816010,0.001447630813345313,0.013121319934725761,0.02268432013739874,0.018903557663887405,0.027021019606159102,0.03569441849796973,0.06436873852947378,0.06078576241894185,0.003912868909537792,0.023012124058708894,0.04467198662514238,0.037071333796474315,0.035874962120651555,0.039231560780929486,-0.019078649007856496
