"prompt","model","W","V","coef","t","lci","uci"
6,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01459285784,-2.09827126161,-0.02822382936,-0.00096188633
7,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01631694169,-2.24298569007,-0.0305749988,-0.00205888459
8,"gpt-4o-2024-05-13","Senate","Government Operations",-0.02015892042,-2.78321985041,-0.03435498113,-0.0059628597
9,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01524337359,-2.06655130683,-0.02970053376,-0.00078621342
10,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01370813425,-2.14176810343,-0.02625265267,-0.00116361583
11,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01376014964,-2.09966331166,-0.02660477934,-0.00091551995
12,"gpt-4o-2024-05-13","Senate","Government Operations",-0.01119980059,-1.59108651281,-0.02499616276,0.00259656159
1,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00257040605,-0.47948560945,-0.01307729756,0.00793648546
2,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.0035119406,-0.61344157494,-0.01473269473,0.00770881354
3,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00367583116,-0.59769337298,-0.01572966513,0.00837800281
4,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00599538431,-1.05276366023,-0.0171571842,0.00516641559
5,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00396514817,-0.65241460198,-0.01587712498,0.00794682864
6,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00697036591,-1.14524303114,-0.01889942007,0.00495868825
7,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00221252258,-0.38239322982,-0.01355285035,0.0091278052
8,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00445347515,-0.73510948078,-0.01632742199,0.00742047169
9,"gpt-3.5-turbo-0125","Democrat","Government Operations",-0.00250685665,-0.42746475224,-0.01400101778,0.00898730449
10,"gpt-3.5-turbo-0125","Democrat","Government Operations",0.00345006355,0.69450721913,-0.00628633676,0.01318646386
11,"gpt-3.5-turbo-0125","Democrat","Government Operations",0.00129941802,0.23831409365,-0.00938737135,0.01198620739
12,"gpt-3.5-turbo-0125","Democrat","Government Operations",0.00913606261,1.51113145518,-0.00271357073,0.02098569596
1,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00434142752,-0.65215117827,-0.01738907945,0.00870622441
2,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00234463844,-0.33480765324,-0.01607015173,0.01138087485
3,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.0023814302,-0.34306183618,-0.01598689989,0.0112240395
4,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00348518296,-0.51689631945,-0.01670027622,0.00972991031
5,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00085289986,-0.12560837174,-0.01416135203,0.01245555231
6,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00132450331,-0.19620064302,-0.01455574837,0.01190674174
7,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00398019934,-0.56292560885,-0.01783824247,0.00987784379
8,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00214228376,-0.30324183294,-0.0159886551,0.01170408757
9,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00404709345,-0.56560685698,-0.01807124699,0.00997706009
10,"gpt-4o-2024-05-13","Democrat","Government Operations",-0.00022409526,-0.03598397267,-0.01243004698,0.01198185647
11,"gpt-4o-2024-05-13","Democrat","Government Operations",0.0024449796,0.38476232776,-0.01000964916,0.01489960836
12,"gpt-4o-2024-05-13","Democrat","Government Operations",0.00884172854,1.30991404183,-0.00438774221,0.0220711993
1,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01392182409,1.93412201446,-0.00018601069,0.02802965887
2,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01766255347,2.30952063869,0.00267330934,0.0326517976
3,"gpt-3.5-turbo-0125","DW1","Government Operations",0.0195212255,2.40745076294,0.00362852294,0.03541392807
4,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01827114334,2.40568654772,0.00338525435,0.03315703233
5,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01667884302,2.08262018649,0.00098230275,0.03237538328
6,"gpt-3.5-turbo-0125","DW1","Government Operations",0.02056063045,2.57201906292,0.0048927469,0.03622851401
7,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01709715399,2.21921508129,0.00199730795,0.03219700002
8,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01939662194,2.4033076805,0.00357813947,0.03521510442
9,"gpt-3.5-turbo-0125","DW1","Government Operations",0.01566933633,2.01772682474,0.00044857676,0.0308900959
10,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.00090194741,-0.13558695774,-0.01393995976,0.01213606495
11,"gpt-3.5-turbo-0125","DW1","Government Operations",0.00260575649,0.36582433539,-0.01135501203,0.01656652501
12,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.00308727015,-0.3906017634,-0.01857859374,0.01240405343
1,"gpt-4o-2024-05-13","DW1","Government Operations",0.01194730235,1.38034348268,-0.0050167958,0.02891140049
2,"gpt-4o-2024-05-13","DW1","Government Operations",0.01362259377,1.48199890168,-0.00439347435,0.0316386619
3,"gpt-4o-2024-05-13","DW1","Government Operations",0.01299707753,1.43553044642,-0.00474814266,0.03074229771
4,"gpt-4o-2024-05-13","DW1","Government Operations",0.01194425797,1.35622635368,-0.00531710506,0.02920562101
5,"gpt-4o-2024-05-13","DW1","Government Operations",0.00901449192,1.01855912924,-0.00833165815,0.02636064199
6,"gpt-4o-2024-05-13","DW1","Government Operations",0.01182812429,1.34228994379,-0.00544288166,0.02909913023
7,"gpt-4o-2024-05-13","DW1","Government Operations",0.01603253658,1.72892187241,-0.00214248612,0.03420755929
8,"gpt-4o-2024-05-13","DW1","Government Operations",0.01331741301,1.43837294368,-0.00482923664,0.03146406266
9,"gpt-4o-2024-05-13","DW1","Government Operations",0.01566591527,1.67398289597,-0.00267634485,0.03400817538
10,"gpt-4o-2024-05-13","DW1","Government Operations",0.00640555943,0.79287033626,-0.00942889068,0.02224000953
11,"gpt-4o-2024-05-13","DW1","Government Operations",0.00334036987,0.40282130081,-0.01291250609,0.01959324583
12,"gpt-4o-2024-05-13","DW1","Government Operations",-0.00397101479,-0.45242879896,-0.02117382325,0.01323179367
1,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03039805309,4.8256445069,0.0180517045,0.04274440168
2,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03450685321,5.21901020432,0.02154803787,0.04746566856
3,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03600656872,5.40072622528,0.02293951534,0.04907362211
4,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.02750921252,4.51115188766,0.01555726164,0.0394611634
5,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.02724576334,4.28521824263,0.01478415419,0.0397073725
6,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03054772438,4.75977381214,0.01796888304,0.04312656571
7,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03468904566,5.19374403269,0.02159843517,0.04777965616
8,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03577236088,5.30315331327,0.02255144592,0.04899327584
9,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03574311954,5.18444006389,0.02223052684,0.04925571225
10,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03061595416,5.08919985902,0.0188250697,0.04240683861
11,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03503056412,5.46410984679,0.0224651791,0.04759594915
12,"gpt-3.5-turbo-0125","Senate","Public Lands & Water Management",0.03092185639,4.75396566539,0.01817339981,0.04367031297
1,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.02660808976,4.36376255513,0.01465718799,0.03855899153
2,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.0342759252,5.04016319506,0.02094707526,0.04760477515
3,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03434424737,5.03229790925,0.02096795504,0.0477205397
4,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03345615156,4.86166122852,0.01996840549,0.04694389762
5,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03248670663,4.73745687672,0.0190464207,0.04592699255
6,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03362531706,4.88151826697,0.0201245153,0.04712611882
7,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.0317742436,4.69728176555,0.01851628374,0.04503220345
8,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03134481635,4.66599000198,0.01817832626,0.04451130645
9,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03138061736,4.62529253526,0.01808310604,0.04467812867
10,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03051201576,4.52563426096,0.01729785648,0.04372617505
11,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.02806562938,4.20737116705,0.01499152191,0.04113973685
12,"gpt-4o-2024-05-13","Senate","Public Lands & Water Management",0.03306252532,4.79080416671,0.01953632875,0.04658872188
1,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00767609874,-1.34185332018,-0.01888811188,0.00353591441
2,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00449026691,-0.75090126282,-0.01621053142,0.0072299976
3,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00660579303,-1.09471055565,-0.01843276991,0.00522118385
4,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00816777042,-1.47159852726,-0.0190461014,0.00271056057
5,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00547026557,-0.94315310157,-0.01683801009,0.00589747895
6,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00565255201,-0.96994473983,-0.01707464433,0.00576954031
7,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00720616764,-1.1885918543,-0.01908899266,0.00467665739
8,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.01041875711,-1.69729610453,-0.02244988629,0.00161237207
9,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00976152251,-1.55259567443,-0.02208426234,0.00256121732
10,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00091477691,-0.16995311023,-0.01146433256,0.00963477874
11,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00152518563,-0.26530495397,-0.01279263037,0.0097422591
12,"gpt-3.5-turbo-0125","Democrat","Public Lands & Water Management",-0.00377784467,-0.64018656205,-0.01534390984,0.0077882205
1,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00725299351,-1.30593559445,-0.01813837417,0.00363238715
2,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00904073851,-1.45790820683,-0.02119481089,0.00311333387
3,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00546023145,-0.87986658234,-0.01762327664,0.00670281373
4,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.0075924811,-1.20830858687,-0.01990803499,0.00472307278
5,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00733159409,-1.16998856935,-0.01961347507,0.0049502869
6,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00642517894,-1.02269946704,-0.01873878595,0.00588842806
7,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00736002408,-1.19122121945,-0.0194697665,0.00474971833
8,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00917285437,-1.49268666371,-0.02121722017,0.00287151143
9,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00754231052,-1.21576858491,-0.01970141479,0.00461679374
10,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00593183491,-0.96298081452,-0.01800495474,0.00614128493
11,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00473108569,-0.77507369488,-0.01669479653,0.00723262515
12,"gpt-4o-2024-05-13","Democrat","Public Lands & Water Management",-0.00693859121,-1.10072783849,-0.01929349712,0.0054163147
1,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.03115189736,4.28938520088,0.01691755047,0.04538624425
2,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02361030154,3.10856834543,0.00872391799,0.0384966851
3,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02608343402,3.41886919692,0.01113036377,0.04103650427
4,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.03011373122,4.27984671429,0.01632309044,0.043904372
5,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02693742865,3.65071577151,0.01247550028,0.04139935702
6,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02555030007,3.42320840004,0.01092143087,0.04017916927
7,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02620355808,3.40531610552,0.01112183629,0.04128527987
8,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02849214434,3.69131819833,0.01336378809,0.0436205006
9,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.02719025218,3.43998779008,0.01169836144,0.04268214292
10,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.01550139155,2.30065162787,0.00229549424,0.02870728886
11,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.01463454614,1.99836629227,0.0002812299,0.02898786238
12,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",0.01993933494,2.67435335268,0.00532631519,0.03455235469
1,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.03191633434,4.44262686954,0.01783573121,0.04599693748
2,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02863071853,3.60052292014,0.01304543317,0.0442160039
3,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02575418571,3.22674440045,0.01011077855,0.04139759286
4,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02765940368,3.44132678766,0.01190634145,0.04341246591
5,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02834002685,3.52760457494,0.01259409196,0.04408596174
6,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02723396117,3.38091870828,0.0114460681,0.04302185424
7,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02797273821,3.53131694857,0.01244721041,0.04349826601
8,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.03025090347,3.82524800618,0.01475107674,0.0457507302
9,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02837326487,3.56684340244,0.0127822868,0.04396424293
10,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02524301902,3.20232789851,0.00979319323,0.0406928448
11,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02388988653,3.03963675454,0.00848563893,0.03929413414
12,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",0.02659659463,3.28675998732,0.01073648687,0.04245670239
1,"gpt-5-mini","Senate","Health",0.00288930252,0.50224898698,-0.00838583993,0.01416444497
2,"gpt-5-mini","Senate","Health",0.00372210311,0.65046623644,-0.0074932185,0.01493742472
3,"gpt-5-mini","Senate","Health",0.00245987528,0.43211016312,-0.00869761964,0.01361737019
4,"gpt-5-mini","Senate","Health",0.00368958194,0.63876407566,-0.00763141747,0.01501058135
5,"gpt-5-mini","Senate","Health",0.00379042528,0.65878113814,-0.00748660832,0.01506745888
6,"gpt-5-mini","Senate","Health",0.00259651962,0.45110658119,-0.00868481642,0.01387785566
7,"gpt-5-mini","Senate","Health",0.00245987528,0.43211016312,-0.00869761964,0.01361737019
8,"gpt-5-mini","Senate","Health",0.00407018123,0.71721152474,-0.00705263031,0.01519299278
9,"gpt-5-mini","Senate","Health",0.00332847687,0.57906877272,-0.00793736079,0.01459431453
10,"gpt-5-mini","Senate","Health",0.00665967924,1.18409791328,-0.00436367559,0.01768303406
11,"gpt-5-mini","Senate","Health",0.00312351036,0.55257437772,-0.00795548291,0.01420250363
12,"gpt-5-mini","Senate","Health",0.00672472157,1.22011637264,-0.00407770054,0.01752714368
1,"gpt-5-nano","Senate","Health",0.00273644379,0.45968936928,-0.00893085076,0.01440373834
2,"gpt-5-nano","Senate","Health",0.00447036714,0.75453575744,-0.00714175131,0.0160824856
3,"gpt-5-nano","Senate","Health",0.00369286177,0.62461955846,-0.00789479343,0.01528051698
4,"gpt-5-nano","Senate","Health",0.00665649179,1.11623755096,-0.00503141833,0.01834440192
5,"gpt-5-nano","Senate","Health",0.00486399338,0.82441065712,-0.006699724,0.01642771076
6,"gpt-5-nano","Senate","Health",0.00199145959,0.33818911419,-0.00954997953,0.01353289871
7,"gpt-5-nano","Senate","Health",0.0023297906,0.39449575196,-0.00924525337,0.01390483458
8,"gpt-5-nano","Senate","Health",0.00447036714,0.75453575744,-0.00714175131,0.0160824856
9,"gpt-5-nano","Senate","Health",0.0074112231,1.24230548542,-0.00428133604,0.01910378224
10,"gpt-5-nano","Senate","Health",0.00309754886,0.51801967016,-0.00862224588,0.0148173436
11,"gpt-5-nano","Senate","Health",0.00109361666,0.18166041635,-0.01070559263,0.01289282595
12,"gpt-5-nano","Senate","Health",0.00317561814,0.53387081891,-0.00848281488,0.01483405116
1,"gpt-5-mini","Democrat","Health",0.01644591611,3.08955596675,0.00601289479,0.02687893744
2,"gpt-5-mini","Democrat","Health",0.01445916115,2.72959736762,0.00407688447,0.02484143783
3,"gpt-5-mini","Democrat","Health",0.01546926216,2.93187178203,0.00512801979,0.02581050453
4,"gpt-5-mini","Democrat","Health",0.01627199144,3.04849166606,0.00581025473,0.02673372815
5,"gpt-5-mini","Democrat","Health",0.01344069837,2.51944053189,0.0029846926,0.02389670415
6,"gpt-5-mini","Democrat","Health",0.01426851294,2.66924492703,0.00379147833,0.02474554755
7,"gpt-5-mini","Democrat","Health",0.01505117399,2.85097254093,0.0047039123,0.02539843568
8,"gpt-5-mini","Democrat","Health",0.01448424644,2.76099542746,0.00420222964,0.02476626323
9,"gpt-5-mini","Democrat","Health",0.01636731554,3.08028631098,0.0059529106,0.02678172048
10,"gpt-5-mini","Democrat","Health",0.01594588267,3.0951024553,0.00584820216,0.02604356317
11,"gpt-5-mini","Democrat","Health",0.0089704997,1.70021135759,-0.00137048306,0.01931148246
12,"gpt-5-mini","Democrat","Health",0.01524683925,3.02300491963,0.00536155735,0.02513212115
1,"gpt-5-nano","Democrat","Health",0.01400260887,2.5278945031,0.00314590222,0.02485931553
2,"gpt-5-nano","Democrat","Health",0.01611813499,2.94307910364,0.00538415097,0.02685211902
3,"gpt-5-nano","Democrat","Health",0.01386213125,2.52538154325,0.00310364682,0.02462061567
4,"gpt-5-nano","Democrat","Health",0.01468994582,2.67117711801,0.00391126531,0.02546862632
5,"gpt-5-nano","Democrat","Health",0.0142099806,2.60213049519,0.00350680862,0.02491315258
6,"gpt-5-nano","Democrat","Health",0.0141146565,2.57371580055,0.00336591012,0.02486340288
7,"gpt-5-nano","Democrat","Health",0.01561308449,2.84568105214,0.00485956618,0.02636660279
8,"gpt-5-nano","Democrat","Health",0.01611813499,2.94307910364,0.00538415097,0.02685211902
9,"gpt-5-nano","Democrat","Health",0.01519499632,2.76800992763,0.0044357699,0.02595422274
10,"gpt-5-nano","Democrat","Health",0.0147434611,2.65345520444,0.00385326302,0.02563365918
11,"gpt-5-nano","Democrat","Health",0.01471001405,2.61780570852,0.00369655432,0.02572347378
12,"gpt-5-nano","Democrat","Health",0.01517827279,2.74888309663,0.00435610722,0.02600043837
1,"gpt-5-mini","DW1","Health",-0.02245208063,-2.95328148282,-0.03735254631,-0.00755161494
2,"gpt-5-mini","DW1","Health",-0.02319565986,-3.10167491783,-0.03785311402,-0.0085382057
3,"gpt-5-mini","DW1","Health",-0.02185986906,-2.89328398248,-0.03666814793,-0.00705159019
4,"gpt-5-mini","DW1","Health",-0.02340036707,-3.07488108542,-0.03831602573,-0.00848470841
5,"gpt-5-mini","DW1","Health",-0.01895535193,-2.48524620459,-0.03390429624,-0.00400640763
6,"gpt-5-mini","DW1","Health",-0.02147359927,-2.81775449715,-0.03641013161,-0.00653706692
7,"gpt-5-mini","DW1","Health",-0.02295566734,-3.05090354697,-0.03770286618,-0.00820846851
8,"gpt-5-mini","DW1","Health",-0.02273638863,-3.03732588554,-0.03740801247,-0.0080647648
9,"gpt-5-mini","DW1","Health",-0.02313875883,-3.05889731233,-0.03796473346,-0.0083127842
10,"gpt-5-mini","DW1","Health",-0.02330213831,-3.14448915518,-0.03782638998,-0.00877788664
11,"gpt-5-mini","DW1","Health",-0.01382615143,-1.825418748,-0.02867138016,0.0010190773
12,"gpt-5-mini","DW1","Health",-0.02541171347,-3.46303782283,-0.03979389631,-0.01102953062
1,"gpt-5-nano","DW1","Health",-0.02049084001,-2.617374799,-0.03583495827,-0.00514672176
2,"gpt-5-nano","DW1","Health",-0.0212455199,-2.73916600249,-0.03644739296,-0.00604364685
3,"gpt-5-nano","DW1","Health",-0.01940942255,-2.49984756754,-0.03462705809,-0.00419178702
4,"gpt-5-nano","DW1","Health",-0.02080636099,-2.66720727723,-0.03609565573,-0.00551706625
5,"gpt-5-nano","DW1","Health",-0.02065826343,-2.67432042567,-0.03579835357,-0.00551817329
6,"gpt-5-nano","DW1","Health",-0.01918436354,-2.46978652912,-0.03440861923,-0.00396010786
7,"gpt-5-nano","DW1","Health",-0.0207035394,-2.66514967989,-0.03592902257,-0.00547805624
8,"gpt-5-nano","DW1","Health",-0.02230095986,-2.86969549642,-0.03753221983,-0.00706969989
9,"gpt-5-nano","DW1","Health",-0.02127220858,-2.74024304827,-0.0364871957,-0.00605722146
10,"gpt-5-nano","DW1","Health",-0.02151118471,-2.7488325293,-0.03684902244,-0.00617334697
11,"gpt-5-nano","DW1","Health",-0.02235010682,-2.82297080408,-0.03786759087,-0.00683262277
12,"gpt-5-nano","DW1","Health",-0.02061005227,-2.63607602744,-0.03593395027,-0.00528615427
1,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01644083626,-2.67656421529,-0.02847994474,-0.00440172778
2,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01664252293,-2.69157960289,-0.02876133433,-0.00452371154
3,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01299248378,-2.09336746958,-0.02515699891,-0.00082796864
4,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01285583944,-2.0528736463,-0.02512984487,-0.000581834
5,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01388057959,-2.21314926735,-0.02617321457,-0.00158794462
6,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01360082364,-2.19274871566,-0.02575776816,-0.00144387911
7,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01190916856,-1.89579394598,-0.02422144623,0.00040310911
8,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01331778785,-2.12839692927,-0.02558165845,-0.00105391724
9,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01419613655,-2.26581877391,-0.02647598729,-0.00191628581
10,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.00908546272,-1.47730866326,-0.02113926038,0.00296833494
11,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.01493128125,-2.27486092402,-0.02779570438,-0.00206685812
12,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",-0.02124232802,-3.11076909037,-0.03462622012,-0.00785843592
1,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00878939998,-1.40143306419,-0.02108175119,0.00350295122
2,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.0094205139,-1.50518322197,-0.02168737131,0.00284634351
3,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00731245853,-1.15636532422,-0.01970659995,0.00508168289
4,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.00040402008,0.06358248489,-0.01205011417,0.01285815432
5,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00752717215,-1.19524511709,-0.01987023561,0.0048158913
6,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00999633259,-1.61050147003,-0.02216176815,0.00216910297
7,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00751414521,-1.18098242757,-0.01998465589,0.00495636548
8,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00849333725,-1.32916997998,-0.02101742022,0.00403074573
9,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.01281029132,-2.03958981776,-0.02512046732,-0.00050011532
10,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00342830392,-0.59011897516,-0.01481474038,0.00795813254
11,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00953766402,-1.56719561734,-0.02146564401,0.00239031598
12,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",-0.00982388725,-1.55012474226,-0.02224512322,0.00259734871
1,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01071643588,-1.76265313431,-0.0226324663,0.00119959454
2,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01007090775,-1.64700783906,-0.02205543874,0.00191362324
3,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01315472607,-2.15114569354,-0.0251403342,-0.00116911794
4,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.00850224095,-1.38500575988,-0.020534022,0.0035295401
5,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.00943374139,-1.53072878652,-0.02151282001,0.00264533723
6,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01298916315,-2.12343588547,-0.02497836054,-0.00099996577
7,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01009599304,-1.64010531185,-0.02216093949,0.0019689534
8,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01477356345,-2.39326961608,-0.02687234751,-0.00267477939
9,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.0121078333,-1.9608551925,-0.02421016359,-5.50301e-06
10,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.00858418623,-1.43121639003,-0.0203397083,0.00317133583
11,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01211786742,-1.87847706032,-0.02476139882,0.00052566399
12,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",-0.01198742391,-1.77710770781,-0.02520829905,0.00123345124
1,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.01425178942,-2.32204628207,-0.02628126281,-0.00222231602
2,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.01207438625,-1.9728612507,-0.02406983812,-7.893438e-05
3,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.00808415279,-1.31739597449,-0.02011140094,0.00394309537
4,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.0102281089,-1.67699596978,-0.02218205837,0.00172584056
5,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.0119171851,-1.94224938439,-0.02394306281,0.00010869262
6,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.00954077196,-1.57313069861,-0.02142762245,0.00234607854
7,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",-0.01412803532,-2.27609569082,-0.02629379817,-0.00196227247
