"headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"Italy's Ferrero Shortlisted For Second-Round Of Bids For Campbell Soup's International Business","increase",0.6,0.75,19657,"CAMPBELL SOUP CO",4,NA,139,33,2,"2019-01-17",25320,1.41723360866308,-0.810500606894493,-4.30407246850147,-2.15204156103751,-0.703630736097693,0.684925376083889,0.684925376083889
"Stephens & Co. Initiates Coverage On Salesforce.com with Overweight Rating, Announces $183 Price Target","increase",0.7,0.85,19665,"SALESFORCE INC",4,NA,137,33,2,"2019-01-17",90215,0.861730240285397,1.79547928273678,-0.0533987171628669,4.03817072348855,-0.43569216504693,1.7048887847221,0.670952280311066
"Canadian Solar Wins a Contract to Provide EPC Services and Supply Solar Modules for 333MWp Darlington Point Solar Farm in Australia","increase",0.7,0.85,19673,"CANADIAN SOLAR INC",4,NA,145,33,2,"2019-01-17",91607,0.0550370314158499,-0.825080368667841,7.31573152587655,8.69086863960353,0.275933975353837,2.65536333248659,2.8878836358414
"Carriage Services shares are trading higher after the company provided preliminary FY18 financial results above estimates.","increase",0.7,0.85,19681,"CARRIAGE SERVICES INC",4,NA,138,33,2,"2019-01-17",83856,13.294118642807,1.92107446491718,0.882658751311038,2.33644264798316,0.0588594994042068,0.830364096544489,0.117788351276227
"Codorus Valley Bancorp Q4 EPS $0.46 Down From $0.47 YoY","decrease",0.6,0.75,19697,"CODORUS VALLEY BANCORP INC",4,NA,148,34,0,"2019-01-17",84725,0.087414588779211,-4.19213511049747,-1.68476812600122,-2.56454983318933,1.01545052602887,1.50842162610363,2.60089661868348
"UBS Initiates Coverage On CVS Health with Buy Rating, Announces $75 Price Target","increase",0.7,0.85,19705,"C V S HEALTH CORP",4,NA,137,33,2,"2019-01-17",17005,-0.860449392348528,3.39276902377605,4.07703094486542,3.71129719042522,0.282391719520092,-2.17324487007873,-2.87190304610758
"UBS Initiates Coverage On Quest Diagnostics with Neutral Rating, Announces $90 Price Target","uncertain",0.2,0.7,19713,"QUEST DIAGNOSTICS INC",4,NA,137,30,1,"2019-01-17",84373,0.984931644052267,2.27967388927937,0.364283399533583,3.03172954181234,-0.893804710358381,0.946326374152839,-0.264596808299888
"Dominos Sees 3,500 More Stores In Bric Countries","increase",0.7,0.85,19721,"DOMINOS PIZZA INC",4,NA,136,29,2,"2019-01-17",90248,4.89770956337452,3.29033322632313,9.73970840480212,7.51139731575632,-0.419538235291839,1.09759915666903,-0.859472061482136
"JP Morgan Initiates Coverage On Dril-Quip with Neutral Rating","uncertain",0.3,0.6,19729,"DRIL QUIP INC",4,NA,132,34,1,"2019-01-17",85424,-0.297208316624165,3.82113754749298,2.05961574620916,2.60162306243643,-0.830657500773668,-1.54296844278162,-2.34829330816206
"Electronic Arts May Have Lost Its Creative Way, Jefferies Says In Downgrade","decrease",0.7,0.85,19737,"ELECTRONIC ARTS INC",4,NA,137,34,0,"2019-01-17",75828,-0.678381463512778,3.59422154724598,2.72086041684816,2.13862275830477,0.480500981211662,1.51275272468241,-0.859976539786234
"UPDATE: Jefferies Downgrades Electronic Arts As Firm Believes 'growth for EA's key profit engine Ultimate Team is plateauing' And Firm Also Believes 'EA has a lot to prove as it brings a slate of unproven titles to market in 2019'","decrease",0.7,0.85,19745,"ELECTRONIC ARTS INC",4,NA,176,34,0,"2019-01-17",75828,-0.678381463512778,3.59422154724598,2.72086041684816,2.13862275830477,0.480500981211662,1.51275272468241,-0.859976539786234
"Morgan Stanley Upgrades Eastman Chemical to Overweight, Announces $90 Price Target","increase",0.7,0.85,19761,"EASTMAN CHEMICAL CO",4,NA,136,29,2,"2019-01-17",80080,3.04767396301031,2.62891072779894,2.19918845434652,3.21031476342231,1.39989107847214,0.457933359820783,-0.156050369711791
"Morgan Stanley Downgrades Embraer to Equal-Weight, Lowers Price Target to $23.50","decrease",0.7,0.85,19769,"EMBRAER S A",4,NA,140,30,0,"2019-01-17",88392,-4.42981719970703,-3.53373289108276,-5.0022949096085,-3.76320099880386,-2.56410427391529,-2.77186146310056,-1.85105603348017
"Chinese Ambassador To Canada Says He Believes There Will Be Repercussions If Canada Bans Huawei Equipment From 5G Networks","uncertain",0.3,0.6,19777,"ISHARES INC",4,NA,141,34,1,"2019-01-17",83211,0.806448049843311,0.647619320079684,1.4095270050924,3.35237771722696,0.308173475787044,0.852057408504558,1.2441742266329
"Brexit Update: These 2 Pros Are Unconcerned","uncertain",0.3,0.6,19785,"ISHARES TRUST",4,NA,129,34,1,"2019-01-17",14907,0.821557641029358,0.912642665207386,0.717077341972638,2.99869648185149,-0.294889090582728,0.197561614424524,-0.457963353194002
"Fastenal shares are trading higher after the company beat Q4 sales estimates and announced a $0.43 dividend.","increase",0.7,0.85,19793,"FASTENAL CO",4,NA,138,33,2,"2019-01-17",11618,5.94974383711815,3.50540354847908,3.81932110396836,6.35258292608532,-0.860965810716152,0.0924712586699127,-1.31291259279394
"Biscayne Bancshares, Inc. Shareholders Approve Proposed Merger With First Citizens Bank","increase",0.6,0.8,19809,"FIRST CITIZENS BANCSHARES INC NC",4,NA,147,29,2,"2019-01-17",10777,0.859984755516052,1.9251924008131,1.54894745879894,0.202784541240209,1.21461404487491,1.44232464693124,1.806234598584
"JP Morgan Initiates Coverage On Frank's International with Neutral Rating","uncertain",0.2,0.6,19817,"FISERV INC",4,NA,128,29,1,"2019-01-17",10696,2.65950169414282,4.45637553930283,14.1879189394378,11.3020108817908,-3.29157933592796,-1.77314226370227,-2.06477558815505
"Foot Locker, Inc. Announces $2M Strategic Investment In PENSOLE Footwear Design Academy","increase",0.6,0.75,19825,"FOOT LOCKER INC",4,NA,135,29,2,"2019-01-17",15456,2.70342193543911,1.35439969599247,-1.45858687306325,-4.39312173565043,-1.06980111449957,-0.704104035983577,-0.159292274441081
"Citigroup Upgrades Amicus Therapeutics to Buy","increase",0.7,0.85,19833,"AMICUS THERAPEUTICS INC",4,NA,136,29,2,"2019-01-17",92040,1.15131866186857,0.0813026737887412,-5.36585217647758,-1.78862001595469,1.41784884035587,6.85412759612114,3.57751354683142
"Fortuna Silver Mines Earlier Reported FY18 Production Of 12.8M Silver Equivalent Ounces","uncertain",0.3,0.6,19841,"FORTUNA SILVER MINES INC",4,NA,145,34,1,"2019-01-17",12982,-0.566571718081832,-4.8433069139719,2.56410038845079,13.105414390608,0.284090638160706,-3.8147166207695,-4.85175370818951
"H.B Fuller shares are trading lower after the company missed Q4 earnings estimates and issued weak 2019 EPS guidance.","decrease",0.7,0.85,19849,"FULLER H B CO",4,NA,141,30,0,"2019-01-17",37875,4.28570657968521,0.596554297953844,2.73973000339083,11.1356632599269,0.370027380995452,-1.20646212708306,-2.99508308831917
"PiperJaffray Downgrades Fulton Financial to Neutral, Lowers Price Target to $17.50","decrease",0.7,0.85,19865,"FULTON FINANCIAL CORP PA",4,NA,148,34,0,"2019-01-17",88197,0.552826467901468,0.366520858369768,0.244343302014993,-1.22175171954627,-1.39309233054519,0.184619552791077,0.680275804000052
"Glacier Bancorp Announces Acquisition of FNB Bancorp in Layton, Utah for $85M in All-Stock Transaction","increase",0.6,0.75,19873,"GLACIER BANCORP INC NEW",4,NA,151,33,2,"2019-01-17",87952,0.979253835976124,1.03901391848922,-1.01593732979617,-3.34795825134568,3.22503037750721,2.95247117744901,1.77978158580123
"Hearing Hawaiian Holdings Spike Attributed To Motley Fool Pick","increase",0.6,0.8,19881,"HAWAIIAN HOLDINGS INC",4,NA,133,29,2,"2019-01-17",81666,7.06522017717362,0.089575327001512,-7.58435590172664,-7.43505969100227,1.52548272162676,2.18882738381001,2.0887771218649
"Cowen & Co. Upgrades Halliburton to Outperform, Lowers Price Target to $35","increase",0.6,0.7,19889,"HALLIBURTON CO",4,NA,141,33,2,"2019-01-17",23819,1.77865289151669,4.36893329024315,3.88349138364732,3.94821762920794,0.0329496833728626,-0.0329279830735274,-1.10749230055451
"HCI Group Raises Quarterly Dividend From $$0.375 To $0.40/Share","increase",0.7,0.85,19897,"H C I GROUP INC",4,NA,136,33,2,"2019-01-17",92780,-0.305751175619662,0.470250565558672,-3.06685745434788,-2.0854639961008,2.33625937253237,3.48028157694256,3.32772074922836
"HCI Raises Qtr Dividend From $0.375 to $0.40/Share","increase",0.7,0.85,19905,"H C I GROUP INC",4,NA,136,33,2,"2019-01-17",92780,-0.305751175619662,0.470250565558672,-3.06685745434788,-2.0854639961008,2.33625937253237,3.48028157694256,3.32772074922836
"Hingham Institution Q4 EPS $2.13 Down From $3.16 YoY","decrease",0.7,0.85,19913,"HINGHAM INSTITUTION FOR SVGS MA",4,NA,146,34,0,"2019-01-17",12189,-0.734439119696617,-0.673998799175024,-7.76871307696249,-5.08285538500367,-0.26340673211962,-0.555277958542433,-0.605003355069844
"RBC Capital Downgrades Hecla Mining to Underperform","decrease",0.7,0.85,19921,"HECLA MINING CO",4,NA,130,30,0,"2019-01-17",32651,-1.99203006923199,-2.03251838684082,1.21951108354634,7.31707572107714,1.20967626571655,-8.39416103366055,-7.38007526693267
"Home BancShares are trading lower after the company missed Q4 EPS and sales estimates.","decrease",0.7,0.85,19929,"HOME BANCSHARES INC",4,NA,136,34,0,"2019-01-17",91356,-5.96453845500946,3.14285270869732,4.34285839461961,5.48570899421323,2.93141975998878,2.93141975998878,2.93141975998878
"Home BancShares Q4 EPS $0.44 Misses $0.45 Estimate, Sales $163.789M Miss $173.66M Estimate","decrease",0.6,0.75,19937,"HOME BANCSHARES INC",4,NA,151,30,0,"2019-01-17",91356,-5.96453845500946,3.14285270869732,4.34285839461961,5.48570899421323,2.93141975998878,2.93141975998878,2.93141975998878
"UBS Initiates Coverage On Henry Schein with Sell Rating, Announces $73 Price Target","decrease",0.7,0.85,19945,"SCHEIN HENRY INC",4,NA,140,30,0,"2019-01-17",82581,-2.12553702294827,1.30302030593157,-1.31578790748699,-1.32856533089207,-1.42962289974093,0.0500387399624768,0.275829077167322
"Stephens & Co. Initiates Coverage On HubSpot with Overweight Rating, Announces $191 Price Target","increase",0.7,0.85,19953,"HUBSPOT INC",4,NA,137,33,2,"2019-01-17",14970,3.30481119453907,3.69999930262566,1.20884113262871,6.67201342688777,-0.760014075785875,2.91110904912097,3.52857302516665
"Independent Bank Q4 Adj. EPS $1.29 Beats $1.20 Estimate","increase",0.7,0.85,19961,"INDEPENDENT BANK CORP MA",4,NA,139,29,2,"2019-01-17",10252,1.65986567735672,2.04764287918806,4.2960373509753,8.15042331558127,1.68788209557533,2.75409090152035,2.36768362871005
"JB Hunt Transport Services Shares Resume Trade","uncertain",0.5,0.6,19969,"HUNT J B TRANSPORT SERVICES INC",4,NA,131,34,1,"2019-01-17",42877,3.06343603879213,6.1949584633112,4.4435572807167,7.91633663241196,-0.133915198966861,-1.08152753465242,-0.543707781165048
"JB Hunt Transport Q4 EPS $0.81 Does Not Compare To $1.50 Estimate, Sales $2.318B Beat $2.31B Estimate","decrease",0.6,0.75,19977,"HUNT J B TRANSPORT SERVICES INC",4,NA,157,30,0,"2019-01-17",42877,3.06343603879213,6.1949584633112,4.4435572807167,7.91633663241196,-0.133915198966861,-1.08152753465242,-0.543707781165048
"Q4 Earnings Outlook For JB Hunt Transport","uncertain",0.3,0.6,19985,"HUNT J B TRANSPORT SERVICES INC",4,NA,132,34,1,"2019-01-17",42877,3.06343603879213,6.1949584633112,4.4435572807167,7.91633663241196,-0.133915198966861,-1.08152753465242,-0.543707781165048
"JD.com Option Alert: Jun 21 $30 Calls Sweep (15) near the Ask: 503 @ $0.6 vs 19425 OI; Earnings 3/1 Before Open [est] Ref=$22.1799","increase",0.6,0.7,19993,"J D COM INC",4,NA,165,33,2,"2019-01-17",14655,-0.850875675678253,5.0587210804224,6.72989953018579,11.2466113496373,0.359550211578608,1.31578487611046,-2.40384308680116
"MediPharm Labs, Pure Global Cannabis, Weekend Unlimited, Plus Products, Trulieve Make Elevator Pitches","uncertain",0.3,0.6,20001,"JOHNSON & JOHNSON",4,NA,141,34,1,"2019-01-17",22111,0.820058677345514,1.23945008963346,-0.666202398993665,3.95847916738306,-1.02041382342577,-0.187095046674557,-1.31792423831116
"Johnson & Johnson Announces Research Study With Apple Watch To Help Improve AFib Outcomes Including Stroke Prevention","increase",0.6,0.8,20009,"JOHNSON & JOHNSON",4,NA,136,29,2,"2019-01-17",22111,0.820058677345514,1.23945008963346,-0.666202398993665,3.95847916738306,-1.02041382342577,-0.187095046674557,-1.31792423831116
"Kinder Morgan Considering Sale Of Carbon Dioxide Business; Kinder Morgan's Carbon Dioxide Business Could Be Valued At Over $5b In A Sale","increase",0.6,0.75,20025,"KINDER MORGAN INC",4,NA,147,33,2,"2019-01-17",12558,1.43102463334799,1.63657404482365,0.112869330228604,4.70020099950719,0.866048596799374,1.39291799425438,2.10402501651181
"Kandi Technologies Group Plans to Ship Two of its Models to the U.S.","increase",0.6,0.75,20033,"KANDI TECHNOLOGIES GROUP INC",4,NA,139,33,2,"2019-01-17",92589,-0.199605361558497,1.40000339597464,4.39999589066604,11.4000034781343,-6.35513439774513,-7.05008636965052,-6.35513441563018
"A Day Trader Profile: 'Trade The Ticker, Not The Company'","uncertain",0.3,0.6,20041,"LAKELAND INDUSTRIES INC",4,NA,136,34,1,"2019-01-17",10645,-1.73611771315336,2.03180648386478,-3.26855037269843,-2.38515473461391,1.85676421970129,2.30906064498198,-0.346020284306559
"UBS Initiates Coverage On Laboratory Corp with Buy Rating, Announces $169 Price Target","increase",0.7,0.85,20049,"LABORATORY CORP AMERICA HLDGS",4,NA,145,29,2,"2019-01-17",12062,2.44641043245792,1.80393513292074,1.58213781834668,4.23629404925929,-0.459891883656383,0.670991177239255,0.0833843549852275
"Zymeworks to Receive an 8M Milestone Payment from Eli Lilly","uncertain",0.3,0.6,20057,"LILLY ELI & CO",4,NA,138,34,1,"2019-01-17",50876,2.02054847031832,-2.15677004307508,-3.51628248607657,1.45182600664637,-0.247667008079588,1.8486246994108,0.533657076480121
"Eli Lilly And Ablexis Announces Expansion Of Non-Exclusive Perpetual License Agreement; Expanded Rights To Allow For Broader Use Of ALIVAMAB Mouse Platform","increase",0.7,0.8,20065,"LILLY ELI & CO",4,NA,155,33,2,"2019-01-17",50876,2.02054847031832,-2.15677004307508,-3.51628248607657,1.45182600664637,-0.247667008079588,1.8486246994108,0.533657076480121
"Ladenburg Thalmann Is Encouraged By Lipocine's 'Positive interim LPCN 1144 proof-of-concept NASH study data showing a reduction on liver fat based on MRIs'; Reiterates Buy, $5 Target","increase",0.7,0.85,20073,"LIPOCINE INC",4,NA,167,33,2,"2019-01-17",14545,18.2389914989471,-11.1702151596546,-15.4255302615365,-14.361701491193,0.632910756394267,0.632910756394267,0.632910756394267
"'Lipocine fatty liver drug study results don't hold up to scrutiny' -STAT News","decrease",0.7,0.85,20081,"LIPOCINE INC",4,NA,136,34,0,"2019-01-17",14545,18.2389914989471,-11.1702151596546,-15.4255302615365,-14.361701491193,0.632910756394267,0.632910756394267,0.632910756394267
"Lipocine's NASH Candidate Shows Promise In Liver Fat Study","increase",0.6,0.8,20089,"LIPOCINE INC",4,NA,131,29,2,"2019-01-17",14545,18.2389914989471,-11.1702151596546,-15.4255302615365,-14.361701491193,0.632910756394267,0.632910756394267,0.632910756394267
"Lipocine shares are trading higher after the company gave an update on its liver fat study.","increase",0.6,0.8,20097,"LIPOCINE INC",4,NA,136,33,2,"2019-01-17",14545,18.2389914989471,-11.1702151596546,-15.4255302615365,-14.361701491193,0.632910756394267,0.632910756394267,0.632910756394267
"Adam Feuerstein Bearish Tweet on Lipocine: I could conduct another webinar on clinical trial red flags based solely on todays $LPCN... Missing patients (and too few overall), no placebo control, skewed means, arbitrary data cutoffs... VKTX data way better","decrease",0.7,0.85,20105,"LIPOCINE INC",4,NA,174,30,0,"2019-01-17",14545,18.2389914989471,-11.1702151596546,-15.4255302615365,-14.361701491193,0.632910756394267,0.632910756394267,0.632910756394267
"Lexicon Pharmaceuticals Reports FDA Advisory Committee Will Meet Today At 8:00 a.m. ET To Review Sotagliflozin New Drug Application For Treatment Of Type 1 Diabetes","uncertain",0.5,0.7,20121,"LEXICON PHARMACEUTICALS INC",4,NA,164,30,1,"2019-01-17",88173,NA,-22.5974008440971,-42.0779203880915,-37.5324672490825,1.31578827276826,4.76190363824891,2.12201391398286
"Lexicon Pharmaceuticals Shares Halted, News Pending","uncertain",0.5,0.7,20129,"LEXICON PHARMACEUTICALS INC",4,NA,137,34,1,"2019-01-17",88173,NA,-22.5974008440971,-42.0779203880915,-37.5324672490825,1.31578827276826,4.76190363824891,2.12201391398286
"Morgan Stanley: Paypal Is Dominating Bitcoin, Other Digital Wallets","decrease",0.6,0.75,20137,"MASTERCARD INC",4,NA,131,34,0,"2019-01-17",91233,0.778678897768259,1.34965758770704,1.82128604482896,7.25503364437017,0.636067567393184,1.1973656538218,0.954573983508866
"UBS Initiates Coverage On McKesson with Neutral Rating, Announces $134 Price Target","uncertain",0.2,0.6,20161,"MCKESSON H B O C INC",4,NA,144,30,1,"2019-01-17",81061,0.639159325510263,1.83294378221035,2.13843848544062,2.36353595424141,0.446969037875533,1.56955869246096,1.17877763527527
"FDA Issues Dear Doctor Letter On Paclitaxel Stents And Balloon, Cites Deaths; Medtronic Shares Ticking Lower","decrease",0.7,0.85,20169,"MEDTRONIC PLC",4,NA,145,34,0,"2019-01-17",60097,0.701230764389038,-0.342460535466671,-0.66210254423783,0.810501200391567,1.11588872969151,2.64306527939882,2.53418385320048
"Mercury Systems Receives $7M Order For Rugged Servers","increase",0.6,0.8,20177,"MERCURY SYSTEMS INC",4,NA,133,29,2,"2019-01-17",85738,0.540761882439256,1.30327073857188,0.330988500764318,20.211006802285,1.62756387144327,2.10236081733741,-0.0623544662706532
"Morgan Stanley shares are trading lower after the company missed Q4 EPS and sales estimates.","decrease",0.7,0.85,20185,"MORGAN STANLEY DEAN WITTER & CO",4,NA,146,34,0,"2019-01-17",69032,-4.40549068152905,2.72748619318008,1.05807861426102,-0.980013374935384,3.75466533005238,4.73164331800804,6.5884040139939
"A Look At Morgan Stanley's Big Q4 Earnings Miss","decrease",0.7,0.85,20193,"MORGAN STANLEY DEAN WITTER & CO",4,NA,141,30,0,"2019-01-17",69032,-4.40549068152905,2.72748619318008,1.05807861426102,-0.980013374935384,3.75466533005238,4.73164331800804,6.5884040139939
"With Earnings Miss, Morgan Stanley CEO Comments: ""In 2018 we achieved record revenues and earnings, and growth across each of our business segments – despite a challenging fourth quarter.""","uncertain",0.3,0.7,20201,"MORGAN STANLEY DEAN WITTER & CO",4,NA,165,30,1,"2019-01-17",69032,-4.40549068152905,2.72748619318008,1.05807861426102,-0.980013374935384,3.75466533005238,4.73164331800804,6.5884040139939
"Morgan Stanley Q4 Adj. EPS $0.73 Misses $0.92 Estimate","decrease",0.7,0.85,20209,"MORGAN STANLEY DEAN WITTER & CO",4,NA,148,30,0,"2019-01-17",69032,-4.40549068152905,2.72748619318008,1.05807861426102,-0.980013374935384,3.75466533005238,4.73164331800804,6.5884040139939
"Morgan Stanley Q4 EPS $0.80 Misses $0.92 Estimate, Sales $8.548B Miss $9.43B Estimate, May Not Compare","decrease",0.7,0.85,20217,"MORGAN STANLEY DEAN WITTER & CO",4,NA,164,30,0,"2019-01-17",69032,-4.40549068152905,2.72748619318008,1.05807861426102,-0.980013374935384,3.75466533005238,4.73164331800804,6.5884040139939
"M&T Bank shares are trading higher after the company reported Q4 EPS of $3.79 compared to the $3.50 analyst estimate.","increase",0.7,0.85,20225,"M & T BANK CORP",4,NA,148,29,2,"2019-01-17",35554,5.69227337837219,1.45823759958148,3.12480285257572,0.484034874513783,1.96104403585196,2.23782107102111,2.39374085066872
"MGIC Investment Q4 EPS $0.42 Beats $0.39 Estimate, Sales $285.633M Miss $285.97M Estimate","uncertain",0.3,0.6,20241,"M G I C INVESTMENT CORP WIS",4,NA,158,30,1,"2019-01-17",76804,1.04076229035854,0.94421124085784,3.43348130043695,8.06867422247142,2.397864125669,4.34388714827818,3.96753444244282
"Cowen & Co. Downgrades Nabors Industries to Market Perform","decrease",0.7,0.85,20249,"NABORS INDUSTRIES LTD",4,NA,132,34,0,"2019-01-17",29102,3.97112406790257,6.24999366700649,0.694443509410303,8.68055506029528,-5.46075366437435,-1.77304784038774,-1.77304784038774
"Netflix Shares Fall On Mixed Q4 Earnings","decrease",0.6,0.8,20257,"NETFLIX INC",4,NA,124,34,0,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Netflix Reports Q4 Average Paid Memberships Up 26% YoY","increase",0.7,0.85,20265,"NETFLIX INC",4,NA,130,29,2,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Netflix Sees Q1 Global Paid Net Additions of 8.9M","increase",0.7,0.85,20281,"NETFLIX INC",4,NA,132,33,2,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Netflix Adds 8.8M Paid Memberships in Q4, 1.5M in the US","increase",0.7,0.85,20297,"NETFLIX INC",4,NA,138,33,2,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Netflix To Report Q4 Earnings After The Closing Bell; Co. Historically Issues Its Report Around 4:05 p.m. ET","uncertain",0.3,0.6,20305,"NETFLIX INC",4,NA,142,34,1,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Fitch Says U.S. Media's Direct-To-Consumer Pivot Fuels Netflix Price Move","increase",0.6,0.75,20313,"NETFLIX INC",4,NA,134,29,2,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Dan Nathan Is A Seller Of Netflix Ahead Of Earnings","decrease",0.6,0.75,20321,"NETFLIX INC",4,NA,126,34,0,"2019-01-17",89393,0.512247858569026,-3.98935303092003,-4.28664855765896,-3.777002734501,-0.916422251611948,5.54154229438828,4.0878039381318
"Nautilus shares are trading lower after the company issued weak Q4 and FY18 guidance.","decrease",0.7,0.85,20329,"NAUTILUS INC",4,NA,134,30,0,"2019-01-17",86889,1.72562394291162,-40.4580146074295,-35.1993216801244,-35.1993216932369,3.57462540268898,5.17241075248389,3.94619316869507
"Northwest Pipe wins 'Large' Supply Position on the River Supply Conduit Program","increase",0.7,0.8,20353,"NORTHWEST PIPE CO",4,NA,132,29,2,"2019-01-17",82599,-0.399645417928696,2.63040643185377,-4.01248129733337,2.76415067815394,1.03185074403882,-0.573947746195547,-2.04436418553171
"Omeros Finalizes Clinical Plan For Kidney Disease Treatment, Reports Additional Positive Phase 2 Data","increase",0.7,0.8,20369,"OMEROS CORP",4,NA,137,29,2,"2019-01-17",93085,0.154794927220792,3.78671362996101,2.16383846054999,5.25502532920703,-7.71428495645523,2.21518799727258,7.21991626926195
"Omeros Finalizes With FDA Clinical Plan For OMS721 Approval In IgA Nephropathy; Drug Appeared Well Tolerated With No Safety Concerns, Showed 61% Reduction In Proteinuria From Baseline","increase",0.7,0.85,20377,"OMEROS CORP",4,NA,164,33,2,"2019-01-17",93085,0.154794927220792,3.78671362996101,2.16383846054999,5.25502532920703,-7.71428495645523,2.21518799727258,7.21991626926195
"UBS Initiates Coverage On Owens & Minor with Neutral Rating, Announces $8 Price Target","uncertain",0.3,0.6,20385,"OWENS & MINOR INC NEW",4,NA,140,34,1,"2019-01-17",60186,-3.93185056746006,-0.818553101271391,3.68349240489831,2.86493928882892,1.46276773884892,1.59786794289478,3.66847787405242
"Ocean Power Technologies Receives $0.9M of Funding From the New jersey Economic Development Authority","increase",0.6,0.8,20393,"OCEAN POWER TECHNOLOGIES INC",4,NA,143,29,2,"2019-01-17",91964,-1.19403228163719,5.67975528538227,-9.87008805535791,-8.45921386458938,1.76184959709644,-10.1876639446546,-12.1887274714906
"PacWest Bancorp Q4 EPS $0.93 Beats $0.92 Estimate","increase",0.6,0.75,20401,"PACWEST BANCORP DE",4,NA,139,29,2,"2019-01-17",88343,0.760957505553961,2.99478564411402,1.64061782486034,2.65624112254184,2.91655920445919,4.29666030857956,5.01515476345129
"Leerink Swann Initiates Coverage On Puma Biotechnology with Market Perform Rating","uncertain",0.3,0.6,20409,"PUMA BIOTECHNOLOGY INC",4,NA,138,34,1,"2019-01-17",13621,0.552701903507113,-0.981546938419342,5.37888046333048,9.46211184531609,4.62619103491306,11.8816280592788,8.29414527964467
"PG&E Option Alert: Feb 15 $10 Calls Sweep (16) near the Ask: 3000 @ $0.451 vs 11564 OI; Earnings 2/8 Before Open [est] Ref=$6.7","increase",0.6,0.7,20417,"P G & E CORP",4,NA,169,33,2,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"PG&E Option Alert: Fri $8 Puts Sweep (7) near the Bid: 1000 @ $0.901 vs 6490 OI; Earnings 2/8 Before Open [est] Ref=$7.255","decrease",0.6,0.75,20425,"P G & E CORP",4,NA,168,34,0,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"Fitch Says Potential PG&E Bankruptcy Should Be Manageable For California's Publicly Owned Utilities In Short To Medium Term","decrease",0.6,0.75,20433,"P G & E CORP",4,NA,143,34,0,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"PG&E Option Alert: Fri $8 Puts Sweep (18) near the Ask: 2619 @ $0.401 vs 6490 OI; Earnings 2/8 Before Open [est] Ref=$7.935","decrease",0.6,0.75,20441,"P G & E CORP",4,NA,168,34,0,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"PG&E Option Alert: Feb 15 $10 Calls Sweep (2) near the Ask: 549 @ $0.801 vs 11564 OI; Earnings 2/8 Before Open [est] Ref=$8.2","uncertain",0.3,0.6,20449,"P G & E CORP",4,NA,168,34,1,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"PG&E Option Alert: Fri $8 Calls Sweep (18) near the Bid: 1000 @ $0.551 vs 13380 OI; Earnings 2/8 Before Open [est] Ref=$8.1","increase",0.6,0.7,20457,"P G & E CORP",4,NA,167,33,2,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"PG&E shares are trading higher after hedge fund BlueMountain Capital published an open letter encouraging the company not to file for bankruptcy.","increase",0.6,0.8,20465,"P G & E CORP",4,NA,144,29,2,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
"BlueMountain Capital Management Sends a Letter to Pacific Gas and Electric Urging the Company Not to Declare Bankruptcy","increase",0.6,0.7,20473,"P G & E CORP",4,NA,140,33,2,"2019-01-17",13688,-9.53058376908302,13.6792436242104,85.0629008991814,105.660376689118,1.73661895096302,-16.1097838832958,-60.034109524838
