"headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","headline.type"
"Agile Therapeutics shares are trading higher after the company announced that its Twirla product met its primary endpoint for adhesion strength.",0.75,0.85,5541,"AGILE THERAPEUTICS INC",3,NA,148,24,2,"2019-02-11",14645,1.70786734670401,9.36809629201889,13.7870047831874,3.67874337261331,5.41276969015598,5.4752282871392,8.0228186000391,"increase"
"Agile Therapeutics' Twirla Met its Primary Endpoint",0.7,0.85,5549,"AGILE THERAPEUTICS INC",3,NA,135,35,2,"2019-02-11",14645,1.70786734670401,9.36809629201889,13.7870047831874,3.67874337261331,5.41276969015598,5.4752282871392,8.0228186000391,"increase"
"Argan shares are trading higher after the company's subsidiary Gemma Power Systems entered into an EPC contract and received a limited notice to proceed for 1.8-gigawatt power project.",0.75,0.85,5557,"ARGAN INC",3,NA,150,35,2,"2019-02-05",64785,13.911584019661,-0.864796154201031,0.843707056357546,2.02488727261247,-0.904764421284199,-1.42113279151317,-1.30424295644087,"increase"
"Argan, Inc.'s Wholly Owned Subsidiary Gemma Power Systems Enters Into EPC Contract And Receives Limited Notice To Proceed For 1.8 Gigawatt Power Project",0.75,0.85,5565,"ARGAN INC",3,NA,151,35,2,"2019-02-05",64785,13.911584019661,-0.864796154201031,0.843707056357546,2.02488727261247,-0.904764421284199,-1.42113279151317,-1.30424295644087,"increase"
"Armada Hoffler Properties Raises Qtr. Dividend From $0.20 To $0.21/Share",0.6,0.85,5573,"ARMADA HOFFLER PROPERTIES INC",3,NA,145,35,2,"2019-02-21",13887,-0.707399426028132,1.23057346791029,-0.906731809761796,-2.13730526421966,-0.128448964096606,0.582148461832044,1.03963510571272,"increase"
"Ashford Hospitality Trust Q4 Adj. FFO $0.18 Down From $0.24 YoY, Sales $343.488M Beat $343.47M Estimate",0.5,0.7,5581,"ASHFORD HOSPITALITY TRUST INC",3,NA,161,35,0,"2019-02-28",89803,0.374531466513872,-10.2611973881721,-14.5522423445498,-11.9403045212183,-0.186911260243505,-2.37659312642038,-4.64285283295932,"decrease"
"Argus Downgrades American International Gr to Hold",0.6,0.8,5589,"AMERICAN INTERNATIONAL GROUP INC",3,NA,127,35,0,"2019-02-15",66800,5.29982857406139,1.58318057656288,3.56805796395752,2.81190599329129,-9.03123989701271,-8.30482134566389,-6.64343979501637,"decrease"
"Compass Point Upgrades American International Gr to Buy, Raises Price Target to $56",0.7,0.85,5597,"AMERICAN INTERNATIONAL GROUP INC",3,NA,133,35,2,"2019-02-15",66800,5.29982857406139,1.58318057656288,3.56805796395752,2.81190599329129,-9.03123989701271,-8.30482134566389,-6.64343979501637,"increase"
"American International Group shares are trading lower after the company reported Q4 EPS of $(0.63) versus the positive $0.57 EPS  last year; the company reported larger catastrophe losses and weaker market performace.",0.8,0.9,5605,"AMERICAN INTERNATIONAL GROUP INC",3,NA,160,35,0,"2019-02-14",66800,-9.03123989701271,5.29982857406139,6.66832637425401,7.56407305136428,0.798536278307438,2.62485725791257,4.07538155934026,"decrease"
"CORRECTION: AIG Q4 Adj. EPS $(0.63) vs $0.57 In Same Qtr. Last Year",0.8,0.9,5613,"AMERICAN INTERNATIONAL GROUP INC",3,NA,145,35,0,"2019-02-13",66800,0.798536278307438,-9.03123989701271,-2.64826198663538,-2.21819769378405,1.81185267865658,3.25088577872337,2.33481184717099,"decrease"
"AIG Raises Buyback Plan To $2B",0.7,0.85,5621,"AMERICAN INTERNATIONAL GROUP INC",3,NA,127,35,2,"2019-02-13",66800,0.798536278307438,-9.03123989701271,-2.64826198663538,-2.21819769378405,1.81185267865658,3.25088577872337,2.33481184717099,"increase"
"Credit Suisse Initiates Coverage On American International Gr with Neutral Rating, Announces $46 Price Target",0.3,0.6,5637,"AMERICAN INTERNATIONAL GROUP INC",3,NA,135,35,1,"2019-02-05",66800,-0.77272760681808,-0.0229004159336909,0.389376941962016,-0.847455598457614,0.410772021859884,1.78117156015145,2.77972103738764,"uncertain"
"Ashford Inc. Common Stock Q4 EPS $2.20 Beats $1.15 Estimate, Sales $50.976M Beat $42.97M Estimate",0.8,0.9,5653,"ASHFORD INC",3,NA,148,35,2,"2019-02-28",15028,0.0818050350062549,4.49566803872585,-6.31027773420446,-3.28592178847145,5.67995123565197,5.36114566167425,2.32713761209677,"increase"
"Air T 8-K Shows Co.'s Contrail Aviation Support 79%-Owned Subsidiary Sold 2 Used CFMI CFM56-7B22 Aircraft Engines For $8M+",0.6,0.8,5669,"AIR T INC",3,NA,152,35,2,"2019-02-04",11368,-3.0424602329731,0,-0.927583302123724,3.44827573006969,-0.316617963835597,-1.6765293941813,1.9427391950652,"increase"
"SunTrust Robinson Humphrey Downgrades Apartment Inv & Mgmt to Hold",0.6,0.8,5677,"APARTMENT INVESTMENT & MGMT CO",3,NA,140,35,0,"2019-02-25",80711,-1.44202122464776,0.243858457542956,0.711242145542523,1.25991209286962,0.705926725640893,3.21463620986777,1.74487493719353,"decrease"
"Barclays Downgrades Apartment Inv & Mgmt to Equal-Weight, Announces $49 Price Target",0.7,0.8,5685,"APARTMENT INVESTMENT & MGMT CO",3,NA,146,25,0,"2019-02-04",80711,0.692888023331761,-0.121435686014593,-0.323820776661621,0.910748375384429,-0.908725243061781,-0.567373389718406,-0.34525173511537,"decrease"
"Arthur J. Gallagher & Co. Acquires Surety Solutions, LLC And Agency Multiplied, Inc.; Financial Terms Not Disclosed",0.7,0.8,5701,"GALLAGHER ARTHUR J & CO",3,NA,154,35,2,"2019-02-12",38093,-0.250340416096151,-0.188231293577701,1.00388426115334,1.04152866612675,1.34466262534261,2.43621180168083,1.90050745245724,"increase"
"Akebia Therapeutics Option Alert: Apr 18 $7.5 Calls Sweep (2) near the Ask: 504 @ $0.825 vs 635 OI; Earnings 3/11 After Close [est] Ref=$7.227",0.6,0.75,5709,"AKEBIA THERAPEUTICS INC",3,NA,179,35,2,"2019-02-27",14531,3.7815123796463,-1.75438113510609,-2.96895822465408,7.55735395621115,-4.28954660892487,-2.45902057801288,10.0154100820461,"increase"
"Acadia Realty Trust Sees FY19 EPS $0.35-$0.46 vs $0.40 Est., FFO $1.34-$1.46",0.4,0.6,5717,"ACADIA REALTY TRUST",3,NA,153,35,1,"2019-02-13",79235,0.64494414255023,-0.505900895223022,-1.07925696485612,-3.91230980315449,-0.573743088170886,0.340594306955411,0.959557183225468,"uncertain"
"Air Lease Q4 Adj. EPS $1.65 Beats $1.23 Estimate, Sales $449.981M Miss $454.62M Estimate",0.4,0.6,5733,"AIR LEASE CORP",3,NA,148,35,1,"2019-02-21",12641,-1.33089330047369,1.11081236973405,-1.19016335430133,-7.66993251071418,-0.725385453552008,0.052220517417556,0.762558301677374,"uncertain"
"Albemarle Raises Quarterly Dividend From $0.335 To $0.3675/Share",0.7,0.85,5741,"ALBEMARLE CORP",3,NA,140,35,2,"2019-02-26",80191,-0.622474262490869,1.40659203752875,-3.37362610494125,-6.07692198104198,2.67997235059738,2.58794248933112,10.5784356724151,"increase"
"Deutsche Bank Maintains Hold on Albemarle, Raises Price Target to $95",0.5,0.7,5749,"ALBEMARLE CORP",3,NA,138,35,2,"2019-02-25",80191,2.67997235059738,-0.622474262490869,-3.36354906542297,-6.6178855396873,-0.0896278594154864,7.69231150048302,7.27776189781302,"increase"
"Albemarle Shares Unaffected As Jefferies Cuts Price Target From $150 To $137 In Mid-Day Note; Maintains Buy Rating",0.4,0.7,5757,"ALBEMARLE CORP",3,NA,149,35,0,"2019-02-21",80191,7.78892040252686,-0.0896278594154864,2.27425352556441,-5.22070775774077,-0.384938903152943,1.76968758593807,2.97189687034789,"decrease"
"Albemarle Sees FY19 Adj EPS $6.10-$6.50 vs $6.14 Estimate",0.3,0.6,5765,"ALBEMARLE CORP",3,NA,144,35,1,"2019-02-20",80191,-0.384938903152943,7.78892040252686,11.43581895519,4.2990041961227,2.16295253485441,3.36980747342741,1.7129497924719,"uncertain"
"Albemarle Q4 EPS $1.53 Beats $1.47 Estimate, Sales $921.699M Beat $894.83M Estimate",0.75,0.85,5773,"ALBEMARLE CORP",3,NA,151,35,2,"2019-02-20",80191,-0.384938903152943,7.78892040252686,11.43581895519,4.2990041961227,2.16295253485441,3.36980747342741,1.7129497924719,"increase"
"A Preview Of Albemarle's Q4 Earnings",0.3,0.6,5781,"ALBEMARLE CORP",3,NA,131,35,1,"2019-02-20",80191,-0.384938903152943,7.78892040252686,11.43581895519,4.2990041961227,2.16295253485441,3.36980747342741,1.7129497924719,"uncertain"
"Citigroup Downgrades Albemarle to Neutral, Lowers Price Target to $81",0.8,0.9,5789,"ALBEMARLE CORP",3,NA,139,25,0,"2019-02-05",80191,-0.756654515862465,1.06985094025731,-1.06985090498292,1.83226506344008,0.78720711171627,1.49882207271042,2.15684255238271,"decrease"
"UPDATE: Mizuho Downgrades ALLETE 'based on our view that ALE will face additional execution pressure on its remaining business segments following the decision to sell the US Water Services business in order to maintain the 5%-7% CAGR'",0.7,0.8,5813,"ALLETE INC",3,NA,161,35,0,"2019-02-11",24248,-2.71122511476278,-0.246276659891009,4.31891352689397,6.44761084841985,2.76014637202024,4.493350526799,4.15025442286712,"decrease"
"Mizuho Downgrades ALLETE to Underperform",0.7,0.85,5821,"ALLETE INC",3,NA,124,25,0,"2019-02-11",24248,-2.71122511476278,-0.246276659891009,4.31891352689397,6.44761084841985,2.76014637202024,4.493350526799,4.15025442286712,"decrease"
"Kurita Water Industries Ltd. to Acquire U.S. Water Services from Allete; Terms Not Disclosed",0.5,0.6,5829,"ALLETE INC",3,NA,134,35,1,"2019-02-08",24248,2.76014637202025,-2.71122511476278,0.868031931592239,3.65051377766814,1.68665014207363,1.35276962900996,1.80738134626603,"uncertain"
"ALLETE Raises Qtr. Dividend From $0.56 To $0.5875/Share",0.7,0.85,5845,"ALLETE INC",3,NA,133,35,2,"2019-02-01",24248,-1.97557080537081,0.503851613029838,5.14453061734108,6.0572187174224,1.97482518851757,2.75107548235807,3.44179260990491,"increase"
"Alexander & Baldwin Q4 EPS $(0.97), Sales $299.6M Beat $129.1M Estimate",0.4,0.6,5853,"ALEXANDER & BALDWIN INC NEW",3,NA,151,35,1,"2019-02-27",13429,-0.484460406005382,-6.97768479585648,-9.00608235505302,-5.10951368349453,-0.522084999829531,1.18464420285207,0.855052845623838,"uncertain"
"Alamo Group Inc. To Acquire Dutch Power Company In The Netherlands; Terms Not Disclosed",0.6,0.75,5869,"ALAMO GROUP INC",3,NA,135,35,2,"2019-02-21",78950,1.28371361643076,0.884015206247568,2.28991548872777,2.71594759335405,2.8856810182333,4.18070746046564,5.91864778025102,"increase"
"UBS Downgrades Align Technology to Neutral",0.6,0.8,5877,"ALIGN TECHNOLOGY INC",3,NA,124,35,0,"2019-02-14",88860,-0.436770310625434,1.67896579951048,1.29212580441478,5.02492772420944,-0.971217826008797,2.97665220888721,4.3894601495664,"decrease"
"Allegiant Reports January RPMs Down 1.5% YoY, ASMs Down 1.6% YoY",0.6,0.8,5885,"ALLEGIANT TRAVEL CO",3,NA,147,35,0,"2019-02-08",91659,-0.264472980052233,1.0680703446269,2.54125825273988,3.79346607971154,0.762453768402338,0.250402340363287,-2.09307619146156,"decrease"
"Imperial Capital Upgrades Allegiant Travel to Outperform, Raises Price Target to $168",0.8,0.9,5893,"ALLEGIANT TRAVEL CO",3,NA,139,35,2,"2019-02-01",91659,4.50000464916229,2.34081149101257,-0.0662582629840313,2.47331619617963,3.38794514536858,3.99999998986602,4.79645045198072,"increase"
"Alkermes Reports Initiation Of Clinical Study Of ALKS 4230 Administered Subcutaneously In Patients With Advanced Solid Tumors",0.7,0.8,5917,"ALKERMES PLC",3,NA,146,35,2,"2019-02-26",76736,-0.992411468178034,0.854955613613129,-1.65093628171731,-2.24056112192551,2.48279385268688,5.18881987265991,2.72863532212815,"increase"
"Alkermes And Clovis Oncology Initiate Research Collaboration To Explore Combination Cancer Therapies",0.7,0.8,5925,"ALKERMES PLC",3,NA,135,35,2,"2019-02-19",76736,4.76336553692818,-2.17072945088148,-0.498685791203712,-2.14138908826228,0.123079738114029,-1.15430522842045,0.774233470636698,"increase"
"Alkermes Sees FY19 Sales Of Proprietary Products Up ~24% Year Over Year",0.7,0.85,5933,"ALKERMES PLC",3,NA,137,35,2,"2019-02-14",76736,-1.27581469714642,0.123079738114029,2.86153931514681,5.96922646748659,1.95105988532305,4.90758147844357,6.70987941123462,"increase"
"Alkermes Receives Complete Response Letter From FDA For ALKS 5461 New Drug Application; FDA Said It Is Unable To Approve Drug In Its Current Form And Is Requesting Additional Clinical Data",0.8,0.9,5949,"ALKERMES PLC",3,NA,158,35,0,"2019-02-01",76736,0.638889288529754,0.302292825654149,-6.7412371727863,-1.63240865483972,0.213413708843291,0.642985569197019,0.983102001727865,"decrease"
"Allstate Raises Quarterly Dividend From $0.46 To $0.50/Share",0.7,0.85,5957,"ALLSTATE CORP",3,NA,132,35,2,"2019-02-08",79323,0.140796334017068,0.0757080852054059,2.07657173109319,2.63898174394586,-0.248482846654951,3.78822251873938,3.97522367783005,"increase"
"Allstate shares are trading higher after the company reported Q4 EPS of $1.23, beating the $1.16 estimate and Q4 sales of $9.48 billion, beating the $8.23 billion estimate.",0.8,0.9,5965,"ALLSTATE CORP",3,NA,160,35,2,"2019-02-06",79323,4.04676087200642,-0.248482846654951,1.55575033676536,2.23638701733886,0.180175702553242,0.157621467250246,1.24046470326304,"increase"
"Q4 Earnings Preview For Allstate",0.4,0.6,5981,"ALLSTATE CORP",3,NA,122,35,1,"2019-02-05",79323,0.180175702553242,4.04676087200642,4.44020299934589,6.85701277689417,-0.0225136711378581,1.05838205340938,1.67163590282076,"uncertain"
"Imperial Capital Downgrades Allegion to In-Line, Raises Price Target to $96",0.6,0.8,5989,"ALLEGION PLC",3,NA,133,35,0,"2019-02-25",14297,-1.11482720822096,-0.067640992347151,1.67982589353006,-0.135281879674343,1.66609268635511,1.98976704031015,1.90865760007977,"decrease"
"Allegion Earlier Reported Q4 EPS $1.22, Inline, Sales $702.4M Miss $702.49M Estimate",0.3,0.7,6013,"ALLEGION PLC",3,NA,144,35,0,"2019-02-19",14297,-3.86631824076176,-0.0795270374510437,0.704388603328376,2.1813292114307,-0.130893045570701,-2.35682966846057,-1.59071729378976,"decrease"
"Allegion Raises Qtr Dividend From $0.21 to $0.27/Share",0.7,0.85,6021,"ALLEGION PLC",3,NA,134,35,2,"2019-02-06",14297,0.606061657890678,1.22712906450033,4.60731505523144,-1.57295413120436,2.08524260669947,2.70893199959086,3.77358239450676,"increase"
"Allot shares are trading higher after the company reported Q4 EPS of $(0.01), beating the $(0.03) estimate and sales of $26.89 million, beating the $25.18 million estimate; the company also issued strong FY19 sales guidance.",0.7,0.85,6029,"ALLOT LTD",3,NA,167,35,2,"2019-02-05",91604,9.84307527542114,0,-5.32467347429196,-3.89610025456488,0.142860412597656,0.286129586885497,3.85185536285109,"increase"
"Sandler O'Neill Upgrades Ally Financial to Buy",0.7,0.85,6053,"ALLY FINANCIAL INC",3,NA,130,35,2,"2019-02-26",14558,1.05899684131145,-0.336826918646693,-0.0748448203804819,-0.598801782453484,-1.89239419996738,-2.11032844017247,-2.68678529953208,"increase"
"UPDATE: Alnylam Sees Topline Phase 3 Readout Data Early 2019",0.5,0.6,6061,"ALNYLAM PHARMACEUTICALS INC",3,NA,146,35,1,"2019-02-06",90178,-0.656137196347117,-1.17416717112064,3.2167284244484,-6.78816407861637,-3.43775674700737,-2.69567108889651,-1.47251958236202,"uncertain"
"Alnylam Highlights Publication Of Phase 1 Givosiran In New England Journal Of Medicine",0.7,0.85,6069,"ALNYLAM PHARMACEUTICALS INC",3,NA,145,35,2,"2019-02-06",90178,-0.656137196347117,-1.17416717112064,3.2167284244484,-6.78816407861637,-3.43775674700737,-2.69567108889651,-1.47251958236202,"increase"
"Allison Transmission Guides Down Hard For 2019",0.75,0.85,6077,"ALLISON TRANSMISSION HLDGS INC",3,NA,135,35,0,"2019-02-26",13284,2.57987547665834,-2.74714305996895,-7.47506346045059,-10.3082497004276,-0.158513628412038,1.51087830408516,1.59274379333276,"decrease"
"Allison Transmission Q4 EPS $1.14 Beats $0.98 Estimate, Sales $647M Beat $631.84M Estimate",0.75,0.85,6093,"ALLISON TRANSMISSION HLDGS INC",3,NA,153,35,2,"2019-02-25",13284,-0.158513628412038,2.57987547665834,-4.07283100085125,-7.21798018284248,1.67204234749079,1.7540378107223,2.14531745145472,"increase"
"Altair Engineering Q4 Adj EPS $0.05 Misses $0.10 Estimate, Sales $103.011M Beat $98.45M Estimate",0.3,0.6,6109,"ALTAIR ENGINEERING INC",3,NA,151,35,1,"2019-02-28",17034,2.21966132521629,2.87648197263479,1.80484877729286,7.92442592430642,-1.58865638077259,5.79444274152872,4.86697947244172,"uncertain"
"Antero Midstream Partners Q4 EPS $1.10 Beats $0.43 Estimate, Sales $281.75M Beat $245.26M Estimate",0.8,0.9,6125,"ANTERO MIDSTREAM CORP",3,NA,153,35,2,"2019-02-13",16738,-0.899549387395382,2.42057256400585,4.99243456974925,-3.40393170381313,3.09119466692209,3.81322770572532,2.61538583924805,"increase"
"Applied Materials shares are trading lower after the company issued Q2 EPS and sales guidance below analyst estimates.",0.7,0.85,6133,"APPLIED MATERIALS INC",3,NA,136,35,0,"2019-02-15",14702,-3.95480394363403,0.511510903015733,1.95239395570606,0.461416029250672,-0.342715787701309,0.0491532346952761,2.03006906033858,"decrease"
"Applied Materials Sees Q2 Adj. EPS $0.62-$0.70 vs $0.78 Estimate, Sales $3.33B-$3.63B vs $3.69B Est.",0.7,0.85,6149,"APPLIED MATERIALS INC",3,NA,159,35,0,"2019-02-14",14702,-0.342715787701309,-3.95480394363403,-2.6474912631515,-4.79551499959529,0.393216637894511,2.3809447214969,2.68979326884668,"decrease"
"AMC Entertainment Hldgs Q4 Adj. EPS $0.53, Sales $1.413B Beat $1.4B Estimate",0.7,0.8,6165,"A M C ENTERTAINMENT HOLDINGS INC",3,NA,153,35,2,"2019-02-28",14328,1.15356780588627,14.0413418412209,5.488242520465,4.60968551783534,2.28613168001175,1.68621359125893,4.10546707740878e-08,"increase"
"Amcor Limited And Bemis Company Receive European Commission Approval For Transaction",0.1,0.7,6173,"A M C ENTERTAINMENT HOLDINGS INC",3,NA,138,35,1,"2019-02-11",14328,-4.00874763727188,0.683372467756271,0.227788278901086,2.96127826588526,3.00300735980272,-0.507612043398808,-2.48755816314625,"uncertain"
"Loop Capital Initiates Coverage On AMC Entertainment Hldgs with Hold Rating, Announces $15 Price Target",0.4,0.6,6181,"A M C ENTERTAINMENT HOLDINGS INC",3,NA,145,35,1,"2019-02-01",14328,-3.13993208110332,1.1275602504611,-3.31218689902607,-2.81888388130938,3.75353917479515,3.24171986600588,4.56816112202802,"uncertain"
"Cooperman's Omega 13F Shows Cut Stake In AMC Networks From ~2.48M Shares To ~806K Shares",0.7,0.8,6197,"A M C NETWORKS INC",3,NA,145,35,0,"2019-02-14",12880,0.462152855470777,2.25253514945507,1.14212789542836,5.31408371144133,2.59973872452974,1.80077980405093,0.965403876158577,"decrease"
"AMETEK Adds $500M To Buyback",0.7,0.85,6205,"AMETEK INC NEW",3,NA,127,35,2,"2019-02-13",85257,1.84897910803556,-1.09177734702826,0.622071224393261,1.0283168947792,1.69624350965023,2.08552548727472,2.96897307864816,"increase"
"AMETEK Sees FY19 Adj. EPS $3.95-$4.05",0.6,0.8,6213,"AMETEK INC NEW",3,NA,135,35,2,"2019-02-05",85257,1.62822883576155,-0.373830134049058,3.25766987442453,6.5554018115523,0.39503239095211,1.09738740742862,1.5291371740831,"increase"
"Ametek Q4 EPS $0.86 Beats $0.84 Estimate, Sales $1.271B Beat $1.26B Estimate",0.7,0.85,6221,"AMETEK INC NEW",3,NA,147,35,2,"2019-02-05",85257,1.62822883576155,-0.373830134049058,3.25766987442453,6.5554018115523,0.39503239095211,1.09738740742862,1.5291371740831,"increase"
"Amedisys Q4 Adj. EPS $0.91 Beats $0.85 Estimate",0.7,0.85,6245,"AMEDISYS INC",3,NA,136,24,2,"2019-02-27",80795,-1.3036091811955,1.34529266506433,-3.72604949749609,-0.326132624248421,-2.06478275358677,-3.54703504792508,-1.92565909568096,"increase"
"Amedisys Reports $100M Buyback",0.7,0.85,6261,"AMEDISYS INC",3,NA,127,35,2,"2019-02-25",80795,-1.51350283995271,-2.06478275358677,-4.63393275584766,-5.68208627613665,1.68100167065859,1.36102247422996,-2.90881755136447,"increase"
"Amedisys Reports Purchase Of RoseRock Healthcare, No Terms Disclosed",0.4,0.6,6269,"AMEDISYS INC",3,NA,132,35,1,"2019-02-19",80795,-2.58405823260546,-4.21250686049461,-6.35267582126244,-7.76186579268031,-1.80926583707333,-0.562087885059681,0.405397718989131,"uncertain"
"Cannabis REIT Innovative Industrial Properties Joins Small-Cap Index",0.2,0.3,6277,"AMEDISYS INC",3,NA,130,35,1,"2019-02-15",80795,-1.80926583707333,-2.58405823260546,-6.84921588610327,-11.1657605834861,1.270158495754,2.25547102274202,5.050733197219,"uncertain"
"Ameriprise Financial Adds $2.5B To Buyback",0.7,0.85,6293,"AMERIPRISE FINANCIAL INC",3,NA,138,35,2,"2019-02-26",90880,-0.712446868419647,0.664118397980928,-0.664118365014743,-4.87786210331206,-2.18696482479572,0.189839793900681,-0.714874676781163,"increase"
"Ampio Receives Initial Response From FDA Regarding Co.'s Proposed Trial",0.4,0.6,6301,"AMPIO PHARMACEUTICALS INC",3,NA,139,35,1,"2019-02-06",12789,-8.86953771114349,-0.424710754305124,5.25570344168922,13.1304146833248,2.27610506117344,17.6437088843242,24.0200041662677,"uncertain"
"A-Mark Precious Metals Q2 EPS $0.08 Misses $0.10 Estimate, Sales $1.101B Miss $1.63B Estimate",0.7,0.85,6309,"A MARK PRECIOUS METALS INC",3,NA,153,35,0,"2019-02-11",14532,-1.74904596060514,0.386998383328319,-1.85758334851445,-3.63777294360809,0.152319145854562,1.07609059772258,1.07609059772258,"decrease"
"American Tower Corp shares are trading slightly higher on continued strength after the company beat Q4 earnings estimates.",0.7,0.85,6325,"AMERICAN TOWER CORP NEW",3,NA,140,24,2,"2019-02-28",86111,1.7032315954566,1.00482786074281,3.17911223212968,6.71019456292301,-0.471214391291142,-0.591171892711306,-1.9419169308507,"increase"
"KeyBanc Maintains Overweight on American Tower, Raises Price Target to $185",0.7,0.85,6333,"AMERICAN TOWER CORP NEW",3,NA,138,35,2,"2019-02-28",86111,1.7032315954566,1.00482786074281,3.17911223212968,6.71019456292301,-0.471214391291142,-0.591171892711306,-1.9419169308507,"increase"
"Oppenheimer Downgrades American Tower to Market Perform",0.6,0.8,6341,"AMERICAN TOWER CORP NEW",3,NA,132,25,0,"2019-02-28",86111,1.7032315954566,1.00482786074281,3.17911223212968,6.71019456292301,-0.471214391291142,-0.591171892711306,-1.9419169308507,"decrease"
"American Tower Sees FY19 Total Property Revenue $7.13B-$7.30B",0.6,0.8,6349,"AMERICAN TOWER CORP NEW",3,NA,140,35,2,"2019-02-27",86111,-0.471214391291142,1.7032315954566,4.87875122584873,8.1004613761849,-0.120525434613228,-1.47766551210775,-1.41067948905265,"increase"
"American Tower Q4 FFO $2.40 Up From $1.64 YoY, Sales $2.132B Beat $2.04B Estimate",0.8,0.9,6357,"AMERICAN TOWER CORP NEW",3,NA,153,35,2,"2019-02-27",86111,-0.471214391291142,1.7032315954566,4.87875122584873,8.1004613761849,-0.120525434613228,-1.47766551210775,-1.41067948905265,"increase"
"KeyBanc Maintains Overweight on American Tower, Raises Price Target to $180",0.7,0.85,6365,"AMERICAN TOWER CORP NEW",3,NA,138,35,2,"2019-02-12",86111,-0.231232517398894,0.643143057823181,2.37557572483593,0.353439096780739,0.324776908382773,0.569740718609113,1.59746348913961,"increase"
"Aemetis Reports Its Universal Biofuels Unit Built Distribution Tanks, Other Infrastructure To Begin Sales Of Biodiesel To Retail Fuel Stations From Kakinada, India Plant",0.7,0.8,6373,"AEMETIS INC",3,NA,150,35,2,"2019-02-15",14689,-3.92156504094601,-8.05102437734604,-9.78571410527548,-7.14285649857409,-4.67290356755257,-7.27273099086467,-2.85714010680383,"increase"
"Aemetis Receives USDA Conditional Commitment For $125M, 20-year Financing Of Riverbank Biorefinery",0.75,0.85,6381,"AEMETIS INC",3,NA,141,35,2,"2019-02-12",14689,4.76191192865372,-2.72727012634277,-15.4545466989135,-17.2727268942323,-1.86916813254356,-3.7005110087307e-08,-3.27038694027297,"increase"
"Aemetis Dairy Biomethene Receives $3M CDFA Grants For Two Dairy Digesters",0.7,0.8,6389,"AEMETIS INC",3,NA,137,35,2,"2019-02-07",14689,-3.27038690447807,1.90477147698402,-2.85714014275166,-8.89523301373687,-5.60869351029396,-5.60869351029396,8.55000021269783,"increase"
"Aemetis shares are trading higher after the company issued a notice of proposed award for a $5 million grant to the Aemetis Riverbank cellulosic ethanol biorefinery.",0.7,0.85,6397,"AEMETIS INC",3,NA,154,35,2,"2019-02-04",14689,14.9999976158142,0,-8.69565447048634,-21.6434784707816,-3.84615026414394,-1.96078238576141,-0.990097991277883,"increase"
"Aemetis Wins a $5M Grant for its Riverbank Biorefinery",0.7,0.85,6405,"AEMETIS INC",3,NA,134,35,2,"2019-02-04",14689,14.9999976158142,0,-8.69565447048634,-21.6434784707816,-3.84615026414394,-1.96078238576141,-0.990097991277883,"increase"
"American Woodmark Q3 Adj. EPS $1.40 vs $1.33 Estimate",0.6,0.8,6413,"AMERICAN WOODMARK CORP",3,NA,139,35,2,"2019-02-26",10501,-0.092189252609387,0.611310778185725,-4.45213463477981,-6.98961680709657,1.34298913180828,1.89033774675511,4.06523490467272,"increase"
"AutoNation Names Carl Liebert CEO, Pres",0.4,0.6,6429,"AUTONATION INC DEL",3,NA,126,35,1,"2019-02-22",76282,-2.99635622650385,-3.89471054077148,-6.28525419856455,-9.72333863621169,-1.86652913689613,-0.749927889061419,-1.79119945112846,"uncertain"
"AutoNation Highlights Implementation Of Corporate, Regional Restructuring, Cost Savings Plan Expected To Reduce Costs By ~$50M Annually",0.7,0.8,6445,"AUTONATION INC DEL",3,NA,142,35,2,"2019-02-22",76282,-2.99635622650385,-3.89471054077148,-6.28525419856455,-9.72333863621169,-1.86652913689613,-0.749927889061419,-1.79119945112846,"increase"
"AutoNation Q4 EPS $1.10 Misses $1.15 Estimate, Sales $5.4B Miss $5.63B Estimate",0.7,0.85,6453,"AUTONATION INC DEL",3,NA,147,35,0,"2019-02-22",76282,-2.99635622650385,-3.89471054077148,-6.28525419856455,-9.72333863621169,-1.86652913689613,-0.749927889061419,-1.79119945112846,"decrease"
"JP Morgan Initiates Coverage On AutoNation with Underweight Rating, Announces $40 Price Target",0.7,0.85,6461,"AUTONATION INC DEL",3,NA,135,35,0,"2019-02-19",76282,-1.0491393506527,1.13783935084939,-7.757952207267,-9.80087219542695,2.08987221121788,2.97760486553236,2.67998008236763,"decrease"
"Seaport Global Initiates Coverage On AutoNation with Neutral Rating",0.3,0.6,6469,"AUTONATION INC DEL",3,NA,129,35,1,"2019-02-13",76282,-0.289018941111863,0.869559962302446,1.13307057239571,-7.08828033475415,2.36686673015356,3.03195121042517,2.09228172143481,"uncertain"
"Arista Networks shares are trading higher after the company reported strong Q4 results and said it expects Q1 revenue of $588 million to $598 million versus the $590 million analyst estimate.",0.7,0.85,6477,"ARISTA NETWORKS INC",3,NA,154,35,2,"2019-02-15",14714,9.62289795279503,2.13296990841627,5.81548583754006,7.7476722031508,1.8527939915657,0.977144791483253,5.06152652824459,"increase"
