"headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","ret","exret","b_mkt","mkt.rf","smb","hml","rf","sum_exret_1","sum_exret_5","sum_exret_10","headline.type"
"Morgan Stanley Maintains Overweight on Quest Diagnostics Incorporated Common Stock, Raises Price Target to $104",0.7,0.8,12426,"QUEST DIAGNOSTICS INC",2,NA,133,29,2,"2019-04-25",84373,1.16723095998168,4.15959864940765,4.77504242239619,1.80489923804998,11.2467732406464,10.5072907007681,-0.5488,-0.3811,0.6663,-0.14,-0.75,-0.19,0.01,0.3767,3.9121,5.2268,"increase"
"Canaccord Genuity Maintains Buy on Quest Diagnostics Incorporated Common Stock, Raises Price Target to $103",0.7,0.8,12434,"QUEST DIAGNOSTICS INC",2,NA,135,33,2,"2019-04-24",84373,-0.548759242519736,1.56183581434741,3.37694885165154,9.27447900176048,8.54810674913526,8.61144090056507,1.8049,1.9134,0.6617,-0.23,0.27,-0.07,0.01,1.5323,3.8051,6.175,"increase"
"Quest Diagnostics Reaffirms FY19 Guidance: Adj. EPS Greater Than $6.40 vs $6.45 Estimate, Sales $7.6B-$7.75B vs $7.68B Est.",0.4,0.7,12450,"QUEST DIAGNOSTICS INC",2,NA,157,30,0,"2019-04-23",84373,1.80489923804998,3.54533220217201,4.93123768425852,-0.664722686633468,-0.606763909791541,-4.38881609698502,9.2745,8.596,0.6653,0.97,0.72,-0.48,0.01,10.5094,11.9876,14.3316,"decrease"
"Quest Diagnostics Q1 Adj. EPS $1.4 Beats $1.36 Estimate, Sales $1.891B Beat $1.87B Estimate",0.7,0.85,12458,"QUEST DIAGNOSTICS INC",2,NA,145,29,2,"2019-04-23",84373,1.80489923804998,3.54533220217201,4.93123768425852,-0.664722686633468,-0.606763909791541,-4.38881609698502,9.2745,8.596,0.6653,0.97,0.72,-0.48,0.01,10.5094,11.9876,14.3316,"increase"
"Jefferies Upgrades Quest Diagnostics to Buy",0.7,0.85,12466,"QUEST DIAGNOSTICS INC",2,NA,123,29,2,"2019-04-02",84373,-0.384952127933502,-0.48920939782432,-1.44061957050589,0.244663283228874,1.22402725802468,1.84159666337649,0.8653,0.908,0.6772,-0.05,-0.13,-0.44,0.01,0.3456,0.084,-1.6975,"increase"
"Susquehanna Downgrades D.R. Horton to Neutral, Raises Price Target to $49",0.6,0.8,12482,"D R HORTON INC",2,NA,134,30,0,"2019-04-17",77661,1.42013914883137,-2.88398468907416,-3.03692254825383,0.594452815130353,0.749724732364965,1.8729100758891,0.1751,0.7768,0.7786,-0.32,-0.7,0.83,0.01,2.3112,-2.1705,-2.3321,"decrease"
"Buckingham Maintains Buy on D.R. Horton, Raises Price Target to $53",0.7,0.8,12490,"D R HORTON INC",2,NA,131,33,2,"2019-04-16",77661,0.175097025930882,2.14488842191105,-2.93280864564038,0.154354353435337,1.27090234598546,3.39175462281551,0.5945,0.345,0.7786,0.13,0.12,0.7,0.01,1.1218,2.3304,-1.9133,"increase"
"Mike Khouw Sees Unusual Options Activity In D.R. Horton",0.4,0.6,12498,"D R HORTON INC",2,NA,128,35,1,"2019-04-11",77661,1.11482720822096,3.50055678329937,-1.89520314099386,1.22119532898068,0.526314756882607,0.872562765582652,2.0942,2.2474,0.7653,0,-0.31,0.41,0.01,3.1304,6.1879,-0.0363,"uncertain"
"JMP Securities Maintains Market Outperform on D.R. Horton, Raises Price Target to $49",0.6,0.8,12506,"D R HORTON INC",2,NA,134,29,2,"2019-04-09",77661,1.22119532898068,5.2764907488529,7.53455400991929,0.344435195438564,2.07895198551531,4.3208435890751,-0.6865,0.1496,0.7602,-0.65,-0.56,-0.14,0.01,0.408,4.2847,6.2701,"increase"
"Danaher shares are trading higher, despite the company cutting FY19 EPS guidance, after the company reported better-than-expected Q1 EPS and sales.",0.5,0.7,12514,"DANAHER CORP",2,NA,141,35,2,"2019-04-18",49680,0.0788878358434885,3.28153040085231,6.16076774475596,-2.57450118660927,-4.3065155404164,-5.12801598140621,1.5135,1.1614,0.8595,0.11,-0.25,-0.51,0.01,0.8056,2.9214,5.7304,"increase"
"Danaher Cuts FY19 Adj. EPS Guidance From $4.75-$4.85 To $4.72-$4.80 vs $4.79 Estimate",0.3,0.8,12522,"DANAHER CORP",2,NA,145,25,0,"2019-04-18",49680,0.0788878358434885,3.28153040085231,6.16076774475596,-2.57450118660927,-4.3065155404164,-5.12801598140621,1.5135,1.1614,0.8595,0.11,-0.25,-0.51,0.01,0.8056,2.9214,5.7304,"decrease"
"Evercore ISI Group Upgrades DHT Holdings, Inc. to Outperform",0.7,0.85,12538,"D H T HOLDINGS INC",2,NA,130,29,2,"2019-04-24",90943,-0.959696527570486,4.03071089556157,8.82917514175963,1.57170761376619,5.29532043000074,4.65587068624433,0.7737,0.7598,0.878,-0.23,0.27,-0.07,0.01,0.6354,5.6156,10.4176,"increase"
"DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47",0.6,0.8,12546,"D H T HOLDINGS INC",2,NA,132,29,2,"2019-04-01",90943,1.52504779398441,6.53594146144965,10.4575165427966,0.677205668762326,-1.32743241914707,-1.97802528689642,2.9148,1.5545,0.98,1.19,-0.3,0.99,0.01,3.4753,6.5431,10.2925,"increase"
"US GDP Exceeds Expectations At 3.2%",0.7,0.8,12554,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,132,24,2,"2019-04-26",85765,0.0376897951355204,-0.139441908354587,-2.04265592675805,-0.522719090804458,-0.731766803440392,-0.203722993260158,0.3062,-0.1424,1.0006,0.53,0.43,0.07,0.01,-0.3541,-0.4942,-0.2384,"increase"
"Joe Biden Officially Throws Hat In The Ring For 2020 Election",0.3,0.5,12562,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,136,30,1,"2019-04-25",85765,0.306202541105449,-0.623745465171244,-2.30219504290905,-0.210146186873317,0.320672312942971,0.135568565307698,-0.5227,-0.5494,1.0011,-0.14,-0.75,-0.19,0.01,-0.6918,-0.943,-0.9061,"uncertain"
"Mueller Report Highlights: The Special Counsel's Conclusions On Russia, Obstruction, Collusion",0.3,0.5,12570,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,140,35,1,"2019-04-18",85765,-0.184512068517506,-0.0828442617924585,-0.222170650527453,0,0.272924150340259,0.174192984823462,0.4489,0.3256,1.0025,0.11,-0.25,-0.51,0.01,-0.0291,-0.8624,-1.2142,"uncertain"
"Fed's Evans Says He Could See A Scenario Where Fed Cuts Rates To Support Inflation But It's Not His Base Case",0.3,0.6,12578,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,144,30,1,"2019-04-15",85765,0.272924150340259,1.07203265281863,0.810324645654537,1.0214283131063,0.944190092593122,0.978929136746976,-0.0985,-0.011,1.0024,-0.09,-0.22,-0.53,0.01,0.073,-0.1295,-0.9795,"uncertain"
"Fed's Clarida Says Fed Does Not See Elevated Recession Risk",0.6,0.8,12586,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,135,35,2,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"increase"
"'the larger balance sheet is being driven by demand for dollars around the world which is growing faster than GDP and by banks having much deeper liquidity, which is a good thing.  We have QE available in the future if we need it.' -Fed's Kashkari",0.5,0.7,12594,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,175,29,2,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"increase"
"'At what cost?  Should we slow the economy and keep people out of the labor market to try to clamp down on buybacks?  Seems like a bad trade to me.' -Fed's Kashkari Tweets",0.3,0.5,12602,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,165,30,1,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"uncertain"
"' believe the biggest banks are still too big to fail. See @MinneapolisFed plan to End TBTF. Fed liquidity rules forcing banks to have ample short-term liquidity makes banks safer- but not safe enough. They need a lot more capital. ' -Fed's Kashkari Tweet",0.3,0.6,12610,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,179,35,1,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"uncertain"
"'We have a dual mandate of stable prices and maximum employment  I have been arguing there is still slack in the labor market (so not yet at maximum employment) and inflation is still below target, so no need to tap the brakes.' -Fed's Kashkari Tweets",0.6,0.8,12618,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,176,29,2,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"increase"
"'Good question. I don't think there is a trade-off. If we keep rates low to spur wage growth that should also translate into lower mortgage costs which should help housing.' -Fed's Kashkari Tweets, When Asked About Balancing Wage Growth And Raising Rates",0.5,0.7,12626,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,174,35,2,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"increase"
"Fed's Bullard Says Would Be In Favor Of Removing 'Patient' Soon In Favor Of More Neutral Language",0.5,0.7,12634,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,143,30,0,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"decrease"
"White House Economic Adviser Kudlow Says White House Is Sticking By Herman Cain As A Candidate For The Fed At The Moment; Kudlow Says He Has Confidence In Powell, Says Interest Rates May Never Rise Again In His Lifetime",0.3,0.6,12642,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,166,35,1,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"uncertain"
"Potential US Federal Reserve Bank Nominee Moore Says He Wants Wage Gains For Workers, Says Stable Prices Should Be Most Important For Fed",0.3,0.5,12650,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,147,35,1,"2019-04-11",85765,1.0214283131063,1.65171149498802,1.56749888500061,0.0344141095411032,-0.615452916033021,-0.969108705110666,-0.0765,-0.207,1.0032,0,-0.31,0.41,0.01,-0.0411,0.4094,-0.7786,"uncertain"
"Vice President Mike Pence Backs Trump's Call To Lower Rates, Citing Low Consumer Inflation; Says Despite His Bullish View Of The State Of Economy, He Backed Trump's Calls For Further Rate Cuts From The Federal Reserve",0.6,0.7,12658,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,165,29,2,"2019-04-10",85765,-0.076457264367491,1.12002779032128,1.18002733906322,-0.649643456563354,-1.00317758002049,-0.860561475781951,0.0344,-0.2144,1.004,0.48,0.97,-0.1,0.01,-0.4214,-0.1306,-0.8506,"increase"
"Mnuchin Says Stephen Moore Contributed Significantly To Trump Economic Program; Says Expects Cain, Moore Will Be Very Good Fed Board Members",0.3,0.5,12666,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,151,30,1,"2019-04-10",85765,-0.076457264367491,1.12002779032128,1.18002733906322,-0.649643456563354,-1.00317758002049,-0.860561475781951,0.0344,-0.2144,1.004,0.48,0.97,-0.1,0.01,-0.4214,-0.1306,-0.8506,"uncertain"
"Minutes Of  Federal Open Market Committee, March 19-20, 2019: Full Statement",0.5,0.5,12674,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,142,35,1,"2019-04-10",85765,-0.076457264367491,1.12002779032128,1.18002733906322,-0.649643456563354,-1.00317758002049,-0.860561475781951,0.0344,-0.2144,1.004,0.48,0.97,-0.1,0.01,-0.4214,-0.1306,-0.8506,"uncertain"
"UPDATE: Moore Says Will Be A Growth Hawk If He Joins Fed, Says Was Critical O Fed's Rate Increase In December",0.3,0.6,12682,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,147,30,1,"2019-04-10",85765,-0.076457264367491,1.12002779032128,1.18002733906322,-0.649643456563354,-1.00317758002049,-0.860561475781951,0.0344,-0.2144,1.004,0.48,0.97,-0.1,0.01,-0.4214,-0.1306,-0.8506,"uncertain"
"IMF Cuts Global Growth Forecast",0.6,0.8,12690,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,128,35,0,"2019-04-09",85765,0.0344141095411032,1.15482734745302,1.74669695374556,-0.35584585275501,-0.212297194048194,0.465649311107663,-0.6496,-0.1229,1.0053,-0.65,-0.56,-0.14,0.01,-0.3373,-0.3054,-0.4241,"decrease"
"US March Payrolls Exceed Forecasts, Unemployment Rate Still 3.8%",0.6,0.8,12698,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,139,35,2,"2019-04-05",85765,-0.35584585275501,-0.0340688408976497,0.4040289794778,0.679388828575611,0.798653474146271,0.529739699214882,0.1441,-0.2557,1.006,0.52,0.53,-0.08,0.01,-0.7832,-1.1616,-1.0658,"increase"
"This Day In Market History: Dr. Martin Luther King Jr. Is Assassinated",0.3,0.7,12706,"SPDR DOW JONES IND AVG ETF TRUST",2,NA,139,35,1,"2019-04-04",85765,0.144061294849962,-0.902268909069737,0.734539706631465,0.118459842633456,-0.148639290625341,1.10755032957779,0.6794,0.4263,1.0076,0.19,0.21,0.93,0.01,0.1706,-0.9012,-0.2848,"uncertain"
"Dine Brands Q1 Earnings Preview",0.3,0.5,12714,"DINE BRANDS GLOBAL INC",2,NA,121,30,1,"2019-04-30",76732,-4.36499267816544,-1.45499734282775,-0.14663287352894,-2.09200456738472,-1.81954081764506,-0.0762524089618077,-3.3468,-2.7792,0.6436,-0.04,-0.7,0.28,0.01,-6.5206,-4.2744,-0.990699999999999,"uncertain"
"Goldman Sachs Downgrades Delek US Hldgs to Neutral, Lowers Price Target to $42",0.7,0.85,12722,"DELEK U S HOLDINGS INC NEW",2,NA,142,30,0,"2019-04-16",91215,1.81325618177652,2.46278709169507,-3.16644665810838,-4.11554351449013,-3.09997610760585,-0.92446443826969,-1.4929,-2.0389,1.4658,0.13,0.12,0.7,0.01,0.4146,0.0842000000000003,-4.6951,"decrease"
"Delek Logistics Partners Raises Quarterly Distribution From $0.81 To $0.82/Share",0.6,0.8,12730,"DELEK LOGISTICS PARTNERS L P",2,NA,139,35,2,"2019-04-26",13681,1.03285759687424,2.72300133662893,1.16238122981356,-1.68573558330536,-2.27408251636588,-3.94117694924676,-2.1739,-2.4709,0.6007,0.53,0.43,0.07,0.01,-1.5859,0.0992000000000002,0.0554000000000001,"increase"
"Citigroup Reinstates Neutral on Dick's Sporting Goods",0.3,0.6,12738,"DICKS SPORTING GOODS INC",2,NA,125,35,1,"2019-04-10",89540,-1.18990205228329,-3.2540071021954,-7.13938473005894,-0.17224334878847,0.970630607177525,2.32029788337942,1.5036,0.1684,0.9796,0.48,0.97,-0.1,0.01,-1.1556,-4.0464,-6.5552,"uncertain"
"Dick's Sporting Goods Option Alert: Apr 18 $42 Calls at the Ask: 1500 @ $0.3 vs 2297 OI; Earnings 5/29 Before Open [est] Ref=$40.455",0.6,0.7,12746,"DICKS SPORTING GOODS INC",2,NA,161,35,2,"2019-04-05",89540,1.14484587684274,0.746638208118533,-5.47536272536888,3.60596030950546,3.36288022904119,4.67265148304739,1.3367,0.3643,1.0113,0.52,0.53,-0.08,0.01,1.5928,0.2512,-4.4608,"increase"
"Digital Realty Trust shares trading lower following a Q1 beat but conservative FY19 FFO guidance.",0.6,0.8,12754,"DIGITAL REALTY TRUST INC",2,NA,130,35,0,"2019-04-26",90373,0.282560009509325,3.34788584173709,0.676428453425926,0.461173430085182,2.13980779398846,0.360194702690486,-2.5207,-2.6567,0.5218,0.53,0.43,0.07,0.01,-2.3767,0.716400000000001,-0.8144,"decrease"
"Jefferies Downgrades Digital Realty Trust, Inc. Common Stock to Hold",0.6,0.8,12770,"DIGITAL REALTY TRUST INC",2,NA,128,30,0,"2019-04-23",90373,1.67092848569155,0.34952785777187,0.102297650470007,-0.888335146009922,0.218262702529692,0.260349029071505,-1.7423,-2.0927,0.5298,0.97,0.72,-0.48,0.01,-0.2268,-2.041,-0.808599999999999,"decrease"
"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Inc. - Common Stock, Raises Price Target to $101",0.5,0.7,12778,"DOLLAR TREE INC",2,NA,135,35,2,"2019-04-24",81481,0.499050039798021,-0.508118672412539,-3.72016931648139,1.01664150133729,0.57974127065421,1.20370648578114,0.8326,0.9314,0.5644,-0.23,0.27,-0.07,0.01,1.623,0.5748,-2.0252,"increase"
"Dollar Tree shares are trading lower after Loop Capital downgraded the stock from Buy to Hold and lowered the price target from $115 to $105.",0.7,0.9,12786,"DOLLAR TREE INC",2,NA,141,30,0,"2019-04-08",81481,0.15618511242792,4.26590680782062,6.69660330445652,0.340812862850726,1.22242269510191,1.80577971273639,-3.3494,-3.3793,0.5708,0.08,-0.29,0.1,0.01,-2.765,0.622,2.4436,"decrease"
"UPDATE: Loop Capital Downgrades Dollar Tree To Hold, Lowers Target 'based on Starboard Value's withdrawal of its seven nominees to the company's board of directors' As Firm Now Thinks It's Very Unlikely Co. Puts Family Dollar Up For Sale",0.6,0.8,12794,"DOLLAR TREE INC",2,NA,164,30,0,"2019-04-08",81481,0.15618511242792,4.26590680782062,6.69660330445652,0.340812862850726,1.22242269510191,1.80577971273639,-3.3494,-3.3793,0.5708,0.08,-0.29,0.1,0.01,-2.765,0.622,2.4436,"decrease"
"Loop Capital Downgrades Dollar Tree to Hold, Lowers Price Target to $105",0.7,0.8,12802,"DOLLAR TREE INC",2,NA,129,30,0,"2019-04-08",81481,0.15618511242792,4.26590680782062,6.69660330445652,0.340812862850726,1.22242269510191,1.80577971273639,-3.3494,-3.3793,0.5708,0.08,-0.29,0.1,0.01,-2.765,0.622,2.4436,"decrease"
"Denison Announces Five-Year Management Services Agreement With Uranium Participation Corporation",0.7,0.8,12826,"DENISON MINES CORP",2,NA,127,29,2,"2019-04-04",91928,0.448521925136447,5.58774355703044,-0.242940704201155,1.50943705812097,3.36214856430133,3.76085213655799,-0.539,-1.127,1.3235,0.19,0.21,0.93,0.01,-1.8605,3.5044,-1.409,"increase"
"Morgan Stanley Maintains Equal-Weight on Dover, Raises Price Target to $101",0.5,0.7,12834,"DOVER CORP",2,NA,126,29,2,"2019-04-22",25953,1.2869724072516,1.45303747151975,1.62947564542752,1.01239224895835,0.297467330440626,1.02283067600759,-1.4625,-1.3492,0.9885,0.11,-0.46,-0.56,0.01,-0.9482,-1.3368,-0.8719,"increase"
"Baird Downgrades Dover to Neutral",0.6,0.8,12842,"DOVER CORP",2,NA,118,30,0,"2019-04-22",25953,1.2869724072516,1.45303747151975,1.62947564542752,1.01239224895835,0.297467330440626,1.02283067600759,-1.4625,-1.3492,0.9885,0.11,-0.46,-0.56,0.01,-0.9482,-1.3368,-0.8719,"decrease"
"Dover Fueling Solutions Awarded Contract With EG Group, Offering Global Wetstock Management Services",0.7,0.8,12858,"DOVER CORP",2,NA,128,29,2,"2019-04-16",25953,-0.707759615033865,-0.235917272634067,-0.164115306119372,-0.350042572245002,1.02286123807467,1.69153243789721,0.7232,0.3217,0.9883,0.13,0.12,0.7,0.01,-0.2985,-0.2738,-0.0903999999999998,"increase"
"Barclays Maintains Overweight on Dover, Raises Price Target to $99",0.6,0.8,12866,"DOVER CORP",2,NA,126,35,2,"2019-04-03",25953,0.906150508671999,-0.864495200975746,0.822831781855182,-0.0937852659262716,2.20682260006204,2.52379480864193,0.146,-0.0154,0.9991,0.27,0.22,-0.4,0.01,0.3472,-1.8851,-1.1268,"increase"
"Stephens & Co. Earlier Reiterated Overweight on Domino's Pizza Inc Common Stock, Raised Price Target to $325",0.7,0.8,12938,"DOMINOS PIZZA INC",2,NA,141,33,2,"2019-04-25",90248,-1.0924288071692,-0.770484636263924,2.06546965948335,4.89267222583294,6.54887717131902,5.90786174222779,-2.4592,-2.4104,0.6738,-0.14,-0.75,-0.19,0.01,-3.8996,-2.7148,0.681,"increase"
"Wells Fargo Maintains Market Perform on Domino's Pizza Inc Common Stock, Raises Price Target to $257",0.5,0.7,12946,"DOMINOS PIZZA INC",2,NA,137,35,2,"2019-04-25",90248,-1.0924288071692,-0.770484636263924,2.06546965948335,4.89267222583294,6.54887717131902,5.90786174222779,-2.4592,-2.4104,0.6738,-0.14,-0.75,-0.19,0.01,-3.8996,-2.7148,0.681,"increase"
"Bank of America Maintains Buy on Domino's Pizza Inc Common Stock, Raises Price Target to $300",0.7,0.85,12954,"DOMINOS PIZZA INC",2,NA,136,29,2,"2019-04-25",90248,-1.0924288071692,-0.770484636263924,2.06546965948335,4.89267222583294,6.54887717131902,5.90786174222779,-2.4592,-2.4104,0.6738,-0.14,-0.75,-0.19,0.01,-3.8996,-2.7148,0.681,"increase"
"Domino's Pizza shares are trading lower after the company reported worse-than-expected Q1 sales.",0.7,0.85,12962,"DOMINOS PIZZA INC",2,NA,135,30,0,"2019-04-25",90248,-1.0924288071692,-0.770484636263924,2.06546965948335,4.89267222583294,6.54887717131902,5.90786174222779,-2.4592,-2.4104,0.6738,-0.14,-0.75,-0.19,0.01,-3.8996,-2.7148,0.681,"decrease"
"Morgan Stanley Maintains Overweight on Domino's Pizza Inc Common Stock, Raises Price Target to $305",0.7,0.85,12970,"DOMINOS PIZZA INC",2,NA,136,29,2,"2019-04-25",90248,-1.0924288071692,-0.770484636263924,2.06546965948335,4.89267222583294,6.54887717131902,5.90786174222779,-2.4592,-2.4104,0.6738,-0.14,-0.75,-0.19,0.01,-3.8996,-2.7148,0.681,"increase"
"Domino's Pizza CEO Says 'Not Happy' With International Comp Performance; Expects More From Top Line Of This Business Segment",0.6,0.8,12978,"DOMINOS PIZZA INC",2,NA,141,30,0,"2019-04-24",90248,-2.45924815535545,-4.21989328313411,-0.0952720646110183,1.5789519995451,0.967836451157589,1.86616863693221,4.8927,4.9885,0.6781,-0.23,0.27,-0.07,0.01,2.5781,1.3173,5.8187,"decrease"
"Domino's Pizza Q1 EPS $2.2 Beats $2.09 Estimate, Sales $835.963M Miss $852.55M Estimate, Global Retail Sales Up 4.6%",0.4,0.6,12986,"DOMINOS PIZZA INC",2,NA,156,35,1,"2019-04-24",90248,-2.45924815535545,-4.21989328313411,-0.0952720646110183,1.5789519995451,0.967836451157589,1.86616863693221,4.8927,4.9885,0.6781,-0.23,0.27,-0.07,0.01,2.5781,1.3173,5.8187,"uncertain"
"Domino's Pizza shares are trading higher after Morgan Stanley upgraded the company's stock from Equal-Weight to Overweight and raised its price target from $268 to $283.",0.7,0.9,12994,"DOMINOS PIZZA INC",2,NA,149,29,2,"2019-04-17",90248,0.889721140265465,4.22243612357189,3.4194182656998,-1.37504739686847,-0.881172768047023,-0.0821783796749353,3.8811,4.5524,0.6857,-0.32,-0.7,0.83,0.01,5.1317,7.4222,7.1178,"increase"
"UPDATE: Morgan Stanley Upgrades Dominos Pizza, Raises Target From $268 To $283 As Firm Sees Co. 'trading at an attractive valuation relative to slower growing peers, creating an entry point for investors'",0.7,0.85,13002,"DOMINOS PIZZA INC",2,NA,159,29,2,"2019-04-17",90248,0.889721140265465,4.22243612357189,3.4194182656998,-1.37504739686847,-0.881172768047023,-0.0821783796749353,3.8811,4.5524,0.6857,-0.32,-0.7,0.83,0.01,5.1317,7.4222,7.1178,"increase"
"Morgan Stanley Upgrades Domino's Pizza to Overweight",0.7,0.85,13010,"DOMINOS PIZZA INC",2,NA,126,24,2,"2019-04-17",90248,0.889721140265465,4.22243612357189,3.4194182656998,-1.37504739686847,-0.881172768047023,-0.0821783796749353,3.8811,4.5524,0.6857,-0.32,-0.7,0.83,0.01,5.1317,7.4222,7.1178,"increase"
"Wells Fargo Maintains Market Perform on Domino's Pizza, Lowers Price Target to $240",0.6,0.8,13018,"DOMINOS PIZZA INC",2,NA,135,35,0,"2019-04-16",90248,3.88110131025314,10.9971088084103,6.31314926933111,0.500760320574045,1.31089443702554,4.00096066264362,-1.375,-1.1414,0.6811,0.13,0.12,0.7,0.01,3.411,8.6912,5.02,"decrease"
"UBS Initiates Coverage On Darden Restaurants, Inc. Common Stock with Buy Rating, Announces $133 Price Target",0.7,0.85,13026,"DARDEN RESTAURANTS INC",2,NA,141,33,2,"2019-04-26",81655,-1.06068151071668,-3.23960049590948,0.106888320655485,1.03451302275062,1.83760816073095,1.99452307771093,2.073,1.6767,0.6076,0.53,0.43,0.07,0.01,0.504,-1.9183,2.7891,"increase"
"Citigroup Maintains Buy on Darden Restaurants, Raises Price Target to $146",0.7,0.85,13034,"DARDEN RESTAURANTS INC",2,NA,134,29,2,"2019-04-03",81655,0.050658662803471,-0.582628051660239,-2.78322108614383,-1.0790198110044,-1.88523990740995,-1.60983819959445,-0.6125,-0.8327,0.5877,0.27,0.22,-0.4,0.01,-0.9291,-1.9661,-4.1871,"increase"
"UPDATE: Dril-Quip Reports Its Q1 Backlog At End Of Qtr. Was $304M",0.6,0.7,13050,"DRIL QUIP INC",2,NA,135,29,2,"2019-04-16",85424,-0.333410804159939,-1.20026873883089,-5.04556660298938,-0.286978087387979,-3.64761714423377,-2.01735435825344,-0.3985,-1.4403,1.5609,0.13,0.12,0.7,0.01,-1.0041,-2.1668,-4.8297,"increase"
"Dril-Quip reports Q1 Product Bookings ~$99M, Above Prior Guidance Of $80M",0.7,0.85,13058,"DRIL QUIP INC",2,NA,134,33,2,"2019-04-16",85424,-0.333410804159939,-1.20026873883089,-5.04556660298938,-0.286978087387979,-3.64761714423377,-2.01735435825344,-0.3985,-1.4403,1.5609,0.13,0.12,0.7,0.01,-1.0041,-2.1668,-4.8297,"increase"
"Diana Shipping Announces the Sale of a Panamax Dry Bulk Vessel for $7M",0.4,0.6,13066,"DIANA SHIPPING INC",2,NA,127,35,1,"2019-04-15",90630,-2.18068324029446,-2.18068322572693,-0.934578483667969,-2.2508017718792,-0.653594202282315,4.10958479062118,5.5921,5.9328,0.9066,-0.09,-0.22,-0.53,0.01,3.4358,3.1656,4.5522,"uncertain"
"Diana Shipping Reports Time Charter Contract With Cargill For 1 Capesize Dry Bulk Vessels, m/v New Orleans, Gross Charter Rate $15K/Day",0.6,0.8,13074,"DIANA SHIPPING INC",2,NA,145,35,2,"2019-04-10",90630,1.63398534059525,2.6143843333212,2.94118142137174,-0.680271442979574,-3.31125522250387,-2.66666420538438,4.7945,3.6218,0.9145,0.48,0.97,-0.1,0.01,5.416,6.9666,6.9821,"increase"
"Diana Shipping Inc. Announces Direct Continuation Of Time Charter Contract For M/V Phaidra With Uniper",0.6,0.8,13082,"DIANA SHIPPING INC",2,NA,132,29,2,"2019-04-08",90630,-0.680271442979574,9.18367233878008,6.80272231085566,0.666666030883789,-0.33003267947671,3.42465431494856,-2.649,-2.5393,0.9317,0.08,-0.29,0.1,0.01,-2.1687,6.592,3.8248,"increase"
