BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
94-HR-2240,1975,12,Social Welfare,Democrat,0,0,"A bill to amend the Food Stamp Act of 1964 to prohibit, after January 1, 1975, an increase in the percentage of a household's monthly net income required to be paid for a monthly allotment of food stamps unless the Congress establishes the increases.",-0.436,House,NJ,1975-01-28
86-HR-7488,1959,1,Macroeconomics,Republican,0,0,To amend section 421 of the Internal Revenue Code of 1954 with respect to stock options granted by principal shareholders,0.862,House,IL,
91-HR-18608,1970,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend Public Law 875, 81st Congress, the Disaster Relief Act of 1969, and for other purposes",-0.37,House,CA,
89-HR-18044,1966,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To amend the Internal Revenue Code of 1954 to provide that mutual fund shares shall be valued at their bid price, rather than at their asked price, for estate and gift tax purposes",0.22,House,CA,
100-HR-5179,1988,7,Environment,Democrat,0,0,A bill to amend the Toxic Substances Control Act to require persons proposing to manufacture or process certain chemical substances to develop methods for neutralizing or destroying such substances before manufacturing or processing them.,-0.245,House,OH,1988-08-08
93-S-3269,1974,15,Defense,Democrat,0,0,"A bill to amend title 38, United States Code, to increase the annual income limitations applicable to disability and death pensions and to dependency and indemnity compensation for dependent parents.",-0.556,Senate,IA,1974-03-28
84-HR-7747,1955,1,Macroeconomics,Democrat,0,0,To provide tax relief to a charitable foundation and the contributors thereto,-0.507,House,MO,
82-HR-2267,1951,15,Defense,Republican,0,0,"To provide a widows annuity upon death of employee, prior to attainment of age 50 or surviving widow",0.099,House,PA,
101-HR-3451,1989,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,To amend the Employee Polygraph Protection Act of 1988 to prescribe conditions of disclosure of information acquired from polygraph tests.,0.447,House,TX,1989-10-12
114-S-2411,2015,9,Immigration,Democrat,0,0,A bill to permit the Secretary of Homeland Security to search open source information to determine if an alien is inadmissible to the United States and for other purposes.,-0.28,Senate,NM,2015-12-17
106-HR-613,1999,5,Labor and Employment,Democrat,0,0,"To amend title 9, United States Code, to allow employees the right to accept or reject the use of arbitration to resolve an employment controversy.",-0.254,House,NJ,1999-02-08
85-HR-3825,1957,15,Defense,Democrat,0,0,"To require the Secretary of the Army to issue to the Joe Graham Post, No. 119. American Legion, a deed to certain lands within the Ship Island Military Reservation removing certain conditions heretofore made a part of the conveyance thereof, and providing",0.23,House,MS,
89-HR-9830,1965,19,Government Operations,Democrat,1,1,"To amend the Federal Property and Administrative Services Act of 1949, as amended, to authorize reimbursement to a State, or political subdivision thereof for sidewlk repair and replacement or to make other arrangements therefor",-0.37,House,WV,
86-HR-6382,1959,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,To amend the Renegotiation Act of 1951 to assist small business and for other purposes,0.202,House,KS,
92-HR-7293,1971,20,Public Lands and Water Management,Republican,0,0,"To amend the Water Resources Research Act of 1964 to increase the authorization for water resources research and institutes, and for other purposes",0.32,House,ID,
93-S-1937,1973,20,Public Lands and Water Management,Republican,0,0,"A bill to amend the act of September 22, 1961 (75 Stat. 577), so as to authorize the Secretary of the Interior to contract for the sale, operation, maintenance, repair, or relocation of certain Government-owned electric utility systems constructed and operated as a part of any irrigation system.",0.583,Senate,AZ,1973-06-04
94-S-879,1975,19,Government Operations,Democrat,0,0,A bill to amend the Uniform Relocation Assistance and Real Property Acquisition Policies Act of 1970 to require itemized budget requests for funds to provide relocation assistance.,-0.299,Senate,UT,1975-02-27
84-HR-2019,1955,6,Education,Democrat,0,0,To allow a deduction for incometax purposes of certain expenses incurred by the taxpayer for the education of a dependent,-0.599,House,NY,
81-S-3047,1950,19,Government Operations,Democrat,0,0,"A bill to provide for the hours of service by amending the act entitled An act to reclassify the salaries of postmasters, officers, and employees of the Postal Service, approved July 6, 1946, and for other purposes, as amended.",-0.996,Senate,ID,
110-HR-1537,2007,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To modernize credit union net worth standards, advance credit union efforts to promote economic growth, and modify credit union regulatory standards and reduce burdens, and for other purposes.",-0.318,House,PA,2007-03-15
102-HR-4684,1992,1,Macroeconomics,Republican,0,0,"To rescind certain budget authority proposed to be rescinded (R92-101 and R92-102) in a special message transmitted to the Congress by the President on March 20, 1992, in accordance with section 1012 of the Impoundment Control Act of 1974.",0.326,House,IL,1992-03-26
111-S-1397,2009,7,Environment,Democrat,0,0,"A bill to authorize the Administrator of the Environmental Protection Agency to award grants for electronic device recycling research, development, and demonstration projects, and for other purposes.",-0.27,Senate,MN,2009-07-06
114-HR-2952,2015,12,Social Welfare,Republican,0,0,"To provide payments to States for increasing the employment, job retention, and earnings of former TANF recipients.",0.392,House,LA,2015-07-07
111-HR-1267,2009,15,Defense,Democrat,0,0,"To provide for the transfer of certain property and personnel of the Department of Defense to the Department of Veterans Affairs, and for other purposes.",-0.179,House,IL,2009-03-03
110-HR-3781,2007,8,Energy,Democrat,0,0,"To amend the Clean Air Act to promote and assure the quality of biodiesel fuel, and for other purposes.",-0.025,House,IN,2007-10-09
80-HR-3104,1947,6,Education,Republican,0,0,"To authorize the appropriation of funds to assist the States and Territories in financing a minimum foundation school program of elementary and secondary schools which are both tax supported and publicly controlled, and in reducing the inequalities of edu",0.324,House,CA,
99-S-2346,1986,7,Environment,Republican,0,0,"A bill to amend the Federal Insecticide, Fungicide, and Rodenticide Act to ensure safer pesticides and to better protect the public and the environment, and for other purposes.",0.685,Senate,NC,1986-04-21
92-S-2212,1971,4,Agriculture,Democrat,0,0,A bill to provide Federal crop insurance against loss of investment,-0.42,Senate,MN,
111-HR-525,2009,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To amend the Internal Revenue Code of 1986 to repeal the recapture rule of the first-time homebuyer credit and to extend the application of the credit through 2009.,-0.584,House,GA,2009-01-14
87-S-1542,1961,4,Agriculture,Democrat,0,0,"A bill to authorize and direct the Secretary of the Interior to conduct studies of the genetics of sport fishes and to carry out selective breeding of such fishes to develop strains with inherent attributes valuable in programs of research, fish hatchery ",-0.322,Senate,WY,
107-HR-2467,2001,17,Foreign Trade,Republican,0,0,"To suspend temporarily the duty on [3,3'-Bianthra[1,9-cd]ptrazole]-6,6'(1H,1'H)-dione,1,1'-diet yl-.",0.667,House,NC,2001-07-11
86-HR-6138,1959,10,Transportation,Democrat,0,0,"To amend section 1(15) of the Interstate Commerce Act, so as to aid in alleviating shortages of railroad freight cars during periods of emergency or threatened emergency, and for other purposes.",-0.59,House,OR,
84-HR-211,1955,4,Agriculture,Democrat,0,0,"To increase marketing quotas and acreage allotments, and for other purposes.",0.061,House,MS,
87-HR-6317,1961,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To amend the Federal Deposit Insurance Act and title IV of the National Housing Act to prohibit banks and savings and loan associations from employing inducements other than the payment of interest or dividends to obtain deposits and similar funds from th,-0.57,House,NY,
98-HR-3817,1983,17,Foreign Trade,Democrat,0,0,A bill to apply for a 5-year period a lower rate of duty on ethyl and methyl parathion.,-0.027,House,TX,1983-08-04
85-S-1701,1957,6,Education,Republican,0,0,"A bill to amend Public Law 815, 81st Congress, in order to provide elementary and secondary school facilities at the United States Air Force Academy.",0.273,Senate,CO,
99-HR-5457,1986,3,Health,Democrat,0,0,"A bill to amend title XVIII of the Social Security Act to provide for community nursing and ambulatory care to medicare beneficiaries on a prepaid, capitated basis.",-0.37,House,MO,1986-08-15
95-HR-9880,1977,11,"Law, Crime, and Family Issues",Republican,0,0,"A bill to amend title 18, United States Code, relating to the production of false documents or papers of the United States, and the use of false information in obtaining official documents and papers of the United States involving an element of identification.",0.18,House,IL,1977-11-01
104-HR-3670,1996,8,Energy,Republican,0,0,"To extend certain programs under the Energy Policy and Conservation Act through fiscal year 1998, and for other purposes.",0.518,House,CO,1996-06-18
110-HR-118,2007,3,Health,Republican,0,0,To amend part D of title XVIII of the Social Security Act to authorize the Secretary of Health and Human Services to negotiate prices for part D covered drugs for Medicare beneficiaries.,0.531,House,VA,2007-01-04
87-HR-7806,1961,16,"Space, Science, Technology, and Communications",Democrat,0,0,"To amend the National Science Foundation Act of 1950 to provide additional criteria for selection of persons for scholarships and fellowships, and to require additional information on the affidavit filed by each applicant for scholarship or fellowship",0.15,House,LA,
91-HR-14984,1969,20,Public Lands and Water Management,Republican,1,1,"To provide for the disposition of funds appropriated to .pay judgments in favor of the Mississippi Sioux Indians in Indian Claims Commission dockets Nos. 142, 359-363, and for other purposes",0.11,House,SD,
90-S-3235,1968,17,Foreign Trade,Democrat,0,0,"A bill to authorize and foster joint rates for international transportation of property, to facilitate the transportation of such property, and for other purposes.",-0.32,Senate,WA,
91-HR-2042,1969,8,Energy,Republican,0,0,To authorize the Secretary of the Interior to consider a petition for reinstatement of an oil and gas lease (BLMA 080769),0.16,House,MI,
96-HR-5984,1979,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend the jurisdiction and venue requirements and damage provisions in all suits involving the False Claims Act, and for other purposes.",-0.493,House,NJ,1979-11-28
93-HR-14343,1974,8,Energy,Democrat,0,0,A bill to amend the Emergency Petroleum Act of 1973 to require the President to roll back prices for crude oil and petroleum products.,-0.549,House,TX,1974-04-24
110-HR-1083,2007,20,Public Lands and Water Management,Republican,0,0,"To amend the Act establishing the Rivers of Steel National Heritage Area in order to include Butler County, Pennsylvania, within the boundaries of that heritage area.",0.514,House,PA,2007-02-15
93-HR-4553,1973,10,Transportation,Democrat,0,0,A bill to amend section 4171 of the Revised Statutes to allow the endorsement on certificates of registry of alternate masters.,-0.102,House,FL,1973-02-21
95-HR-8022,1977,20,Public Lands and Water Management,Democrat,0,0,A bill to provide for an expanded forest resources extension program.,-0.31,House,OR,1977-06-24
85-HR-3627,1957,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,To amend the Small Business Act of 1953 to make the Small Business Administration a permanent agency of the Government.,0.453,House,OH,
80-S-1160,1947,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill conferring jurisdiction on United States Circuit Courts of Appeals to hear certain appeals from convictions by general courts martial,-0.00021533801515431653,Senate,NV,
93-S-3414,1974,15,Defense,Democrat,0,0,"A bill to amend chapter 13 of title 38, United States Code, to make eligible for dependency and indemnity compensation widows of veterans who die of non-service-connected causes but who were at the time of death totally disabled as the result of one or more service-connected disabilities.",-0.321,Senate,HI,1974-05-01
111-S-3630,2010,16,"Space, Science, Technology, and Communications",Democrat,0,0,"A bill to improve the commercialization potential of National Science Foundation grants, enhance the metrics used to assess such potential, and for other purposes.",-0.27,Senate,MN,2010-07-22
85-S-548,1957,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to provide for a new third division of the Northern Judicial District of California.,0.42,Senate,CA,
94-HR-3411,1975,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to repeal exemptions in the antitrust laws to fair trade laws.,0.463,House,OH,1975-02-20
101-HR-5118,1990,19,Government Operations,Republican,0,0,"To deem certain national defense reserve vessels surplus property, to direct the Administrator of General Services to dispose of those vessels by selling them for scrapping in the United States, and for other purposes.",0.25,House,MI,1990-06-21
99-S-383,1985,10,Transportation,Democrat,0,0,"A bill to authorize appropriations for a highway demonstrations project in the vicinity of Fort Smith, Arkansas, that would widen a segment of the Federal-aid urban system and would improve signalization on such segment.",-0.348,Senate,AR,1985-02-05
114-S-2074,2015,19,Government Operations,Democrat,0,0,"A bill to prohibit paying Members of Congress during periods during which a Government shutdown is in effect, and for other purposes.",-0.15,Senate,ND,2015-09-24
104-S-1333,1995,11,"Law, Crime, and Family Issues",Republican,0,0,"A bill to provide for a reduction of sentence for providing useful investigative information, and for other purposes.",0.399,Senate,UT,1995-10-18
106-S-2901,2000,15,Defense,Republican,0,0,"An original bill to authorize appropriations to carry out security assistance for fiscal year 2001, and for other purposes.",0.792,Senate,NC,2000-07-20
88-HR-10100,1964,20,Public Lands and Water Management,Democrat,0,0,"To modify the project for Bradley Lake, Cook Inlet, Alaska",-0.466,House,AK,
106-HR-4719,2000,3,Health,Republican,0,0,To amend the Internal Revenue Code of 1986 to encourage charitable contributions to public charities for use in medical research.,0.497,House,WA,2000-06-22
97-HR-4989,1981,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to establish an Interagency Committee on Arson Control to coordinate Federal anti-arson programs, to amend certain provisions of the law relating to programs for arson investigation, prevention, and detection, and for other purposes.",-0.46,House,NY,1981-11-16
93-HR-11881,1973,20,Public Lands and Water Management,Republican,0,0,A bill to authorize and direct the Secretary of the Interior to sell interests of the United States in certain lands located in the State of Alaska to the Gospel Missionary Union.,0.114,House,AK,1973-12-10
84-S-4238,1956,15,Defense,Republican,0,0,"A bill to waive the $1,000 limitation on the authority of the Secretary of the Air Force and the Secretary of the Navy in the settlement of claims arising out of the crash of s United States Air Force aircraft and a United States Navy aircraft near Wold-C",0.128,Senate,MN,
104-HR-616,1995,19,Government Operations,Democrat,0,0,"To require the Secretary of the Treasury to redesign the $1 coin to commemorate Dr. Martin Luther King, Jr.",-0.496,House,NY,1995-01-20
93-HR-5897,1973,16,"Space, Science, Technology, and Communications",Democrat,0,0,"A bill to amend the Communications Act of 1934, as amended, with respect to penalties and forfeitures.",-0.336,House,WV,1973-03-20
82-HR-3577,1951,19,Government Operations,Democrat,0,0,To amend the District of Columbia Teachers Leave Act of 1949,0.153,House,MS,
83-S-768,1953,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"A bill to amend part 17 of the Interstate Commerce Act to provide for filing of equipment trust agreements and other documents evidencing or relating to the lease, mortgage, conditional sale, or bailment of trucks and trailers",0.503,Senate,IL,
99-S-1797,1985,17,Foreign Trade,Democrat,0,0,"A bill to call for a multilateral conference, under the auspices of the International Monetary Fund, to seek a new international monetary regime within a flexible exchange rate structure; to assist the development of the private sectors of Less Developed Countries and increase demand for United States exports; to strengthen the General Agreement on Tariffs and Trade and reform United States trade laws; to assist American industries in improving their competitive posture in international markets; and to provide transition assistance to workers and firms in response to changing global economic conditions.",-0.423,Senate,CO,1985-10-29
113-HR-2477,2013,3,Health,Democrat,0,0,To amend title XVIII of the Social Security Act to provide for coverage of cancer care planning and coordination under the Medicare program.,-0.451,House,CA,2013-06-25
92-S-2121,1971,19,Government Operations,Republican,0,0,A bill to amend the Public Buildings Act of 1959 to require the use of recycled materials in projects subject to that Act,-0.319,Senate,NY,
90-HR-20049,1968,19,Government Operations,Democrat,0,0,To revise the laws relating to the transportation of mail so as to provide the Postmaster General greater flexibility in the procurement of such transportation,-0.222,House,NY,
89-S-1715,1965,19,Government Operations,Democrat,1,1,A bill to extend the penalty for assault on a police officer in the District of Columbia to assaults on employees of penal and correctional institutions and places of confinement of juveniles of the District of Columbia,-0.129,Senate,NV,
93-HR-11824,1973,8,Energy,Democrat,0,0,A bill to amend section 15d of the Tennessee Valley Authority Act of 1933 to provide that expenditures for pollution control facilities will be credited against required power investment return payments and repayments.,-0.315,House,AL,1973-12-06
102-S-1372,1991,16,"Space, Science, Technology, and Communications",Democrat,0,0,A bill to amend the Federal Communications Act of 1934 to prevent the loss of existing spectrum to Amateur Radio Service.,-0.35,Senate,TN,1991-06-25
108-S-2293,2004,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to provide for the orderly termination of the United States Court of Federal Claims, and for other purposes.",-0.357,Senate,ND,2004-04-07
113-HR-4053,2014,3,Health,Democrat,0,0,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to establish standards for the provision of mammograms at health care facilities of the Department of Veterans Affairs.",-0.4,House,CA,2014-02-11
113-HR-79,2013,3,Health,Democrat,0,0,To amend title XIX of the Social Security Act to increase the Federal medical assistance percentage for the territories.,-0.4,House,VI,2013-01-03
85-S-3500,1958,10,Transportation,Democrat,1,1,"A bill to require the full and fair disclosure of certain information in connection with the distribution of new automobiles in commerce, and for other purposes.",-0.251,Senate,OK,
107-HR-2567,2001,18,International Affairs and Foreign Aid,Democrat,0,0,To authorize a program of assistance to improve international building practices in eligible Latin American countries.,-0.416,House,CT,2001-07-19
106-HR-4748,2000,5,Labor and Employment,Republican,0,0,"To amend title I of the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to modernize such title and such Code to take into account the evolution of employer-sponsored retirement plans, to increase the availability of critical retirement plan services, including investment advisory services, to participants, beneficiaries, and plan fiduciaries, and to harmonize the requirements of such title and such Code with other Federal and State laws.",0.63,House,OH,2000-06-26
82-HR-3585,1951,15,Defense,Democrat,1,1,"To authorize and direct the Administrator of General Services to transfer to the Department of the Navy certain property located at Decatur, Ill",-0.534,House,IL,
89-HR-12555,1966,10,Transportation,Democrat,0,0,"To amend Public Law 660, 86th Congress, to establish a National Traffic Safety Agency to provide national leadership to reduce traffic accident losses by means of intensive research and vigorous application -of findings, ,and for- other",-0.02,House,GA,
101-S-3056,1990,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"A bill to establish the Federal Interagency Advisory Council and promote the use of senior citizens in the support of Federal agencies, and for other purposes.",0.286,Senate,IA,1990-09-14
85-S-2461,1957,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"A bill to prohibit the unauthorized disclosure of certain information by members, officers, sad employees of regulatory agencies of the Governemnt.",-0.325,Senate,WA,
99-HR-3634,1985,1,Macroeconomics,Democrat,0,0,A bill to require the Secretary of the Treasury to deposit in trust funds amounts equal to interest lost to such trust funds through disinvestment by the Secretary during the current fiscal year.,-0.39,House,OH,1985-10-28
91-HR-16031,1970,7,Environment,Republican,0,0,"To amend the Land and Water. Conservation Fund Act of 1965, as amended, and for other purposes",0.27,House,MI,
90-S-763,1967,19,Government Operations,Democrat,1,1,"A bill to amend the act approved August 17, 1937, so as to facilitate the addition to the District of Columbia registration of a motor vehicle or trailer of the name, of the spouse of the owner of any suchmotor vehicle or trailer",-0.13,Senate,NV,
91-S-10,1969,19,Government Operations,Democrat,0,0,"A bill to require the establishment, on the basis of the 18th and subsequent decennial censuses, of congressional districts composed of contiguous and compact territory for the election of Representatives, and for other purposes",-0.581,Senate,MA,
101-HR-4653,1990,17,Foreign Trade,Democrat,1,1,"To reauthorize the Export Administration Act of 1979, and for other purposes.",-0.41,House,CT,1990-04-26
110-HR-183,2007,20,Public Lands and Water Management,Democrat,0,0,"To authorize the project for hurricane and storm damage reduction, Morganza to the Gulf of Mexico, Louisiana.",-0.163,House,LA,2007-01-04
90-S-4147,1968,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend title 28 of the United States Code, Judiciary and Judicial Procedure, to provide for appeals from decisions of the Court of Claims, and for other purposes.",-0.42,Senate,MD,
113-HR-1029,2013,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend the Internal Revenue Code of 1986 to apply payroll taxes to remuneration and earnings from self-employment up to the contribution and benefit base and to remuneration in excess of $250,000.",-0.543,House,OR,2013-03-07
97-HR-7420,1982,4,Agriculture,Democrat,1,1,"A bill to name the fish hatchery at the Warm Springs Dam component of the Russian River, Dry Creek, California project as the Don H. Clausen Fish Hatchery.",-0.414,House,TX,1982-12-14
105-HR-2292,1997,19,Government Operations,Republican,0,0,"To restructure the Internal Revenue Service, and for other purposes.",0.452,House,OH,1997-07-30
83-HR-5232,1953,19,Government Operations,Republican,0,0,"To prohibit the payment to John Carter Vincent of any annuity from the Foreign Service Retirement and Disability Fund, and to provide for the return to the said John Carter Vincent of the amount to his credit in such fund",0.72,House,MI,
91-S-3301,1969,19,Government Operations,Democrat,0,0,"A bill to amend title 5, United States Code, to include as creditable service for civil service retirement purposes service as an enrollee of the Civilian Conservation Corps, and for other purposes",-0.419,Senate,OK,
84-HR-267,1955,5,Labor and Employment,Republican,0,0,To permit the postponement of income tax with respect to a portion of earned net income paid to a restricted retirement fund.,0.231,House,NY,
97-HR-7116,1982,5,Labor and Employment,Democrat,0,0,"A bill to amend the Internal Revenue Code of 1954 to permit an exemption of the first $10,000 of retirement income received by a taxpayer under a public retirement system or any other system if the taxpayer is at least 65 years of age, is disabled, or is handicapped.",-0.317,House,NJ,1982-09-15
106-S-2955,2000,7,Environment,Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to provide relief for the payment of asbestos-related claims.,0.198,Senate,OH,2000-07-27
110-S-229,2007,19,Government Operations,Republican,1,1,"A bill to redesignate a Federal building in Albuquerque, New Mexico, as the Raymond G. Murphy Department of Veterans Affairs Medical Center.",0.26,Senate,NM,2007-01-09
114-S-1339,2015,9,Immigration,Republican,0,0,A bill to permanently authorize the special immigrant nonminister religious worker program.,0.383,Senate,UT,2015-05-14
101-HR-234,1989,5,Labor and Employment,Democrat,0,0,"To prohibit payment of federal retirement benefits, except in certain cases, to those who are not retired as defined under the Social Security Act.",-0.091,House,IN,1989-01-03
110-HR-7008,2008,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to provide for disaster assistance for electric utility companies serving low-income households, and for other purposes.",0.5,House,LA,2008-09-23
88-S-2146,1963,4,Agriculture,Democrat,0,0,A bill to insure certain minimum prices to dairy farmers for milk sold to Federal installations located in States in which minimum prices for milk are established pursuant to State authority and not pursuant to a Federal milk marketing order.,0.116,Senate,GA,
96-HR-8288,1980,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"A bill to amend the National Flood Insurance Act of 1968 for the purpose of providing insurance with respect to damage caused by flood-related landslides, and for other purposes.",0.311,House,CA,1980-10-02
97-S-849,1981,18,International Affairs and Foreign Aid,Republican,0,0,"A bill to authorize appropriations for the International Communication Agency to carry out in fiscal years 1982 and 1983 international communication and educational and cultural exchange programs, and for other purposes.",0.076,Senate,IL,1981-04-01
108-S-357,2003,8,Energy,Democrat,0,0,A bill to amend the Internal Revenue Code of 1986 to modify the credit for the production of fuel from nonconventional sources to include production of fuel from agricultural and animal waste.,-0.224,Senate,AR,2003-02-11
98-S-1308,1983,16,"Space, Science, Technology, and Communications",Republican,0,0,"A bill to eliminate the authority of the Federal Communications Commission to regulate the franchise fee which a State, political subdivision, or other governmental entity may impose in connection with any franchise for cable television.",-0.033,Senate,PA,1983-05-18
91-HR-14118,1969,9,Immigration,Democrat,1,1,"To amend section 213 of the Immigration and Nationality Act, and for other purposes",-0.56,House,NY,
86-HR-11412,1960,19,Government Operations,Democrat,0,0,To establish a free guide service for the US. Capitol Building,-0.153,House,MO,
83-HR-8441,1954,12,Social Welfare,Republican,0,0,"To amend the Social Security Act to provide that, for the purpose of oldage and survivors insurance benefits, retirement age hall be reduced from 65 to 60",0.255,House,IN,
103-S-1891,1994,19,Government Operations,Republican,0,0,"A bill to shift financial responsibility for providing welfare assistance to the States and shift financial responsibility for providing medical assistance under title XIX of the Social Security Act to the Federal Government, and for other purposes.",0.16,Senate,KS,1994-03-07
88-HR-11371,1964,20,Public Lands and Water Management,Republican,0,0,"To amend the Historic Sites Act of 1935 to provide for the protection, preservation, and maintenance of the historic buildings and area of the Washington Navy Yard in the Nations Capital when they are no longer needed for military purposes by the Departme",0.349,House,IA,
87-HR-5965,1961,18,International Affairs and Foreign Aid,Democrat,0,0,To extend the period for the filing of Czechoslovakian claims,-0.141,House,PA,
85-S-3619,1958,20,Public Lands and Water Management,Democrat,0,0,"A bill to establish a National Wilderness Preservation System for the permanent good of the whole people, to provide for the protection and administration of the areas within this System by existing Federal agencies, and for the gathering and disseminatio",-0.593,Senate,OR,
108-S-726,2003,19,Government Operations,Democrat,0,0,"A bill to treat the Tuesday next after the first Monday in November as a legal public holiday for purposes of Federal employment, and for other purposes.",-0.434,Senate,MI,2003-03-27
113-HR-1805,2013,15,Defense,Democrat,0,0,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to submit to Congress an annual report on the automatic processing of claims for compensation under the laws administered by the Secretary.",-0.4,House,NH,2013-04-26
111-HR-259,2009,10,Transportation,Democrat,0,0,"To amend title 23, United States Code, to establish national standards for State safety inspections of motor vehicles, and for other purposes.",-0.462,House,TX,2009-01-07
111-HR-5880,2010,9,Immigration,Republican,0,0,To amend the Immigration and Nationality Act to provide for nonimmigrant visas for certain aliens whose petitions or applications are pending or who have not received immigrant visas.,0.231,House,HI,2010-07-27
111-HR-6056,2010,1,Macroeconomics,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to treat certain employee-funded pensions created before June 25, 1959, in the same manner as qualified trusts for purposes of unrelated debt-financed income derived from real property, and to increase the limitation on elective deferrals to such employee-funded pensions.",-0.458,House,MA,2010-07-30
113-S-2992,2014,15,Defense,Democrat,0,0,"A bill to amend title 10, United States Code, to reform procedures for determinations to proceed to trial by court-martial for certain offenses under the Uniform Code of Military Justice, and for other purposes.",-0.478,Senate,NY,2014-12-09
82-S-1491,1951,15,Defense,Democrat,0,0,A bill to extend the Federal old age and survivors insurance system in the case of veterans who served in the active military or naval service of the United States,0.015,Senate,FL,
85-S-2191,1957,19,Government Operations,Democrat,0,0,"A bill to amend title III of the Legislative Reorganization Act of 1946, as amended, and for other purposes.",0.16,Senate,AR,
100-HR-5343,1988,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to amend title 28 of the United States Code to authorize the appointment of one additional bankruptcy judge for the Western District of Texas.,-0.229,House,TX,1988-09-22
95-HR-3749,1977,8,Energy,Democrat,0,0,"A bill to establish a commission to study the production, distribution and use of natural gas.",-0.115,House,NJ,1977-02-22
82-S-973,1951,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend section 73 of the act of January 12, 1895, as amended, relating to the printing, binding, and distribution of the Statutes at Large, and sections 411, 412, and 413 of title 28, United States Code, relating to the printing, binding, and dis",0.135,Senate,NV,
93-S-2597,1973,15,Defense,Democrat,0,0,A bill to amend section 102 of the National Security Act of 1947 to clarify the authority of the Central Intelligence Agency with respect to certain intelligence operations.,-0.034,Senate,MS,1973-10-18
102-S-786,1991,18,International Affairs and Foreign Aid,Democrat,0,0,A bill to amend the Foreign Assistance Act of 1961 to authorize the provision of medical supplies and other humanitarian assistance to the Kurdish peoples to alleviate suffering.,-0.358,Senate,NY,1991-04-09
104-HR-3338,1996,7,Environment,Republican,0,0,"To reform antimicrobial pesticide registration, and for other purposes.",0.478,House,KS,1996-04-25
89-HR-15435,1966,13,Community Development and Housing Issues,Democrat,0,0,"To provide that expenditures made in connection with certain structures and facilities in the city of Oklahoma City, Okla., may be counted as local grants-in-aid toward an urban renewal project in that city",0.14,House,OK,
85-HR-9678,1958,5,Labor and Employment,Republican,0,0,"To amend the Labor Management Relations Act, 1947, as amended, so as to clarify the authority of the States and Territories with respect to certain cases within the purview of such act",0.471,House,WI,
102-S-2891,1992,15,Defense,Republican,0,0,"A bill to authorize the Administrator of the Environmental Protection Agency to establish a program to provide career training through the hazardous substance research center program of the Environmental Protection Agency to qualified military personnel and qualified Department of Energy personnel to enable such individuals to acquire proficiency in hazardous and radioactive waste management, and for other purposes.",0.326,Senate,KS,1992-06-24
104-HR-1759,1995,15,Defense,Republican,0,0,"To ensure that any person who served aboard the vessel HMT Queen Mary and who was awarded the American Theater Campaign Ribbon for service in World War II is able to obtain a replacement for that ribbon if it has been lost, destroyed, or rendered unfit for use.",0.664,House,TN,1995-06-07
98-S-600,1983,20,Public Lands and Water Management,Democrat,0,0,A bill to amend P.L. 95-244.,-0.191,Senate,AZ,1983-02-24
91-HR-11194,1969,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act to provide under the retirement test a substantial increase in the amount of outside income permitted without loss of benefits, but with a requirement that income of all types and from all sources be included in determining the amount of an Individual's income for purposes of such test",-0.14,House,FL,
101-S-1878,1989,3,Health,Democrat,0,0,A bill to amend title XIX of the Social Security Act to allow for State matching payments through voluntary contributions and State taxes.,-0.214,Senate,FL,1989-11-15
113-HR-3406,2013,3,Health,Republican,0,0,To amend the Patient Protection and Affordable Care Act to ensure that individuals can keep their health insurance coverage.,0.67,House,FL,2013-10-30
