headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Hannon Armstrong Sustainable Infrastructure Capital Filings Shows Registration For Mixed Securities Offering,2019-03-27,HASI,2019-03-27 21:24:00+00:00,HANNON ARMSTRONG SUST INFRA CAP,13843.0,41068X10,0.01175545621663332,0.0030983705073595047,-0.006971351783151114,8.973910503584648e-11,-0.006415965802677892,0.02615412363487568,0.03792649115734825,0.08030685052170905,0.010292962193489075,0.016328149700180594,0.017138314222324702,0.04120767937630987,0.0031446517002888807,0.11004787474025068,0.31546396064043325,-0.1584905833005905,0.0,-0.01793720200657845,0.00456620566546917,-0.03181815147399902,0.04225347936153412,0.01801799982786179,-0.03982296958565712,0.009216580539941788,0.02739723399281502,0.0,-0.03111108206212521,0.01376145426183939,-0.02262441255152225,-0.02777785994112492,-0.04761900380253792,-0.06499999761581421,0.09090907126665115,0.0,-0.02450978010892868,0.04020096734166145,0.08695655316114426,0.01777776144444942,-0.0655021220445633,-0.04205614328384399,0.04878056049346924,0.0,-0.06046516820788383,-0.00990098062902689,-0.0350000262260437,0.06994824856519699,0.007263857871294022,0.0,0.00480768783017993,-0.02392342314124107,0.01960782520473003,0.03846161812543869,0.0,-0.00925925001502037,-0.03738325089216232,0.2572815418243408,0.0810810998082161,0.0,0.07857143878936768,-0.05960267037153244,0.01760570146143436,-0.02768171578645706,-0.0320284403860569,0.01470586843788624,0.02173911035060883,0.02482275664806366,-0.006920490879565477,-0.03832749277353287,0.02898547984659672,0.03873244300484657,0.06440679728984833,-0.00636949623003602,-0.006410250440239906,-0.04516124725341797,-0.03040545620024204,-0.5,0.1,0.5,0.009,13843,252,1.1755%,0.0016,0.3787,0.4969,0.2209,1.2106%,1.2889%,11.7790%,1.2006%,12
Harley-Davidson Option Alert: Apr 12 $36.5 Calls Sweep (2) near the Ask: 1750 @ $0.41 vs 6 OI; Earnings 4/23 Before Open [est] Ref=$35.11,2019-03-27,HOG,2019-03-27 15:41:00+00:00,HARLEY DAVIDSON INC,70033.0,41282210,0.02067175880074501,0.0022504031658172607,0.0030942507012163833,0.03966244566359145,0.06779184176286113,0.10632919251834339,0.011251804070757654,0.042278056122040164,0.024411818012595177,0.029255367943039623,-0.009385608503431064,-0.041551960251574815,-0.04406304629028679,-0.014064390015038675,0.03799524790090292,0.005259321071207523,0.0,-0.01426869165152311,-0.001688774325884879,0.007733196951448917,-0.004076727665960789,0.002183409640565515,-0.002904932014644146,0.008982829749584198,0.01010582689195871,-0.005478788632899523,0.005988024175167084,-0.001904805540107191,-0.001669840072281659,0.002389541128650308,-0.006436244584619999,-0.003598884912207723,-0.00264870235696435,-0.01158859394490719,-0.002686780644580722,0.01004163175821304,0.005577098112553358,-0.0132626723498106,0.001955079147592187,0.003414619248360395,-0.01093827839940786,-0.003194820834323764,-0.01306712441146374,0.002997820498421788,0.00448319548740983,0.01710881665349007,0.01779618486762047,0.004311384633183479,0.001669441815465689,-0.009523846209049225,-0.003365369979292154,-0.002170770661905408,0.01136091910302639,-0.01481833029538393,-0.01334311068058014,0.007868294604122639,0.01610148325562477,0.006002400536090136,0.004534573294222355,0.002613461809232831,0.01303315721452236,-0.01309944689273834,0.00260726734995842,-0.004964517429471016,-0.001425549387931824,0.003806801047176123,-0.002607177011668682,-0.002138786716386676,-0.009049799293279648,0.0009613293805159628,-0.006002400536090136,0.01256030518561602,0.002385550877079368,0.002617815509438515,0.00925704650580883,-0.5,0.1,0.5,0.009,70033,252,2.0672%,-0.0005,1.0306,0.1374,0.4134,1.4695%,1.7621%,30.4566%,2.3613%,24
"Hudson Pacific Properties, Blackstone To Purchase, Renovate Bentall Centre Complex In Vancouver, Canada",2019-03-27,HPP,2019-03-27 13:02:00+00:00,HUDSON PACIFIC PROPERTIES INC,93419.0,44409710,-0.01440092083066702,0.010227891616523266,0.0058444457822726115,0.003506689753480785,0.014611337894581133,0.015487982479692741,0.007013381375039041,-0.00062299498891627,0.011360308155417442,0.009009049195904062,0.00028816291988120746,0.02570170758011847,0.025949581045350056,0.044330237946672346,0.2310672899429913,0.002946205204352736,0.0007344576297327876,-0.0031800651922822,0.00319021032191813,0.001712321303784847,-0.003174629295244813,0.003674706676974893,-0.004149425774812698,-0.01323531661182642,0.003229038091376424,0.009903479367494583,0.01397400535643101,0.00145061791408807,0.00869146827608347,-0.0009573264978826046,-0.005749920383095741,0.01228911615908146,0.003570614848285913,-0.002846274524927139,0.009514693170785904,0.001649380195885897,0.005645770113915205,-0.0004678469558712095,0.00608476810157299,0.006513114087283611,-0.00231112283654511,0.001853181282058358,-0.005780346691608429,-0.007209334056824446,-0.01124384067952633,-0.008054967038333416,0.003821348305791616,-0.001427493756636977,0.005718319211155176,0.004501360934227705,-0.00518870772793889,0.001659547095187008,0.008283987641334534,-0.00328637077473104,0.006594502832740545,-0.002690748777240515,0.002606031950563192,-0.007088828831911087,-0.004521623719483614,0.01601716876029968,-0.01505880896002054,-0.00525564281269908,0.001921273535117507,0.0009587032254785299,0.002873629098758101,0.01098374091088772,0.01771374605596066,-0.008818776346743107,0.002341425744816661,0.003036609385162592,0.001397330546751618,0.0004651269118767232,0.005811250302940607,0.004622157663106918,-0.0009201958891935647,-0.5,0.1,0.5,0.009,93419,252,-1.4401%,0.0002,0.4987,-0.0982,-0.1882,1.0411%,1.1826%,22.5040%,-1.0994%,13
"IBM 8-K Shows Co. To Report Sales, Pre-Tax Income, External Gross Profit For 5 Segments: 1. Cloud And Cognitive Software, 2. Global Business Services, 3. Global Technology Services, 4. Systems, 5. Global Financing",2019-03-27,IBM,2019-03-27 20:40:00+00:00,INTERNATIONAL BUSINESS MACHS COR,12490.0,45920010,-0.006988986860960722,0.004883601330220699,0.01335823414371129,0.02915826891765705,0.03152829040606431,0.027147361081153676,-0.01637467036274487,0.011679077509473501,0.0074723996222019196,0.005521722924821226,-0.008625573967177336,-0.0019218755882073335,0.01402952289296966,0.04649597275298811,0.24690516687263386,0.001695844694040716,0.005702569615095854,0.01107468735426664,-0.00332987098954618,-0.001758369500748813,-0.002730293897911906,0.008831581100821495,-0.002888924209401011,0.002019277540966868,0.001752427779138088,0.004198367707431316,0.001485089305788279,0.001657383516430855,0.003918809816241264,-0.001127665280364454,-0.0002605191257316619,0.002084762556478381,0.008581812493503094,0.0169316828250885,0.0005916133522987366,0.00473010865971446,0.001681417226791382,-0.009315993636846542,0.005083009600639343,-0.00033716214238666,0.00219226093031466,-0.002019164152443409,-0.005816914606839418,-0.00407023960724473,-0.02026391960680485,0.001824968145228922,-0.004684254992753267,-0.02091686986386776,-0.002670424059033394,0.02008211426436901,0.01706183329224586,0.01126983109861612,-0.001701442524790764,-0.006902407854795456,0.002402598038315773,-0.0002567948831710964,-0.00171251455321908,-0.003173472126945853,-0.01204613223671913,-0.001480562379583716,-0.02197997644543648,-0.01391240209341049,0.007868343964219093,0.005204542074352503,-0.003392226994037628,-0.0070763248950243,0.001804281258955598,-0.0002702062774915248,-0.004593717399984598,-0.002262238645926118,0.004444021731615067,-0.002889387775212526,0.006972712464630604,0.004586350172758102,0.01002598460763693,-0.5,0.1,0.5,0.009,12490,252,-0.6989%,-0.0005,0.8987,-0.2658,-0.1092,1.2040%,1.5235%,37.5437%,-0.1762%,33
ImmuCell shares are trading lower after the company priced its 1.64 million share offering at $5.50 per share.,2019-03-27,ICCC,2019-03-27 13:52:00+00:00,IMMUCELL CORP,11292.0,45252530,-0.1144342720508575,0.09727583080530167,0.07445009604337294,0.07445009604337294,0.04822340554226856,0.06598990485422984,0.11675127699974786,0.16074454834659768,-0.033525481820106506,-0.025737234664891084,-0.0348951720534062,-0.027596887595276565,-0.0043414614697544485,-0.11135823766840791,-0.07180809641127484,0.01607229001820087,-0.0008667586953379214,0.002168693812564015,0.003678900422528386,-0.001078034401871264,0.01683571748435497,0.02589686214923859,0.02793292887508869,-0.004629620350897312,-0.006471176631748676,-0.007327510509639978,-0.004716004710644484,-0.004944410175085068,0.005175983533263206,0.002471656771376729,0.004931203555315733,0.004293581936508417,-0.005496751982718706,-0.02292730659246445,0.01864654012024403,-0.01439738366752863,-0.01377295237034559,0.01248413417488337,-0.001462898566387594,0.02134785428643227,0.01372954901307821,-0.00626645190641284,0.001017071539536119,0.006096306722611189,0.01858214475214481,-0.0285544041544199,0.01061434205621481,0.01716829650104046,0.001787135610356927,0.005351842381060123,0.005717608146369457,-0.009213829413056374,-0.0001979053486138582,0.001583254197612405,0.008496350608766079,0.007641053758561611,0.004472089000046253,-0.0007743111927993596,-0.0003874555986840278,-0.01453488413244486,-0.01061941217631102,-0.01192610338330269,-0.002413979731500149,0.01129262708127499,-0.004985044710338116,0.01523042656481266,-0.008487964980304241,-0.02488552592694759,-0.006941611878573895,-0.01644735224545002,0.001254209317266941,0.003757835133001208,0.009775320068001747,0.00123586761765182,-0.00205719587393105,-0.5,0.1,0.5,0.009,11292,252,-11.4434%,-0.0004,0.5266,-0.3998,0.2713,2.6946%,2.7441%,3.5751%,-11.3404%,18
ImmuCell Prices ~1.64M Share Offering AT $5.50/Share,2019-03-27,ICCC,2019-03-27 11:38:00+00:00,IMMUCELL CORP,11292.0,45252530,-0.1144342720508575,0.09727583080530167,0.07445009604337294,0.07445009604337294,0.04822340554226856,0.06598990485422984,0.11675127699974786,0.16074454834659768,-0.033525481820106506,-0.025737234664891084,-0.0348951720534062,-0.027596887595276565,-0.0043414614697544485,-0.11135823766840791,-0.07180809641127484,0.0142134465277195,-0.007125872652977705,0.005741667002439499,0.00404372438788414,0.004264399874955416,0.002830831101164222,-0.004939992912113667,0.008747019805014133,-0.01124911103397608,0.008769916370511055,0.01339284982532263,-0.01553447637706995,0.0007066084654070437,0.006825066637247801,-0.002337505342438817,-0.00796626415103674,0.006376959383487701,0.008683382533490658,-0.0009306867141276598,0.005589233711361885,0.01343209855258465,-0.001371059450320899,-0.001601823605597019,0.001375190331600606,0.0119926305487752,0.0004557989304885268,0.03462406992912292,0.01607229001820087,-0.0008667586953379214,0.002168693812564015,0.003678900422528386,-0.001078034401871264,0.01683571748435497,0.02589686214923859,0.02793292887508869,-0.004629620350897312,-0.006471176631748676,-0.007327510509639978,-0.004716004710644484,-0.004944410175085068,0.005175983533263206,0.002471656771376729,0.004931203555315733,0.004293581936508417,-0.005496751982718706,-0.02292730659246445,0.01864654012024403,-0.01439738366752863,-0.01377295237034559,0.01248413417488337,-0.001462898566387594,0.02134785428643227,0.01372954901307821,-0.00626645190641284,0.001017071539536119,0.006096306722611189,0.01858214475214481,-0.0285544041544199,0.01061434205621481,0.01716829650104046,-0.5,0.1,0.5,0.009,11292,252,-11.4434%,-0.0004,0.5266,-0.3998,0.2713,2.6946%,2.7441%,3.5751%,-11.3404%,7
India Globalization Capital shares are trading higher after the company announced its Hyalolex cannabinoid-based Alzheimer's therapy will be available in Puerto Rico.,2019-03-27,IGC,2019-03-27 12:21:00+00:00,I G C PHARMA INC,91201.0,45408X30,0.05555550381541252,-0.004784684628248326,-0.004784684628248326,-0.033492792915843506,-0.05263153072479776,-0.04306216032331822,-0.3875597984751956,-0.22009567244086303,-0.04807687923312187,-0.10000001186948071,9.677909584837607e-10,-0.08755762326584482,-0.1277532851455646,,,-0.03017241880297661,-0.04148151353001595,0.006182448007166386,0.01228877436369658,-0.001517485361546278,0.05319147557020187,0.03896103799343109,-0.009722179733216763,0.0925665944814682,-0.01540435012429953,0.0,-0.006518929731100798,0.002624669345095754,-0.03141358494758606,-0.09189192950725555,-0.01041662134230137,-0.09924817085266113,-0.003338895039632916,-0.1557788699865341,0.01190475095063448,-0.01960782520473003,-0.07200002670288086,0.05172419175505638,0.01229507010430098,0.03441296890377998,0.01174167171120644,0.01740815304219723,-0.06273771822452545,-0.05070994049310684,0.03418810293078423,0.02066113613545895,-0.05060728639364243,-0.05330490320920944,0.01351350080221891,-0.01777776144444942,-0.1108597293496132,-0.03053438290953636,-0.01049867738038301,0.007957552559673786,0.06315790116786957,-0.3638613820075989,0.09338521957397461,-0.0640568807721138,-0.007604646030813456,0.06896554678678513,-0.003584226127713919,0.003597118891775608,-0.007168452255427837,-0.03249094262719154,-0.0746268779039383,-0.05645165592432022,0.01709410361945629,0.03571420162916183,-0.02231230400502682,0.0207468681037426,-0.06097564846277237,-0.004329000134021044,-0.004347822163254023,0.004366808105260134,0.07826089859008789,-0.5,0.1,0.5,0.009,91201,171,5.5556%,0.0179,1.5612,-2.4351,0.3402,15.8187%,15.9795%,2.0022%,6.3987%,22
IGC Announces Availability of Hyalolex in Puerto Rico,2019-03-27,IGC,2019-03-27 08:01:00+00:00,I G C PHARMA INC,91201.0,45408X30,0.05555550381541252,-0.004784684628248326,-0.004784684628248326,-0.033492792915843506,-0.05263153072479776,-0.04306216032331822,-0.3875597984751956,-0.22009567244086303,-0.04807687923312187,-0.10000001186948071,9.677909584837607e-10,-0.08755762326584482,-0.1277532851455646,,,-0.007112402468919754,-0.001432697521522641,-0.03730269148945808,-0.0104322163388133,0.04819279909133911,-0.03017241880297661,-0.04148151353001595,0.006182448007166386,0.01228877436369658,-0.001517485361546278,0.05319147557020187,0.03896103799343109,-0.009722179733216763,0.0925665944814682,-0.01540435012429953,0.0,-0.006518929731100798,0.002624669345095754,-0.03141358494758606,-0.09189192950725555,-0.01041662134230137,-0.09924817085266113,-0.003338895039632916,-0.1557788699865341,0.01190475095063448,-0.01960782520473003,-0.07200002670288086,0.05172419175505638,0.01229507010430098,0.03441296890377998,0.01174167171120644,0.01740815304219723,-0.06273771822452545,-0.05070994049310684,0.03418810293078423,0.02066113613545895,-0.05060728639364243,-0.05330490320920944,0.01351350080221891,-0.01777776144444942,-0.1108597293496132,-0.03053438290953636,-0.01049867738038301,0.007957552559673786,0.06315790116786957,-0.3638613820075989,0.09338521957397461,-0.0640568807721138,-0.007604646030813456,0.06896554678678513,-0.003584226127713919,0.003597118891775608,-0.007168452255427837,-0.03249094262719154,-0.0746268779039383,-0.05645165592432022,0.01709410361945629,0.03571420162916183,-0.02231230400502682,0.0207468681037426,-0.5,0.1,0.5,0.009,91201,171,5.5556%,0.0179,1.5612,-2.4351,0.3402,15.8187%,15.9795%,2.0022%,6.3987%,8
"UPDATE: Morgan Stanley Upgrades Ironwood Pharmaceuticals As Firm Expects 'Linzess growth to stabilize in 2019, with prescription MiraLAX and potential additional label claims being the driver'",2019-03-27,IRWD,2019-03-27 13:31:00+00:00,IRONWOOD PHARMACEUTICALS INC,93264.0,46333X10,-0.03987959027290344,-0.003134793136268854,0.060344789125093,0.09874609983061089,0.09756233848996754,0.06427631808550438,-0.05835632036409033,-0.04083738512546653,-0.03345454856753349,-0.024229070009066267,-0.05811479402824715,-0.024944988112559963,-0.024944987278773145,-0.01918821122118708,0.37435364279952354,0.01444519218057394,-0.002588994335383177,-0.01038285810500383,-0.0321311317384243,-0.03929538652300835,0.03526093065738678,-0.02792914398014545,0.05536089092493057,-0.009960196912288666,0.02213279157876968,-0.01509183365851641,-0.00866090040653944,0.02284947223961353,-0.02431011013686657,0.008754151873290539,0.01869163475930691,0.002621229505166411,-0.005228753201663494,0.03942177444696426,0.02781292982399464,0.01599017344415188,-0.0006053406978026032,0.003634128719568253,-0.01931199245154858,0.003692274913191795,0.0006131348200142384,0.03982840850949287,-0.004124908708035946,-0.004141993820667267,-0.04634585231542587,0.03239878267049789,0.00905248150229454,0.0107655692845583,-0.006508799269795418,-0.02620610594749451,-0.006727865897119045,0.003694548504427075,0.001227022032253444,0.001225518295541406,-0.01958382502198219,-0.01310861669480801,-0.01707782782614231,-0.03539254888892174,0.01734491251409054,-0.01967214420437813,0.01471573673188686,0.003295991569757462,0.01445461995899677,0.03432647138834,0.008140269666910172,-0.00807454064488411,0.01314965821802616,0.02101360633969307,0.01392249017953873,-0.01671645976603031,0.00850038230419159,0.001806067302823067,0.0228366032242775,0.005875463131815195,0.002336390549317002,-0.5,0.1,0.5,0.009,93264,252,-3.9880%,-0.0007,1.1821,1.266,-0.5939,2.9921%,3.4284%,23.8305%,-3.2449%,26
"Morgan Stanley Upgrades Ironwood Pharmaceuticals to Equal-Weight, Raises Price Target to $14",2019-03-27,IRWD,2019-03-27 10:37:00+00:00,IRONWOOD PHARMACEUTICALS INC,93264.0,46333X10,-0.03987959027290344,-0.003134793136268854,0.060344789125093,0.09874609983061089,0.09756233848996754,0.06427631808550438,-0.05835632036409033,-0.04083738512546653,-0.03345454856753349,-0.024229070009066267,-0.05811479402824715,-0.024944988112559963,-0.024944987278773145,-0.01918821122118708,0.37435364279952354,-0.01425655744969845,-0.01704544946551323,-0.001050996128469706,-0.00789056345820427,-0.02704136818647385,-0.002179886447265744,0.02075374498963356,0.0251471009105444,0.002609563525766134,-0.004164494108408689,0.001568253384903073,0.01200415194034576,0.01444046944379807,0.000508400029502809,0.003556895069777966,0.008101258426904678,-0.01054741814732552,-0.01675126515328884,-0.01239038072526455,-0.005750063341110945,-0.01261828374117613,-0.02555918134748936,-0.05081958696246147,0.0120897563174367,0.005119462497532368,-0.02207127213478088,0.008101816289126873,-0.04592417925596237,0.01504211686551571,-0.02608183212578297,-0.007303763646632433,0.02145925164222717,-0.03061225824058056,0.01486066728830338,-0.0109823253005743,0.008019806817173958,0.01835980638861656,-0.007211474701762199,-0.078087218105793,0.01444519218057394,-0.002588994335383177,-0.01038285810500383,-0.0321311317384243,-0.03929538652300835,0.03526093065738678,-0.02792914398014545,0.05536089092493057,-0.009960196912288666,0.02213279157876968,-0.01509183365851641,-0.00866090040653944,0.02284947223961353,-0.02431011013686657,0.008754151873290539,0.01869163475930691,0.002621229505166411,-0.005228753201663494,0.03942177444696426,0.02781292982399464,0.01599017344415188,-0.5,0.1,0.5,0.009,93264,252,-3.9880%,-0.0007,1.1821,1.266,-0.5939,2.9921%,3.4284%,23.8305%,-3.2449%,12
JD.com Option Alert: Apr 18 $30.5 Calls Sweep (25) near the Ask: 600 @ $0.58 vs 294 OI; Earnings 5/7 Before Open [est] Ref=$29.255,2019-03-27,JD,2019-03-27 19:09:00+00:00,J D COM INC,14655.0,47215P10,0.01214857306331396,0.008573388680815697,0.033950610907661716,0.07201647594085459,0.03943757492995337,0.03463649814804293,-0.05658434851727656,-0.0034293617722866987,0.014793944545090199,0.028928552096187055,0.00173849961306205,0.017661603834858486,0.02490212862263852,0.18657325485036447,0.3276496943425182,-0.01229598093777895,0.01403347495943308,0.005580357275903225,-0.001109860953874886,0.0004444546066224575,-0.008218545466661453,-0.02486003562808037,-0.03054666519165039,-0.04809284210205078,-0.01319061126559973,0.04010088369250298,0.03588742390275002,0.005385145079344511,0.003260438097640872,-0.03830086812376976,0.01182712707668543,0.002385550877079368,-0.01380299404263496,0.01785718463361263,-0.01635843142867088,0.0101228766143322,0.01550946105271578,0.0,0.008928506635129452,0.0009315537172369659,-0.03024660982191563,-0.0261516347527504,0.0007390682003460824,-0.0155095336958766,0.0007501569925807416,-0.007995993830263615,0.002267006319016218,-0.03870321437716484,0.003398720640689135,0.01016152650117874,0.00593241024762392,-0.0007691994542255998,0.01488319225609303,0.003034107154235244,0.007562466897070408,0.005003676284104586,-0.0004978004726581275,-0.006475768983364105,-0.01504132617264986,-0.01196236256510019,0.01133432798087597,0.004584826994687319,0.008874298073351383,0.01156067010015249,-0.01142854895442724,0.007539563346654177,0.009478699415922165,-0.001235558418557048,-0.01410192251205444,0.01907157339155674,-0.0009850015630945563,0.0,0.009859539568424225,-0.006834331899881363,-0.02850823104381561,-0.5,0.1,0.5,0.009,14655,252,1.2149%,-0.0019,1.4319,-0.0291,-0.8957,2.3962%,2.9799%,35.3389%,2.3780%,24
Plaintiff Lawyer Says Johnson & Johnson Has Settled Three Mesothelioma Talc Cases Brought In State Courts,2019-03-27,JNJ,2019-03-27 22:13:00+00:00,JOHNSON & JOHNSON,22111.0,47816010,0.0009380790870636702,0.0012978222221136093,0.007858661795320687,0.002018736946428845,-0.01103099341256275,-0.022494558114173446,0.00021628556327346615,0.03145037699367914,0.014347461052238941,0.012124779520146456,0.0034033392225634174,0.0009390697340589949,-0.004382708988107997,0.05670960582253226,0.09477799226667849,-0.00429446017369628,0.001848471234552562,0.006765105295926332,0.0006107710069045424,0.0001038678310578689,0.006000538822263479,-0.009101918898522854,-0.007348489947617054,0.0006169173284433782,-0.006781671196222305,-0.004965854808688164,-0.000623844563961029,-0.003121110377833247,-0.01878523454070091,-0.00440972438082099,-0.003903604112565517,0.001930484781041741,-0.003211254952475429,-0.008563178591430187,-0.001304599107243121,0.01306334417313337,-0.003868498839437962,-0.007119718939065933,0.003265930339694023,0.002592626493424177,0.003888494102284312,0.009038111194968224,0.003198988502845168,0.001913248212076724,-0.002546146512031555,0.0006381766870617867,-0.01211738120764494,-0.006455740891396999,0.003898600582033396,-0.01423949934542179,-0.006565950810909271,-0.006014577578753233,-0.004588023759424686,-0.008684041909873486,-0.006738570053130388,-0.008731315843760967,-0.007846572436392307,-0.01592794619500637,0.002814916428178549,0.002105244435369968,0.00840335339307785,-0.0006943941116333008,0.0,-0.002779705449938774,-0.0006968800444155931,-0.001394732040353119,-0.008379880338907242,-0.007042213343083858,0.001418404513970017,0.0007082315278239548,-0.007077167741954327,0.001425549387931824,-0.003558732336387038,0.002857140032574534,0.004273534286767244,-0.5,0.1,0.5,0.009,22111,252,0.0938%,0.0003,0.6983,-0.4822,0.1785,1.0027%,1.2172%,32.1422%,0.3928%,16
J&J Spokesperson Says Jersey Jury Cleared Co. Of Liability In Mesothelioma Talc Trial,2019-03-27,JNJ,2019-03-27 16:53:00+00:00,JOHNSON & JOHNSON,22111.0,47816010,0.0009380790870636702,0.0012978222221136093,0.007858661795320687,0.002018736946428845,-0.01103099341256275,-0.022494558114173446,0.00021628556327346615,0.03145037699367914,0.014347461052238941,0.012124779520146456,0.0034033392225634174,0.0009390697340589949,-0.004382708988107997,0.05670960582253226,0.09477799226667849,-0.005681827664375305,0.003174615325406194,0.001898717251606286,0.0006317264051176608,0.005681827664375305,0.001883222372271121,0.002506263321265578,0.008124947547912598,0.002479908056557178,0.001478011370636523,1.243158658326138e-05,-0.004978255834430456,0.001877732807770371,-0.003735956968739629,0.0001000165939331055,0.004274536855518818,-0.002489048521965742,0.003742948407307267,-0.002486072946339846,0.003738403553143144,-0.005586601328104734,0.003745284862816334,0.003731310134753585,0.003717557294294238,0.001234478317201138,-0.00246603018604219,0.001854065456427634,0.001233834656886756,-0.00492913881316781,0.004334346391260624,0.003082684706896544,-0.0009834285592660308,0.00185533007606864,-0.004938266705721617,0.00248132785782218,-0.008663328364491463,0.001772810239344835,-0.0005234143463894725,0.008104685693979263,-0.01236857194453478,0.002504693809896708,-0.0006246239063329995,-0.003125011920928955,-0.006269556470215321,-0.00820189993828535,-0.01208654791116714,-0.02318091876804829,-0.02373102493584156,0.003376045729964972,0.004703937564045191,0.004695264622569084,0.005333328153938055,-0.01657824963331223,-0.01321643497794867,-0.02749144844710827,0.01342760026454926,0.004881429020315409,-0.004857716616243124,-0.00976292509585619,-0.002816898748278618,-0.5,0.1,0.5,0.009,22111,252,0.0938%,0.0003,0.6983,-0.4822,0.1785,1.0027%,1.2172%,32.1422%,0.3928%,13
Axsome Adds To Strong Gains After FDA Grants Breakthrough Designation For Depression Drug,2019-03-27,JNJ,2019-03-27 14:44:00+00:00,JOHNSON & JOHNSON,22111.0,47816010,0.0009380790870636702,0.0012978222221136093,0.007858661795320687,0.002018736946428845,-0.01103099341256275,-0.022494558114173446,0.00021628556327346615,0.03145037699367914,0.014347461052238941,0.012124779520146456,0.0034033392225634174,0.0009390697340589949,-0.004382708988107997,0.05670960582253226,0.09477799226667849,0.03882041573524475,0.005030520725995302,0.1533785909414291,0.005269745364785194,0.01264260988682508,0.002740564988926053,0.02368657104671001,0.05428661778569221,0.05149121955037117,-0.01632327027618885,-0.04923823848366737,0.01573674380779266,0.05718306452035904,0.08126839995384216,0.01478557009249926,0.05075279623270035,0.05592785030603409,-0.0472751148045063,-0.05582357943058014,-0.1031629666686058,0.06918065994977951,0.01268713548779488,0.02781259454786777,-0.03291083127260208,-0.008066541515290737,-0.09021599590778351,0.002234688028693199,-0.0117057403549552,-0.03017483651638031,0.03460315242409706,0.003934777341783047,0.02743559703230858,0.0100816935300827,0.04642274230718613,-0.02687888219952583,-0.0008045747526921332,-0.04911427944898605,-0.001129012554883957,-0.02995189465582371,0.04456739500164986,-0.02704967185854912,0.008025187067687511,0.02274674735963345,-0.0202946774661541,0.02582292258739471,-0.05200555920600891,0.02188502997159958,0.03740723431110382,-0.007982408627867699,-0.007491688244044781,-0.004473017994314432,0.04942427203059196,0.0454910583794117,-0.0138213699683547,-0.004412098787724972,-0.0169447734951973,0.01219833176583052,0.004977795295417309,0.02997908554971218,0.05087325349450111,-0.5,0.1,0.5,0.009,22111,252,0.0938%,0.0003,0.6983,-0.4822,0.1785,1.0027%,1.2172%,32.1422%,0.3928%,13
"Janssen Seeks Expanded Use of DARZALEX®▼ (daratumumab) Combination Therapy for Newly Diagnosed, Transplant Eligible Patients with Multiple Myeloma",2019-03-27,JNJ,2019-03-27 10:12:00+00:00,JOHNSON & JOHNSON,22111.0,47816010,0.0009380790870636702,0.0012978222221136093,0.007858661795320687,0.002018736946428845,-0.01103099341256275,-0.022494558114173446,0.00021628556327346615,0.03145037699367914,0.014347461052238941,0.012124779520146456,0.0034033392225634174,0.0009390697340589949,-0.004382708988107997,0.05670960582253226,0.09477799226667849,-0.03521592915058136,-0.04407715797424316,-0.03494233638048172,0.03882041573524475,0.005030520725995302,0.1533785909414291,0.005269745364785194,0.01264260988682508,0.002740564988926053,0.02368657104671001,0.05428661778569221,0.05149121955037117,-0.01632327027618885,-0.04923823848366737,0.01573674380779266,0.05718306452035904,0.08126839995384216,0.01478557009249926,0.05075279623270035,0.05592785030603409,-0.0472751148045063,-0.05582357943058014,-0.1031629666686058,0.06918065994977951,0.01268713548779488,0.02781259454786777,-0.03291083127260208,-0.008066541515290737,-0.09021599590778351,0.002234688028693199,-0.0117057403549552,-0.03017483651638031,0.03460315242409706,0.003934777341783047,0.02743559703230858,0.0100816935300827,0.04642274230718613,-0.02687888219952583,-0.0008045747526921332,-0.04911427944898605,-0.001129012554883957,-0.02995189465582371,0.04456739500164986,-0.02704967185854912,0.008025187067687511,0.02274674735963345,-0.0202946774661541,0.02582292258739471,-0.05200555920600891,0.02188502997159958,0.03740723431110382,-0.007982408627867699,-0.007491688244044781,-0.004473017994314432,0.04942427203059196,0.0454910583794117,-0.0138213699683547,-0.004412098787724972,-0.0169447734951973,0.01219833176583052,-0.5,0.1,0.5,0.009,22111,252,0.0938%,0.0003,0.6983,-0.4822,0.1785,1.0027%,1.2172%,32.1422%,0.3928%,18
