"","headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","headline.type"
"9710","Barrett Business Services Says Continues To Expect FY19 EPS $5.40 vs $5.37 Est.",0.3,0.7,7440,"BARRETT BUSINESS SERVICES INC",8,"the company's eps forecast of $5.40 is slightly above the market expectation of $5.37, which is a positive signal but with a small magnitude of difference.",158,322,2,"2019-04-30",79249,-3.17607894539833,3.78808975219727,4.68020313812916,4.24100512633685,-0.751780113205314,1.82679081505899,-0.986842109962027,"increase"
"9711","Barrett Business Services Q1 EPS $(0.54) Beats $(1.13) Estimate, Sales $218.215M Miss $227.08M Estimate",0.3,0.6,7448,"BARRETT BUSINESS SERVICES INC",8,"while the eps beat expectations, the sales missed estimates, leading to mixed signals for the stock price.",169,292,1,"2019-04-30",79249,-3.17607894539833,3.78808975219727,4.68020313812916,4.24100512633685,-0.751780113205314,1.82679081505899,-0.986842109962027,"uncertain"
"9712","BBVA shares are trading higher after analysts at Deutsche Bank upgraded the company's stock from Hold to Buy.",0.6,0.8,7456,"BANCO BILBAO VIZCAYA ARGENTARIA",8,"analyst upgrades typically signal positive sentiment and can lead to increased investor interest, likely driving the stock price higher.",169,61,2,"2019-04-01",75381,4.53751757740974,0.333897466771305,4.00893869383523,6.75958568267208,0.702987005934119,-0.865055177381946,-1.03626845118193,"increase"
"9713","Deutsche Bank Earlier Upgraded BBVA to Buy",0.6,0.8,7464,"BANCO BILBAO VIZCAYA ARGENTARIA",8,"an upgrade to 'buy' from a reputable financial institution like deutsche bank typically signals positive sentiment and confidence in the stock, which is likely to lead to an increase in the stock price.",160,67,2,"2019-04-01",75381,4.53751757740974,0.333897466771305,4.00893869383523,6.75958568267208,0.702987005934119,-0.865055177381946,-1.03626845118193,"increase"
"9714","Build A Bear 13D Filing From Cannell Capital Shows Cut Stake Modestly From ~856K Shares To 846K Shares, Or 5.66% Stake, Changed Filing Type From 13G",0.3,0.7,7472,"BUILD A BEAR WORKSHOP INC",8,"the news indicates that cannell capital has slightly reduced its stake in build a bear workshop inc., which could be perceived negatively by investors as a lack of confidence in the company's future performance.",180,77,0,"2019-04-02",90371,-1.78862009197473,-0.165558804292232,-3.47682194640958,-7.11920262667328,0.819675251841545,0.819675251841545,3.36134946359938,"decrease"
"9715","Brunswick Corporation Reiterates FY19 Adj. EPS Guidance Of $4.80-$5.05 vs $4.96 Est.",0.2,0.7,7488,"BRUNSWICK CORP",8,"reiterating guidance in line with market expectations suggests stability and confidence, likely leading to a slight increase in stock price.",163,334,2,"2019-04-25",10874,-10.976504534483,4.02062013745308,6.63917772333431,5.54638887719316,1.96518674492836,3.77142781749005,2.40601283373247,"increase"
"9716","BCB Bancorp Q1 EPS $0.32 Beats $0.3 Estimate",0.6,0.8,7504,"B C B BANCORP INC",8,"bcb bancorp's q1 eps of $0.32 beating the estimate of $0.30 is a positive financial result, likely leading to an increase in stock price as it indicates better-than-expected performance.",157,74,2,"2019-04-18",91015,0.153135554865003,0.535165844485164,1.60550502698327,1.83486072683867,0,0,-0.68440455943346,"increase"
"9717","BrainStorm's Cellular Technology Platform Expanded to Include Exosomes for Neurodegenerative Diseases",0.6,0.8,7512,"BRAINSTORM CELL THERAPEUTICS INC",8,"the expansion of brainstorm's technology platform to include exosomes for neurodegenerative diseases is likely to be perceived positively by the market, indicating potential for innovation and future revenue.",162,335,2,"2019-04-30",14925,-1.24069945886731,-2.01004836708307,1.50753622647852,-2.01004844369762,0.498752621933818,2.60313104405441e-08,0.750005271435294,"increase"
"9718","Brink's shares are trading higher after the company beat Q1 EPS estimates and issued inline FY19 guidance.",0.6,0.8,7520,"BRINKS CO",8,"the news indicates that brink's shares are trading higher after the company beat q1 eps estimates and issued inline fy19 guidance, suggesting positive investor sentiment and a likely increase in stock price.",153,72,2,"2019-04-24",18649,5.53842112421989,-8.33333060145378,-7.8775107864521,-9.74754161906097,1.33749963715672,1.24890723119457,1.3628360918738,"increase"
"9719","Brink's Q1 Adj. EPS $0.79 Beats $0.73 Estimate, Sales $905M Miss $916.42M Estimate",0.4,0.7,7536,"BRINKS CO",8,"the eps beat is a strong positive factor that is likely to outweigh the sales miss, leading to an increase in the stock price.",162,388,2,"2019-04-24",18649,5.53842112421989,-8.33333060145378,-7.8775107864521,-9.74754161906097,1.33749963715672,1.24890723119457,1.3628360918738,"increase"
"9720","Brightcove shares are trading higher after the company reported better-than-expected Q1 EPS and sales and issued strong guidance.",0.7,0.9,7544,"BRIGHTCOVE INC",8,"the news reports that brightcove shares are trading higher after the company reported better-than-expected q1 eps and sales and issued strong guidance, which typically leads to an increase in stock price.",158,78,2,"2019-04-24",13260,1.39211006462574,10.1830706000328,14.0732326211347,10.4118978790032,2.37529464066029,2.7413532011302,3.85541792023425,"increase"
"9721","BD Receives FDA Approval For Fully Sterile Chlorhexidine Gluconate Antiseptic Skin Preparation",0.6,0.8,7576,"BECTON DICKINSON & CO",8,"fda approval for a new product typically signals potential for increased revenue and market share, which is generally viewed positively by investors.",163,54,2,"2019-04-30",39642,1.70250460505485,-2.11431905627251,-3.40201145685775,-7.43541115708511,-0.592133542522788,-0.303241343556493,1.81075568723732,"increase"
"9722","Barclays Maintains Equal-Weight on Becton, Raises Price Target to $266",0.3,0.6,7584,"BECTON DICKINSON & CO",8,"the raised price target suggests a positive outlook, but the neutral rating tempers the overall impact.",161,267,2,"2019-04-15",39642,-0.206724391318858,-2.51015145331621,-7.37611848797362,-2.2177054789701,-1.994195766747,-2.18847441421446,-1.22512607744922,"increase"
"9723","Keefe Bruyette & Woods Downgrades Franklin Resources, Inc. Common Stock to Underperform, Lowers Price Target to $33",0.7,0.9,7592,"FRANKLIN RESOURCES INC",8,"a downgrade to 'underperform' and a lowered price target by a reputable analyst firm like keefe bruyette & woods typically signals negative sentiment, likely leading to a decrease in stock price.",164,70,0,"2019-04-29",37584,-2.64881886541843,1.19953146204352,0.819188891744194,-4.27150140436018,-0.931145716458559,-1.56994000216724,-0.959097740853354,"decrease"
"9724","Citigroup Upgrades Franklin Resources to Neutral, Raises Price Target to $35",0.6,0.8,7608,"FRANKLIN RESOURCES INC",8,"an upgrade from citigroup to 'neutral' and a raised price target to $35 is likely to positively influence investor sentiment, leading to an increase in franklin resources inc's stock price.",151,67,2,"2019-04-15",37584,-1.5510412864387,1.8332839012146,1.54683743446153,-0.916641865152024,1.22752021998167,1.37221143750639,3.50262942411723,"increase"
"9725","BankFinancial Corporation Q1 EPS $0.22 Beats $0.21 Estimate",0.3,0.8,7632,"BANKFINACIAL CORP",8,"the news that bankfinancial corporation's q1 eps of $0.22 beats the $0.21 estimate is likely to increase the stock price as it indicates better-than-expected financial performance.",152,69,2,"2019-04-16",90718,0.265427748672664,2.11780704557896,0.132365520291433,0.330907758144816,-0.198680046014488,-0.13254114376986,0.0663962328074196,"increase"
"9726","Bunge Names Gregory Heckman CEO",0.3,0.6,7640,"BUNGE LTD",8,"the appointment of a new ceo can have mixed effects on a company's stock price, depending on investor perception of the new leader's potential impact on the company's future performance.",139,64,1,"2019-04-25",89138,-4.92957830429077,0.761322537437081,5.20576669930737,9.4032916143685,-0.253660627640784,-0.37030294587862,-0.0195621731227668,"uncertain"
"9727","Big 5 Sees Q2 EPS $(0.12)-$(0.04) vs $0.00, Comps In The Low Negative To Low Positive Single Digit Range",0.6,0.8,7648,"BIG 5 SPORTING GOODS CORP",8,"the news indicates a projected loss in eps for q2, which is generally perceived negatively by investors, likely leading to a decrease in stock price.",176,69,0,"2019-04-30",89413,0.381688144989312,-9.50570330023766,-13.3079899955757,5.32318808978687,0,3.14960330724716,-2.89076318438219e-08,"decrease"
"9728","Big 5 Sporting Goods Q1 EPS $0.10 Beats $0.08 Estimate, Sales $245.286M Miss $245.91M Estimate",0.3,0.6,7656,"BIG 5 SPORTING GOODS CORP",8,"the eps beat is a positive indicator and outweighs the small sales miss, suggesting a slight increase in stock price.",172,367,2,"2019-04-30",89413,0.381688144989312,-9.50570330023766,-13.3079899955757,5.32318808978687,0,3.14960330724716,-2.89076318438219e-08,"increase"
"9729","Needham Reinstates Hold on Benchmark Electronics, Inc. Common Stock",0.2,0.7,7664,"BENCHMARK ELECTRONICS INC",8,"a 'hold' rating is generally neutral and does not provide a strong buy or sell signal, leading to an uncertain impact on the stock price.",152,329,1,"2019-04-30",76224,-0.734479818493128,-0.0369967776350677,-1.18387564368817,-7.88013676417366,-0.547843752428889,0.702657592677847,-9.32401327667917,"uncertain"
"9730","Berkshire Hills Bancorp Q1 Core EPS $0.60, Inline",0.2,0.6,7672,"BERKSHIRE HILLS BANCORP INC",8,"the q1 core eps of $0.60 being inline with expectations suggests stability, but it does not provide a clear positive or negative catalyst for the stock price.",162,64,1,"2019-04-29",88280,1.80662740021944,-1.44594321027398,-0.26289818167804,-2.6087588431425,1.56302787363529,0.639726041479882,1.3220318851632,"uncertain"
"9731","China Renaissance Downgrades Baidu to Hold",0.6,0.8,7688,"BAIDU INC",8,"a downgrade to 'hold' by china renaissance is likely to lead to negative sentiment and selling pressure, causing a decrease in baidu inc.'s stock price.",141,307,0,"2019-04-15",90857,-2.55358386784792,0.95452694222331,2.73907341740385,-1.44661319501449,1.10397161915898,-2.23113251768051,-4.37016772915098,"decrease"
"9732","Oppenheimer Downgrades Baidu to Perform",0.6,0.8,7704,"BAIDU INC",8,"a downgrade from a reputable financial institution like oppenheimer typically signals a lack of confidence in the stock, which can lead to a decrease in stock price as investors may sell off their shares.",142,69,0,"2019-04-10",90857,-2.18784902244806,-3.29868756234646,-3.79009924902439,-5.14573029734027,-2.04037670046091,-0.302948490220767,1.04393183807121,"decrease"
"9733","Baidu shares are trading lower after Oppenheimer downgraded the stock from Outperform to Perform in anticipation of lower earnings in coming quarters.",0.7,0.9,7712,"BAIDU INC",8,"the downgrade from oppenheimer from outperform to perform, coupled with the anticipation of lower earnings, is likely to negatively impact investor sentiment and lead to a decrease in baidu's stock price.",160,70,0,"2019-04-10",90857,-2.18784902244806,-3.29868756234646,-3.79009924902439,-5.14573029734027,-2.04037670046091,-0.302948490220767,1.04393183807121,"decrease"
"9734","Biogen Highlights Publication Of SPINRAZA Data In Neurology Jounrnal",0.6,0.8,7728,"BIOGEN INC",8,"publication of spinraza data in a neurology journal is likely to be viewed positively by investors as it suggests validation and recognition of the drug's efficacy, potentially leading to increased investor confidence and a rise in stock price.",147,75,2,"2019-04-30",76841,-0.061033823294565,0.113415857776999,-0.0959698483180448,-0.0261791005809364,-0.498847849667072,-0.221842849703857,2.2192563673467,"increase"
"9735","Biogen Q1 Sales $3.49B vs $3.39B Estimate, Adj. EPS $6.98 vs $6.84",0.6,0.8,7736,"BIOGEN INC",8,"biogen's q1 sales and adjusted eps both exceeded estimates, which is likely to positively impact the stock price.",160,62,2,"2019-04-24",76841,-2.52378806471825,2.44652666151524,2.27273013521612,2.93226476653154,0.611865380778909,1.68735692515876,1.33375038211767,"increase"
"9736","Biogen Reports Will Present New Data Showing Progressive Nature Of Spinal Muscular Atrophy In Adults, Adolescents, Older Children At The Muscular Dystrophy Association Clinical and Scientific Conference",0.3,0.6,7752,"BIOGEN INC",8,"the news about biogen presenting new data on the progressive nature of spinal muscular atrophy (sma) in various age groups at a scientific conference is informative but does not directly indicate a breakthrough or a new product launch, making its immediate impact on the stock price uncertain.",167,87,1,"2019-04-12",76841,0.286532170139253,-0.908317603170872,-2.4264401905693,-2.1833665674903,-2.68436688929796,-1.57841557870854,-2.46517197893764,"uncertain"
"9737","'New NIO ET Preview Electric Car Revealed In Shanghai' -Inside EVs",0.1,0.9,7760,"BIO RAD LABORATORIES INC",8,"the news about the nio et preview electric car is unrelated to bio rad laboratories inc, which operates in the life sciences and clinical diagnostics sectors, making it unlikely to have a direct impact on its stock price.",155,85,1,"2019-04-16",61516,-1.72784384340048,-3.1880360096693,-2.54113706134746,-1.44639596162636,-0.580173265188932,0.248375426377656,-0.279589055380192,"uncertain"
"9738","Bio-Rad Reports Received FDA Clearance For IH-500",0.7,0.85,7768,"BIO RAD LABORATORIES INC",8,"fda clearance is generally viewed positively by investors as it indicates regulatory approval and potential for increased sales, leading to a likely increase in stock price.",149,386,2,"2019-04-08",61516,0.398564850911498,-1.26516362652183,-1.00051839129418,-4.74437843795315,0.918900500983,0.892500485388936,-0.171452789750115,"increase"
"9739","Bio-Rad Labs Reports FDA Clearance For BioPlex 2200 Lyme Total Assay",0.6,0.8,7776,"BIO RAD LABORATORIES INC",8,"fda clearance for a new assay typically indicates a positive development for a company, suggesting potential for increased revenue and market share, which is likely to boost investor confidence and increase the stock price.",156,67,2,"2019-04-02",61516,0.566044496372342,-1.05454148724675,-1.04159960960287,-2.49078478046517,0.562680326402187,1.2016440728176,1.64670995496929,"increase"
"9740","Biocept Files For Up To 5.95M Share Common Stock By Selling Shareholders",0.5,0.7,7784,"BIOCEPT INC",8,"the filing for up to 5.95 million shares by selling shareholders is likely to be perceived negatively by the market, leading to a decrease in stock price due to increased supply and potential concerns about insider confidence.",148,403,0,"2019-04-10",14449,2.88462415337563,-1.86916813254356,-4.67290355800792,-12.2523412220391,-3.70371118187904,-2.34742679438375,-2.80374676074441,"decrease"
"9741","Bank of New York Mellon shares are trading lower after the company reported worse-than-expected Q1 EPS and sales.",0.7,0.9,7792,"BANK OF NEW YORK MELLON CORP",8,"the news reports that bank of new york mellon shares are trading lower after the company reported worse-than-expected q1 eps and sales, which typically leads to a decrease in stock price.",164,68,0,"2019-04-17",49656,-9.52470079064369,0.124097988009453,0.41365202580772,3.65687186077275,1.59695856273174,1.19295072180352,3.38556792715141,"decrease"
"9742","Bank of New York Mellon Q1 EPS $0.94 Misses $0.97 Estimate, Sales $3.9B Miss $4.01B Estimate",0.6,0.8,7800,"BANK OF NEW YORK MELLON CORP",8,"the bank of new york mellon reported both earnings per share (eps) and sales that missed analyst estimates, which typically leads to a decrease in stock price as it indicates underperformance.",175,67,0,"2019-04-17",49656,-9.52470079064369,0.124097988009453,0.41365202580772,3.65687186077275,1.59695856273174,1.19295072180352,3.38556792715141,"decrease"
"9743","Black Hills Corp. Gas Utility Subsidiaries Request Approval For Legal Consolidation In Nebraska",0.3,0.6,7808,"BLACK HILLS CORP",8,"the request for legal consolidation by black hills corp.'s gas utility subsidiaries in nebraska could have various implications, such as potential operational efficiencies or regulatory hurdles, making the immediate impact on the stock price uncertain.",151,71,1,"2019-04-08",61946,-1.61158572882414,-0.0825948896817863,0.0825844046627999,-2.06469365109647,2.00303494930267,1.47038586450827,1.45644081549656,"uncertain"
"9744","Bank of South Carolina Q1 EPS $0.3 Up From $0.29 YoY",0.3,0.7,7816,"BANK SOUTH CAROLINA CORP",8,"the news reports a year-over-year increase in eps from $0.29 to $0.3, which is a positive indicator of the company's financial performance and is likely to have a modest positive impact on the stock price.",157,75,2,"2019-04-09",10781,-0.322414678521454,-0.269537675194442,-0.966033541751721,0.808633574709261,0.292634102515876,1.27859353366091,0.912699155713237,"increase"
"9745","Barclays Downgrades BankUnited, Inc. Common Stock to Underweight, Announces $37 Price Target",0.6,0.8,7824,"BANKUNITED INC",8,"a downgrade from barclays to 'underweight' typically signals a negative outlook, which is likely to decrease investor confidence and lead to a decrease in stock price.",154,62,0,"2019-04-26",12515,0.277014658786356,0.828727148473263,1.07734628156049,-1.93370389297713,-1.01453997194767,1.03554135305248,3.2018266628359,"decrease"
"9746","Mid-Afternoon Market Update: Dow Rises 250 Points; TRACON Pharmaceuticals Shares Plummet",0.3,0.6,7832,"BRIDGELINE DIGITAL INC",8,"the news indicates a positive market sentiment due to the rise in the dow, but there is no direct information about bridgeline digital inc.",159,389,1,"2019-04-12",92091,-20.9205016493797,0.529101630672812,-0.529101549467526,-5.82010242900374,19.5597752928734,22.907611005441,31.2465647218459,"uncertain"
"9747","Bridgeline Digital shares are trading lower after the company announced an offering of up to 383.53 million shares of common stock.",0.7,0.8,7840,"BRIDGELINE DIGITAL INC",8,"the announcement of a large offering of common stock typically leads to a decrease in stock price due to dilution concerns among existing shareholders.",165,56,0,"2019-04-12",92091,-20.9205016493797,0.529101630672812,-0.529101549467526,-5.82010242900374,19.5597752928734,22.907611005441,31.2465647218459,"decrease"
"9748","Bridgeline Digital shares are trading higher after the company announced its OrchestraCMS product has been chosen by a top international convenience store chain to power its quality control enterprise web application.",0.6,0.8,7848,"BRIDGELINE DIGITAL INC",8,"the announcement that bridgeline digital's orchestracms product has been chosen by a top international convenience store chain is likely to be perceived positively by investors, as it suggests a significant new client and potential revenue growth.",173,72,2,"2019-04-11",92091,19.5597752928734,-20.9205016493797,-20.4602490147799,-32.4267735433579,2.80013550072908,9.77485061371566,6.72432501363274,"increase"
"9749","Citigroup Maintains Buy on BlackRock, Raises Price Target to $535",0.6,0.8,7864,"BLACKROCK INC",8,"citigroup's maintained 'buy' rating and increased price target are positive signals that typically lead to an increase in stock price.",147,216,2,"2019-04-17",87267,0.203622761182487,-0.385032361373305,1.48880672212095,1.90806517230913,3.24879921972752,2.68295427857521,4.57959341322771,"increase"
"9750","Morgan Stanley Maintains Overweight on BlackRock, Raises Price Target to $545",0.6,0.8,7872,"BLACKROCK INC",8,"morgan stanley's maintained 'overweight' rating and raised price target to $545 are likely to positively influence market perception and increase blackrock inc's stock price.",148,270,2,"2019-04-17",87267,0.203622761182487,-0.385032361373305,1.48880672212095,1.90806517230913,3.24879921972752,2.68295427857521,4.57959341322771,"increase"
"9751","BlackRock's Larry Fink Tells CNBC He Sees Lack Of 'Good Assets'",0.6,0.8,7880,"BLACKROCK INC",8,"larry fink's statement about a lack of 'good assets' suggests limited investment opportunities, which is likely to be perceived negatively by investors, leading to a decrease in blackrock inc's stock price.",149,401,0,"2019-04-16",87267,3.24879921972752,0.203622761182487,2.92150837510641,2.69858883687826,-0.548040214926004,1.2889197778156,2.0552839476909,"decrease"
"9752","BlackRock shares are trading higher after the company reported better-than-expected Q1 EPS and sales.",0.7,0.9,7888,"BLACKROCK INC",8,"the news reports that blackrock shares are trading higher after the company reported better-than-expected q1 eps and sales, which typically leads to a positive market reaction and an increase in stock price.",151,69,2,"2019-04-16",87267,3.24879921972752,0.203622761182487,2.92150837510641,2.69858883687826,-0.548040214926004,1.2889197778156,2.0552839476909,"increase"
"9753","Citigroup Maintains Buy on BlackRock, Raises Price Target to $500",0.6,0.9,7904,"BLACKROCK INC",8,"citigroup maintaining a 'buy' rating and raising the price target to $500 is a positive signal, likely leading to an increase in blackrock's stock price.",147,261,2,"2019-04-15",87267,-0.548040214926004,3.24879921972752,4.90639024947437,7.38724537444619,1.84708274900913,2.61767004716946,3.3059749357931,"increase"
"9754","'BlackRock Launches Sweeping Overhaul In Bid To Boost Growth' -WSJ",0.5,0.7,7912,"BLACKROCK INC",8,"a sweeping overhaul aimed at boosting growth is generally perceived positively by investors, as it indicates proactive management and potential for future profitability.",150,55,2,"2019-04-02",87267,-0.442528864368796,0.600296724587679,0.769844301863953,6.89425957744856,2.57856640964746,3.15787304056547,4.46811530103048,"increase"
"9755","Banco Latinoamericano Q1 EPS $0.54 Beats $0.51 Estimate, Sales $32.1M Miss $37M Estimate",0.3,0.6,7920,"BANCO LATINOAMERICANO DE CO EX S",8,"while the eps beat estimates, the sales missed expectations, leading to mixed signals for the stock price.",174,331,1,"2019-04-17",77920,6.03086017072201,-1.32275633513927,-3.74779695259857,-4.49423838926898,2.78712119907141,3.08433432570752,3.33332648278766,"uncertain"
"9756","Badger Meter Q1 EPS $0.37 Misses $0.38 Estimate, Sales $104.881M Miss $111.46M Estimate",0.6,0.8,7928,"BADGER METER INC",8,"the news indicates that badger meter inc. missed both earnings per share (eps) and sales estimates, which is typically viewed negatively by investors and likely to result in a decrease in stock price.",165,70,0,"2019-04-17",53110,-2.78691463172436,-0.284900004044175,-3.04487008003234,-1.60256680395641,0.908297766000032,-0.396550954136732,-0.567982851586246,"decrease"
"9757","Badger Meter Reports Will Supply Aurora, Colorado With Advanced 'Smart Water' Technologies, No Terms Disclosed",0.6,0.8,7936,"BADGER METER INC",8,"the news that badger meter will supply aurora, colorado with advanced 'smart water' technologies is likely to be perceived positively by investors as it indicates a new business opportunity and potential revenue growth.",155,77,2,"2019-04-17",53110,-2.78691463172436,-0.284900004044175,-3.04487008003234,-1.60256680395641,0.908297766000032,-0.396550954136732,-0.567982851586246,"increase"
"9758","Stifel Nicolaus Maintains Hold on Badger Meter, Raises Price Target to $55",0.5,0.7,7944,"BADGER METER INC",8,"the news indicates that stifel nicolaus has maintained a 'hold' rating but raised the price target to $55, which is generally positive as it suggests an improved outlook for the stock.",152,68,2,"2019-04-16",53110,0.908297766000032,-2.78691463172436,-2.89077713708462,-3.54855317566813,-1.2931034900248,-1.46299229128776,-0.139546185907913,"increase"
"9759","Bank of Marin Q1 EPS $0.54 Misses $0.63 Estimate, Sales $25.617M Beat $24M Estimate",0.4,0.7,7952,"BANK OF MARIN BANCORP",8,"the eps miss is likely to have a negative impact on the stock price, although the sales beat may mitigate the extent of the decrease.",169,328,0,"2019-04-22",87476,-1.12201860174537,0.709218066185713,2.52955010553437,2.33276338271771,-1.08670806512237,-1.26933543870268,0.753649811864698,"decrease"
"9760","Wedbush Maintains Outperform on BioMarin Pharmaceutical Inc. - Common Stock, Raises Price Target to $128",0.6,0.8,7960,"BIOMARIN PHARMACEUTICAL INC",8,"the news indicates that wedbush maintains an 'outperform' rating and raises the price target for biomarin pharmaceutical inc., which is generally perceived positively by investors and likely to increase the stock price.",168,71,2,"2019-04-26",87056,-0.257884454913437,0.752153061330318,-1.1634714684069,-3.12609730695993,-0.210551312193274,-0.802328438245226,1.91135878683955,"increase"
"9761","Biomarin Pharmaceutical Q1 GAAP EPS $(0.32) May Not Compare To $(0.19) Estimate, Sales $400.7M Beat $391.54M Estimate",0.3,0.6,7976,"BIOMARIN PHARMACEUTICAL INC",8,"while biomarin pharmaceutical's sales beat estimates, the gaap eps was significantly lower than expected, leading to mixed signals for the stock price.",182,380,1,"2019-04-25",87056,-0.210551312193274,-0.257884454913437,-2.29750215641449,-2.26233783971447,-0.59302574954927,2.12638723525898,2.80182063651984,"uncertain"
"9762","Raymond James Reinstates Outperform on Biomarin Pharmaceutical, Announces $110 Price Target",0.6,0.8,7984,"BIOMARIN PHARMACEUTICAL INC",8,"reinstating an 'outperform' rating and announcing a price target of $110 by a reputable financial services firm like raymond james is likely to positively influence investor sentiment and increase the stock price.",162,78,2,"2019-04-09",87056,-1.15825906395912,1.0842246003449,-3.06647193524315,-6.37389079961668,-1.61874778568745,1.15363496533405e-07,0.533244083198858,"increase"
"9763","From Bristol-Myers Q1 Earnings Conference Call: Co. To Focus On Smaller, Earlier Stage Deals In Near Term",0.3,0.6,7992,"BRISTOL MYERS SQUIBB CO",8,"the focus on smaller, earlier-stage deals could be seen as a strategic move for long-term growth but may also raise concerns about immediate financial impact, leading to an uncertain stock price reaction.",166,352,1,"2019-04-25",19393,2.28597149252891,0.547765148803592,2.71691875229485,3.48378667282474,-1.54457362368703,-1.37047463349214,-1.97715623788071,"uncertain"
"9764","Celgene Shareholders Approve Deal With Bristol-Myers",0.6,0.8,8024,"BRISTOL MYERS SQUIBB CO",8,"the approval by celgene shareholders is a positive step towards completing the acquisition, which is likely to be seen favorably by the market as it suggests strategic growth for bristol-myers squibb co.",154,386,2,"2019-04-12",19393,-1.12822838127613,2.04081702977419,-0.7241562561901,1.64581971912683,0.43582646176219,0.239235783307046,-1.49604775705281,"increase"
"9765","Bristol-Myers Shareholders Approve Deal With Celgene",0.4,0.7,8032,"BRISTOL MYERS SQUIBB CO",8,"shareholder approval of the celgene deal indicates confidence in the strategic benefits of the acquisition, likely leading to a positive market reaction.",156,412,2,"2019-04-12",19393,-1.12822838127613,2.04081702977419,-0.7241562561901,1.64581971912683,0.43582646176219,0.239235783307046,-1.49604775705281,"increase"
"9766","FameWave Reports Signing Of Clinical Collaboration Deal With Bristol Myers Squibb For Evaluation Of CM-24, Opdivo Combo In Patients With Non-Small Cell Lung Cancer; BZ NOTE: FameWave Will Be Acquired By Kitov Pharma",0.6,0.8,8040,"BRISTOL MYERS SQUIBB CO",8,"the clinical collaboration deal with famewave for the evaluation of cm-24 and opdivo in non-small cell lung cancer patients is likely to be viewed positively by investors as it represents a potential advancement in cancer treatment, which could lead to future revenue growth for bristol myers squibb.",191,95,2,"2019-04-12",19393,-1.12822838127613,2.04081702977419,-0.7241562561901,1.64581971912683,0.43582646176219,0.239235783307046,-1.49604775705281,"increase"
"9767","Egan-Jones Supports Bristol-Myers Deal With Celgene",0.6,0.8,8048,"BRISTOL MYERS SQUIBB CO",8,"egan-jones' support for bristol-myers' deal with celgene is likely to be viewed positively by investors, as it suggests confidence in the strategic benefits and potential value creation of the acquisition.",155,71,2,"2019-04-03",19393,0.385439628735185,0.426614936441183,-1.25182173602438,-1.44548812122139,-0.82820001989603,-2.11695316936968,-2.38294190248128,"increase"
"9768","UPDATE: Bristol-Myers, On Opdivo Pooled Results, Says 'in patients with PD-L1 ≥1% and <1%, four-year overall survival rates were 19% and 11%, respectively'",0.3,0.6,8056,"BRISTOL MYERS SQUIBB CO",8,"the news provides specific survival rates for patients treated with opdivo, which could be seen as positive or negative depending on investor expectations and the context of other available treatments. the mixed results (19% and 11% survival rates) make it difficult to predict a clear direction for the stock price.",186,91,1,"2019-04-02",19393,-0.82820001989603,0.385439628735185,-0.676794263013958,-0.590386699438106,-1.29951573908329,-1.56772578787232,-1.85493833977644,"uncertain"
"9769","Bristol-Myers Reports Long-Term Survival Results From Pooled Analyses Of Opdivo In Previously-Treated Non-Small Cell Lung Cancer Patients: '14% of all Opdivo-treated patients were alive at four years'",0.6,0.8,8064,"BRISTOL MYERS SQUIBB CO",8,"positive long-term survival results for opdivo in non-small cell lung cancer patients are likely to boost investor confidence in bristol-myers squibb's oncology portfolio, potentially increasing the stock price.",189,78,2,"2019-04-02",19393,-0.82820001989603,0.385439628735185,-0.676794263013958,-0.590386699438106,-1.29951573908329,-1.56772578787232,-1.85493833977644,"increase"
"9770","Compass Point Downgrades Bank of Hawaii Corporation Common Stock to Neutral, Lowers Price Target to $82",0.6,0.8,8072,"BANK OF HAWAII CORP",8,"a downgrade from compass point and a lowered price target to $82 are likely to negatively impact investor sentiment, leading to a decrease in bank of hawaii corporation's stock price.",159,65,0,"2019-04-23",16548,0.110733229666948,0.036867122980766,1.24123691210229,1.68366111078619,0.618965085595846,-0.70852904425972,-1.71704752243694,"decrease"
"9771","Bank of Hawaii Raises Qtr Dividend From $0.62 to $0.65/Share",0.4,0.8,8080,"BANK OF HAWAII CORP",8,"a dividend increase is generally viewed positively by investors, indicating confidence in future earnings, which can lead to a moderate increase in stock price.",157,335,2,"2019-04-22",16548,0.618965085595846,0.110733229666948,2.15305120435025,3.03887944373664,-1.3193279504776,-2.3216424518435,-0.40685715446438,"increase"
"9772","BOK Financial Q1 Adj. EPS $1.67 Beats $1.45 Estimate",0.6,0.8,8096,"B O K FINANCIAL CORP",8,"the news that bok financial's q1 adjusted eps of $1.67 beats the estimate of $1.45 is likely to increase the stock price as it indicates better-than-expected financial performance.",158,71,2,"2019-04-24",76892,-1.35103361681104,-0.452654389664531,0.255331398160186,-0.661568460984352,2.69252583384514,1.21682170983071,0.379260107378743,"increase"
