custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num
15932,QUEST DIAGNOSTICS INC,"Quest Diagnostics Says On May 14, American Medical Collection Agency Notified Co, Optum360 Of Potential Unauthorized Activity On Amca's Web Payment Page; Says ~11.9M Patients Affected Quest Says Suspended Sending Collection Requests to AMCA",7,decrease,0.8,0.7,"the notification of potential unauthorized activity affecting approximately 11.9 million patients is likely to raise concerns about data security and could lead to reputational damage, negatively impacting investor sentiment.",0.0
15933,QUEST DIAGNOSTICS INC,"Quest Diagnostics Says On May 14, American Medical Collection Agency Notified Co, Optum360 Of Potential Unauthorized Activity On Amca's Web Payment Page; Says ~11.9M Patients Affected Quest Says Suspended Sending Collection Requests to AMCA",8,decrease,0.8,0.7,"the notification of potential unauthorized activity affecting approximately 11.9 million patients and the suspension of collection requests likely raises concerns about data security and operational disruptions, which could negatively impact investor sentiment.",0.0
15934,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,0,increase,0.7,0.6,,2.0
15935,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,2,increase,0.7,0.6,,2.0
15936,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,3,increase,0.75,0.6,,2.0
15937,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,4,increase,0.75,0.6,,2.0
15938,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,5,increase,0.75,0.6,,2.0
15939,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,6,increase,0.7,0.6,"the launch of after-hours trading by the nyse could enhance liquidity and trading opportunities for spdr dow jones ind avg etf trust, potentially boosting investor sentiment.",2.0
1594,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,1,increase,0.7,0.5,,2.0
15940,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,7,uncertain,0.6,0.2,"the launch of after-hours trading by the nyse could have mixed effects on investor sentiment regarding spdr dow jones ind avg etf trust, as it may enhance trading flexibility but also introduce volatility.",1.0
15941,SPDR DOW JONES IND AVG ETF TRUST,This Day In Market History: NYSE Launches After-Hours Trading,8,uncertain,0.6,0.3,"the launch of after-hours trading by the nyse could have mixed implications for investor sentiment towards spdr dow jones ind avg etf trust, as it may enhance trading flexibility but also introduce volatility.",1.0
15942,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",0,decrease,0.8,0.6,,0.0
15943,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",2,decrease,0.8,0.6,,0.0
15944,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",3,decrease,0.75,0.6,,0.0
15945,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",4,decrease,0.75,0.6,,0.0
15946,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",5,decrease,0.75,0.6,,0.0
15947,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",6,decrease,0.8,0.6,"lowering the price target typically signals a less favorable outlook, which can lead to decreased investor sentiment.",0.0
15948,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",7,decrease,0.8,0.6,"lowering the price target typically signals a less favorable outlook for the company's stock, which can lead to decreased investor sentiment.",0.0
15949,DOLLAR TREE INC,"Morgan Stanley Maintains Equal-Weight on Dollar Tree, Lowers Price Target to $100",8,decrease,0.8,0.6,"lowering the price target typically signals a less favorable outlook, which can lead to decreased investor sentiment.",0.0
1595,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,1,increase,0.8,0.5,,2.0
15950,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",0,decrease,0.8,0.6,,0.0
15951,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",2,decrease,0.8,0.6,,0.0
15952,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",3,decrease,0.85,0.7,,0.0
15953,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",4,decrease,0.85,0.7,,0.0
15954,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",5,decrease,0.85,0.7,,0.0
15955,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",6,decrease,0.8,0.7,"the maintenance of an 'underperform' rating and a lowered price target by bank of america suggests negative sentiment and expectations for dte energy's performance, likely leading to decreased investor confidence.",0.0
15956,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",7,decrease,0.8,0.7,"the maintenance of an 'underperform' rating and a lowered price target by bank of america suggests a negative outlook on dte energy, likely leading to decreased investor sentiment.",0.0
15957,D T E ENERGY CO,"Bank of America Maintains Underperform on DTE Energy, Lowers Price Target to $122",8,decrease,0.8,0.7,"the maintenance of an 'underperform' rating and the lowering of the price target by bank of america suggests a negative outlook on dte energy, likely leading to decreased investor sentiment.",0.0
15958,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,0,increase,0.8,0.7,,2.0
15959,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,2,increase,0.8,0.6,,2.0
1596,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",1,increase,0.7,0.2,,2.0
15960,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,3,increase,0.75,0.6,,2.0
15961,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,4,increase,0.75,0.6,,2.0
15962,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,5,increase,0.75,0.6,,2.0
15963,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,6,increase,0.75,0.6,the announcement of phase 2 data presentation for a combination therapy involving keytruda® is likely to generate positive investor sentiment due to the potential for promising results in a significant cancer indication.,2.0
15964,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,7,increase,0.8,0.7,"the presentation of phase 2 data, especially in combination with a well-known treatment like keytruda®, is likely to generate positive interest and optimism among investors regarding the potential efficacy and marketability of dynavax's sd-101.",2.0
15965,DYNAVAX TECHNOLOGIES CORP,Dynavax Sat. Announced Presentation Of Phase 2 Data on SD-101 in Combination with KEYTRUDA®for Patients with Head and Neck Squamous Cell Carcinoma at ASCO,8,increase,0.8,0.7,the announcement of phase 2 data presentation for a combination therapy involving keytruda® is likely to generate positive investor sentiment due to the potential for new treatment options in a significant cancer market.,2.0
15966,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,0,increase,0.8,0.7,,2.0
15967,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,2,increase,0.85,0.7,,2.0
15968,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,3,increase,0.85,0.7,,2.0
15969,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,4,increase,0.85,0.7,,2.0
1597,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,1,increase,0.7,0.5,,2.0
15970,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,5,increase,0.85,0.7,,2.0
15971,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,6,increase,0.8,0.7,the discovery of oil typically boosts investor sentiment as it suggests potential for increased revenue and profitability for eni spa.,2.0
15972,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,7,increase,0.85,0.7,the discovery of oil typically boosts investor sentiment as it suggests potential for increased revenue and profitability for eni spa.,2.0
15973,E N I SPA,Eni shares are trading higher following reports the company made an oil discovery off of the shore of Angola.,8,increase,0.85,0.7,the news of an oil discovery typically boosts investor sentiment as it suggests potential for increased revenue and growth for eni spa.,2.0
15974,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,0,increase,0.7,0.5,,2.0
15975,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,2,increase,0.7,0.6,,2.0
15976,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,3,increase,0.75,0.6,,2.0
15977,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,4,increase,0.75,0.6,,2.0
15978,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,5,increase,0.75,0.6,,2.0
15979,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,6,increase,0.7,0.6,"an upgrade to 'neutral' from ubs typically indicates a more favorable outlook, which can boost investor sentiment towards brinker international.",2.0
1598,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,1,decrease,0.8,0.6,,0.0
15980,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,7,increase,0.8,0.6,"an upgrade to 'neutral' from ubs typically indicates a more favorable outlook, which can boost investor sentiment towards brinker international.",2.0
15981,BRINKER INTERNATIONAL INC,UBS Upgrades Brinker International to Neutral,8,increase,0.7,0.6,"an upgrade to 'neutral' from ubs suggests a more favorable outlook for brinker international, which may boost investor sentiment.",2.0
15982,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,0,increase,0.8,0.6,,2.0
15983,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,2,increase,0.8,0.7,,2.0
15984,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,3,increase,0.8,0.6,,2.0
15985,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,4,increase,0.85,0.7,,2.0
15986,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,5,increase,0.85,0.7,,2.0
15987,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,6,increase,0.8,0.7,winning a $35m contract from the us department of health and human services is likely to boost investor confidence in emergent biosolutions' financial prospects and operational stability.,2.0
15988,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,7,increase,0.8,0.7,winning a $35m contract from the us department of health and human services is likely to boost investor sentiment as it indicates strong government support and potential revenue growth for emergent biosolutions.,2.0
15989,EMERGENT BIOSOLUTIONS INC,Emergent BioSolutions Wins a $35M Contract from the US Department of Health and Human Services,8,increase,0.8,0.7,"winning a $35m contract from the us department of health and human services is likely to be viewed positively by investors, as it indicates strong demand for the company's services and potential for revenue growth.",2.0
1599,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,1,decrease,0.8,0.6,,0.0
15990,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",0,uncertain,0.6,0.2,,1.0
15991,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",2,increase,0.7,0.5,,2.0
15992,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",3,increase,0.75,0.6,,2.0
15993,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",4,increase,0.75,0.6,,2.0
15994,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",5,increase,0.75,0.6,,2.0
15995,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",6,increase,0.7,0.5,"the maintenance of an equal-weight rating suggests stability, while the raised price target indicates a positive outlook, likely boosting investor sentiment.",2.0
15996,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",7,increase,0.7,0.5,"the maintenance of an equal-weight rating suggests stability, while the raised price target to $110 indicates a positive outlook, likely boosting investor sentiment.",2.0
15997,EASTGROUP PROPERTIES INC,"Morgan Stanley Maintains Equal-Weight on EastGroup Properties, Raises Price Target to $110",8,uncertain,0.6,0.3,"while maintaining an equal-weight rating suggests a neutral stance, the raised price target could indicate a positive outlook, leading to mixed investor sentiment.",1.0
15998,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,0,uncertain,0.6,0.3,,1.0
15999,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,2,uncertain,0.6,0.3,,1.0
16,CITIGROUP INC,Citigroup CFO Mark Mason Speaking At An Investor Conference Says Slow Down In Market Activity Has Persisted Through Most Of Q2; Says Bank Expects Trading Revenue To Be Down Mid Single Digits,1,decrease,0.7,0.5,,0.0
160,SPDR SERIES TRUST,"Retail Economist/Goldman Sachs Chain Store Sales Up 1.4% In June 8 Week, Up 1.8% YoY",1,increase,0.7,0.5,,2.0
1600,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,1,increase,0.8,0.5,,2.0
16000,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,3,uncertain,0.6,0.3,,1.0
16001,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,4,uncertain,0.6,0.3,,1.0
16002,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,5,increase,0.75,0.6,,2.0
16003,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,6,uncertain,0.6,0.2,"the news indicates a significant stake held by nistec golan, which could imply stability or potential influence over company decisions, but the impact on investor sentiment is unclear without additional context on nistec's intentions.",1.0
16004,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,7,uncertain,0.6,0.3,"the news indicates a significant stake held by nistec golan, which could imply stability or potential influence over company decisions, but the impact on investor sentiment is unclear without additional context on nistec's intentions.",1.0
16005,ELTEK LTD,Eltek 13D Shows Nistec Golan Holds 65.35% Stake In Co.,8,uncertain,0.6,0.3,"the news indicates a significant stake held by nistec golan, which could imply stability or potential influence over company decisions, but the impact on investor sentiment is unclear without additional context on nistec golan's intentions.",1.0
16006,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,0,decrease,0.85,0.7,,0.0
16007,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,2,decrease,0.85,0.7,,0.0
16008,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,3,decrease,0.85,0.7,,0.0
16009,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,4,decrease,0.85,0.7,,0.0
1601,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",1,decrease,0.7,0.5,,0.0
16010,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,5,decrease,0.85,0.7,,0.0
16011,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,6,decrease,0.85,0.7,"the ruling by the minnesota court of appeals regarding the inadequacy of the environmental impact statement is likely to create regulatory hurdles for enbridge, negatively impacting investor sentiment.",0.0
16012,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,7,decrease,0.85,0.7,"the ruling by the minnesota court of appeals indicating that the environmental impact statement for enbridge's line 3 pipeline is inadequate is likely to raise concerns among investors about potential delays and regulatory challenges, leading to a decrease in investor sentiment.",0.0
16013,ENBRIDGE INC,Enbridge shares are trading lower after Minnesota Court of Appeals ruled environmental impact statement for the company's line 3 pipeline is inadequate.,8,decrease,0.85,0.7,"the ruling by the minnesota court of appeals indicating that the environmental impact statement for enbridge's line 3 pipeline is inadequate is likely to raise concerns among investors about regulatory challenges and potential delays, leading to a decrease in investor sentiment.",0.0
16014,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,0,decrease,0.8,0.7,,0.0
16015,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,2,decrease,0.8,0.6,,0.0
16016,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,3,decrease,0.8,0.7,,0.0
16017,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,4,decrease,0.8,0.7,,0.0
16018,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,5,decrease,0.85,0.7,,0.0
16019,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,6,decrease,0.8,0.7,"the ruling that the environmental impact statement for enbridge's line 3 pipeline is inadequate may raise regulatory and operational concerns, leading to negative investor sentiment.",0.0
1602,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,1,decrease,0.7,0.5,,0.0
16020,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,7,decrease,0.8,0.7,"the ruling by the minnesota court of appeals indicating that the environmental impact statement for enbridge's line 3 pipeline is inadequate could lead to regulatory delays and increased scrutiny, negatively impacting investor sentiment.",0.0
16021,ENBRIDGE INC,Minnesota Court Of Appeals Rules Environmental Impact Statement For Enbridge's Line 3 Pipeline Is Inadequate,8,decrease,0.8,0.7,"the ruling by the minnesota court of appeals regarding the inadequacy of the environmental impact statement for enbridge's line 3 pipeline raises regulatory and operational concerns, likely leading to negative investor sentiment.",0.0
16022,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,0,increase,0.8,0.6,,2.0
16023,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,2,increase,0.8,0.6,,2.0
16024,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,3,increase,0.85,0.7,,2.0
16025,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,4,increase,0.85,0.7,,2.0
16026,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,5,increase,0.85,0.7,,2.0
16027,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,6,increase,0.8,0.7,"initiating coverage with a 'buy' rating typically signals positive sentiment and can attract investor interest, likely leading to an increase in stock price.",2.0
16028,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,7,increase,0.8,0.7,the initiation of coverage with a 'buy' rating by argus research is likely to boost investor sentiment as it suggests positive expectations for equinix's future performance.,2.0
16029,EQUINIX INC,Argus Research Initiates Coverage On Equinix with Buy Rating,8,increase,0.8,0.7,the initiation of coverage with a 'buy' rating by argus research is likely to boost investor sentiment as it suggests positive expectations for equinix's future performance.,2.0
1603,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,1,increase,0.7,0.5,,2.0
16030,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",0,decrease,0.75,0.6,,0.0
16031,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",2,decrease,0.75,0.6,,0.0
16032,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",3,decrease,0.75,0.6,,0.0
16033,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",4,decrease,0.75,0.6,,0.0
16034,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",5,decrease,0.75,0.6,,0.0
16035,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",6,decrease,0.7,0.6,"calls for management changes often indicate dissatisfaction with current leadership, which can lead to uncertainty and negative sentiment among investors.",0.0
16036,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",7,decrease,0.8,0.6,"calls for management changes often indicate dissatisfaction among shareholders, which can lead to negative sentiment and uncertainty about the company's future performance.",0.0
16037,E Q T CORP,"EQT Shareholders, The Rice Team, Send Letter Calling for Management Changes",8,decrease,0.8,0.6,"calls for management changes often indicate dissatisfaction with current leadership, which can lead to uncertainty and decreased investor confidence.",0.0
16038,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,0,uncertain,0.7,0.2,,1.0
16039,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,2,uncertain,0.6,0.3,,1.0
1604,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,1,decrease,0.7,0.5,,0.0
16040,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,3,uncertain,0.6,0.2,,1.0
16041,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,4,uncertain,0.6,0.3,,1.0
16042,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,5,uncertain,0.7,0.2,,1.0
16043,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,6,uncertain,0.6,0.2,"the permanent shutdown of the pilgrim nuclear power station may raise concerns about future revenue, but the lack of impact on shares in pre-market action suggests mixed investor sentiment.",1.0
16044,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,7,uncertain,0.6,0.2,"the permanent shutdown of the pilgrim nuclear power station may raise concerns about future revenue, but the fact that shares appear unaffected in pre-market action suggests mixed investor sentiment.",1.0
16045,ENTERGY CORP NEW,Entergy Earlier Reported Pilgrim Nuclear Power Station Was Permanently Shut Down; Shares Appear Unaffected In Pre-Market Action,8,uncertain,0.6,0.2,"the permanent shutdown of the pilgrim nuclear power station may raise concerns about future revenue and operational capacity, but the lack of immediate impact on share prices suggests mixed investor sentiment.",1.0
16046,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,0,increase,0.7,0.6,,2.0
16047,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,2,increase,0.7,0.6,,2.0
16048,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,3,increase,0.75,0.6,,2.0
16049,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,4,increase,0.75,0.6,,2.0
1605,ISHARES TRUST,UK's Tory Party 1922 Committee To Set Out Plan For Electing New Leader Tomorrow,1,uncertain,0.6,0.2,,1.0
16050,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,5,increase,0.75,0.6,,2.0
16051,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,6,increase,0.7,0.6,"the offer to buy shares at a premium price suggests confidence in the company's value, which may positively influence investor sentiment.",2.0
16052,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,7,increase,0.7,0.6,"the offer to buy 1 million shares at a premium price of $162.38 per share suggests strong demand and confidence in the company's value, which is likely to positively influence investor sentiment.",2.0
16053,EDWARDS LIFESCIENCES CORP,UPDATE: Edwards Says TRC Cap Made Offer To Buy 1M Shares At $162.38/Share,8,increase,0.8,0.6,"the offer to buy 1 million shares at a premium price of $162.38 per share suggests strong demand for edwards lifesciences corp's stock, which is likely to boost investor sentiment.",2.0
16054,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,0,decrease,0.7,0.6,,0.0
16055,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,2,uncertain,0.7,0.5,,1.0
16056,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,3,decrease,0.7,0.6,,0.0
16057,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,4,uncertain,0.6,0.3,,1.0
16058,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,5,uncertain,0.7,0.3,,1.0
16059,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,6,decrease,0.7,0.6,"the recommendation for shareholders to reject an offer may indicate internal disagreements or concerns about the company's value, potentially leading to negative sentiment among investors.",0.0
1606,ISHARES TRUST,"'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!' -Trump Tweets",1,uncertain,0.6,0.2,,1.0
16060,EDWARDS LIFESCIENCES CORP,Edwards Lifesciences Recommends Shareholders Reject Offer By TRC Cap,7,decrease,0.7,0.6,"the recommendation to reject an offer may signal to investors that the company believes it is undervalued or that the offer is not in their best interest, potentially leading to negative sentiment about the company's current valuation or strategic direction.",0.0
