,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num
4538,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",0,negative,0.9,0.8,,0
4539,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",2,negative,0.8,0.9,,0
4540,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",3,negative,0.8,0.9,,0
4541,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",4,negative,0.8,0.9,,0
4542,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",5,negative,0.9,0.8,,0
4543,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",6,negative,0.8,0.9,"the increase in processing fee from rmb 3,000 to rmb 9,800 could potentially deter customers and have a negative impact on the company's reputation and customer base.",0
4544,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",7,negative,0.9,0.8,the significant increase in processing fee may deter potential customers and impact the company's competitiveness.,0
4545,GLOBAL CORD BLOOD CORP,"Global Cord Blood to Increase its Processing Fee from RMB 3,000 to RMB 9,800",8,negative,0.8,0.9,"the significant increase in processing fee from rmb 3,000 to rmb 9,800 could potentially deter customers and impact the company's reputation.",0
4546,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,0,positive,0.9,0.8,,2
4547,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,2,positive,0.9,0.8,,2
4548,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,3,positive,0.8,0.7,,2
4549,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,4,positive,0.8,0.7,,2
4550,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,5,positive,0.9,0.8,,2
4551,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,6,positive,0.9,0.8,the promotion of pat maciariello to coo suggests a positive development within compass diversified holdings.,2
4552,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,7,positive,0.9,0.8,the promotion of pat maciariello to coo suggests internal growth and confidence in leadership within compass diversified holdings.,2
4553,COMPASS DIVERSIFIED HOLDINGS,Compass Diversified Holdings Promotes Pat Maciariello COO,8,positive,0.9,0.8,the promotion of pat maciariello to coo suggests internal growth and confidence in leadership within compass diversified holdings.,2
4554,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,0,negative,0.8,0.9,,0
4555,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,2,negative,0.8,0.9,,0
4556,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,3,negative,0.8,0.9,,0
4557,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,4,negative,0.8,0.9,,0
4558,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,5,negative,0.9,0.8,,0
4559,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,6,negative,0.8,0.7,the news that cirrus logic is not a supplier for apple's airpods 2 could potentially impact their revenue and stock performance negatively.,0
4560,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,7,negative,0.8,0.9,the news that cirrus logic is not a supplier for apple's airpods 2 is likely to have a negative impact on the company's stock price and revenue potential.,0
4561,CIRRUS LOGIC INC,Cirrus Logic shares are trading lower following a report Cirrus is not a supplier for Apple's AirPods 2.,8,negative,0.8,0.9,the news of cirrus logic not being a supplier for apple's airpods 2 is likely to have a negative impact on the company's stock price and revenue potential.,0
4562,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,0,positive,0.9,0.8,,2
4563,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,2,positive,0.9,0.8,,2
4564,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,3,positive,0.9,0.8,,2
4565,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,4,positive,0.9,0.8,,2
4566,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,5,positive,0.9,0.8,,2
4567,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,6,positive,0.9,0.8,"the announcement of the first patient being dosed in a phase 1 clinical trial for a b-cell lymphoma treatment is a positive development for catalent inc, indicating progress in their research and potential for future success.",2
4568,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,7,positive,0.9,0.8,"the news of dosing the first patient in a phase 1 clinical trial for a b-cell lymphoma treatment is a positive development for catalent inc, showing progress in their research and potential for future success.",2
4569,CATALENT INC,Catalent Announces the First Patient Has Been Dosed in its Phase 1 Clinical Trial of its B-Cell Lymphona Treatment,8,positive,0.9,0.8,"the announcement of the first patient being dosed in a phase 1 clinical trial for a b-cell lymphoma treatment is a positive development for catalent inc, indicating progress in their research and potential for future success.",2
4570,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,0,neutral,0.6,0.2,,1
4571,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,2,neutral,0.6,0.2,,1
4572,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,3,positive,0.8,0.6,,2
4573,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,4,positive,0.8,0.6,,2
4574,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,5,positive,0.8,0.6,,2
4575,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,6,positive,0.8,0.6,"the option alert for cenovus energy inc. shows a high volume of $9 calls at the bid, indicating bullish sentiment and potential positive expectations for the stock.",2
4576,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,7,neutral,0.7,0.2,the news about cenovus energy inc's option alert does not clearly indicate a positive or negative impact on the company's stock.,1
4577,CENOVUS ENERGY INC,Cenovus Energy Option Alert: Apr 18 $9 Calls at the Bid: 10000 @ $0.3 vs 44105 OI; Earnings 4/24 Before Open [est] Ref=$9.01,8,neutral,0.7,0.2,the news about cenovus energy inc's option alert does not clearly indicate a positive or negative impact on the company's stock.,1
4578,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,0,neutral,0.7,0.3,,1
4579,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,2,neutral,0.7,0.3,,1
4580,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,3,neutral,0.6,0.2,,1
4581,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,4,neutral,0.7,0.3,,1
4582,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,5,neutral,0.8,0.2,,1
4583,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,6,neutral,0.8,0.2,"the news is neutral as it simply reports on curtiss-wright issuing a response to a potential issue, without indicating whether the issue is positive or negative for the company.",1
4584,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,7,neutral,0.7,0.3,"the news report does not indicate a clear positive or negative impact on curtiss wright corp, as it is simply a response to a potential issue at a nuclear reactor in china.",1
4585,CURTISS WRIGHT CORP,Curtiss-Wright Issues a Response to a Media Report on a Potential Issue with a Reactor Coolant Pump at a Nuclear Reactor in China,8,neutral,0.8,0.2,"the news report is neutral as it simply states curtiss-wright issued a response to a potential issue, without indicating whether the issue is positive or negative for the company.",1
4586,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,0,positive,0.8,0.6,,2
4587,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,2,positive,0.8,0.6,,2
4588,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,3,positive,0.8,0.6,,2
4589,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,4,positive,0.8,0.6,,2
4590,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,5,positive,0.9,0.8,,2
4591,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,6,positive,0.8,0.7,the news of cyclacel pharma giving an update on phase 1 data suggests progress and potential advancements in their research and development.,2
4592,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,7,positive,0.8,0.6,the news about cyclacel pharma giving an update on phase 1 data suggests progress and potential advancements in their research and development.,2
4593,CYCLACEL PHARMACEUTICALS INC,Cyclacel Pharma Give an Updated From Phase 1 Data,8,positive,0.8,0.7,the news of cyclacel pharma providing an update on phase 1 data suggests progress and potential advancements in their research and development.,2
4594,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,0,positive,0.8,0.6,,2
4595,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,2,positive,0.8,0.6,,2
4596,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,3,positive,0.8,0.6,,2
4597,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,4,positive,0.8,0.6,,2
4598,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,5,positive,0.8,0.6,,2
4599,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,6,positive,0.8,0.6,the option alert for $10 calls at the ask suggests bullish sentiment and potential positive movement in the stock price.,2
4600,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,7,positive,0.8,0.6,the option alert for $10 calls at the ask suggests bullish sentiment and potential optimism around cytokinetics inc.,2
4601,CYTOKINETICS INC,Cytokinetics Option Alert: May 17 $10 Calls at the Ask: 1200 @ $0.35 vs 72 OI; Earnings 4/25 After Close [est] Ref=$8.05,8,positive,0.8,0.7,"the option alert for $10 calls at the ask suggests bullish sentiment and potential optimism around cytokinetics inc, especially with earnings coming up.",2
4602,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",0,positive,0.9,0.7,,2
4603,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",2,positive,0.9,0.8,,2
4604,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",3,positive,0.9,0.8,,2
4605,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",4,positive,0.9,0.7,,2
4606,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",5,positive,0.9,0.7,,2
4607,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",6,positive,0.9,0.8,"the news states that the commerzbank deal will not hurt revenue or harm clients, indicating a positive outcome for deutsche bank ag.",2
4608,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",7,positive,0.9,0.7,"the news suggests that the commerzbank deal will not have a negative impact on revenue or clients, indicating a positive outcome for deutsche bank.",2
4609,DEUTSCHE BANK A G,"Deutsche Bank Executive Says Commerzbank Deal will Not Hurt Revenue, Harm Clients",8,positive,0.9,0.8,"the news states that the commerzbank deal will not hurt revenue or harm clients, indicating a positive outcome for deutsche bank ag.",2
4610,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",0,positive,0.8,0.6,,2
4611,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",2,positive,0.8,0.6,,2
4612,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",3,positive,0.8,0.7,,2
4613,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",4,positive,0.8,0.7,,2
4614,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",5,positive,0.9,0.8,,2
4615,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",6,positive,0.8,0.7,"the news highlights 3 global manufacturing leaders using 3d systems' solutions, indicating a positive impact on the company's reputation and potential growth.",2
4616,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",7,positive,0.9,0.8,"the news highlights 3 global manufacturing leaders using 3d systems' solutions, indicating a positive impact on the company's reputation and potential growth.",2
4617,3 D SYSTEMS CORP DEL,"3D Systems Issues Release Highlighting 3 Global Manufacturing Leaders, Nokia, rms, GF Precicast, Integrated Co.'s Additive Manufacturing Solutions, No Terms Disclosed",8,positive,0.9,0.8,"the news highlights 3 global manufacturing leaders using 3d systems' solutions, indicating a positive impact on the company's reputation and potential growth.",2
4618,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,0,positive,0.9,0.8,,2
4619,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,2,positive,0.9,0.8,,2
4620,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,3,positive,0.8,0.7,,2
4621,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,4,positive,0.8,0.7,,2
4622,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,5,positive,0.9,0.8,,2
4623,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,6,positive,0.8,0.7,the news of dht holdings buying back shares at an average price of $4.47 indicates confidence in the company's value and potential growth.,2
4624,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,7,positive,0.9,0.8,the news of dht holdings buying back shares at an average price of $4.47 indicates confidence in the company's future and may lead to an increase in shareholder value.,2
4625,D H T HOLDINGS INC,DHT Holdings Reports ~725K Share Buyback At Average Price Of $4.47,8,positive,0.9,0.8,the news of dht holdings buying back shares at an average price of $4.47 indicates confidence in the company's future and may lead to an increase in stock value.,2
4626,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',0,positive,0.9,0.8,,2
4627,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',2,positive,0.9,0.8,,2
4628,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',3,positive,0.9,0.8,,2
4629,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',4,positive,0.8,0.9,,2
4630,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',5,positive,0.9,0.8,,2
4631,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',6,positive,0.9,0.8,"the news indicates that dynavax's combination of sd-101 with domatinostat showed better results, which is a positive development for the company.",2
4632,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',7,positive,0.9,0.8,"the news indicates that dynavax's combination of sd-101 with domatinostat showed better results, which is a positive development for the company.",2
4633,DYNAVAX TECHNOLOGIES CORP,UPDATE: Dynavax Says 'Combination of SD-101 with domatinostat showed better results than combinations of SD-101 with competing HDAC inhibitors',8,positive,0.9,0.8,"the news indicates that dynavax's combination of sd-101 with domatinostat showed better results, which is a positive development for the company.",2
4634,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',0,positive,0.9,0.8,,2
4635,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',2,positive,0.9,0.8,,2
4636,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',3,positive,0.9,0.8,,2
4637,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',4,positive,0.9,0.8,,2
4638,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',5,positive,0.9,0.8,,2
4639,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',6,positive,0.9,0.8,"the news reports a successful combination of treatments that induced a positive immune response in tumor mouse models, indicating potential advancements in the company's research and development efforts.",2
4640,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',7,positive,0.9,0.8,"the news reports a successful combination of 4sc's 202 with dynavax's sd-101, showing a systemic anti-tumoral immune response in tumor mouse models, indicating potential positive developments for dynavax technologies corp.",2
4641,DYNAVAX TECHNOLOGIES CORP,Dynavax Reports Combo Of 4SC's 202 With Co.'s SD-101 'induced a systemic anti-tumoral immune response in tumor mouse models',8,positive,0.9,0.8,"the news reports a successful combination of 4sc's 202 with dynavax's sd-101, showing a systemic anti-tumoral immune response in tumor mouse models, indicating potential positive developments for dynavax technologies corp.",2
4642,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",0,positive,0.9,0.8,,2
4643,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",2,positive,0.9,0.8,,2
4644,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",3,positive,0.8,0.9,,2
4645,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",4,positive,0.8,0.7,,2
4646,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",5,positive,0.9,0.8,,2
4647,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",6,positive,0.8,0.9,the news of edap tms beating sales estimates and reporting positive eps for q4 indicates strong performance and potential growth for the company.,2
4648,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",7,positive,0.8,0.7,the news of edap tms beating both eps and sales estimates in q4 is a positive indication of the company's performance.,2
4649,EDAP T M S S A,"Edap TMS Q4 EPS $0.04, Sales $15.109M Beat $11.57M Estimate",8,positive,0.9,0.8,"the q4 eps and sales numbers beat estimates, indicating strong performance by edap t m s s a.",2
4650,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,0,positive,0.8,0.6,,2
4651,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,2,positive,0.8,0.7,,2
4652,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,3,positive,0.8,0.7,,2
4653,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,4,positive,0.8,0.7,,2
4654,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,5,positive,0.9,0.8,,2
4655,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,6,positive,0.8,0.6,the news of edap q4 eps increasing from €0.00 to €0.04 year over year is a positive indication of growth and improvement in the company's performance.,2
4656,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,7,positive,0.8,0.6,the news of edap q4 eps increasing from €0.00 to €0.04 year over year is a positive sign of growth and improvement in the company's financial performance.,2
4657,EDAP T M S S A,EDAP Q4 EPS €0.04 vs €0.00 YoY,8,positive,0.9,0.8,"the year-over-year increase in q4 eps for edap t m s s a is significant, indicating positive performance.",2
4658,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,0,positive,0.9,0.8,,2
4659,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,2,positive,0.9,0.8,,2
4660,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,3,positive,0.9,0.8,,2
4661,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,4,positive,0.9,0.8,,2
4662,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,5,positive,0.9,0.8,,2
4663,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,6,positive,0.9,0.8,"the news highlights a significant achievement for edap t m s s a, as it expands the reach of its technology to a prestigious medical center in the midwest.",2
4664,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,7,positive,0.9,0.8,"the news highlights a major medical center adopting edap's technology, indicating a positive development for the company.",2
4665,EDAP T M S S A,EDAP Announces University Of Chicago Medicine Is First Medical Center In Midwest To Offer Prostate Cancer Therapy Using Its Focal One Technology,8,positive,0.9,0.8,"the news highlights a major medical center adopting edap's technology, indicating a positive impact on the company's reputation and potential for increased sales.",2
4666,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,0,neutral,0.7,0.2,,1
4667,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,2,neutral,0.7,0.2,,1
4668,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,3,positive,0.8,0.6,,2
4669,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,4,positive,0.8,0.6,,2
4670,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,5,neutral,0.7,0.2,,1
4671,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,6,neutral,0.7,0.2,the news of energy focus shares resuming trade does not indicate a clear positive or negative impact on the company.,1
4672,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,7,neutral,0.7,0.0,the news of energy focus shares resuming trade does not indicate a clear positive or negative impact on the company.,1
4673,ENERGY FOCUS INC,Energy Focus Shares Resume Trade,8,neutral,0.7,0.0,the news of energy focus shares resuming trade does not inherently indicate a positive or negative impact on the company.,1
4674,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,0,neutral,0.7,0.2,,1
4675,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,2,neutral,0.7,0.1,,1
4676,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,3,neutral,0.6,0.2,,1
4677,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,4,neutral,0.7,0.2,,1
4678,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,5,neutral,0.7,0.2,,1
4679,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,6,neutral,0.7,0.0,the news of energy focus shares resuming trade does not indicate a clear positive or negative impact on the company.,1
4680,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,7,neutral,0.7,0.2,the news of energy focus shares resuming trade does not inherently indicate a positive or negative impact on the company.,1
4681,ENERGY FOCUS INC,Energy Focus Shares To Resume Trade At 5:15 p.m. EDT,8,neutral,0.7,0.2,the news of energy focus shares resuming trade does not inherently indicate a positive or negative impact on the company.,1
