"headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","ret","exret","b_mkt","mkt.rf","smb","hml","rf","sum_exret_1","sum_exret_5","sum_exret_10"
"Artesian Resource Q4 EPS $0.32 Down From $0.40 YoY, Sales $19.34M Miss $20.24M Estimate","negative",0.7,0.85,22651,"ARTESIAN RESOURCES CORP",0,NA,137,29,0,"2019-03-13",83469,0.250622723251581,-2.10526332770058,-6.31579021387466,0.253555504605174,2.80811715376688,2.70130107643307,0.9105,0.5956,0.4519,0.68,-0.31,0.07,0.009,0.8824,-1.6642,-5.6964
"Alphatec Holdings EVP Howell Buys 100,000 @ Avg Price: $2.59","positive",0.7,0.8,22659,"ALPHATEC HOLDINGS INC",0,NA,125,29,2,"2019-03-13",91348,7.40740895271301,2.96296005651071,2.22222011282747,-2.69230529665947,1.6064240566575,8.5836930000682,6.7194,6.4761,0.3593,0.68,-0.31,0.07,0.009,13.9104,9.6752,9.2887
"American Water Works Reports Signed Community Investment Deal With Mayor Frank Moran, City Of Camden, No Terms Disclosed","positive",0.7,0.8,22667,"AMERICAN WATER WORKS CO INC",0,NA,125,29,2,"2019-03-13",92614,-0.114168727304786,-0.399579657950444,0.723054018687974,0.855521857738495,2.33102453359926,3.21691746295452,0.1811,0.0073,0.2425,0.68,-0.31,0.07,0.009,-0.0916,-0.5157,0.7897
"Amrep Q3 EPS $0.00 Up From $(0.35) YoY, Sales $9.34M Down From $10.379M YoY","neutral",0.2,0.7,22675,"AMREP CORP",0,NA,132,29,1,"2019-03-13",38746,0.360359996557236,-3.70991281839713,2.70269616319321,0,-1.75438430160284,-1.408449361747,-0.8929,-1.0162,0.166,0.68,-0.31,0.07,0.009,-0.6482,-4.6115,2.1387
"Mexico City's Tallest Skyscraper, Headquarters Of Spain'S BBVA, Evacuated Due To Threats","negative",0.8,0.9,22683,"BANCO BILBAO VIZCAYA ARGENTARIA",0,NA,138,29,0,"2019-03-13",75381,0,3.01508049008308,-3.18257261063891,0.170644233003259,1.20689124672961,1.0327012553216,1.7036,1.1341,0.8275,0.68,-0.31,0.07,0.009,1.2078,3.7954,-1.6647
"BTIG Likes MercadoLibre's Prospects In Brazil","neutral",0,0.8,22691,"BANCO BILBAO VIZCAYA ARGENTARIA",0,NA,126,22,1,"2019-03-13",75381,0,3.01508049008308,-3.18257261063891,0.170644233003259,1.20689124672961,1.0327012553216,1.7036,1.1341,0.8275,0.68,-0.31,0.07,0.009,1.2078,3.7954,-1.6647
"Build-A-Bear Workshop Sees FY19 Sales Increase In Mid-To-High Single Digits","positive",0.7,0.85,22699,"BUILD A BEAR WORKSHOP INC",0,NA,123,29,2,"2019-03-13",90371,-11.0356554389,-8.99829774697734,1.01867484449774,5.0000037997961,10.734466577717,11.3636340814648,0.1701,-0.2871,0.6579,0.68,-0.31,0.07,0.009,-11.266,-9.2192,2.0286
"Build-A-Bear Workshop Q4 Adj. EPS $(0.05) May Not Compare To $0.35 Estimate, Sales $101.53M Beat $99.9M Estimate","negative",0.7,0.8,22707,"BUILD A BEAR WORKSHOP INC",0,NA,142,29,0,"2019-03-13",90371,-11.0356554389,-8.99829774697734,1.01867484449774,5.0000037997961,10.734466577717,11.3636340814648,0.1701,-0.2871,0.6579,0.68,-0.31,0.07,0.009,-11.266,-9.2192,2.0286
"Biocept Highlights Expansion Of Pathology Partnership Offering For Liquid Biopsy, Including Addition Of 'Several Key Services'","positive",0.7,0.85,22715,"BIOCEPT INC",0,NA,117,29,2,"2019-03-13",14449,31.6666662693024,-9.16666534839391,-5.00000257900847,-2.47934628278017,15.686271867253,15.686271867253,1.6949,2.2598,-0.8373,0.68,-0.31,0.07,0.009,33.8337,1.5631,7.283
"Bridgeline Digital Reports Closing Of $10M Private Placement Financing","positive",0.7,0.8,22723,"BRIDGELINE DIGITAL INC",0,NA,118,29,2,"2019-03-13",92091,-2.07964163273573,-4.51327139880566,-15.9292028483902,-7.93357640504837,-15.4237231170268,4.37802439416723,-9.4188,-9.5937,0.2225,0.68,-0.31,0.07,0.009,-11.6601,-13.9671,-26.3412
"Broadridge Financial Solutions shares are trading higher after Raymond James upgraded the stock from Market Perform to Outperform.","positive",0.8,0.9,22731,"BROADRIDGE FINANCIAL SOLUTNS INC",0,NA,133,29,2,"2019-03-13",91849,0.594315072521567,-1.20183715791522,-1.87175632571537,0.9548744186759,1.51607026758622,1.84546703884845,3.0267,2.3647,0.9663,0.68,-0.31,0.07,0.009,3.0466,0.7712,0.9049
"Raymond James Upgrades Broadridge Financial Soln to Outperform","positive",0.8,0.9,22739,"BROADRIDGE FINANCIAL SOLUTNS INC",0,NA,126,29,2,"2019-03-13",91849,0.594315072521567,-1.20183715791522,-1.87175632571537,0.9548744186759,1.51607026758622,1.84546703884845,3.0267,2.3647,0.9663,0.68,-0.31,0.07,0.009,3.0466,0.7712,0.9049
"BRT Apartments Corp. Acquires Property Northeast Of Charlotte, North Carolina For $48.1M","positive",0.7,0.85,22747,"B R T APARTMENTS CORP",0,NA,126,29,2,"2019-03-13",56856,2.11640745401382,1.66288951534377,6.22696310581494,-1.8854258581996,0.669644039867756,0.296515690777954,-2.2173,-2.3978,0.2456,0.68,-0.31,0.07,0.009,-0.2658,-0.81,3.8283
"Boston Scientific Receives CE Mark For Next Generation WATCHMAN FLX Left Atrial Appendage Closure Device","positive",0.8,0.9,22755,"BOSTON SCIENTIFIC CORP",0,NA,126,29,2,"2019-03-13",77605,-0.447428040206432,-5.89112348415843,-6.81083248460285,0.902247615158558,1.89825374415311,1.69234197394976,-0.0745,-0.8855,1.1769,0.68,-0.31,0.07,0.009,-1.2242,-7.2638,-7.2669
"B2Gold Corp Late Tuesday Reported Q4 EPS $0.01, Inline, Sales $272.122M Beat $207.75M Estimate","positive",0.6,0.8,22763,"B2GOLD CORP",0,NA,133,29,2,"2019-03-13",13978,-3.02013140171766,-2.68456113003011,-3.0201312883695,1.30293034017086,-1.58228456175835,3.66666295515643,-4.1801,-4.0947,-0.1492,0.68,-0.31,0.07,0.009,-7.1388,-6.5601,-7.0222
"BlueLinx shares are trading lower after the company reported Q4 EPS decreased 2075% from last year.","negative",0.8,0.9,22771,"BLUELINX HOLDINGS INC",0,NA,126,29,0,"2019-03-13",90496,-0.276241893880069,5.13022600828485,7.81373136211136,0.848564691841602,7.40354232784408,11.7136653469055,-17.9935,-19.0406,1.5059,0.68,-0.31,0.07,0.009,-19.1752,-14.3394,-10.4347
"Bluelinx Holdings Q4 EPS $(1.74) Down From $(0.08) YoY, Sales $672.64M Up From $433.608M YoY","negative",0.7,0.8,22779,"BLUELINX HOLDINGS INC",0,NA,141,29,0,"2019-03-13",90496,-0.276241893880069,5.13022600828485,7.81373136211136,0.848564691841602,7.40354232784408,11.7136653469055,-17.9935,-19.0406,1.5059,0.68,-0.31,0.07,0.009,-19.1752,-14.3394,-10.4347
"Morgan Stanley Downgrades Boston Properties to Underweight","negative",0.8,0.9,22787,"BOSTON PROPERTIES INC",0,NA,112,29,0,"2019-03-13",85058,0.170328048989177,-2.33263780241416,-2.021620195815,1.35135371237993,1.94065357559419,1.91755490110088,0.0296,-0.3581,0.5565,0.68,-0.31,0.07,0.009,-0.1411,-2.9446,-2.1893
"CASI Pharmaceuticals Announces Exclusive Distribution Partner For Melphalan Hydrochloride For Injection In China","positive",0.7,0.85,22795,"CASI PHARMACEUTICALS INC CYM",0,NA,130,29,2,"2019-03-13",83651,-0.308641674928367,2.46913344125173,-4.32099076894277,-1.49700455367565,4.11391997414645,2.17391094608854,-1.5198,-2.3426,1.1895,0.68,-0.31,0.07,0.009,-2.5413,-0.3625,-5.9953
"Caterpillar 8-K Shows Global Rolling 3-Month Retail Machine Sales Up 7% Year Over Year In Feb.","positive",0.8,0.9,22803,"CATERPILLAR INC",0,NA,127,29,2,"2019-03-13",18542,0.142323924228549,-0.367045362932405,-1.72284855016062,-0.473296409472823,0.860288985672875,-0.240969380876499,0.7699,-0.279,1.528,0.68,-0.31,0.07,0.009,0.0071,-1.2294,-1.2817
"Goldman Sachs Upgrades Carnival, Says Line Is Cruising Toward Growth","positive",0.8,0.9,22811,"CARNIVAL CORP",0,NA,115,29,2,"2019-03-13",75154,0.606168946251273,0.784451067961767,-9.68087089970229,-0.30669670086354,0.527555190624041,-0.216689695095173,1.502,0.8443,0.9562,0.68,-0.31,0.07,0.009,1.5371,1.2531,-8.499
"Goldman Sachs Upgrades Carnival to Buy","positive",0.8,0.9,22819,"CARNIVAL CORP",0,NA,108,29,2,"2019-03-13",75154,0.606168946251273,0.784451067961767,-9.68087089970229,-0.30669670086354,0.527555190624041,-0.216689695095173,1.502,0.8443,0.9562,0.68,-0.31,0.07,0.009,1.5371,1.2531,-8.499
"CareDx Announces That Cedars-Sinai Comprehensive Transplant Center Has Used AlloSure In A Tocilizumab Trial","positive",0.7,0.8,22827,"CAREDX INC",0,NA,120,29,2,"2019-03-13",14797,3.49973104894161,0.379813795376349,-8.84428107005613,3.87931689620018,5.82553178367464,6.51149958230826,1.964,0.7536,1.7668,0.68,-0.31,0.07,0.009,4.421,0.7753,-6.5137
"Clean Energy Fuels shares are trading higher after the company reported better-than-expected Q4 results; the company also issued FY19 EBITDA guidance of $50 million to $55 million.","positive",0.8,0.9,22835,"CLEAN ENERGY FUELS CORP",0,NA,138,29,2,"2019-03-13",92035,-5.8219201862812,4.10958532296719,5.82191286600418,2.25225016474724,10.1941771526369,10.1941771526369,28.6344,27.7827,1.3066,0.68,-0.31,0.07,0.009,22.0824,32.013,35.2442
"Wedbush Downgrades Comerica to Neutral","negative",0.7,0.85,22843,"COMERICA INC",0,NA,106,29,0,"2019-03-13",25081,0.473072798922658,-5.53134694583277,-11.6335913304805,-0.315183075144887,-1.48556108760648,-0.68840535390764,0.2554,-0.3291,0.8452,0.68,-0.31,0.07,0.009,0.2195,-6.2308,-12.1177
"BTIG Research Maintains Buy on Chipotle Mexican Grill, Raises Price Target to $700","positive",0.8,0.9,22851,"CHIPOTLE MEXICAN GRILL INC",0,NA,128,29,2,"2019-03-13",91068,0.835074204951525,4.50813423632106,9.54369029368711,2.28731445968151,2.3603250809791,3.52073898950966,0.9636,0.4288,0.7737,0.68,-0.31,0.07,0.009,1.3322,4.565,9.8931
"Copa Holdings Feb. ASMs Flat YoY, RPMs Up 0.7% YoY, Load Factor Up 0.6 pts","positive",0.6,0.8,22859,"COPA HOLDINGS SA",0,NA,130,29,2,"2019-03-13",91065,-0.273121637292206,-2.75501685660655,-5.79503304065404,-0.905411131680012,0.458933833440578,0.39831238720005,1.2383,0.5443,1.0096,0.68,-0.31,0.07,0.009,0.3631,-2.6528,-4.8907
"Evercore ISI Group Initiates Coverage On Cheniere Energy Partners, LP Cheniere Energy Partners, LP Common Units with In-Line Rating","neutral",0.1,0.8,22867,"CHENIERE ENERGY PARTNERS L P",0,NA,137,29,1,"2019-03-13",91850,0,0.746268056653387,-1.07276770223889,-0.836155749857426,0.411900020976486,0.850385598384151,-2.2789,-2.7004,0.599,0.68,-0.31,0.07,0.009,-2.6495,-2.1577,-3.4941
"Bernstein Out Bullish On CVS, Sees 40% Upside Potential For Stock","positive",0.8,0.9,22875,"C V S HEALTH CORP",0,NA,120,29,2,"2019-03-13",17005,-1.21972532942891,-0.724765483861101,-4.45465873323448,1.6744215041399,3.24957723426016,4.37356929673198,3.5133,2.9489,0.824,0.68,-0.31,0.07,0.009,1.8026,1.9241,-1.1455
"CVS Health shares are trading higher after Bernstein initiated coverage on the company's stock with and 'Outperform' rating and price target of $76 per share.","positive",0.8,0.9,22883,"C V S HEALTH CORP",0,NA,132,29,2,"2019-03-13",17005,-1.21972532942891,-0.724765483861101,-4.45465873323448,1.6744215041399,3.24957723426016,4.37356929673198,3.5133,2.9489,0.824,0.68,-0.31,0.07,0.009,1.8026,1.9241,-1.1455
"Bernstein Initiates Coverage On CVS Health with Outperform Rating, Announces $76 Price Target","positive",0.8,0.9,22891,"C V S HEALTH CORP",0,NA,120,29,2,"2019-03-13",17005,-1.21972532942891,-0.724765483861101,-4.45465873323448,1.6744215041399,3.24957723426016,4.37356929673198,3.5133,2.9489,0.824,0.68,-0.31,0.07,0.009,1.8026,1.9241,-1.1455
"CPI Aerostructures Sees FY19 Sales $98M-$102M vs $100.35M Est.","neutral",0.1,0.8,22899,"C P I AEROSTRUCTURES INC",0,NA,134,29,1,"2019-03-13",77900,-4.65753637254238,-4.10959195667848,-9.31507260443161,-1.30245555192232,-2.57142609258223,-5.67081382248231,7.0381,6.8021,0.3493,0.68,-0.31,0.07,0.009,2.1705,2.7928,-2.4505
"CPI Aerostructures Q4 EPS $0.21 Misses $0.22 Estimate, Sales $26.5M Beat $24.8M Estimate","neutral",0.1,0.7,22907,"C P I AEROSTRUCTURES INC",0,NA,144,29,1,"2019-03-13",77900,-4.65753637254238,-4.10959195667848,-9.31507260443161,-1.30245555192232,-2.57142609258223,-5.67081382248231,7.0381,6.8021,0.3493,0.68,-0.31,0.07,0.009,2.1705,2.7928,-2.4505
"Dollar General Q4 Earnings Preview","neutral",0.1,0.7,22915,"DOLLAR GENERAL CORP NEW",0,NA,110,24,1,"2019-03-13",93096,-7.49088600277901,-2.94166680200794,-1.63241771369398,-0.083533936413005,0.758151381613525,0.614067418287156,0.8946,0.3685,0.7616,0.68,-0.31,0.07,0.009,-7.0552,-2.5933,-0.636800000000001
"Street Reacts To Dick's Sporting Goods Q4 Earnings, Stock Drop: Stay On The Sidelines","negative",0.8,0.9,22923,"DICKS SPORTING GOODS INC",0,NA,122,29,0,"2019-03-13",89540,-1.54985142871737,-3.21038880171287,2.61556250668356,-11.0053971409798,-8.56010056885185,-8.46337137483408,3.4672,2.8896,0.8438,0.68,-0.31,0.07,0.009,1.4151,-0.6108,6.0866
"Daqo New Energy Q4 EPS $0.86 May Not Compare To $0.12 Estimate, Sales $75.6M Beat $72.4M Estimate","positive",0.6,0.8,22931,"DAQO NEW ENERGY CORP",0,NA,139,29,2,"2019-03-13",12325,-0.148453784640878,5.99762608469512,-7.80879196472715,-0.0583443965297192,5.74073058032254,2.23813800403914,-1.6929,-2.6694,1.4183,0.68,-0.31,0.07,0.009,-2.685,2.7765,-9.6714
"Hearing Dealreporter Says eBay Unlikely To Find Buyers For Entire Classifieds Business","negative",0.7,0.85,22939,"EBAY INC",0,NA,114,29,0,"2019-03-13",86356,-0.301702180877328,0.658260312374037,1.01481836204702,0.0827552517876029,1.08665197873028,0.193315955067397,0.4961,-0.1429,0.9265,0.68,-0.31,0.07,0.009,-0.361,0.1513,1.2706
"Emergent Biosolutions Shares Rebound From Session Low, Hearing Cantor Fitzgerald Sees News By Purdue Pharma A Nonevent For Co., Will Have No Effect On Narcan","positive",0.6,0.8,22947,"EMERGENT BIOSOLUTIONS INC",0,NA,138,29,2,"2019-03-13",91571,-2.91802734136581,-7.41025264053618,-5.24092829193116,-4.25138436257839,0.0878259511591705,-0.157701212760664,-8.582,-9.3724,1.126,0.68,-0.31,0.07,0.009,-12.1868,-17.4507,-14.1516
"eGain Reports Common Stock Offering, No Size Disclosed","neutral",0,0.7,22955,"EGAIN CORP",0,NA,109,29,1,"2019-03-13",87227,-10.9951838850975,-10.4333885220665,-16.4526502880436,5.96251972019672,7.61244919276005,9.12280700503098,0.1608,-1.3139,2.1515,0.68,-0.31,0.07,0.009,-12.1029,-12.4615,-17.3299
"shares of some health insurance  companies are trading lower following reports that House Democrats are launching an investigation into health insurers that sell short-term plans, which they say are drawing consumers away from the ACA market.","negative",0.7,0.8,22963,"EHEALTH INC",0,NA,137,29,0,"2019-03-13",91498,-1.39543525874615,-0.750044125459803,5.25030231958463,1.96416154503822,4.85471611978172,6.05734974226877,-3.1261,-3.744,0.8838,0.68,-0.31,0.07,0.009,-5.0601,-4.6713,2.542
"'House Dems led by @FrankPallone are launching an investigation into some of the biggest companies that sell short-term health insurance plans...' -POLITICO's Alice Ollstein Tweets","negative",0.7,0.8,22971,"EHEALTH INC",0,NA,136,29,0,"2019-03-13",91498,-1.39543525874615,-0.750044125459803,5.25030231958463,1.96416154503822,4.85471611978172,6.05734974226877,-3.1261,-3.744,0.8838,0.68,-0.31,0.07,0.009,-5.0601,-4.6713,2.542
"Equity Commonwealth Reports $150M Buyback","positive",0.7,0.85,22979,"EQUITY COMMONWEALTH",0,NA,109,29,2,"2019-03-13",70703,-0.536993751302361,-2.50596706556897,-2.4164719115344,0.69027473218739,1.9446957765209,2.2242520978186,-0.0894,-0.2902,0.2807,0.68,-0.31,0.07,0.009,-0.8081,-2.9626,-2.6674
"Esperion Highlights Publication Of Bempedoic Acid Study 1 Results In The New England Journal Of Medicine","positive",0.7,0.85,22987,"ESPERION THERAPEUTICS INC NEW",0,NA,131,29,2,"2019-03-13",13954,-8.47489461302757,-19.3951829562846,-23.5206248604047,-0.120307924225926,5.86610455849785,6.04641280418043,7.5487,6.4603,1.6058,0.68,-0.31,0.07,0.009,-1.863,-14.802,-18.4227
"JP Morgan Upgrades Esperion Therapeutics to Neutral, Raises Price Target to $47","positive",0.7,0.85,22995,"ESPERION THERAPEUTICS INC NEW",0,NA,127,29,2,"2019-03-13",13954,-8.47489461302757,-19.3951829562846,-23.5206248604047,-0.120307924225926,5.86610455849785,6.04641280418043,7.5487,6.4603,1.6058,0.68,-0.31,0.07,0.009,-1.863,-14.802,-18.4227
"Britain Prepares For No-Deal Brexit Even As MPs Vote Against The Move","negative",0.7,0.8,23003,"ISHARES TRUST",0,NA,114,24,0,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"UK Parliament Votes To Rule Out Leaving EU Without A Deal","neutral",0.1,0.7,23011,"ISHARES TRUST",0,NA,109,29,1,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"UK Lawmakers Begin Voting On Amendment A, Result Due In Around 15 Mins; NOTE: Amendment A Calls On The Government To Rule Out Leaving The Eu Without A Deal In Any Scenario","neutral",0.1,0.7,23019,"ISHARES TRUST",0,NA,136,29,1,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"DUP's Wilson Says Would Be A Mistake To Have A Third Vote On May's Brexit Deal; Says 'This Deal Is Dead'","negative",0.7,0.8,23027,"ISHARES TRUST",0,NA,125,24,0,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"Deputy Political Editor Of The Telegraph Swinford Says Hearing That There'S An Informal Cabinet Meeting Scheduled For 6.10 Tonight Ahead Of Votes On No Deal Brexit","neutral",0,0.7,23035,"ISHARES TRUST",0,NA,132,29,1,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"UK Government Says Today's Motion Is About Ruling No Deal Brexit On March 29","neutral",0,0.7,23043,"ISHARES TRUST",0,NA,114,24,1,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"Parliament Rejects May's Brexit Deal Again: What It Means And What's Next","negative",0.7,0.8,23051,"ISHARES TRUST",0,NA,114,24,0,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"Deutsche Bank On Brexit Changes: Cuts Chances Of Early Election Called By UK Prime Minister From 20% To 10%, Sees 30% Chance UK Lawmakers Would Form Consensus To Over Softer Brexit In Indicative Votes","neutral",0.1,0.7,23059,"ISHARES TRUST",0,NA,144,29,1,"2019-03-13",14907,0.333739724010229,1.75971433358184,0.576463665361082,-0.184222823008895,0.681317396885772,0.277606853689716,1.3842,0.9792,0.5847,0.68,-0.31,0.07,0.009,1.3624,2.4774,1.7732
"Republican US Senator Mike Lee Will Vote For Resolution Ending Trump'S National Emergency Declaration","neutral",0.1,0.7,23067,"ISHARES INC",0,NA,114,24,1,"2019-03-13",83223,-0.304657267406583,5.31989801882697,1.92173312509187,0.259129819460213,1.40576638635277,1.89131175365189,0.2585,-0.1576,0.5985,0.68,-0.31,0.07,0.009,-0.4114,4.8235,2.0932
"N. Korea Appears Near To Missile Site Restoration","negative",0.7,0.8,23075,"ISHARES INC",0,NA,108,29,0,"2019-03-13",88214,-0.636843871325254,1.77988260861248,-1.436970995863,0.571053149178624,1.56533336070541,0.900309803161248,-0.6489,-1.2699,0.897,0.68,-0.31,0.07,0.009,-1.826,0.1479,-2.3067
"Today's Pickup: Markets Update; VW To Cut Jobs; Global Slowdown","neutral",0,0.7,23083,"FEDEX CORP",0,NA,112,28,1,"2019-03-13",60628,-0.250652781687677,-2.48425968287493,-1.91611561464277,0.408048322424293,3.13773392837089,2.88117130253267,1.3321,0.4915,1.2243,0.68,-0.31,0.07,0.009,0.3543,-2.4152,-0.7261
"For Airfreight, Digitalization Remains A Long, Hard, But Necessary Slog","negative",0.6,0.8,23091,"FEDEX CORP",0,NA,116,29,0,"2019-03-13",60628,-0.250652781687677,-2.48425968287493,-1.91611561464277,0.408048322424293,3.13773392837089,2.88117130253267,1.3321,0.4915,1.2243,0.68,-0.31,0.07,0.009,0.3543,-2.4152,-0.7261
"Frequency Electronics, Inc. Wins $5.9M Lockheed Martin Contract To Qualify Atomic Clocks For Potential Use On Next Gen GPS IIIF Satellites","positive",0.8,0.9,23099,"FREQUENCY ELECTRONICS INC",0,NA,136,29,2,"2019-03-13",62228,-2.0852180197835,2.08522721288722,5.98368010829002,-0.710982037708163,-3.1141920049627,-1.06006964749408,-1.5179,-1.6775,0.2179,0.68,-0.31,0.07,0.009,-3.7499,1.5495,5.7402
"Gilead Sciences Option Alert: Apr 18 $70 Calls Sweep (33) near the Ask: 991 @ $0.301 vs 5924 OI; Earnings 4/30 After Close [est] Ref=$65.63","positive",0.6,0.7,23107,"GILEAD SCIENCES INC",0,NA,152,29,2,"2019-03-13",77274,-0.501899747177958,-0.793686828072149,-2.23724414939681,0.761587684974074,2.53044799887527,3.67823934128886,1.4191,0.7947,0.9073,0.68,-0.31,0.07,0.009,0.3745,-0.3512,-1.0846
"Galmed Pharmaceuticals Q4 EPS $(0.18) Misses $(0.13) Estimate","negative",0.7,0.9,23115,"GALMED PHARMACEUTICALS LTD",0,NA,127,29,0,"2019-03-13",14540,-3.43601852655411,3.31754419805919,-3.19904576329931,4.74967770278454,7.93650685213207,6.38852381544519,3.4314,2.2991,1.6562,0.68,-0.31,0.07,0.009,-0.9803,5.1341,0.3302
"Generac Acquires Neurio Technology; Terms Not Disclosed","positive",0.7,0.8,23123,"GENERAC HOLDINGS INC",0,NA,112,29,2,"2019-03-13",93246,-0.132324558217078,-2.55198918102262,-4.57467289023724,-0.227320985868573,2.23213836968856,2.73063716417452,0.4367,-0.3335,1.1178,0.68,-0.31,0.07,0.009,-0.363,-3.3435,-4.432
"Amazon Reports Gogo Is Moving Its Entire Infrastructure To AWS","positive",0.7,0.85,23131,"GOGO INC",0,NA,107,29,2,"2019-03-13",13956,1.44927892833948,6.52735643313918e-09,-6.0041399520466,-2.44897715747356,4.59518646191621,3.91304998782411,1.046,0.4736,0.8311,0.68,-0.31,0.07,0.009,1.997,0.2356,-5.1811
"This Day In Market History: The Microsoft IPO","neutral",0,0.8,23139,"ALPHABET INC",0,NA,107,24,1,"2019-03-13",90319,-0.54459567181766,2.28262083475477,-1.75554578520852,1.52553208172321,4.11141421257577,4.0318047468566,0.1512,-0.7732,1.3444,0.68,-0.31,0.07,0.009,-1.1924,0.9843,-1.9199
"Google Says Introducing YouTube Music in India With Ad-Supported Free Version and Ad-Free Paid Version","positive",0.7,0.85,23147,"ALPHABET INC",0,NA,117,29,2,"2019-03-13",90319,-0.54459567181766,2.28262083475477,-1.75554578520852,1.52553208172321,4.11141421257577,4.0318047468566,0.1512,-0.7732,1.3444,0.68,-0.31,0.07,0.009,-1.1924,0.9843,-1.9199
"Hudbay Reaches Agreement To Purchase Rosemont's Minority Joint Venture Interest For $45M Plus Three Annual Installments Of $10M","positive",0.7,0.8,23155,"HUDBAY MINERALS INC",0,NA,131,29,2,"2019-03-13",12332,-3.48330587148666,1.74165970039304,1.5965181561223,2.24551055580378,3.3282872829725,3.1722061303473,0.8785,-0.1197,1.4549,0.68,-0.31,0.07,0.009,-3.4665,1.1887,2.4161
"Jefferies Initiates Coverage On Warrior Met Coal with Buy Rating","positive",0.8,0.9,23163,"WARRIOR MET COAL INC",0,NA,117,29,2,"2019-03-13",16653,-0.137975194957107,-0.551913861834163,4.03587494363318,0.107330153696239,4.24738951566075,3.01914455590513,3.6097,2.841,1.1235,0.68,-0.31,0.07,0.009,2.8064,1.8556,7.4133
"Harte-Hanks Q4 EPS $(0.21) Beats $(0.49) Estimate, Sales $70.209M Beat $68.5M Estimate","positive",0.6,0.8,23171,"HARTE HANKS INC",0,NA,135,29,2,"2019-03-13",79903,-2.49999761581421,-4.00000221450509,-7.9999984071881,0.493826670572162,-0.731700829544935,-4.23529023888297,-1.7199,-2.4448,1.0465,0.68,-0.31,0.07,0.009,-4.8491,-6.8951,-10.1561
"Analysts Debate Buying The Dip In Hercules Capital Following CEO's Involvement In College Bribery Scandal","negative",0.7,0.85,23179,"HERCULES CAPITAL INC",0,NA,124,29,0,"2019-03-13",90731,1.0603598318994,1.14192003474911,1.46818397272763,-8.92054364085197,-8.16326506135279,-8.2326297417858,0.9054,0.6842,0.3136,0.68,-0.31,0.07,0.009,1.7669,1.7021,2.2493
"B. Riley FBR Downgrades Hercules Capital to Neutral, Lowers Price Target to $11.50","negative",0.7,0.85,23187,"HERCULES CAPITAL INC",0,NA,124,29,0,"2019-03-13",90731,1.0603598318994,1.14192003474911,1.46818397272763,-8.92054364085197,-8.16326506135279,-8.2326297417858,0.9054,0.6842,0.3136,0.68,-0.31,0.07,0.009,1.7669,1.7021,2.2493
"Keefe Bruyette & Woods Downgrades Hercules Capital to Market Perform","negative",0.7,0.9,23195,"HERCULES CAPITAL INC",0,NA,117,29,0,"2019-03-13",90731,1.0603598318994,1.14192003474911,1.46818397272763,-8.92054364085197,-8.16326506135279,-8.2326297417858,0.9054,0.6842,0.3136,0.68,-0.31,0.07,0.009,1.7669,1.7021,2.2493
"Compass Point Downgrades Hercules Capital to Neutral","negative",0.7,0.85,23203,"HERCULES CAPITAL INC",0,NA,111,29,0,"2019-03-13",90731,1.0603598318994,1.14192003474911,1.46818397272763,-8.92054364085197,-8.16326506135279,-8.2326297417858,0.9054,0.6842,0.3136,0.68,-0.31,0.07,0.009,1.7669,1.7021,2.2493
"Hercules Capital Names Robert Badavas As Interim Chairman, Scott Bluestein As Interim CEO Replacing Manuel Henqiquez Who Stepped Down","neutral",0.2,0.7,23211,"HERCULES CAPITAL INC",0,NA,132,29,1,"2019-03-13",90731,1.0603598318994,1.14192003474911,1.46818397272763,-8.92054364085197,-8.16326506135279,-8.2326297417858,0.9054,0.6842,0.3136,0.68,-0.31,0.07,0.009,1.7669,1.7021,2.2493
