StrategyID,BillID,Description,PromptingStrategy,Model,Major,MajorText,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM
8,91-S-3268,A bill to amend title V of the Higher Education Act of 1965 in order to improve educational opportunities for Indians,Chain-of-Thoughts Prompting,gpt-3.5-turbo,6,Education,6,Education,0.95,"The bill focuses on amending the Higher Education Act to improve educational opportunities for Indians, making it fall under the Education category."
9,91-S-3268,A bill to amend title V of the Higher Education Act of 1965 in order to improve educational opportunities for Indians,Few-Shot Prompting,gpt-3.5-turbo,6,Education,6,Education,0.95,
10,91-S-3268,A bill to amend title V of the Higher Education Act of 1965 in order to improve educational opportunities for Indians,Few-Shot Prompting,gpt-3.5-turbo,6,Education,6,Education,0.95,
11,91-S-3268,A bill to amend title V of the Higher Education Act of 1965 in order to improve educational opportunities for Indians,Few-Shot Prompting,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,
1,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,No Modification,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,
2,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Persona Modification,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,
3,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Persona Modification,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,
4,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Persona Modification,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,
5,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Persona Modification,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,
6,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,"This bill falls under Civil Rights, Minority Issues, and Civil Liberties as it aims to protect religious and national symbols from desecration or denigration."
7,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,The bill focuses on civil liberties by prohibiting the use of certain grants for projects that desecrate or denigrate religious or national symbols.
8,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,"This bill falls under Civil Rights, Minority Issues, and Civil Liberties as it aims to protect religious and national symbols from desecration or denigration."
9,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Few-Shot Prompting,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,
10,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Few-Shot Prompting,gpt-3.5-turbo,6,Education,2,"Civil Rights, Minority Issues, and Civil Liberties",0.92,
11,101-HR-2762,To amend the National Foundation on the Arts and the Humanities Act of 1965 to prohibit the use of certain grants for a project which desecrates or denigrates a religious or national symbol.,Few-Shot Prompting,gpt-3.5-turbo,6,Education,11,"Law, Crime, and Family Issues",0.88,
1,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,No Modification,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.85,
2,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Persona Modification,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,
3,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Persona Modification,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.85,
4,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Persona Modification,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.85,
5,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Persona Modification,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,
6,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,"The bill relates to the waters of the Sabine River, indicating it falls under Public Lands and Water Management."
7,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,"The bill relates to the waters of the Sabine River, indicating it falls under Public Lands and Water Management."
8,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,"The bill relates to the waters of the Sabine River, indicating it falls under Public Lands and Water Management."
9,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.92,
10,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,
11,102-HR-2005,To grant the consent of Congress to an amendment to a compact ratified by the States of Louisiana and Texas and relating to the waters of the Sabine River.,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,20,Public Lands and Water Management,0.95,
1,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,No Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
2,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
3,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
4,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
5,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
6,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on providing tax incentives for new waste treatment facilities, which falls under environmental issues."
7,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.9,"The bill focuses on providing tax incentives for new waste treatment facilities, which falls under environmental issues."
8,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on providing tax incentives for new waste treatment facilities, which falls under environmental issues."
9,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.89,
10,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
11,89-HR-11990,To amend the Internal Revenue Code of 1954 to provide an additional first-year depreciation allowance(up to 100 percent of cost) for new waste treatment facilities,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,8,Energy,0.95,
1,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",No Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
2,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
3,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
4,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
5,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
6,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on understanding and addressing climate change, which falls under the category of Environment."
7,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on addressing climate change through research and understanding of human-induced and natural processes, falling under the category of Environment."
8,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on addressing climate change through research and understanding of human-induced and natural processes, falling under the category of Environment."
9,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.92,
10,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
11,108-S-1164,"A bill to provide for the development and coordination of a comprehensive and integrated United States research program that assists the people of the United States and the world to understand, assess, and predict human-induced and natural processes of abrupt climate change.",Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.99,
1,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,No Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
2,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
3,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
4,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
5,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
6,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on conservation efforts for multinational species, indicating an environmental concern."
7,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on conservation efforts for multinational species, indicating an environmental concern."
8,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on conservation efforts for multinational species, which falls under the category of Environment."
9,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.92,
10,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
11,111-S-1567,A bill to provide for the issuance of a Multinational Species Conservation Funds Semipostal Stamp.,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,
1,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,No Modification,gpt-3.5-turbo,7,Environment,4,Agriculture,0.85,
2,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Persona Modification,gpt-3.5-turbo,7,Environment,4,Agriculture,0.85,
3,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
4,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
5,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Persona Modification,gpt-3.5-turbo,7,Environment,7,Environment,0.85,
6,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.95,"The bill focuses on amending the Soil Conservation and Domestic Allotment Act, which falls under environmental issues related to agriculture."
7,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.85,"The bill focuses on amending the Soil Conservation and Domestic Allotment Act, which falls under environmental issues related to agriculture."
8,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Chain-of-Thoughts Prompting,gpt-3.5-turbo,7,Environment,4,Agriculture,0.95,"The bill focuses on amending the Soil Conservation and Domestic Allotment Act, which falls under the category of Agriculture."
9,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,7,Environment,0.92,
10,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,4,Agriculture,0.85,
11,87-HR-11845,To amend the Soil Conservation and Domestic Allotment Act to clarify the authorization of the Secretary of Agriculture to extend the benefits of such act to lands in urban areas,Few-Shot Prompting,gpt-3.5-turbo,7,Environment,4,Agriculture,0.98,
1,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,No Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
2,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
3,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
4,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
5,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
6,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,"The bill focuses on amending the Federal Power Act to encourage the construction of electric transmission lines, which falls under the Energy category."
7,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,"The bill focuses on amending the Federal Power Act to encourage the construction of electric transmission lines, which falls under the Energy category."
8,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,"The bill focuses on amending the Federal Power Act to encourage the construction of electric transmission lines, which falls under the Energy category."
9,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.92,
10,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
11,89-HR-7788,To amend section 202 of the Federal Power Act to encourage and facilitate the construction of extra-highvoltage electric transmission lines in the public interest,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.96,
1,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,No Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
2,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
3,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
4,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
5,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
6,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on foreign oil related income and tax credits, which falls under the Energy category."
7,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on the elimination of the foreign tax credit for taxes paid in connection with foreign oil related income, which falls under the Energy category."
8,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on the elimination of the foreign tax credit for taxes paid on foreign oil related income, which falls under the Energy category."
9,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.89,
10,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
11,94-S-1523,A bill for the elimination of the foreign tax credit for taxes paid in connection with foriegn oil related income.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
1,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",No Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
2,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
3,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
4,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
5,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
6,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on decisions related to non-nuclear energy facilities, falling under the Energy category."
7,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on providing an expedited process for decisions on non-nuclear energy facilities, indicating it falls under the Energy category."
8,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,The bill focuses on providing an expedited process for decisions on non-nuclear energy facilities.
9,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
10,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.92,
11,97-S-668,"A bill to provide for an expedited and coordinated process for decisions on proposed non-nuclear energy facilities, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
1,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,No Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
2,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
3,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
4,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
5,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.9,
6,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,"The bill pertains to the exemption of newly discovered oil from the windfall profit tax, which falls under the Energy category."
7,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,The bill pertains to the energy sector and specifically addresses the windfall profit tax on newly discovered oil.
8,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,"The bill pertains to the exemption of newly discovered oil from the windfall profit tax, which falls under the Energy category."
9,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
10,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
11,97-S-88,A bill to exempt newly discovered oil from the windfall profit tax.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
1,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,No Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
2,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
3,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
4,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
5,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Persona Modification,gpt-3.5-turbo,8,Energy,8,Energy,0.85,
6,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on providing incentives for small investors in oil and natural gas exploration, which falls under the Energy category."
7,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.85,"The bill focuses on providing incentives for small investors in oil and natural gas exploration, which falls under the Energy category."
8,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Chain-of-Thoughts Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,"The bill focuses on providing incentives for small investors in oil and natural gas exploration, which falls under the Energy category."
9,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
10,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
11,101-HR-4675,To amend the Internal Revenue Code of 1986 to provide incentives for small investors in oil and natural gas exploration.,Few-Shot Prompting,gpt-3.5-turbo,8,Energy,8,Energy,0.95,
1,82-S-552,A bill to amend Public Law 717 of the Eighty-first Congress to permit the admission of alien spouses and minor children of citizen members of the United States Armed Forces,No Modification,gpt-3.5-turbo,9,Immigration,9,Immigration,0.95,
