"prompt","model","V","regression","coef_name","coef","se","t","lci","uci"
11,"gpt-3.5","Democrat","10k_V_Yllm","14",0.569630872483221,0.0143452960051231,39.7085478250007,0.541514608965614,0.597747136000829
11,"gpt-3.5","Democrat","10k_V_Yllm","15",0.574468085106382,0.0133961937920507,42.8829333185126,0.548212027744044,0.600724142468721
11,"gpt-3.5","Democrat","10k_V_Yllm","19",0.608020698576973,0.0175643195543187,34.6168091907365,0.573595264837556,0.64244613231639
11,"gpt-3.5","Democrat","10k_V_Yllm","20",0.599767981438508,0.0166926100380339,35.930149932931,0.567051066955989,0.632484895921026
11,"gpt-3.5","Democrat","10k_V_Yllm","Other",0.614659068579297,0.00682423258551151,90.070064417833,0.60128381848957,0.628034318669024
12,"gpt-3.5","Democrat","10k_V_Yllm","3",0.638625592417061,0.0165409694590953,38.6087160124647,0.606205888007858,0.671045296826265
12,"gpt-3.5","Democrat","10k_V_Yllm","14",0.562669071235347,0.0149003397938246,37.7621637506912,0.533464941882042,0.591873200588652
12,"gpt-3.5","Democrat","10k_V_Yllm","15",0.592036063110443,0.0134749222430917,43.9361394767208,0.565625700819506,0.618446425401381
12,"gpt-3.5","Democrat","10k_V_Yllm","19",0.62613981762918,0.0154050112236004,40.6452035990688,0.595946550449487,0.656333084808872
12,"gpt-3.5","Democrat","10k_V_Yllm","20",0.594059405940582,0.016292756451295,36.4615654641646,0.562126190087162,0.625992621794003
12,"gpt-3.5","Democrat","10k_V_Yllm","Other",0.608091286307053,0.00703369704163283,86.4540060096032,0.594305493427287,0.62187707918682
1,"gpt-4o","Democrat","10k_V_Yllm","3",0.651307596513076,0.0168223579452655,38.7167838558791,0.618336380805314,0.684278812220838
1,"gpt-4o","Democrat","10k_V_Yllm","14",0.578034682080925,0.0167972273588072,34.4125056911758,0.545112721417532,0.610956642744318
1,"gpt-4o","Democrat","10k_V_Yllm","15",0.577572964669739,0.0193650719075454,29.8255006450398,0.539618121172921,0.615527808166556
1,"gpt-4o","Democrat","10k_V_Yllm","19",0.595317725752508,0.0141969886656188,41.9326759902403,0.567492139278972,0.623143312226045
1,"gpt-4o","Democrat","10k_V_Yllm","20",0.581956797966957,0.0175872896792272,33.0896237328894,0.547486343609998,0.616427252323915
1,"gpt-4o","Democrat","10k_V_Yllm","Other",0.60916110916111,0.00646597580871996,94.2102363481783,0.596488029451112,0.621834188871109
2,"gpt-4o","Democrat","10k_V_Yllm","3",0.641655886157827,0.0172520937443027,37.1929283290457,0.607842403761085,0.675469368554569
2,"gpt-4o","Democrat","10k_V_Yllm","14",0.588165680473373,0.0169360871712623,34.7285458869975,0.554971559578668,0.621359801368078
2,"gpt-4o","Democrat","10k_V_Yllm","15",0.593368237347295,0.0205265430083593,28.9073633638967,0.553136952323798,0.633599522370792
2,"gpt-4o","Democrat","10k_V_Yllm","19",0.599852071005917,0.0133282874236882,45.0059375175093,0.57372910767989,0.625975034331945
2,"gpt-4o","Democrat","10k_V_Yllm","20",0.582504970178927,0.0155527363383447,37.4535359892125,0.552022167094724,0.61298777326313
2,"gpt-4o","Democrat","10k_V_Yllm","Other",0.607228031553829,0.00661665338992157,91.7726826190947,0.594259629211398,0.62019643389626
3,"gpt-4o","Democrat","10k_V_Yllm","3",0.647211413748378,0.0172140668501761,37.5978215596251,0.613472462694568,0.680950364802188
3,"gpt-4o","Democrat","10k_V_Yllm","14",0.582089552238806,0.0173995821782884,33.4542258701562,0.547986997823316,0.616192106654296
3,"gpt-4o","Democrat","10k_V_Yllm","15",0.602763385146805,0.0203417875089454,29.6317806329329,0.562894214248105,0.642632556045504
3,"gpt-4o","Democrat","10k_V_Yllm","19",0.599697885196375,0.0134693468251905,44.5231601041568,0.573298450523722,0.626097319869027
3,"gpt-4o","Democrat","10k_V_Yllm","20",0.591133004926102,0.015435863791058,38.2960754854902,0.560879267825362,0.621386742026842
3,"gpt-4o","Democrat","10k_V_Yllm","Other",0.60468494643181,0.00659035856318312,91.7529661906209,0.591768081002765,0.617601811860854
4,"gpt-4o","Democrat","10k_V_Yllm","3",0.645244215938303,0.0171580263942443,37.6059694228441,0.611615102159797,0.67887332971681
4,"gpt-4o","Democrat","10k_V_Yllm","14",0.583046964490263,0.0166923908414641,34.9289068311275,0.550330479625128,0.615763449355399
4,"gpt-4o","Democrat","10k_V_Yllm","15",0.586762075134168,0.0208331781394161,28.164789414632,0.545929796297405,0.627594353970931
4,"gpt-4o","Democrat","10k_V_Yllm","19",0.597244732576986,0.0139659192354043,42.7644412451521,0.569872033864598,0.624617431289374
4,"gpt-4o","Democrat","10k_V_Yllm","20",0.58653846153847,0.015274938269036,38.398745134535,0.556600132665087,0.616476790411853
4,"gpt-4o","Democrat","10k_V_Yllm","Other",0.608049311094995,0.0065751144249033,92.4773732898097,0.595162323627955,0.620936298562036
5,"gpt-4o","Democrat","10k_V_Yllm","3",0.649484536082474,0.0171331598101079,37.9080416736266,0.615904159913294,0.683064912251655
5,"gpt-4o","Democrat","10k_V_Yllm","14",0.58495145631068,0.0171702287883603,34.0677729761655,0.551298426279181,0.618604486342179
5,"gpt-4o","Democrat","10k_V_Yllm","15",0.592013888888889,0.0204836677540141,28.9017521665706,0.551866637819737,0.632161139958041
5,"gpt-4o","Democrat","10k_V_Yllm","19",0.602380952380953,0.0137915875483911,43.6774193157498,0.575349937496475,0.62941196726543
5,"gpt-4o","Democrat","10k_V_Yllm","20",0.58704061895552,0.0153164388854199,38.3274874366744,0.557020950368688,0.617060287542352
5,"gpt-4o","Democrat","10k_V_Yllm","Other",0.605244122965632,0.0065750241832914,92.0519995201983,0.592357312368901,0.618130933562363
6,"gpt-4o","Democrat","10k_V_Yllm","3",0.64629388816645,0.0172465989368325,37.4737007878231,0.612491175394451,0.680096600938448
6,"gpt-4o","Democrat","10k_V_Yllm","14",0.583129584352078,0.0172439498427101,33.816474164624,0.549332063709151,0.616927104995005
6,"gpt-4o","Democrat","10k_V_Yllm","15",0.587931034482759,0.0204439343218938,28.7582138166592,0.547861659509544,0.628000409455973
6,"gpt-4o","Democrat","10k_V_Yllm","19",0.601449275362319,0.0138966728632497,43.2800916651693,0.574212297045414,0.628686253679223
6,"gpt-4o","Democrat","10k_V_Yllm","20",0.58925143953934,0.0152452594259519,38.6514537454352,0.559371280129505,0.619131598949176
6,"gpt-4o","Democrat","10k_V_Yllm","Other",0.606235357722122,0.00656087788437858,92.4015609504889,0.593376273361775,0.61909444208247
7,"gpt-4o","Democrat","10k_V_Yllm","3",0.6484375,0.0172339588192439,37.6255686114288,0.614659561403236,0.682215438596765
7,"gpt-4o","Democrat","10k_V_Yllm","14",0.5807962529274,0.0168898531265228,34.3872885439929,0.547692749095244,0.613899756759556
7,"gpt-4o","Democrat","10k_V_Yllm","15",0.58974358974359,0.0203428453121563,28.9902214117105,0.549872345588694,0.629614833898486
7,"gpt-4o","Democrat","10k_V_Yllm","19",0.597101449275363,0.0132072591477823,45.2100956446836,0.571215697011222,0.622987201539503
7,"gpt-4o","Democrat","10k_V_Yllm","20",0.586413586413581,0.0155703520576567,37.6621918529589,0.555896257153965,0.616930915673197
7,"gpt-4o","Democrat","10k_V_Yllm","Other",0.607908351810791,0.00663841324994323,91.5743459954062,0.594897300926408,0.620919402695173
8,"gpt-4o","Democrat","10k_V_Yllm","3",0.644155844155844,0.0172587905935741,37.3233478130085,0.61032923617572,0.677982452135968
8,"gpt-4o","Democrat","10k_V_Yllm","14",0.58128078817734,0.0173183591331148,33.5644262663349,0.547337428005104,0.615224148349575
8,"gpt-4o","Democrat","10k_V_Yllm","15",0.588946459412781,0.0204539952086988,28.7937125927511,0.548857365463776,0.629035553361785
8,"gpt-4o","Democrat","10k_V_Yllm","19",0.600289645184649,0.0131851967190985,45.527545623581,0.57444713448614,0.626132155883158
8,"gpt-4o","Democrat","10k_V_Yllm","20",0.581725888324882,0.0157217867312682,37.0012580801594,0.550911752558976,0.612540024090787
8,"gpt-4o","Democrat","10k_V_Yllm","Other",0.608258724648271,0.00660026607217125,92.1566976235816,0.595322440858433,0.621195008438108
9,"gpt-4o","Democrat","10k_V_Yllm","3",0.647668393782384,0.0171978371073584,37.6598748865498,0.613961252439974,0.681375535124793
9,"gpt-4o","Democrat","10k_V_Yllm","14",0.580452920143028,0.0170421035006736,34.0599339817462,0.547051011060903,0.613854829225152
9,"gpt-4o","Democrat","10k_V_Yllm","15",0.592013888888889,0.0204836677540141,28.9017521665706,0.551866637819737,0.632161139958041
9,"gpt-4o","Democrat","10k_V_Yllm","19",0.59718309859155,0.0130194833757466,45.8684174599443,0.571665380077769,0.622700817105331
9,"gpt-4o","Democrat","10k_V_Yllm","20",0.586138613861374,0.01550234011932,37.8096861086728,0.555754585551417,0.616522642171332
9,"gpt-4o","Democrat","10k_V_Yllm","Other",0.607839494705556,0.00665647832029649,91.3154772625297,0.594793036933904,0.620885952477209
10,"gpt-4o","Democrat","10k_V_Yllm","3",0.644090305444887,0.0174532427624427,36.9037613360247,0.609882578217065,0.678298032672709
10,"gpt-4o","Democrat","10k_V_Yllm","14",0.583229036295369,0.0174471796757844,33.4282701922796,0.549033192499033,0.617424880091706
10,"gpt-4o","Democrat","10k_V_Yllm","15",0.598191214470284,0.0176274534485704,33.9352031883424,0.56364204057193,0.632740388368639
10,"gpt-4o","Democrat","10k_V_Yllm","19",0.60348162475822,0.0152171647479174,39.6579543400693,0.573656529905489,0.633306719610951
10,"gpt-4o","Democrat","10k_V_Yllm","20",0.589769307923767,0.0155825276799242,37.8481155328605,0.559228114883017,0.620310500964517
10,"gpt-4o","Democrat","10k_V_Yllm","Other",0.604997341839449,0.00650956615039106,92.9397332882321,0.592238826629701,0.617755857049196
11,"gpt-4o","Democrat","10k_V_Yllm","3",0.652962515114873,0.0165580767535446,39.4346834378028,0.620509281024675,0.68541574920507
11,"gpt-4o","Democrat","10k_V_Yllm","14",0.594660194174757,0.0171084546653406,34.758264601154,0.561128239199554,0.628192149149961
11,"gpt-4o","Democrat","10k_V_Yllm","15",0.58465991316932,0.0187518831160061,31.1787306668027,0.547906897619643,0.621412928718996
11,"gpt-4o","Democrat","10k_V_Yllm","19",0.609375,0.0147957918732229,41.1856969347369,0.580375780805733,0.638374219194267
11,"gpt-4o","Democrat","10k_V_Yllm","20",0.592441266598563,0.0157092964146566,37.712781716043,0.561651611403371,0.623230921793754
11,"gpt-4o","Democrat","10k_V_Yllm","Other",0.601502414594864,0.00654963526832711,91.8375436115693,0.588665365357069,0.614339463832658
12,"gpt-4o","Democrat","10k_V_Yllm","3",0.646194926568758,0.0174764499953972,36.9751824162773,0.611941714000165,0.680448139137352
12,"gpt-4o","Democrat","10k_V_Yllm","14",0.618897637795275,0.0192785203266096,32.1029636771981,0.581112432279897,0.656682843310654
12,"gpt-4o","Democrat","10k_V_Yllm","15",0.593977154724818,0.0158298678692927,37.5225592297606,0.562951183820977,0.62500312562866
12,"gpt-4o","Democrat","10k_V_Yllm","19",0.620744259699129,0.0136568673048186,45.452902619923,0.593977291640042,0.647511227758216
12,"gpt-4o","Democrat","10k_V_Yllm","20",0.588179218303151,0.0152002786891776,38.6952917331659,0.558387219517391,0.617971217088911
12,"gpt-4o","Democrat","10k_V_Yllm","Other",0.597266429507577,0.00671292827919585,88.9725622957385,0.584109331849553,0.610423527165601
1,"gpt-3.5","DW1","10k_V_Yllm","3",-0.08049625,0.0195992109508764,-4.10711687331476,-0.118909997589121,-0.0420825024108792
1,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0499658254065494,0.0141018339850246,-3.54321469530917,-0.0776049121331605,-0.0223267386799383
1,"gpt-3.5","DW1","10k_V_Yllm","15",-0.00662626708288624,0.0149346910329308,-0.44368290366874,-0.0358977236276639,0.0226451894618915
1,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0360082519730275,0.0141759338581494,-2.54009734620251,-0.0637925717822222,-0.00822393216383278
1,"gpt-3.5","DW1","10k_V_Yllm","20",-0.010602594533622,0.0124701881268544,-0.850235331317051,-0.0350437141426956,0.0138385250754516
1,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0771492022655693,0.00453550913455956,-17.0100423076452,-0.0860386368208585,-0.0682597677102801
2,"gpt-3.5","DW1","10k_V_Yllm","3",-0.066761286377709,0.0164446262988183,-4.05976305965107,-0.098992161662613,-0.0345304110928049
2,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0269016649179199,0.0128079266536585,-2.10039186242806,-0.0520047398757212,-0.00179858996011855
2,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0151674924705143,0.0134171270555712,-1.13045754189354,-0.0414645782754318,0.0111295933344032
2,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0333698867272549,0.0131364948723472,-2.54024281602696,-0.0591169435601505,-0.0076228298943594
2,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0271256328686764,0.011824121774659,-2.29409282022206,-0.0503004856958239,-0.00395078004152902
2,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0830602606621785,0.00476260150869973,-17.440102958531,-0.0923947880919461,-0.0737257332324109
3,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0767348010033445,0.0168710454847214,-4.54831332609685,-0.109801442534936,-0.0436681594717534
3,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0253479525171341,0.0128108471625826,-1.97863202920486,-0.0504567515672432,-0.000239153467025053
3,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0142752903731389,0.0130774224517071,-1.09159816667661,-0.0399065673891003,0.0113559866428224
3,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0350720855653277,0.0119465942668354,-2.93573923931528,-0.0584869800662378,-0.0116571910644176
3,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0240474951665709,0.0116840966828906,-2.05813900887899,-0.0469479038569204,-0.00114708647622131
3,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0842527169093723,0.0048474594357931,-17.3807987514572,-0.0937535628200456,-0.0747518709986989
4,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0852911702838064,0.0165749503751735,-5.14578736908669,-0.117777476064685,-0.0528048645029277
4,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0288182455549528,0.012811538148882,-2.24939778659346,-0.0539283989133224,-0.00370809219658312
4,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0159670758349612,0.013294354163672,-1.20104185870064,-0.0420235311934786,0.0100893795235561
4,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0318310403642171,0.0132662948108352,-2.39939190392627,-0.0578325004017446,-0.0058295803266895
4,"gpt-3.5","DW1","10k_V_Yllm","20",-0.00875288144921159,0.0128911999918845,-0.678981123147716,-0.0340191691508083,0.0165134062523851
4,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0817673921979885,0.00470362734640661,-17.383901014279,-0.0909863323936431,-0.0725484520023338
5,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0937206973684211,0.0174802609296787,-5.36151592618953,-0.127981379230954,-0.0594600155058881
5,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0351573712351979,0.0130420606205143,-2.69569144464009,-0.0607193403355941,-0.00959540213480172
5,"gpt-3.5","DW1","10k_V_Yllm","15",-0.011414816466148,0.0128937382441342,-0.885299224322393,-0.0366860790507378,0.0138564461184418
5,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0383998490156509,0.0121136981580987,-3.16995260361332,-0.0621422611251135,-0.0146574369061883
5,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0192014631391472,0.0122690009553514,-1.56503884945677,-0.0432482631379234,0.00484533685962904
5,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0805094537880504,0.00479262526862691,-16.7986123002512,-0.0899028267059557,-0.0711160808701451
6,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0799127214983713,0.0163449787335027,-4.88912973221386,-0.11194829114411,-0.047877151852633
6,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0298524030960091,0.0128596819122471,-2.32139514023117,-0.0550569164966546,-0.00464788969536363
6,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0156945028960308,0.0135110680488631,-1.16160342315435,-0.0421757096644723,0.0107867038724108
6,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0327264339423366,0.0121146497101036,-2.70139333166546,-0.0564707110594582,-0.00898215682521506
6,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0218439656047865,0.0123090099701666,-1.77463221312924,-0.0459691818316574,0.00228125062208438
6,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.082117564619419,0.00479424064223229,-17.1283777238982,-0.0915141036114124,-0.0727210256274255
7,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0792128626609442,0.0155745734643657,-5.08603736995953,-0.109738465725674,-0.0486872595962142
7,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0307706776230395,0.0134420383174936,-2.289137770348,-0.0571165886041343,-0.00442476664194478
7,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0161152649447777,0.0139290711598548,-1.15695187136553,-0.0434157427561887,0.0111852128666333
7,"gpt-3.5","DW1","10k_V_Yllm","19",-0.035038544149068,0.0128995394829257,-2.71626318097994,-0.0603211769527548,-0.00975591134538124
7,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0242323730262902,0.0116901303115032,-2.07289160861153,-0.0471446074114164,-0.00132013864116405
7,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0802969691669261,0.00475979060139613,-16.8698532963559,-0.0896259873196148,-0.0709679510142375
8,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0818869302670623,0.0158530072747371,-5.16538779349172,-0.112958253572198,-0.0508156069619262
8,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0412433051008116,0.0135229968080339,-3.04986429312099,-0.067747891807608,-0.0147387183940151
8,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0173314118868843,0.0146785463439251,-1.18073080813327,-0.0461008340663796,0.0114380102926109
8,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0342601357405677,0.0123164352631503,-2.78166003462633,-0.0583999052742615,-0.0101203662068739
8,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0217892541532932,0.0114663887110271,-1.90027171609302,-0.044262963059643,0.00068445475305666
8,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0786093195137582,0.00477145257281241,-16.4749242110614,-0.0879611947104115,-0.0692574443171049
9,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0760824091580502,0.0158926297834126,-4.78727625288664,-0.107231391153168,-0.0449334271629329
9,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0409631084809519,0.0134045611550698,-3.05590820968122,-0.0672355655734534,-0.0146906513884504
9,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0134229892842313,0.0140956807676658,-0.952276765164996,-0.0410500159264302,0.0142040373579677
9,"gpt-3.5","DW1","10k_V_Yllm","19",-0.038046928120302,0.0126425478833546,-3.00943516064473,-0.0628258666445002,-0.0132679895961039
9,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0257734436549928,0.0111369545856774,-2.3142272383995,-0.0476014735403787,-0.00394541376960694
9,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0793576829732077,0.00480365172225318,-16.5202823938253,-0.0887726673430977,-0.0699426986033176
10,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0997296199421965,0.0152685933927827,-6.53168352687534,-0.129655513086637,-0.0698037267977562
10,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0393667663338613,0.0124577013023334,-3.16003453433963,-0.0637834122165926,-0.0149501204511301
10,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0180828718256099,0.00955188829026914,-1.89312011155235,-0.0368042288588873,0.00063848520766745
10,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0643600513408497,0.0150909076533841,-4.26482308547007,-0.0939376868355025,-0.0347824158461969
10,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0334089068007387,0.0129950880186855,-2.57088730393364,-0.0588788112932902,-0.00793900230818714
10,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0762766256270672,0.00499023031009688,-15.2851914415121,-0.0860572973094172,-0.0664959539447172
11,"gpt-3.5","DW1","10k_V_Yllm","3",-0.0972434355062413,0.0149342003562968,-6.51145914653811,-0.126513930342488,-0.0679729406699944
11,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0431279743122077,0.0109622642171089,-3.93422138511291,-0.0646136173667532,-0.0216423312576621
11,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0117269888396141,0.00975931532953359,-1.2016200362054,-0.0308548953992696,0.00740091772004138
11,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0576763847091223,0.0133898363101517,-4.30747496632158,-0.0839199816359064,-0.0314327877823382
11,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0386784602298913,0.0123505623076466,-3.13171653779231,-0.0628851175416966,-0.014471802918086
11,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0802517336452371,0.00522132245990661,-15.3700014242508,-0.0904853376183241,-0.07001812967215
12,"gpt-3.5","DW1","10k_V_Yllm","3",-0.10403027014218,0.0136975786776488,-7.59479267032305,-0.130877031025775,-0.0771835092585847
12,"gpt-3.5","DW1","10k_V_Yllm","14",-0.0389779723896768,0.0114876022063085,-3.3930468421227,-0.0614932589827642,-0.0164626857965893
12,"gpt-3.5","DW1","10k_V_Yllm","15",-0.0255244937087973,0.00963529990157064,-2.6490606384381,-0.044409334496118,-0.00663965292147647
12,"gpt-3.5","DW1","10k_V_Yllm","19",-0.0667504228917903,0.0117656454635783,-5.67333284845465,-0.0898106642552708,-0.0436901815283097
12,"gpt-3.5","DW1","10k_V_Yllm","20",-0.0317558482466241,0.0119241691816797,-2.66314975599422,-0.0551267903882787,-0.00838490610496945
12,"gpt-3.5","DW1","10k_V_Yllm","Other",-0.0755354242386992,0.00540507198702734,-13.9749154904858,-0.0861291706671191,-0.0649416778102792
1,"gpt-4o","DW1","10k_V_Yllm","3",-0.101133633872976,0.0139842133379731,-7.23198591359841,-0.128542188367528,-0.0737250793784244
1,"gpt-4o","DW1","10k_V_Yllm","14",-0.0478085268255737,0.0131440358405298,-3.6372790979583,-0.0735703636845157,-0.0220466899666317
1,"gpt-4o","DW1","10k_V_Yllm","15",-0.00879419517078625,0.013570775162238,-0.648024528124007,-0.0353924257310634,0.0178040353894909
1,"gpt-4o","DW1","10k_V_Yllm","19",-0.048435469664019,0.0107562986893798,-4.50298667438843,-0.0695174277021588,-0.0273535116258792
1,"gpt-4o","DW1","10k_V_Yllm","20",-0.0057592597130838,0.0131444497486988,-0.438151449713895,-0.0315219078171299,0.0200033883909623
1,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0760055519330997,0.00491425650774617,-15.4663379523016,-0.0856373176990738,-0.0663737861671256
2,"gpt-4o","DW1","10k_V_Yllm","3",-0.091247552393273,0.0144800677086229,-6.3015970801666,-0.119627963595875,-0.0628671411906706
2,"gpt-4o","DW1","10k_V_Yllm","14",-0.0510673037918594,0.0130440582147847,-3.91498588483585,-0.0766331881050814,-0.0255014194786375
2,"gpt-4o","DW1","10k_V_Yllm","15",-0.016302633605902,0.0143509005048387,-1.13600074088767,-0.0444298817411035,0.0118246145292995
2,"gpt-4o","DW1","10k_V_Yllm","19",-0.0483146950682043,0.0102127880551955,-4.73080365587588,-0.0683313918381283,-0.0282979982982803
2,"gpt-4o","DW1","10k_V_Yllm","20",-0.0226460693163143,0.0115622551141244,-1.95862045014471,-0.0453076729200622,1.55342874335121e-05
2,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0757108138988687,0.00503056178314959,-15.0501707686943,-0.0855705338158455,-0.065851093981892
3,"gpt-4o","DW1","10k_V_Yllm","3",-0.0957929416342412,0.0144195172300132,-6.64328355146696,-0.124054676079522,-0.0675312071889606
3,"gpt-4o","DW1","10k_V_Yllm","14",-0.0471309324678125,0.0136064991391541,-3.46385444086703,-0.0737991807362299,-0.0204626841993951
3,"gpt-4o","DW1","10k_V_Yllm","15",-0.0230318682767049,0.0142547677494079,-1.61573086854829,-0.0509706996735275,0.00490696312011759
3,"gpt-4o","DW1","10k_V_Yllm","19",-0.0486768233158816,0.0102414891949862,-4.75290481580663,-0.0687497732861108,-0.0286038733456525
3,"gpt-4o","DW1","10k_V_Yllm","20",-0.0269553994031495,0.0115197479196022,-2.3399296227031,-0.0495336904365499,-0.00437710836974904
3,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0738946386211565,0.00500899317398397,-14.7523935558458,-0.0837120848409721,-0.064077192401341
4,"gpt-4o","DW1","10k_V_Yllm","3",-0.0951944832904884,0.014308887354563,-6.6528221888707,-0.123239387164273,-0.0671495794167043
4,"gpt-4o","DW1","10k_V_Yllm","14",-0.0425467121467597,0.0129922417760782,-3.2747783546561,-0.0680110381063097,-0.0170823861872097
4,"gpt-4o","DW1","10k_V_Yllm","15",-0.0135091670736977,0.0143364328863586,-0.942296258824042,-0.0416080591977362,0.0145897250503408
4,"gpt-4o","DW1","10k_V_Yllm","19",-0.0488684190082511,0.0106384931889271,-4.59354705035814,-0.0697194825083228,-0.0280173555081794
4,"gpt-4o","DW1","10k_V_Yllm","20",-0.0252491933367574,0.011323414528639,-2.22982151478226,-0.0474426779949075,-0.00305570867860728
4,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0758723162731584,0.00501121979971485,-15.1404886046858,-0.0856941265992135,-0.0660505059471032
5,"gpt-4o","DW1","10k_V_Yllm","3",-0.0970939793814433,0.014287594017802,-6.79568437208299,-0.125097149082065,-0.0690908096808215
5,"gpt-4o","DW1","10k_V_Yllm","14",-0.0446321885681451,0.0133599794763384,-3.34073780930518,-0.0708172671759627,-0.0184471099603275
5,"gpt-4o","DW1","10k_V_Yllm","15",-0.0160125631843698,0.0143569530605159,-1.11531765249042,-0.044151674110713,0.0121265477419734
5,"gpt-4o","DW1","10k_V_Yllm","19",-0.0523938511065055,0.010481431507395,-4.99873047584577,-0.0729370793674231,-0.031850622845588
5,"gpt-4o","DW1","10k_V_Yllm","20",-0.0241146496443061,0.011383589470233,-2.11836957994345,-0.0464260750207521,-0.00180322426786007
5,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0744185914804166,0.00500724548404229,-14.8621815562235,-0.0842326122908903,-0.0646045706699429
6,"gpt-4o","DW1","10k_V_Yllm","3",-0.0954191911573472,0.0143814059315254,-6.63490006551997,-0.123606228830188,-0.0672321534845067
6,"gpt-4o","DW1","10k_V_Yllm","14",-0.0458798386823183,0.0135167603632618,-3.39429252641176,-0.07237220218197,-0.0193874751826667
6,"gpt-4o","DW1","10k_V_Yllm","15",-0.0126038558520638,0.0143652664188802,-0.877384065463529,-0.0407592606613917,0.015551548957264
6,"gpt-4o","DW1","10k_V_Yllm","19",-0.0490860260822842,0.0105778241147791,-4.64046533102233,-0.0698181803820505,-0.028353871782518
6,"gpt-4o","DW1","10k_V_Yllm","20",-0.0258905451729626,0.0113333835870676,-2.28444973860287,-0.0481035688265924,-0.00367752151933275
6,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0752695267411643,0.00498772884975584,-15.0909419915337,-0.0850452956513371,-0.0654937578309915
7,"gpt-4o","DW1","10k_V_Yllm","3",-0.0955616640625,0.0144817819896653,-6.59875035618517,-0.123945435194205,-0.0671778929307952
7,"gpt-4o","DW1","10k_V_Yllm","14",-0.0467286913116529,0.0130950906271932,-3.56841297567017,-0.0723945973152395,-0.0210627853080663
7,"gpt-4o","DW1","10k_V_Yllm","15",-0.0158653613576017,0.0140818121662873,-1.1266562265036,-0.0434652060405828,0.0117344833253794
7,"gpt-4o","DW1","10k_V_Yllm","19",-0.0461618329045235,0.0101071218719474,-4.56725796813107,-0.0659714277608975,-0.0263522380481496
