"prompt","model","V","Y","regression","coef_name","coef","se","t","lci","uci"
6,"gpt-4o","Senate",14,"10k_Yllm_V","V",-0.00472305292094833,0.00583363530791676,-0.80962430314057,-0.0161567680234064,0.00671066218150975
7,"gpt-4o","Senate",14,"10k_Yllm_V","(Intercept)",0.0863709559361733,0.003399148223726,25.4095880059909,0.0797087478395571,0.0930331640327896
7,"gpt-4o","Senate",14,"10k_Yllm_V","V",-0.00306391901600914,0.00597136160439884,-0.51310224015777,-0.0147675726992962,0.00863973466727789
8,"gpt-4o","Senate",14,"10k_Yllm_V","(Intercept)",0.0815400380617772,0.00331143977191873,24.6237418398012,0.075049735371843,0.0880303407517115
8,"gpt-4o","Senate",14,"10k_Yllm_V","V",-0.00107301376389148,0.00585824380245139,-0.18316304340944,-0.0125549606293512,0.0104089331015682
9,"gpt-4o","Senate",14,"10k_Yllm_V","(Intercept)",0.0847606499780413,0.00337027836365076,25.1494508264376,0.0781550257674112,0.0913662741886714
9,"gpt-4o","Senate",14,"10k_Yllm_V","V",-0.00271584089000082,0.00592699048124197,-0.458215834595322,-0.0143325287699468,0.00890084698994517
10,"gpt-4o","Senate",14,"10k_Yllm_V","(Intercept)",0.0806616893573416,0.00329513056115848,24.4790571603279,0.0742033521331137,0.0871200265815695
10,"gpt-4o","Senate",14,"10k_Yllm_V","V",-0.00240356376567235,0.00579868593440256,-0.414501456513179,-0.0137687793547604,0.00896165182341566
11,"gpt-4o","Senate",14,"10k_Yllm_V","(Intercept)",0.0838823012736057,0.00335437873479179,25.0068068949919,0.0773078397629067,0.0904567627843046
11,"gpt-4o","Senate",14,"10k_Yllm_V","V",-0.00467750480784358,0.00585409857289794,-0.799013673855527,-0.0161513271726709,0.00679631755698371
12,"gpt-4o","Senate",14,"10k_Yllm_V","(Intercept)",0.0626555409164105,0.00293245017106225,21.3662764110035,0.0569080441946702,0.0684030376381509
12,"gpt-4o","Senate",14,"10k_Yllm_V","V",0.00266474939599082,0.00527910887002677,0.504772578402481,-0.00768211385972759,0.0130116126517092
1,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.0787878787878788,0.00428159285230638,18.4015345469941,0.0703961110008941,0.0871796465748634
1,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.00213224964880585,0.00548204788456747,-0.388951299533219,-0.0128768660640821,0.00861236676647039
2,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.102272727272727,0.00481557298072599,21.2379145082147,0.0928343776655801,0.111711076879874
2,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.0141932570740517,0.00604075004606029,-2.34958522796493,-0.0260329096039385,-0.00235360454416487
3,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.102777777777778,0.00482609051797881,21.2962805805022,0.093318814176409,0.112236741379146
3,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.014532744665195,0.00605100405091095,-2.4017079715898,-0.0263924946752865,-0.00267299465510359
4,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.10050505050505,0.00477847313273753,21.0328796904781,0.0911394152637927,0.109870685746308
4,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.012425580306375,0.00601121647144516,-2.06706585354225,-0.0242073480936815,-0.000643812519068554
5,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.0936868686868686,0.00463099528559613,20.2303960399754,0.0846102847145254,0.102763452659212
5,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.00792527928289501,0.00586770220740208,-1.35066146896434,-0.0194257642814093,0.00357520571561923
6,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.0984848484848484,0.00473551336300952,20.7970796269191,0.0892034128450416,0.107766284124655
6,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.0110676299418021,0.00596955480866518,-1.85401261845134,-0.0227677423705238,0.000632482486919519
7,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.0911616161616161,0.0045745162975049,19.9281432686859,0.082195728971815,0.100127503351417
7,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.00953909960532473,0.00577402152648873,-1.65207205438418,-0.0208559738432016,0.00177777463255217
8,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.0845959595959595,0.00442259391329668,19.1281318733829,0.075927834807652,0.0932640843842671
8,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.00529132383437011,0.00562586875587133,-0.940534531461994,-0.0163178239776271,0.00573517630888685
9,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.0866161616161616,0.0044701486905156,19.376572819588,0.0778548311772121,0.095377492055111
9,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.00499364505987013,0.00569169171227111,-0.877356911145412,-0.0161491558270266,0.00616186570728637
10,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.103030303030303,0.00483133569996158,21.3254282932818,0.0935610590611556,0.11249954699945
10,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.0137918924342764,0.00606635050405039,-2.27350734598468,-0.0256817209398116,-0.00190206392874128
11,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.129545454545454,0.00533678834466203,24.2740476442219,0.119085541596804,0.140005367494105
11,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.017128236002408,0.00670853290328512,-2.55320145989303,-0.0302767188819488,-0.00397975312286727
12,"gpt-3.5","Democrat",14,"10k_Yllm_V","(Intercept)",0.122474747474747,0.00521013442657796,23.5070225539631,0.112263071644042,0.132686423305452
12,"gpt-3.5","Democrat",14,"10k_Yllm_V","V",-0.0191634891966018,0.00651812803228838,-2.94002957623308,-0.0319387853865079,-0.0063881930066956
1,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0921717171717171,0.00459723320094666,20.0493890874922,0.0831613056693298,0.101182128674104
1,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.0093902602180747,0.00580586277194452,-1.61737550247501,-0.0207695421502678,0.00198902171411844
2,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0878787878787879,0.00449949887636015,19.5307944936919,0.0790599321326436,0.0966976436249322
2,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00559401966686736,0.00572278835192136,-0.977498960797534,-0.0168104787277786,0.00562243939404383
3,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0848484848484848,0.00442857891615777,19.1593028948662,0.0761686296701222,0.0935283400268475
3,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00736504113987558,0.00560794756254135,-1.31332204121716,-0.0183564163896458,0.00362633410989464
4,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0919191919191918,0.00459156977366826,20.0191212265422,0.0829198805302993,0.100918503308084
4,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00764766874038379,0.00581906618797636,-1.31424329838107,-0.0190528288924722,0.00375749141170465
5,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0863636363636363,0.00446424467426229,19.3456323891808,0.0776138775839075,0.0951133951433651
5,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00656231186032502,0.0056647776759725,-1.15844120205449,-0.0176650720856576,0.00454044836500759
6,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.086111111111111,0.00445832922685507,19.3146595348801,0.0773729463952528,0.0948492758269693
6,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00713760117733617,0.00564992102537377,-1.26330990208204,-0.0182112429025644,0.00393604054789202
7,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0904040404040404,0.00455736720143585,19.8369006507875,0.081471764824902,0.0993363159831787
7,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00828483510602715,0.00576641162432631,-1.43674015068168,-0.0195867942097398,0.00301712399768552
8,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0858585858585858,0.00445240230273178,19.2836540862238,0.0771320377005483,0.0945851340166233
8,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00771289049434741,0.0056350022090876,-1.36874666737642,-0.0187572918769627,0.00333151088826792
9,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0888888888888889,0.00452277779275383,19.6536051431273,0.0800244073050138,0.097753370472764
9,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00825974981604122,0.00572108688270318,-1.44373787453103,-0.019472874058564,0.00295337442648153
10,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.084090909090909,0.00441058858810056,19.0656887195918,0.0754463143076086,0.0927355038742095
10,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00693859121011427,0.00558960663905177,-1.24133801502915,-0.0178940189104017,0.00401683649017319
11,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.0843434343434343,0.004416597153263,19.0969272081156,0.0756870629888167,0.0929998056980519
11,"gpt-4o","Democrat",14,"10k_Yllm_V","V",-0.00321760652886471,0.00564363286910283,-0.570130375857744,-0.0142789236942727,0.00784371063654329
12,"gpt-4o","Democrat",14,"10k_Yllm_V","(Intercept)",0.061111111111111,0.00380682603332349,16.0530348842232,0.0536498691903875,0.0685723530318346
12,"gpt-4o","Democrat",14,"10k_Yllm_V","V",0.00395511405445198,0.00495636596688726,0.797986686389888,-0.00575918473484709,0.013669412843751
1,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0779299647588697,0.00272755657017093,28.5713468278262,0.0725840521155391,0.0832758774022003
1,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.00689233087928175,0.00748525873473244,0.92078725980447,-0.00777850665575768,0.0215631684143212
2,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0951854099409856,0.00299681545942802,31.7621859702876,0.0893117595721939,0.101059060309777
2,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0238111068255015,0.00815257774109497,2.9206844242007,0.0078323480717924,0.0397898655792105
3,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.095555419379645,0.0030028136916052,31.8219607319575,0.0896700126918151,0.101440826067475
3,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0249333574424635,0.00817887319334422,3.04850764317433,0.00890306054938872,0.0409636543355383
4,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0943946757636153,0.00298461004639966,31.6271386533338,0.0885449475647756,0.100244403962455
4,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0223566388497088,0.00809921352374302,2.76034688851822,0.00648247204007269,0.0382308056593448
5,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0899814008856717,0.00291805898655093,30.8360459128441,0.0842621103672685,0.095700691404075
5,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0173348456203518,0.00790060300547556,2.19411677923036,0.00184994827347076,0.0328197429672328
6,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0931342634002911,0.00296610554308778,31.3995109234502,0.0873208033614944,0.0989477234390878
6,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0213882292565025,0.0080323903230205,2.66274774959637,0.00564503351361424,0.0371314249993907
7,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0866062050981248,0.00287089552940212,30.1669650501567,0.0809793532571196,0.09223305693913
7,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0193354559252891,0.00783408578615708,2.46811899347019,0.00398092993262408,0.0346899819179541
8,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0821688302851395,0.00279734160201616,29.3738992141386,0.0766861414927323,0.0876515190775467
8,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0123243419510104,0.0075361195843612,1.63536974341353,-0.00244618101752448,0.0270948649195453
9,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0844000753462583,0.00283197947483036,29.8025024885867,0.0788494975706342,0.0899506531218825
9,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0128251999751434,0.00765881339683025,1.67456749637632,-0.00218579844695672,0.0278361983972436
10,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.0956738486855098,0.00299638696278821,31.9297373382251,0.0898010381546995,0.10154665921632
10,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0156107849037019,0.00802336397099018,1.94566580304038,-0.000114719514295135,0.0313362893216989
11,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.120225481572632,0.00330941412335584,36.32832794305,0.113739149080927,0.126711814064338
11,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0164384595792625,0.00877104678047414,1.87417305946393,-0.000752476217182829,0.0336293953757078
12,"gpt-3.5","DW1",14,"10k_Yllm_V","(Intercept)",0.112059706062407,0.00321286341491601,34.8784531400119,0.105762609481925,0.118356802642888
12,"gpt-3.5","DW1",14,"10k_Yllm_V","V",0.0185900768375252,0.00858308816085138,2.16589606085104,0.00176753316612435,0.035412620508926
1,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.087063270467786,0.00286851564443342,30.3513319290201,0.0814410831156067,0.0926854578199652
1,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00902922008937258,0.00775786573687798,1.16387939616576,-0.00617591735180555,0.0242343575305507
2,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0849272151026586,0.00283354147740619,29.9721093832021,0.0793735758582421,0.0904808543470752
2,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00684825391711196,0.00754293027490874,0.907903648518721,-0.00793561775960597,0.0216321255938299
3,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0809478891309066,0.00277550554723569,29.1650972240095,0.0755079982194335,0.0863877800423797
3,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00878265740963853,0.0074931855420505,1.1720859386641,-0.0059037163822567,0.0234690312015338
4,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.088073716934421,0.0028856710786752,30.5210519609377,0.0824179055489887,0.0937295283198532
4,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.0124026748911971,0.00774265315944726,1.6018636810644,-0.00277264644610475,0.027577996228499
5,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0830535112356867,0.00280895550860963,29.5674000464309,0.0775480596046365,0.088558962866737
5,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.0104757787161949,0.0075361809313564,1.39006465099683,-0.00429486449024119,0.0252464219226309
6,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0824031540028319,0.00279884694466266,29.4418221617916,0.0769175147930531,0.0878887932126107
6,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00966855276606595,0.0075663555353106,1.27783484676934,-0.00516123157736811,0.0244983371095
7,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0859973097854433,0.00285246623195262,30.1484059029771,0.0804065787036995,0.0915880408671871
7,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00957487001848748,0.00764360631664041,1.25266394184151,-0.00540632307413059,0.0245560631111056
8,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0818797513551275,0.00279116557066058,29.3353257921382,0.0764091673617445,0.0873503353485104
8,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.0108964075741809,0.00746888942940558,1.45890599628921,-0.00374234671196593,0.0255351618603278
9,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0844785138611518,0.00282895916431175,29.862047825531,0.0789338557853662,0.0900231719369373
9,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00927357153593408,0.00753223464046323,1.23118463226257,-0.00548933708247885,0.024036480154347
10,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.080452628377955,0.00276784443099393,29.0668895538557,0.0750277529783971,0.0858775037775128
10,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00885862749347015,0.00746959315644878,1.18595849973732,-0.00578150607233632,0.0234987610592766
11,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0825864631328614,0.00279534410622827,29.5442922210727,0.0771076893602577,0.0880652369054652
11,"gpt-4o","DW1",14,"10k_Yllm_V","V",0.00298900219600976,0.00753045820732204,0.396921689719157,-0.0117704246774255,0.017748429069445
12,"gpt-4o","DW1",14,"10k_Yllm_V","(Intercept)",0.0627331610038699,0.00244627060767022,25.6444077802233,0.0579385587163973,0.0675277632913424
12,"gpt-4o","DW1",14,"10k_Yllm_V","V",-0.0122924216076676,0.00663507008362891,-1.85264382331054,-0.0252969200064794,0.000712076791144208
1,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0595813204508857,0.00286428993258835,20.8014278767668,0.0539674153417319,0.0651952255600395
1,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.000887726257133713,0.00506376759132954,-0.175309439290564,-0.0108125283622207,0.00903707584795332
2,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0743668569755527,0.00317475673243671,23.4244268909619,0.0681444481203007,0.0805892658308047
2,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.0065221109989039,0.00548082784895318,-1.18998647260005,-0.0172643361883163,0.00422011419050846
3,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0777338603425561,0.00323992189715224,23.9925105635666,0.071383730111415,0.0840839905736971
3,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.0083113295757527,0.00555761744169737,-1.49548429033545,-0.0192040596013312,0.00258140044982577
4,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.073488508271117,0.00315744949264466,23.2746425373739,0.0673000209825292,0.0796769955597048
4,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.00280374967218985,0.0055409451281767,-0.506005673640816,-0.0136638025637289,0.00805630321934916
5,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0794905577514274,0.0032732048582052,24.285237617243,0.0730751941153236,0.0859059213875311
5,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.00565022957219097,0.00568317476590033,-0.99420302998475,-0.0167890474312025,0.00548858828682052
6,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0740740740740742,0.00316900211568375,23.3745738784689,0.0678629440604028,0.0802852040877455
6,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.00970045463576563,0.00539001517195955,-1.79970822461322,-0.0202646902489308,0.000863780977399553
7,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0685111989459816,0.00305682723410123,22.4125191576701,0.062519927660182,0.0745024702317812
7,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.00571536429782753,0.0052838649902845,-1.08166357549567,-0.0160715493779572,0.00464082078230217
8,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0594349290001464,0.00286099163874059,20.7742407196652,0.0538274884281446,0.0650423695721482
8,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.00389690438670358,0.00497399916368144,-0.783454974250405,-0.0136457636066516,0.00585195483324439
9,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.0663153271848924,0.00301098342121653,22.0244743686098,0.0604139081212608,0.072216746248524
9,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.00478172036886207,0.00522419411236911,-0.915302966545708,-0.0150209526773517,0.00545751193962758
10,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.144634753330406,0.00425611565836088,33.9828061406836,0.136292919925981,0.15297658673483
10,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.0193586409921284,0.00725953186219102,-2.66665142596202,-0.0335870619866438,-0.005130219997613
11,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.141999707217099,0.00422365788873057,33.6200778940874,0.133721489872168,0.150277924562029
11,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.0179858227109453,0.00721986822100563,-2.49115664723865,-0.0321365043972416,-0.00383514102464898
12,"gpt-3.5","Senate",15,"10k_Yllm_V","(Intercept)",0.140974967061924,0.00421090265643363,33.4785623330748,0.13272174951291,0.149228184610938
12,"gpt-3.5","Senate",15,"10k_Yllm_V","V",-0.0248500065065435,0.00708003756442149,-3.50986930230702,-0.0387266251420003,-0.0109733878710867
1,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.066608110086371,0.00301714969645062,22.0765015951077,0.0606946053453618,0.0725216148273802
1,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00475894631230974,0.00523609424287681,-0.908873311205928,-0.0150215024480058,0.00550360982338633
2,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0595813204508857,0.00286428993258835,20.8014278767668,0.0539674153417319,0.0651952255600395
2,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00719886541775218,0.00488580339496851,-1.47342511267762,-0.016774864107434,0.00237713327192963
3,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0600204948031035,0.00287415555363981,20.8828275585481,0.0543872534320037,0.0656537361742033
3,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00669136889587727,0.00491883025669245,-1.36035775716658,-0.0163320990450604,0.00294936125330585
4,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0576782315912751,0.00282102458664862,20.4458450536927,0.0521491250019418,0.0632073381806084
4,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00561133351617255,0.00485138169508686,-1.15664647080961,-0.0151198669137997,0.00389719988145458
5,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0598741033523643,0.00287087187326681,20.8557211869691,0.0542472978765323,0.0655009088281962
5,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00717609136119986,0.00489877064333405,-1.46487596249574,-0.0167775053906567,0.00242532266825699
6,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.059727711901625,0.00286758333848974,20.8285879960097,0.054107351835518,0.065348071967732
6,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00545191512030602,0.00494204334194453,-1.10317023609123,-0.0151381420805533,0.00423431183994123
7,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0604596691553214,0.00288397763402767,20.9639868360856,0.0548071768604081,0.0661121614502346
7,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00618387237400237,0.00495157401076124,-1.24887002810884,-0.0158887791018789,0.0035210343538742
8,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0601668862538428,0.00287743439622802,20.9099072189846,0.0545272184693591,0.0658065540383265
8,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00715331730464746,0.00491169470328708,-1.45638475857634,-0.0167800620261463,0.00247342741685137
9,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0594349290001464,0.00286099163874058,20.7742407196653,0.0538274884281447,0.0650423695721482
9,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00579024613488927,0.00492019674830362,-1.17683223478525,-0.0154336545584155,0.00385316228863692
10,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0797833406529059,0.00327870577224651,24.3337908903731,0.0733571954233991,0.0862094858824126
10,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00752079726382404,0.00564883109523991,-1.33139000565295,-0.0185923027652442,0.00355070823759613
11,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.0707070707070707,0.00310176599326686,22.7957463137315,0.0646277210717966,0.0767864203423449
11,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.00507122343663839,0.00538305044779712,-0.942072433802597,-0.015621808441283,0.00547936156800617
12,"gpt-4o","Senate",15,"10k_Yllm_V","(Intercept)",0.101742058263797,0.00365807060455497,27.8130384189714,0.094572371625965,0.10891174490163
12,"gpt-4o","Senate",15,"10k_Yllm_V","V",-0.0171727935115096,0.00614946635530601,-2.79256646337975,-0.0292255260920502,-0.00512006093096908
1,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0633838383838385,0.00387227268167642,16.3686402261314,0.0557943233894343,0.0709733533782426
1,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00676132182754713,0.00488262642976663,-1.38477148002295,-0.0163310937798531,0.00280845012475885
2,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0772727272727272,0.00424370942880223,18.2087696080872,0.0689552096314218,0.0855902449140326
2,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00823299217338944,0.00535279973136988,-1.53807214664511,-0.0187242868633301,0.0022583025165512
3,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0803030303030302,0.00431900976166785,18.5929263267097,0.0718379267212843,0.0887681338847761
3,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00861428858117581,0.00544740056377005,-1.58135765496452,-0.0192909974955283,0.00206242033317668
4,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0767676767676767,0.00423097578970707,18.1442013812591,0.06847511660039,0.0850602369349635
4,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00690012709880254,0.00535374564106632,-1.2888410397899,-0.0173932757376808,0.00359302154007575
5,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.082070707070707,0.00436208920808656,18.8145411878698,0.0735211693255065,0.0906202448159075
5,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00723626998461432,0.0055220230386978,-1.31043820967483,-0.0180592362622624,0.0035866962930338
6,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.076010101010101,0.00421177446701353,18.0470491963445,0.0677551747437491,0.0842650272764529
6,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00829486922202149,0.00530971766884317,-1.56220532603736,-0.0187017246210301,0.00211198617698709
7,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0702020202020203,0.00406036377905623,17.2895888206198,0.0622438534309391,0.0781601869731015
7,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00579804669208656,0.00514438776062854,-1.12706253141737,-0.0158808614254272,0.00428476804125404
8,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0606060606060606,0.00379208222480872,15.9822643637738,0.053173716019021,0.0680384051931002
8,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00398354404976919,0.00481927720006936,-0.826585374610088,-0.0134291537934202,0.00546206569388179
9,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.0686868686868686,0.00401957894902501,17.0880755317741,0.0608086387137642,0.076565098659973
9,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00643521305772955,0.00508172343228772,-1.26634460601342,-0.0163952079644067,0.00352478184894764
10,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.146969696969697,0.00562719506169908,26.1177541134181,0.135940597314785,0.157998796624609
10,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.0140226771021473,0.00712417913657209,-1.96832180007402,-0.0279858116292403,-5.95425750543888e-05
11,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.146464646464646,0.00561918074641078,26.06512462839,0.13545125457906,0.157478038350232
11,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.0168288848752424,0.00708938978148942,-2.37381289419057,-0.030723833519328,-0.00293393623115688
12,"gpt-3.5","Democrat",15,"10k_Yllm_V","(Intercept)",0.137121212121212,0.00546667252952353,25.0831216577671,0.126406730848072,0.147835693394353
12,"gpt-3.5","Democrat",15,"10k_Yllm_V","V",-0.00665763596227171,0.00697640246969495,-0.954307895966733,-0.0203311335445301,0.00701586161998668
