BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
93-HR-10023,1973,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,A bill to continue the community development program as a part of the Office of Minority Business Enterprise.,0.252,House,WI
106-S-1887,1999,5,Labor and Employment,Republican,0,0,A bill to amend the Fair Labor Standards Act of 1938 to provide for an increase in the minimum wage and protect the rights of States that have adopted State minimum wage laws.,0.58,Senate,WY
83-S-537,1953,6,Education,Democrat,0,0,"A bill to improve and extend the duration of Public Law 874 of the 81st Congress, to extend the period during which appropriations may be made to pay entitlements under title II of Public Law 815 of the 81st Congress, to provide temporary supplementary ai",-0.467,Senate,MN
96-HR-4363,1979,7,Environment,Republican,0,0,"A bill to prohibit the Environmental Protection Agency from promulgating any new rules or regulations before June 1, 1981, to prevent any EPA enforcement actions which would result in the closing of any facilities before June 1, 1981, without Congressional approval, and for other purposes.",0.017,House,OH
91-HR-9448,1969,19,Government Operations,Republican,0,0,"To prohibit the manufacture or importation of coin replicas unless such replicas are manufactured in accordance with standards prescribed by :the Secretary of Commerce, and for other purposes",0.32,House,ID
93-HR-108,1973,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to provide that no individual shall pay an income tax of less than 10 percent on his income tax and to provide that industrial development bond income shall not be excluded from gross income.,-0.059,House,FL
97-S-936,1981,1,Macroeconomics,Republican,0,0,A bill entitled the Savings Expansion Act of 1981.,0.28,Senate,DE
102-S-266,1991,18,International Affairs and Foreign Aid,Democrat,0,0,"A bill to prevent and punish domestic and international terrorist acts, and for other purposes.",-0.343,Senate,DE
85-HR-372,1957,12,Social Welfare,Republican,0,0,To amend title II of the Social Security Act so as to remove the limitation upon the amount of outside income which an individual may earn while receiving benefits there under,0.222,House,NY
84-HR-10393,1956,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,To amend the Bankruptcy Act to limit the exception of Federal taxes from a discharge in bankruptcy.,0.327,House,TN
95-S-45,1977,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to amend chapter 44 of title 18 of the United States Code (respecting firearms) to penalize the use of firearms in the commission of any crime of violence and to increase the penalties in certain related existing provisions.,0.51,Senate,ID
110-HR-6977,2008,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend the Truth in Lending Act to protect consumers from usury and unreasonable fees, and for other purposes.",-0.51,House,MA
87-HR-13041,1962,3,Health,Republican,0,0,"To amend the Internal Revenue Code of 1954 to increase the maximum limitations on the amount allowable as a deduction for medical, dental, etc, expenses",-0.182,House,NY
106-HR-1612,1999,4,Agriculture,Democrat,0,0,To establish a comprehensive program to ensure the safety of food products intended for human comsumption which are regulated by the Food and Drug Administration.,-0.375,House,NJ
98-HR-2714,1983,4,Agriculture,Democrat,1,0,"A bill to direct the Secretary of Agriculture to take certain actions to improve the productivity of American farmers, and for other purposes.",-0.298,House,OR
101-S-2112,1990,5,Labor and Employment,Democrat,0,0,A bill to amend the National Labor Relations Act to prevent discrimination based on participation in labor disputes.,-0.514,Senate,OH
105-HR-3455,1998,4,Agriculture,Republican,0,0,To amend the Agricultural Market Transition Act to authorize the Secretary of Agriculture to extend the term of marketing assistance loans.,0.535,House,MT
94-HR-4316,1975,1,Macroeconomics,Democrat,0,0,"A bill to authorize and direct the General Accounting Office to audit the Federal Reserve Board, the Federal Advisory Council, the Federal Open Market Committee and Federal Reserve banks and their branches.",-0.378,House,TX
107-HR-4933,2002,1,Macroeconomics,Democrat,0,0,To promote State historic tax credits.,-0.491,House,MO
101-HR-5778,1990,17,Foreign Trade,Democrat,0,0,To make technical corrections to certain customs and tariff laws.,-0.378,House,IL
101-HR-4613,1990,13,Community Development and Housing Issues,Republican,0,0,To provide for sales of property held by the Resolution Trust Corporation to the Secretary of Housing and Urban Development for use under homesteading programs.,0.447,House,TX
80-HR-2777,1947,19,Government Operations,Democrat,0,0,To provide that employees under the Sergeant at Arms of the House of Representatives who handle money shall be bonded,0.194,House,CA
95-S-2090,1977,12,Social Welfare,Democrat,0,1,"A bill to extend for three additional years the authorization of titles I, II, III, V, VI, VII, VIII, and IX of the Economic Opportunity Act of 1964.",-0.52,Senate,WI
89-HR-12080,1966,15,Defense,Democrat,0,0,"To amend title 38 of the United States Code to protect any veteran against a loss of pension. as a result of enactment of the Social Security Amendments of 1965, and for other purposes",-0.44,House,MI
111-HR-4134,2009,19,Government Operations,Democrat,0,0,"To require companies submitting offers to the Government for Federal contracts to include subcontracting agreements with the offers, and for other purposes.",-0.519,House,MO
85-HR-10534,1958,10,Transportation,Republican,0,0,To authorize the construction and sale by the Federal Maritime Board of a passenger vessel for operation 1n the Pacific Ocean,0.342,House,NY
97-S-1192,1981,20,Public Lands and Water Management,Republican,1,1,"An original bill to amend the National Visitor Center Facilities Act of 1968 to provide for the rehabilitation and completion of Union Station in Washington, D. C., and for other purposes.",0.09,Senate,OR
105-S-1948,1998,17,Foreign Trade,Democrat,0,0,A bill to suspend temporarily the duty on a certain drug substance used as an HIV antiviral drug.,-0.501,Senate,CA
101-HR-1456,1989,19,Government Operations,Democrat,0,0,To amend the Federal Election Campaign Act of 1971 to provide for limitations on expenditures in elections for the office of Representative.,-0.393,House,AZ
111-HR-5514,2010,19,Government Operations,Republican,0,0,"To require State governments to submit fiscal accounting reports as a condition to the receipt of Federal financial assistance, and for other purposes.",0.717,House,FL
89-S-3681,1966,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"A bill to amend the act to provide for the registration and protection of trademarks used in commerce, to carry out the provisions of certain international conventions, and for other purposes.",0.168,Senate,AR
98-HR-3952,1983,3,Health,Democrat,0,0,"A bill to amend titles XVIII and XIX of the Social Security Act to provide medicare and medicaid coverage of personal emergency response services, and for other purposes.",-0.396,House,FL
80-HR-6439,1948,13,Community Development and Housing Issues,Republican,1,0,"To authorize and direct the Administrator of Veterans Affairs to conduct an investigation and study of the feasibility and desirability of adopting the plan, known as the West Virginia plan, for the construction and financing of low cost housing facilitie",0.403,House,PA
107-S-2521,2002,12,Social Welfare,Democrat,0,0,"A bill to amend title II of the Social Security Act to restrict the application of the windfall elimination provision to individuals whose combined monthly income from benefits under such title and other monthly periodic payments exceeds $2,000 and to provide for a graduated implementation of such provision on amounts above such $2,000 amount.",-0.41,Senate,MA
93-HR-17099,1974,9,Immigration,Republican,0,0,A bill to provide for reimbursement of medical treatment facilities for emergency medical treatment of a life-preserving nature which is given to certain aliens unlawfully in the United States.,0.324,House,CA
103-S-488,1993,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to provide Federal penalties for drive-by shootings.,0.01,Senate,PA
80-S-1774,1947,18,International Affairs and Foreign Aid,Democrat,1,1,"A bill to promote the general welfare, national interest, and foreign policy of the United States by providing supplies to certain European countires on an emergency basis",-0.00021533801515431653,Senate,TX
99-HR-2947,1985,19,Government Operations,Democrat,0,0,A bill to amend the District of Columbia Self-Government and Governmental Reorganization Act to facilitate the issuance of bonds and notes by the District of Columbia.,-0.309408,House,DC
97-HR-2413,1981,20,Public Lands and Water Management,Democrat,0,0,"A bill authorizing the establishment of a customs fund for use in the renovation, expansion, and construction of customs port facilities located on state or municipal marine terminal property at United States ports.",-0.401,House,MD
87-HR-12126,1962,6,Education,Republican,0,0,To amend the Internal Revenue Code of 1954 to provide a tax credit for certain amounts set aside by a taxpayer for the higher education of prospective college students in his family,0.132,House,IA
80-HR-3364,1947,15,Defense,Republican,0,0,To provide for retirement at full active duty pay for any individual who has served in the Army or the Navy on the active list for a period of 50 years or more,0.366,House,NY
90-HR-17257,1968,15,Defense,Democrat,0,0,"To amend title 38, United States Code, to provide increases in rates of compensation for disabled veterans, and for other purposes",0.098,House,NC
110-HR-3561,2007,3,Health,Democrat,0,0,"To authorize the Secretary of Health and Human Services to make grants to community health coalitions to assist in the development of integrated health care delivery, and for other purposes.",-0.322,House,TX
104-S-579,1995,5,Labor and Employment,Democrat,0,0,"A bill to amend the JOBS program in title IV of the Social Security Act to provide for a job placement voucher program, and for other purposes.",-0.173,Senate,LA
91-S-3666,1970,20,Public Lands and Water Management,Democrat,0,0,"A bill to modify the protect for Kaw Reservoir, Arkansas River, Okla., to provide for the construction of power generating facilities",-0.419,Senate,OK
98-S-874,1983,6,Education,Democrat,0,0,"A bill to provide for a program for the improvement of instruction in mathematics and science, and for other purposes.",-0.485,Senate,MA
91-S-1750,1969,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"A bill to amend the Small Business Act to authorize assistance to small business concerns in financing structural, operational, or other changes to meet standards required by Federal law or State law enacted in conformity therewith",-0.14,Senate,NV
95-S-995,1977,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,1,1,A bill to amend title VII of the Civil Rights Act of 1964 to prohibit sex discrimination on the basis of pregnancy.,-0.374,Senate,NJ
89-HR-13821,1966,19,Government Operations,Republican,0,0,"To amend the act of. May 28, 1924, to revise existing law relating to the examination, licensure, registration, and regulation of optometrists and the practice of optometry in the District of Columbia, and for other purposes",0.27,House,MN
84-HR-6830,1955,1,Macroeconomics,Democrat,0,0,To provide that the manufacturers excise tax on mechanical pencils and pens shall not apply to pencils and pens manufactured to retail at $1 or less,0.205,House,VA
113-HR-3796,2013,3,Health,Republican,0,0,"To amend title XVIII of the Social Security Act to provide for bundled payments for certain episodes of care surrounding a hospitalization, and for other purposes.",0.685,House,TN
114-HR-3616,2015,15,Defense,Republican,0,0,"To appropriate such funds as may be necessary to ensure that members of the Armed Forces, including reserve components thereof, and supporting civilian and contractor personnel continue to receive pay and allowances for active service performed when a funding gap caused by the failure to enact interim or full-year appropriations for the Armed Forces occurs, which results in the furlough of non-emergency personnel and the curtailment of Government activities and services, and for other purposes.",0.407,House,VA
83-S-2079,1953,15,Defense,Republican,1,1,"A bill to provide for the use of the American National Red Cross In aid of the Armed Forces, and for other purposes",0.176,Senate,MA
89-S-1400,1965,3,Health,Democrat,0,0,"A bill to extend and expand title III of the Mental Retardation Facilities and Community Mental Health Centers Construction Act of 1963, and for other purposes",-0.047,Senate,AL
104-HR-1266,1995,20,Public Lands and Water Management,Republican,1,1,"To provide for the exchange of lands within Admiralty Island National Monument, and for other purposes.",0.344,House,AK
96-HR-8331,1980,19,Government Operations,Democrat,0,0,A bill to seal the ballots in Federal elections until all polling places are closed.,-0.274,House,MT
92-HR-4460,1971,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act to provide a 10-percent across-the-board increase in benefits thereunder, with a minimum primary benefit of 8100, and to increase to $2,400 a year the amount of outside earnings a beneficiary may have without loss of benefits",-0.43,House,OH
92-HR-11201,1971,20,Public Lands and Water Management,Republican,0,0,"To amend the act of August 22, 1949 (63 Stat. 623), so as to authorize the Board of Regents of the SmithsonianInstitution to plan and construct museum support and depository facilities",0.34,House,OH
107-HR-4831,2002,19,Government Operations,Democrat,0,0,To prohibit certain expatriated corporations from being eligible for the award of Federal contracts.,-0.179,House,TX
91-HR-5276,1969,4,Agriculture,Republican,0,0,"To include prepared or preserved beef and veal within the quotas imposed on the importation of certain other mean products; to reduce the percentage applied to certain aggregate quantity estimations used, in part, to determine such quotas from 110 per centum to 100 per centum; and for other purposes",0.26,House,CA
92-HR-16925,1972,15,Defense,Democrat,1,1,"To amend title 37, United States Code, to extend the authority for special .pay for nuclear-qualified naval submarine officers, authorize special pay for nuclear-qualified naval surface officers, and provide special pay to certain nuclear trained and qualified enlisted members of the naval service who agree to reenlist, and for other purposes.",0.23,House,TX
114-S-1108,2015,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to amend the Omnibus Crime Control and Safe Streets Act of 1968 to include court security officers in the public safety officers' death benefits program.,-0.276,Senate,NV
94-HR-3367,1975,20,Public Lands and Water Management,Democrat,0,0,A bill to provide for the extension of credit to Guam for the development of community facilities on Guam.,-0.298123,House,GU
102-HR-4423,1992,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To protect homeowners with substantial equity interests in their mortgaged principal residences from the loss of their homes through mortgage foreclosure when forbearance can reasonably be extended by the mortgage holders, to provide for the protection of the equity interests of homeowners in cases of foreclosure, and for other purposes.",-0.227,House,VA
95-HR-13503,1978,17,Foreign Trade,Democrat,0,0,"A bill to suspend the duty on gondolas, covered hoppers, and box cars until the close of June 30, 1980.",-0.349,House,PA
90-S-552,1967,10,Transportation,Democrat,0,1,A bill to amend title 18 of the United States Code in order to provide that committing acts dangerous to persons on board trains shall be a criminal offense,-0.36,Senate,ND
90-HR-2397,1967,15,Defense,Democrat,0,0,"To amend title 10, United States Code, to provide that members of the Armed Forces shall be retired in the highest grade satisfactorily held in any armed force and for other purposes",-0.303,House,WA
102-HR-4247,1992,17,Foreign Trade,Democrat,0,0,"To suspend until January 1, 1995, the duty on Acarbose and on Nimodipine granulated blend and tablets.",-0.386,House,CT
110-S-362,2007,3,Health,Republican,0,0,A bill to expand the number of embryonic stem cell lines available for federally funded research.,0.166,Senate,MN
94-HR-5487,1975,7,Environment,Democrat,0,0,"A bill to amend the Solid Waste Disposal Act to provide for a comprehensive system of waste management and resource recovery, to protect the public health and environment.",-0.118,House,FL
89-HR-15565,1966,20,Public Lands and Water Management,Democrat,0,0,"To provide for a revision of the boundaries of Petersburg, National Battlefield, Virginia, and for other Purposes",0.33,House,VA
99-HR-1362,1985,10,Transportation,Democrat,1,0,"A bill to revise, consolidate, and enact certain laws related to load lines and measurement of vessels as parts C and J of subtitle II of title 46, United States Code.",-0.361,House,NC
110-HR-6911,2008,18,International Affairs and Foreign Aid,Democrat,0,0,"To authorize assistance to meet the urgent humanitarian needs of the people of Georgia, and for other purposes.",-0.356,House,CA
91-HR-16414,1970,7,Environment,Republican,0,0,"To be known as the Pollution Abatement Act of 1970, to establish the National Environmental Control Commission as an independent agency of the Government, and to vest in that Commission jurisdiction over environmental pollution programs.16391-16425",0.19,House,VA
101-S-2417,1990,17,Foreign Trade,Republican,0,0,"A bill to extend until January 1, 1993, the existing temporary suspension of duty on cyclosporine.",0.048,Senate,MN
90-HR-15397,1968,13,Community Development and Housing Issues,Democrat,0,0,To amend the National Housing Act to provide flexibility in interest rates under the various Federal Housing Administration mortgage insurance programs,-0.409,House,RI
100-S-538,1987,5,Labor and Employment,Democrat,0,0,"A bill to implement the recommendations of the Secretary of Labor's Task Force on Economic Adjustment and Worker Dislocation, and for other purposes.",-0.511,Senate,OH
101-HR-5052,1990,15,Defense,Democrat,0,0,To amend Public Law 97-360.,-0.454,House,NC
87-HR-6705,1961,10,Transportation,Republican,0,0,"To grant the consent of Congress to the States of Connecticut and New York, and other affected States, to enter into a compact relating to the taking of action to bring about improvement in commuter and other passenger services of the New York, New Haven,",0.023,House,CT
85-HR-8573,1957,5,Labor and Employment,Republican,0,0,To create a corporation to restore normal employment and produce industrial development in economically depressed areas.,0.358,House,KY
93-S-3361,1974,1,Macroeconomics,Democrat,0,0,A bill to assure the continuation of the compilation and publication of the Consumer Price Index.,-0.495,Senate,WI
88-HR-8823,1963,17,Foreign Trade,Republican,0,0,To impose quota limitations on imports of foreign -residual fuel oil,0.574,House,OH
98-HR-997,1983,20,Public Lands and Water Management,Republican,0,0,A bill to authorize the States to regulate the transfer of water to insure that federal regulation does not impair or impede the efforts of the States to protect and control this resource.,0.159,House,OH
108-HR-4872,2004,3,Health,Democrat,0,0,To direct the Secretary of Health and Human Services to establish a retinoblastoma public awareness and prevention program.,-0.42,House,NY
81-HR-4901,1949,20,Public Lands and Water Management,Democrat,1,1,"To authorize the Eastern Band of Cherokee Indians, North Carolina, to lease certain lands for a period not exceeding 40 years",0.031,House,NC
99-HR-5350,1986,19,Government Operations,Republican,0,0,"A bill to amend title 39 of the United States Code to restore the limited circulation second-class rates of postage for copies of a publication mailed to counties adjacent to the county of publication, and for other purposes.",0.233,House,IA
92-S-1172,1971,20,Public Lands and Water Management,Democrat,0,0,A bill to exempt citizens of the United States who are 65 years of age or over from paying entrance or admission fees for certain recreational areas,-0.131,Senate,NV
87-HR-6753,1961,13,Community Development and Housing Issues,Republican,0,0,To amend section 213 of the National Housing Act to provide a system of supplementary financing for cooperative housing projects insured under that section,-0.182,House,NY
82-HR-1033,1951,15,Defense,Republican,0,0,To promote more economical and efficient use of the Nations resources by providing for a single supply catalog system for the National Military Establishment,0.363,House,CA
107-HR-5326,2002,11,"Law, Crime, and Family Issues",Democrat,0,0,"To enhance the operation of the AMBER Alert communications network in order to facilitate the recovery of abducted children, to provide for enhanced notification on highways of alerts and information on such children, and for other purposes.",-0.297,House,TX
92-HR-13025,1972,20,Public Lands and Water Management,Democrat,1,1,"To amend the act of may 19; 1948, with respect to the use of real property for wildlife conservation purposes",-0.46,House,MI
93-HR-14189,1974,1,Macroeconomics,Democrat,0,0,"A bill to amend the Economic Stabilization Act, to establish objectives and standards governing imposition of controls after April 30, 1974, to create an Economic Stabilization Administration, to establish a mechanism for congressional action when the President fails to act, and for other purposes.",-0.53,House,NY
110-S-861,2007,19,Government Operations,Republican,0,0,"A bill to designate the Federal building located at 131 East 4th Street in Davenport, Iowa, as the James A. Leach Federal Building.",0.422,Senate,IA
81-HR-3207,1949,11,"Law, Crime, and Family Issues",Democrat,0,0,"To amend and reenact sections 411 and 412 of title 28,United States Code (act of Mar. 3, 1911, ch. 231, sec.275; 36 Stat. 1164; arid act of Feb. 3, 1917, ch. 27, 39 Stat. 873), to authorize the judges of the district courts to appoint two jury commissione",-0.479,House,WV
88-HR-8317,1963,20,Public Lands and Water Management,Democrat,0,0,"To authorize the Secretary of the Interior to acquire certain land for addition to Greenbelt Park, in the State of Maryland, and for other purposes",-0.545,House,MD
80-S-1435,1947,20,Public Lands and Water Management,Republican,0,0,A bill to establish a commission to determine the competency of members of the Crow Indian Tribe,-0.00021533801515431653,Senate,MT
92-HR-7203,1971,4,Agriculture,Republican,0,0,To insure that participants n the feed grain program will receive a preliminary payment of 32 cents for corn,0.15,House,MN
83-HR-9370,1954,20,Public Lands and Water Management,Democrat,0,0,"Granting the consent of Congress to the States of Arkansas and Oklahoma, to negotiate and enter into a compact relating to their interests in, and the apportionment of, the waters of the Arkansas River and its tributaries as they affect such States",-0.257,House,OK
86-HR-10603,1960,19,Government Operations,Republican,0,0,To amend sections 703 and 704 of the Federal Property and Administrative Services Act of 1949 to extend for 2 years the period within which payments in lieu of taxes may be made with respect to certain property formerly owned by the Reconstruction Finance,0.251,House,MI
106-HR-2373,1999,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,To amend the Internal Revenue Code of 1986 to provide for Start-up Success Accounts.,0.733,House,SC
99-HR-3910,1985,18,International Affairs and Foreign Aid,Republican,0,0,A bill to amend title II of the State Department Basic Authorities Act of 1956 to impose the same restrictions and conditions on foreign missions of Soviet Bloc countries as are imposed on the foreign mission of the Soviet Union.,0.292,House,CA
91-HR-1280,1969,1,Macroeconomics,Democrat,0,0,"To increase from $600 to $1,000 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemption for. a dependent, and the additional exemption for old age or blindness).",-0.39,House,IL
84-HR-8621,1956,11,"Law, Crime, and Family Issues",Democrat,0,0,To provide that the United States district judges for the districts of Hawaii and Puerto Rico shall have the same tenure of office and retirement rights as all other United States district judges.,-0.498,House,NY
111-HR-5408,2010,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To amend title 18, United States Code, to change the state of mind requirement for certain identity theft offenses, and for other purposes.",0.724,House,VA
85-HR-12540,1958,19,Government Operations,Democrat,1,1,"Making appropriations for the Department of Commerce and related agencies for the fiscal year ending June 30, 1959, and for other purposes",-0.067,House,GA
92-HR-914,1971,19,Government Operations,Democrat,0,0,"To restore to Federal civilian employees their rights to participate, as private citizens, in the political life of the Nation, to protect Federal civilian employees from improper political solicitations, and far other purposes",-0.53,House,IL
81-HR-2111,1949,19,Government Operations,Democrat,0,0,To grant equitable compensatory time to postal employees for holidays which fall on Saturdays and Sundays,-0.423,House,PA
97-HR-6162,1982,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to authorize appropriations for the National Telecommunications and Information Administration for fiscal years 1983 and 1984.,-0.291,House,CO
95-HR-13056,1978,1,Macroeconomics,Democrat,0,0,"A bill to provide that appropriations made by the United States shall not exceed its revenues, except in time of war or national emergency, and to provide for the systematic paying of the national debt.",0.0,House,LA
110-HR-5265,2008,3,Health,Democrat,1,1,"To amend the Public Health Service Act to provide for research with respect to various forms of muscular dystrophy, including Becker, congenital, distal, Duchenne, Emery-Dreifuss facioscapulohumeral, limb-girdle, myotonic, and oculopharyngeal, muscular dystrophies.",-0.356,House,NY
108-HR-4827,2004,20,Public Lands and Water Management,Republican,1,1,To amend the Colorado Canyons National Conservation Area and Black Ridge Canyons Wilderness Act of 2000 to rename the Colorado Canyons National Conservation Area as the McInnis Canyons National Conservation Area.,0.517,House,OR
113-HR-1381,2013,6,Education,Republican,0,0,To amend the Internal Revenue Code of 1986 to allow a credit against tax for qualified elementary and secondary education tuition.,0.838,House,IN
90-S-2638,1967,10,Transportation,Democrat,0,0,A bill to provide an improved and enforceable procedure for the notification of defects in tires,-0.6,Senate,WI
97-HR-3611,1981,10,Transportation,Democrat,0,0,"A bill to provide for navigation improvements of certain harbors of the United States, and for other purposes.",-0.259,House,CA
110-S-1769,2007,16,"Space, Science, Technology, and Communications",Republican,0,0,A bill to amend the Communications Act of 1934 to facilitate number portability in order to increase consumer choice of voice service provider.,0.247,Senate,AK
110-HR-3665,2007,11,"Law, Crime, and Family Issues",Republican,0,0,"To amend chapter 87 of title 18, United States Code, to end the terrorizing effects of the sale of murderabilia on crime victims and their families.",0.48,House,WA
94-HR-142,1975,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"A bill to enforce the first amendment and fourth amendment to the constitution and the constitutional right of privacy by prohibiting any civil officer of the United States or any member of the Armed Forces of the United States from using the Armed Forces of the United States to exercise surveillance on civilians or to execute the civil laws, and for other purposes.",-0.499,House,WI
84-S-1216,1955,15,Defense,Democrat,0,0,"A bill to provide for the incorporation of the National Womans Relief Corps, Auxiliary to the Grand Army of the Republic, organized 1883, 72 years old.",-0.311,Senate,RI
108-HR-2606,2003,3,Health,Democrat,0,0,"To amend title XVIII of the Social Security Act to provide prescription drug coverage under the Medicare Program, to make improvements in Medicare payment for rural providers, and for other purposes.",-0.407,House,CA
114-HR-1801,2015,6,Education,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to allow a tax credit for providing programs to kindergarten, elementary, and secondary students that promote economic and financial literacy.",-0.448,House,IL
92-HR-11105,1971,10,Transportation,Democrat,0,0,"To amend the National Traffic and Motor Vehicle Safety Act of 1966 to require the establishment of certain standards with respect to light banks, governors, and speed control panels",-0.77,House,CA
87-HR-5750,1961,11,"Law, Crime, and Family Issues",Democrat,0,0,"To amend section 1651 of title 28, United States Code, so as to require the concurrence of not less than five justices in the granting of writs of certiorari by the Supreme Court",-0.141,House,PA
93-HR-16544,1974,10,Transportation,Democrat,0,0,"A bill to end discrimination against Great Lakes ports in assigning ports for preference cargoes, to allocate 10 percent of the Merchant Marine subsidy to the Great Lakes, to establish a regional office of the Maritime Administration on the Great Lakes, to encourage U.S. flag operators to provide service to U.S. ports on the Great Lakes, and to encourage the Secretary of Transportation to update pilotage fees on the Great Lakes, and for other purposes.",-0.459,House,MN
105-HR-3254,1998,6,Education,Republican,0,0,To amend the Individuals with Disabilities Education Act to clarify the requirements relating to reducing or withholding payments to States under that Act.,0.37,House,CA
98-HR-5756,1984,19,Government Operations,Republican,0,0,"A bill to amend title 39, United States Code, to prohibit the United States Postal Service from acquiring neighborhood delivery and collection box units and apartment house mail receptacles for public use.",0.282,House,SC
102-HR-5177,1992,1,Macroeconomics,Republican,0,0,To amend the Congressional Budget Act of 1974 to provide that Congressional Budget Office cost estimates be included in committee reports accompanying reported bills that significantly impact small businesses.,0.411,House,FL
82-HR-1628,1951,20,Public Lands and Water Management,Democrat,1,1,"To provide for the acquisition of land and the construction thereon of buildings and appurtenances essential for forest-fire-control operations of the Forest Service, United States Department of Agriculture, at or near Missoula, Mont., and for other purpo",-0.411,House,MT
100-S-1923,1987,15,Defense,Democrat,0,0,"An original bill making appropriations for the Department of Defense for the fiscal year ending September 30, 1988, and for other purposes.",-0.118,Senate,MS
94-HR-5535,1975,13,Community Development and Housing Issues,Republican,0,0,A bill to allow a credit against Federal income taxes or a payment from the U.S. Treasury for State and local real property taxes or an equivalent portion of rent paid on their residence by individuals who have attained age 65.,0.192,House,AZ
90-HR-5883,1967,1,Macroeconomics,Democrat,0,0,"To amend the Internal Revenue Code of 1954 to extend the head of household benefits to unremarried widows and widowers, and individuals who have attained age 35 and who have never been married or who have been separated or divorced for 3 years or more, who maintain their own households",-0.261,House,MD
89-S-2530,1965,9,Immigration,Democrat,0,0,A bill to effect entry of a minor child to be adopted by U.S. citizens,-0.491,Senate,MN
80-HR-454,1947,4,Agriculture,Republican,0,0,"To provide for the payment of a bonus of 30 cents per bushel on wheat and corn sold by producers between January 1, 1946, and April 18, 1946",0.272,House,KS
84-HR-11146,1956,20,Public Lands and Water Management,Democrat,0,0,"To provide that certain lands shall be held in trust for Indian tribes on the Fort Peck, Fort Belknap, and Blackfeet Reservations, and to provide that such lands shall become part of such reservations.",-0.56,House,MT
82-HR-6667,1952,15,Defense,Republican,0,0,To liberalize the marriage requirements for compensation and pension purposes,0.267,House,NY
100-HR-2669,1987,19,Government Operations,Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to exempt distributions under the Federal retirement system from the additional tax on early distributions.,0.515,House,UT
94-HR-4245,1975,9,Immigration,Democrat,0,0,A bill to amend section 242(b) of the Immigration and Nationality Act to require special deportation proceedings in connection with the voluntary departure proceedings in connection with the voluntary departure from the United States of any alien who is a native of a country contiguous to the United States.,-0.608,House,CA
90-S-3470,1968,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend title II of the act entitled An act to prescribe penalties for certain acts of violence or intimidation, and for other purposes, approved April 11, 1963.",-0.16,Senate,NM
90-HR-6626,1967,5,Labor and Employment,Democrat,0,0,To exclude certain State employees from the application of the Fair Labor Standards Act of 1938,-0.041,House,MS
85-HR-7715,1957,15,Defense,Democrat,0,0,"To amend section 207 of the Legislative Reorganization Act of 1946, to provide that the Boards for the Correction of Military or Naval Records shall give consideration to satisfactory evidence relating to a good character and conduct in civilian life afte",-0.25,House,MA
111-S-842,2009,13,Community Development and Housing Issues,Democrat,0,0,"A bill to repeal the sunset of certain enhancements of protections of servicemembers relating to mortgages and mortgage foreclosures, to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to pay mortgage holders unpaid balances on housing loans guaranteed by Department of Veterans Affairs, and for other purposes.",-0.416,Senate,MA
111-HR-4399,2009,8,Energy,Democrat,0,0,"To further the national deployment of electric drive vehicles, to strengthen and enhance the national power grid through the integration of such vehicles, and for other purposes.",-0.499,House,NY
101-S-2577,1990,3,Health,Democrat,0,0,"A bill to amend the Internal Revenue Code of 1986 to extend the credit for clinical testing expenses for certain drugs for rare diseases or conditions, and for other purposes.",-0.514,Senate,OH
80-HR-3106,1947,20,Public Lands and Water Management,Republican,0,0,To reenact and amend the Organic Act of the United States Geological Survey by incorporating therein substantive provisions confirming the exercise of long continued duties and functions and by redefining their geographic scope,-0.146,House,CA
90-S-2002,1967,18,International Affairs and Foreign Aid,Democrat,0,0,A bill to promote the foreign policy of the United States by strengthening and improving the Foreign Service personnel system of the U.S. Information Agency through establishment of a Foreign Service Information Office Corps.,-0.34,Senate,AR
95-HR-5138,1977,4,Agriculture,Democrat,0,0,"A bill to amend the Federal Food, Drug and Cosmetic Act to provide the Secretary of Health, Education, and Welfare with greater latitude in regulating food additives found to induce cancer in man or animal.",-0.099,House,TX
